experiment,ticker,strategy,pnl,wr,n,avg
H,MSTU,qqq_ret10_btc2,850916,33.3,3,9.46
H,MSTU,qqq_ret10_btc2,850916,33.3,3,9.46
F,CONL,nr5_bo_btc1_rsi,850457,60.0,5,17.03
I,BITX,consec3_surge,850455,52.2,23,3.7
F,PTIR,nr5_bo_btc1_rsi,850373,75.0,4,10.64
F,IREN,doji_escape_btc2,850251,75.0,4,21.28
H,CONL,vix_low_qqq_surge,850123,50.0,8,10.64
D,NVDL,surge_strong_btc2,849937,53.3,15,5.67
A,NVDL,mstr_rsi,849687,47.4,19,4.48
A,AMDL,btc_mstr_combo,849547,50.0,20,4.25
F,PTIR,hammer_btc2,849486,80.0,5,17.01
F,CONL,inside_bar_bo_btc2,849387,50.0,6,14.17
A,MSTU,btc_pct_ma20,849289,48.9,47,1.81
F,IREN,vcp_engulf_btc2,849032,60.0,5,17.0
F,NVDL,engulf_btc2,848872,75.0,4,10.62
I,TQQQ,bb_macd_adx_btc2,848737,61.1,18,2.36
F,AMDL,gap_up3_btc1,848721,50.0,24,3.54
F,CONL,nr5_bo_btc2,848610,57.1,7,12.14
E,IREN,mstr_rsi65_ma_btc2,848498,75.0,4,14.76
D,IREN,ultra_bull,848496,50.0,8,5.31
F,AMDL,ma20_pull_btc2,848348,33.3,9,3.15
I,TSLL,triple_regime_strong,848343,30.8,13,6.53
B,MSTU,breakout20_bull,848207,60.0,5,16.98
H,AMDL,btc2_qqq_strong_vol,848036,44.4,9,9.43
D,IREN,dip_rsi_btc2,847824,46.7,15,5.66
D,AMDL,bb_mid_btc2,847721,62.5,8,10.61
D,AMDL,consec2_vol_btc,847317,38.5,13,6.52
C,NVDL,month_q4_bull,847288,72.7,11,7.71
D,CONL,bo20_btc_strong,847209,45.5,11,1.44
I,TQQQ,consec4_btc1,847140,64.3,14,6.06
E,AMDL,rsi_accel_btc2_vol,846951,40.0,5,8.09
I,IREN,btc3_strong_rsi_accel,846857,25.0,4,6.74
F,AMDL,ma10_pull_btc2,846762,62.5,8,10.6
H,MSTU,btc2_qqq_strong_vol,846732,30.0,10,4.24
F,PTIR,inside_bar_bo_btc1,846243,66.7,3,14.12
F,NVDL,gap_up_btc2,846056,48.3,29,2.92
H,AMDL,qqq_strong_consec,845964,30.0,10,2.82
F,MSTU,bounce_btc2,845448,30.0,10,4.23
F,MSTU,bounce_btc2,845448,30.0,10,4.23
H,AMDL,triple_regime_all,845436,53.3,15,5.64
H,MSTU,vix_low_qqq_surge,845015,66.7,3,14.1
I,CONL,triple_regime_strong,844970,28.6,14,6.04
F,MSTU,ma10_pull_vol,844968,20.0,5,5.64
I,CONL,rsi_accel_btc2_vol,844864,33.3,9,9.4
I,TSLL,consec4_btc1,844805,44.4,9,9.4
C,NVDL,month_q2q3_bull,844778,57.1,14,6.04
H,MSTU,qqq_strong_macd,844775,46.7,15,1.88
F,PTIR,nr5_bo_btc1_rsi,844755,75.0,4,21.14
F,PTIR,nr5_bo_btc1_rsi,844755,75.0,4,21.14
H,NVDL,coin_ret5_btc2,844382,48.1,27,3.13
D,MSTU,ret3_strong_btc,844073,25.0,12,-6.42
F,NVDL,doji_escape_btc_rsi,843592,100.0,3,14.07
H,AMDL,coin_bull_btc2,843095,46.2,13,6.49
F,AMDL,bounce_btc1_rsi,842743,44.4,9,4.69
H,MSTU,triple_surge,842724,37.5,8,3.51
H,MSTU,triple_surge,842724,37.5,8,3.51
H,MSTU,triple_surge,842724,37.5,8,3.51
F,MSTU,hh_hl_rsi_btc,842589,33.3,12,2.34
D,PTIR,max_momentum,842429,66.7,3,18.74
D,PTIR,bo20_btc_strong,842429,66.7,3,18.74
F,CONL,inside_bar_bo_btc1,842297,55.6,9,9.37
D,PTIR,bo5_btc2,842227,66.7,15,5.62
E,NVDL,rsi_accel_btc3,842191,33.3,3,14.05
F,CONL,vcp_breakout_btc2,842120,55.6,9,9.37
I,SOXL,ma_aligned_btc2_vol,842077,87.5,8,10.54
F,IREN,break_52w_vol_btc,842053,66.7,3,14.05
F,IREN,break_52w_vol_btc,842053,66.7,3,14.05
A,AMDL,btc_ret3,841949,44.1,34,2.48
F,AMDL,gap_up3_vol_btc,841616,50.0,8,10.53
D,NVDL,btc_ret3_8pct,841413,42.9,7,8.02
A,AMDL,btc_mstr_combo,841079,42.9,21,4.01
F,IREN,gap_fill_up_btc2,840828,50.0,22,3.83
D,AMDL,bo10_btc1plus,840760,41.7,12,4.68
H,NVDL,vix_low_qqq_surge,840699,66.7,12,7.01
D,AMDL,bb_mid_btc2,840406,44.4,9,9.35
D,AMDL,btc_ret3_5pct,840200,33.3,9,-0.47
F,IREN,gap_hh_hl_btc2,840071,45.0,20,2.1
I,TQQQ,rsi7_80_btc2,839743,70.0,10,8.41
D,MSTU,ma_align5_btc2,839434,36.4,11,7.64
D,MSTU,btc_ret3_5pct,839407,33.3,15,3.73
C,PTIR,triple_ma_bull,839034,57.1,14,6.0
B,CONL,breakout10_rsi,838977,45.5,22,3.82
B,CONL,breakout10_bull,838977,45.5,22,3.82
H,AMDL,qqq_ret10_btc2,838941,60.0,5,16.8
H,AMDL,btc2_qqq_strong,838632,53.3,15,5.6
A,ROBN,btc_mstr_combo,838239,70.0,10,8.39
D,NVDL,dip_ma5_btc2,838197,100.0,5,16.78
D,NVDL,dip_ma5_btc2,838197,100.0,5,16.78
B,IREN,macd_cross_bull,838112,83.3,6,13.98
F,NVDL,hh_hl_ma_btc2,837699,50.0,24,3.49
F,IREN,inside_bar_bo_btc2,837672,50.0,4,10.48
F,IREN,inside_bar_bo_btc2,837672,50.0,4,10.48
H,AMDL,coin_pct10_qqq,837380,41.7,12,6.99
F,NVDL,vcp_breakout_btc1,837126,53.8,13,6.45
H,AMDL,btc2_qqq_strong_vol,837111,37.5,8,3.49
E,NVDL,rsi_accel_btc3,837020,33.3,3,5.59
F,IREN,vcp_engulf_btc2,836665,66.7,6,6.98
D,PTIR,pullback_btc2,836461,54.5,11,7.61
A,ROBN,mstr_rsi,836011,57.1,7,11.95
E,AMDL,consec3_surge,835704,33.3,9,-0.16
F,CONL,ma20_pull_btc2,835400,40.0,10,8.36
H,AMDL,triple_surge,835132,50.0,12,3.48
H,NVDL,vix_low_qqq_surge,835111,54.5,11,7.6
I,TQQQ,mstr5_btc2_qqq,834767,54.5,11,1.16
H,PTIR,qqq_ret10_btc2,834390,80.0,5,16.7
A,NVDL,btc_mstr_combo,834142,52.8,36,2.32
D,PTIR,bo10_macd_btc,833850,47.1,17,4.91
A,AMDL,mstr_rsi,833482,48.0,25,3.34
H,AMDL,coin_rsi65_btc2,833413,50.0,10,8.34
D,AMDL,btc_all_green,833203,37.5,8,6.95
H,AMDL,btc2_qqq_strong_vol,833105,66.7,12,6.95
I,BITX,consec3_surge,832960,50.0,22,3.79
F,AMDL,gap_up_btc2,832640,42.9,21,1.98
C,ROBN,mon_tue_bull,832593,63.6,11,7.58
H,AMDL,soxl_bull_qqq,832205,37.5,8,10.41
F,AMDL,inside_bar_bo_btc1,831928,75.0,4,10.41
B,AMDL,bb_high_pct_vol,831919,53.3,15,5.55
F,IREN,engulf_btc2,831809,60.0,10,8.33
F,NVDL,gap_fill_up_btc2,831605,61.1,18,1.54
D,MSTU,ma_btc_ret7,831506,40.0,10,5.55
A,NVDL,btc_rsi,831313,60.9,23,3.62
F,CONL,inside_bar_bo_btc1,830914,60.0,10,8.32
H,AMDL,btc1_qqq_bull_rsi,830619,30.0,10,2.77
B,MSTU,all_green,830615,42.9,7,11.88
D,CONL,ma_btc_ret7,830607,38.1,21,2.64
D,AMDL,ret3_strong_btc,830484,61.1,18,4.62
B,MSTU,bb_high_pct,830414,45.0,20,4.16
A,AMDL,btc_ret3,830410,42.3,26,3.2
H,MSTU,qqq_strong_macd,830171,46.7,15,2.77
H,IREN,qqq_ret10_btc2,830164,100.0,5,16.62
H,NVDL,vix_falling_btc2,829933,56.2,32,2.6
F,AMDL,ma10_pull_vol,829587,80.0,5,16.61
H,MSTU,btc2_qqq_strong,829585,33.3,9,9.23
C,PTIR,dual_btc_qqq_pct,829582,80.0,10,8.3
C,PTIR,dual_btc_qqq,829582,80.0,10,8.3
H,PTIR,coin_pct10_qqq,829427,42.9,7,11.86
H,PTIR,qqq_ret10_btc2,829214,75.0,4,20.75
F,CONL,inside_bar_rsi_vol,829129,57.1,7,11.86
F,AMDL,ma20_pull_btc2,828882,40.0,10,4.15
F,MSTU,bounce_btc1_rsi,828645,30.0,10,4.15
F,IREN,hammer_btc2,828438,80.0,5,16.59
C,PTIR,triple_ma_bull,828300,53.8,13,6.38
F,CONL,ma20_pull_btc2,827940,60.0,10,4.14
H,AMDL,coin_pct10_qqq,827914,40.0,15,2.76
F,MSTU,hh_hl_ma_btc2,827879,46.2,13,6.37
H,PTIR,vix_low_btc2,827783,55.6,9,9.21
H,AMDL,soxl_bull_qqq,827709,50.0,14,5.92
F,CONL,vcp_breakout_vol,827543,40.0,5,8.28
H,AMDL,vix_fall_qqq_bull,827513,38.5,13,3.19
D,AMDL,btc_all_green,827457,60.0,10,8.28
D,CONL,ma_align60_btc2,827412,38.5,13,0.13
E,MSTU,rsi7_80_btc2,827049,30.0,10,1.66
F,AMDL,hh_hl_rsi_btc,827042,47.1,17,4.87
H,PTIR,vix_low_qqq_surge,826771,50.0,4,6.9
H,PTIR,vix_low_qqq_surge,826771,50.0,4,6.9
A,NVDL,mstr_pct_ma20,826695,50.0,30,2.76
H,AMDL,qqq_ret10_btc2,826513,80.0,5,16.55
F,AMDL,hh_hl_rsi_btc,826205,40.0,15,5.51
H,MSTU,qqq_strong_macd,825770,41.7,12,3.44
B,AMDL,mom20_rsi,825733,50.0,18,4.59
F,NVDL,ma20_pull_btc2,825701,55.6,9,9.18
H,MSTU,vix_mid_btc1_rsi,825288,40.0,10,2.75
F,AMDL,bounce_btc2,825036,46.2,13,2.12
I,TQQQ,rsi_accel_btc2_vol,824748,80.0,5,16.51
B,AMDL,vol_high_break,824655,57.1,7,11.79
B,ROBN,breakout10_rsi,824610,66.7,9,9.17
C,ROBN,mon_tue_bull,824490,66.7,12,6.88
E,CONL,btc_regime3_surge,824360,28.6,7,3.93
F,PTIR,ma10_pull_vol,824160,60.0,5,5.5
D,PTIR,rsi7_hot_btc2,823907,66.7,18,4.58
I,CONL,bo10_btc2_qqq,823802,33.3,9,3.05
F,CONL,vcp_breakout_btc2,823305,33.3,9,4.58
E,AMDL,consec3_btc2_vol,823164,33.3,6,4.58
H,MSTU,btc2_qqq_strong_vol,822447,30.0,10,4.12
B,AMDL,vol_high_break,822365,62.5,8,10.29
D,CONL,rsi_accel,821841,25.0,32,1.71
F,MSTU,gap_hh_hl_btc2,821214,52.6,19,1.44
F,PTIR,ma10_pull_vol,820461,75.0,4,10.27
A,ROBN,btc_rsi,820317,50.0,16,5.13
F,CONL,vcp_breakout_vol,820279,40.0,5,5.47
F,CONL,engulf_btc2,820014,66.7,3,27.36
H,IREN,btc2_qqq_bull_bo,819948,55.6,18,4.56
D,CONL,bo20_btc_strong,819800,50.0,8,7.06
D,PTIR,consec2_vol_btc,819593,55.6,9,9.12
A,NVDL,btc_ret3,819504,55.2,29,2.83
D,AMDL,ma_align5_btc2,819020,38.5,13,4.2
F,PTIR,ma10_pull_vol,819003,60.0,5,16.4
F,PTIR,ma10_pull_vol,819003,60.0,5,16.4
C,ROBN,dual_btc_qqq_pct,818965,60.0,15,5.47
H,AMDL,btc2_qqq_bull_bo,818687,57.1,7,11.71
D,CONL,dip_ma5_btc2,818612,50.0,12,4.55
F,AMDL,gap_hh_hl_btc2,818478,50.0,14,2.93
B,MSTU,breakout20_bull,818163,80.0,5,16.38
F,MSTU,hh_hl_ma_btc2,817900,47.1,17,2.41
C,NVDL,dual_btc_qqq_pct,817851,88.9,9,9.1
D,CONL,ret3_strong_btc,817847,41.0,39,2.1
F,PTIR,inside_bar_bo_btc1,817765,66.7,3,13.64
H,MSTU,vix_mid_btc1_rsi,817294,40.0,10,8.18
F,IREN,break_52w_btc2,817232,75.0,4,10.23
H,AMDL,coin_pct10_qqq,816693,42.9,7,11.68
I,TSLL,bo10_btc2_qqq,815994,33.3,9,9.08
D,AMDL,surge_strong_btc2,815589,40.0,15,5.44
D,IREN,dip_ma5_btc2,815323,38.5,13,6.28
H,IREN,btc_qqq_coin_surge,814898,62.5,8,10.2
H,AMDL,coin_rsi65_btc2,813734,42.9,7,11.64
F,NVDL,engulf_btc2,813090,75.0,4,20.35
A,AMDL,btc_mstr_combo,813073,50.0,18,4.52
I,TQQQ,vix_falling_btc2,812957,71.4,21,3.88
D,AMDL,rsi14_65_btc2,812684,40.0,10,5.42
I,TQQQ,bo10_btc2_qqq,812631,66.7,9,9.04
D,AMDL,ret5_surge_btc,812522,37.5,8,5.08
D,CONL,bb_mid_btc2,812358,50.0,20,4.07
A,CONL,btc_rsi,812084,49.1,57,1.43
D,PTIR,dip_rsi_btc2,812009,75.0,4,20.32
H,AMDL,soxl_bull_qqq,811987,50.0,12,6.77
H,MSTU,coin_rsi65_btc2,811677,33.3,6,13.54
F,IREN,ma10_pull_btc2,811281,64.3,14,5.8
A,ROBN,btc_ret3,810960,47.6,21,3.87
A,ROBN,btc_ret3,810960,47.6,21,3.87
F,IREN,engulf_vol_btc,810886,60.0,5,8.12
F,IREN,engulf_vol_btc,810886,60.0,5,8.12
B,AMDL,macd_hist_grow,810704,42.1,19,4.27
F,AMDL,bounce_btc2,810683,45.5,11,7.38
D,AMDL,bo10_macd_btc,810605,41.7,12,6.76
F,IREN,vcp_breakout_btc1,810371,50.0,16,5.07
I,BITX,di_cross_surge_btc2,810320,47.4,19,4.27
I,SOXL,btc2_qqq_strong_vol,810004,66.7,6,13.51
B,PTIR,adx_trend_up,809782,80.0,5,16.21
B,PTIR,adx_trend_up,809782,80.0,5,16.21
H,MSTU,qqq_strong_macd,809442,50.0,18,4.5
I,TSLL,rsi7_80_btc2,809085,53.8,13,6.23
D,AMDL,rsi7_hot_btc2,809031,35.7,14,-1.26
H,AMDL,btc1_qqq_bull_rsi,808838,50.0,12,6.75
B,ROBN,breakout10_bull,808531,66.7,9,8.99
A,IREN,btc_rsi,807766,51.5,33,2.45
D,PTIR,consec3_btc2,807412,35.7,14,3.85
A,ROBN,btc_pct_ma20,807385,50.0,18,4.49
F,AMDL,gap_up_btc2,807236,40.9,22,1.84
H,AMDL,vix_fall_qqq_bull,806964,38.9,18,4.49
E,CONL,btc_regime3_all,806260,50.0,8,3.36
D,NVDL,bb_mid_btc2,806250,54.5,11,7.34
D,PTIR,consec2_vol_btc,806125,66.7,6,13.45
D,NVDL,bb_mid_btc2,805992,54.5,11,8.45
A,NVDL,mstr_rsi,805910,50.0,20,4.03
C,AMDL,btc_regime2_only,805557,43.8,16,5.04
H,MSTU,vix_low_qqq_surge,805195,66.7,3,13.43
H,MSTU,vix_low_qqq_surge,805195,66.7,3,13.43
F,AMDL,gap_hh_hl_btc2,805036,44.4,9,4.48
F,NVDL,doji_escape_btc2,804850,66.7,3,8.95
F,AMDL,nr5_bo_btc1_rsi,804809,60.0,5,16.11
A,ROBN,mstr_pct_ma20,804697,60.0,10,8.06
H,MSTU,vix_spike_recover,804574,35.7,14,1.92
C,AMDL,variable_size_regime_var,804482,41.2,17,2.2
I,BITX,rsi7_80_btc2,804354,43.8,16,2.52
I,TQQQ,triple_regime_strong,804223,66.7,12,6.71
H,AMDL,vix_low_qqq_surge,803927,50.0,6,6.71
D,IREN,pullback_btc2,803856,46.7,15,4.21
B,PTIR,bb_lower_bounce,803824,58.3,12,6.71
I,TQQQ,qqq_strong_macd,803196,50.0,20,-0.79
H,AMDL,vix_mid_btc1_rsi,803020,52.6,19,4.23
F,IREN,inside_bar_bo_btc1,802221,60.0,5,16.06
H,AMDL,coin_pct10_qqq,801984,42.9,14,2.87
H,CONL,vix_fall_qqq_bull,801743,40.6,32,2.51
F,PTIR,hammer_btc2,801124,80.0,5,16.04
F,PTIR,hammer_btc2,801124,80.0,5,16.04
B,AMDL,vol_high_break,800511,62.5,8,10.02
D,NVDL,ret5_surge_btc,800297,60.0,15,5.34
F,CONL,inside_bar_rsi_vol,800245,57.1,7,11.44
H,NVDL,soxl_bull_qqq,800084,57.1,28,2.86
I,SOXL,qqq_strong_macd,800061,54.5,22,1.21
H,AMDL,coin_bull_btc2,799776,50.0,14,5.72
I,CONL,bo10_btc2_qqq,799660,33.3,9,2.96
C,CONL,low_vol_bull,799516,60.0,20,4.0
D,NVDL,ma_btc_ret7,799491,40.0,20,2.0
I,TSLL,mstr5_btc2_qqq,799064,50.0,16,5.0
D,CONL,dip_ma5_btc2,798799,46.2,13,6.15
F,AMDL,gap_up3_vol_btc,798749,55.6,9,8.88
D,NVDL,bo10_vol_btc,798408,100.0,8,9.99
F,PTIR,hammer_btc2,798336,80.0,5,15.98
A,MSTU,mstr_rsi,798202,51.9,27,2.96
B,ROBN,bb_macd_vol,797609,100.0,4,19.96
D,AMDL,btc_ret3_5pct,797024,33.3,9,-0.13
I,TQQQ,di_cross_surge_btc2,796912,45.5,11,-0.29
H,AMDL,btc2_qqq_bull_bo,796575,33.3,6,13.29
F,AMDL,vcp_breakout_btc1,796389,33.3,6,4.43
F,AMDL,vcp_breakout_btc2,796389,33.3,6,4.43
H,AMDL,triple_regime_all,796254,50.0,12,6.64
H,AMDL,vix_low_btc2,796184,50.0,12,6.64
B,AMDL,breakout10_rsi,796098,60.0,10,7.97
B,ROBN,bb_macd_vol,795904,100.0,3,26.56
H,IREN,btc_qqq_coin_surge,795897,57.1,7,11.38
B,NVDL,adx_strong,795778,85.7,7,11.38
H,AMDL,soxl_bull_qqq,795306,44.4,9,8.85
F,IREN,break_52w_btc2,795300,100.0,3,26.54
F,CONL,engulf_btc2,795287,75.0,4,19.9
D,NVDL,surge_strong_btc2,795283,56.0,25,3.18
B,PTIR,bb_lower_bounce,795243,60.0,10,7.96
F,IREN,near_52w_btc2,795140,75.0,4,19.9
F,MSTU,gap_hh_hl_btc2,794962,42.9,14,1.89
F,NVDL,engulf_btc2,794513,75.0,4,19.88
F,NVDL,engulf_btc2,794513,75.0,4,19.88
H,MSTU,vix_low_qqq_surge,794110,33.3,3,13.25
F,AMDL,gap_up3_vol_btc,793820,63.6,11,7.22
I,TQQQ,ma_aligned_btc2_vol,793819,66.7,9,2.94
H,AMDL,coin_bull_btc2,793713,30.0,10,3.97
A,ROBN,btc_ret3,793564,50.0,18,4.41
A,ROBN,mstr_pct_ma20,793530,62.5,8,9.93
D,AMDL,ret3_strong_btc,793471,35.7,14,3.78
F,NVDL,nr5_bo_btc2,793452,42.9,7,11.35
H,AMDL,soxl_bull_qqq,793364,52.0,25,1.59
F,AMDL,ma20_pull_btc2,792444,42.9,7,11.33
F,PTIR,nr5_bo_btc2,792014,66.7,3,26.43
F,PTIR,nr5_bo_btc1_rsi,792014,66.7,3,26.43
I,TQQQ,triple_regime_strong,791171,75.0,8,9.9
B,CONL,adx_strong,791034,66.7,9,8.8
H,AMDL,vix_low_btc2,790836,46.7,15,2.64
F,MSTU,doji_escape_btc_rsi,790638,66.7,3,13.19
H,AMDL,coin_bull_btc2,790095,50.0,12,6.59
A,PTIR,btc_rsi,790048,52.9,17,4.65
H,PTIR,btc_qqq_coin_surge,789638,75.0,4,19.76
H,AMDL,btc1_qqq_bull_rsi,788856,42.9,14,5.64
B,AMDL,bb_mid_up,788391,50.0,12,6.58
H,MSTU,btc1_qqq_bull_rsi,788273,40.0,10,7.89
E,CONL,btc_strong5d_rsi_accel,788102,57.1,7,3.76
A,NVDL,mstr_rsi,788009,60.9,23,3.43
D,AMDL,rsi14_65_btc2,787796,58.3,12,6.57
A,PTIR,btc_rsi,787439,47.6,21,3.75
H,NVDL,vix_fall_qqq_bull,787399,53.8,26,3.03
D,PTIR,btc_all_green,787386,77.8,9,8.76
F,AMDL,nr5_bo_btc2,786677,44.4,9,4.37
D,PTIR,dip_rsi_btc2,786425,75.0,4,19.68
E,MSTU,rsi_accel_btc2_vol,786324,20.0,5,5.25
E,MSTU,rsi_accel_btc2_vol,786324,20.0,5,5.25
D,IREN,dip_ma5_btc2,786314,38.5,13,4.04
H,AMDL,qqq_strong_macd,786264,37.5,16,4.92
B,AMDL,mom20_rsi,785828,47.8,23,3.42
C,ROBN,btc_rsi_high_regime,785783,54.5,11,7.15
F,CONL,doji_escape_btc2,785263,100.0,4,19.65
H,AMDL,qqq_strong_consec,785233,36.4,11,7.15
I,SOXL,btc3_strong_rsi_accel,785056,66.7,3,26.19
E,IREN,btc_regime3_surge,784850,20.0,5,1.06
C,ROBN,low_vol_breakout,784709,83.3,6,13.09
F,IREN,vcp_engulf_btc2,784634,66.7,6,13.09
F,CONL,inside_bar_rsi_vol,783683,42.9,7,5.6
F,AMDL,gap_up3_btc1,783276,50.0,20,3.92
H,AMDL,coin_pct10_qqq,783261,50.0,10,7.84
F,AMDL,gap_up_btc2,783110,47.4,19,2.06
H,MSTU,btc2_qqq_strong,782881,44.4,9,8.71
F,AMDL,hh_hl_rsi_btc,782629,41.2,17,2.3
D,NVDL,bb_mid_btc2,782394,69.2,13,6.02
C,NVDL,dual_btc_qqq,782389,77.8,9,8.7
F,AMDL,inside_bar_bo_btc2,781727,66.7,3,8.69
F,AMDL,inside_bar_bo_btc2,781727,66.7,3,8.69
D,AMDL,rsi7_hot_btc2,781516,27.3,11,-7.36
I,BITX,ma_aligned_btc2_vol,781281,66.7,9,8.69
B,ROBN,vol_surge_up,781258,80.0,5,15.64
B,ROBN,vol_surge_rsi,781258,80.0,5,15.64
B,MSTU,breakout_macd_adx,781031,50.0,4,19.55
B,AMDL,triple_align_vol,780875,71.4,7,11.17
E,IREN,btc_regime3_bo10,780855,33.3,3,8.68
D,NVDL,pullback_btc2,780712,50.0,14,5.58
D,NVDL,bb_mid_btc2,780496,69.2,13,5.82
D,NVDL,ret5_surge_btc,780399,64.7,17,4.6
F,IREN,break_52w_btc2,780052,50.0,4,9.76
B,ROBN,bb_high_pct_vol,779560,100.0,3,26.01
F,NVDL,ma10_pull_vol,779219,33.3,3,13.0
B,IREN,macd_cross_bull,779203,60.0,5,15.6
A,ROBN,btc_ret3,779175,50.0,26,3.0
D,PTIR,btc_all_green,778512,57.1,7,11.13
I,BITX,btc2_qqq_strong_vol,778036,56.2,16,4.87
F,AMDL,nr5_bo_btc2,777550,50.0,10,2.59
C,PTIR,month_q2q3_bull,777392,66.7,12,6.48
B,AMDL,dual_mom_rsi,777072,50.0,14,5.56
F,NVDL,doji_escape_btc_rsi,777059,100.0,3,25.93
A,MSTU,mstr_rsi,776600,46.2,26,2.99
E,MSTU,mstr_rsi_ret3_btc2,776536,20.0,5,-1.77
F,AMDL,vcp_squeeze_bo,776414,54.5,11,3.53
H,IREN,qqq_ret10_btc2,776357,80.0,5,15.54
F,CONL,nr5_bo_btc1_rsi,776341,60.0,5,5.18
F,AMDL,inside_bar_bo_btc2,776322,66.7,3,12.95
F,AMDL,vcp_breakout_btc1,775783,71.4,7,11.09
F,AMDL,vcp_breakout_btc2,775783,71.4,7,11.09
F,PTIR,gap_up3_vol_btc,775769,50.0,4,19.41
I,TSLL,btc3_strong_rsi_accel,775631,66.7,3,25.88
I,BITX,triple_regime_strong,775308,57.1,21,1.85
F,CONL,inside_bar_bo_btc2,775220,33.3,6,6.47
F,CONL,ma20_pull_btc2,774896,45.5,11,3.53
H,AMDL,qqq_strong_consec,774316,40.0,15,2.58
F,CONL,ma20_pull_btc2,774307,40.0,10,7.75
C,CONL,low_vol_bull,774139,54.5,22,3.52
B,PTIR,breakout20_bull,773726,53.3,15,5.16
B,MSTU,adx_di_cross,773616,45.8,24,3.23
I,SOXL,btc2_qqq_strong_vol,773445,66.7,6,12.9
D,AMDL,bo10_macd_btc,773365,45.5,11,7.04
H,AMDL,btc2_qqq_bull_bo,772374,45.5,11,3.51
C,ROBN,low_vol_breakout,772195,66.7,6,12.88
B,IREN,macd_cross_bull,772058,66.7,6,12.88
F,NVDL,gap_up3_vol_btc,771924,60.0,10,7.73
H,AMDL,coin_ret5_btc2,771853,41.2,17,2.27
C,AMDL,variable_size_regime,771547,52.6,19,4.06
B,PTIR,all_green,771539,66.7,6,12.87
F,CONL,inside_bar_rsi_vol,771222,50.0,6,12.87
H,AMDL,btc_qqq_coin_surge,770906,33.3,3,12.86
H,PTIR,vix_low_qqq_surge,770652,50.0,4,6.43
F,CONL,doji_escape_btc2,769821,50.0,4,19.26
I,TQQQ,btc3_strong_rsi_accel,769808,100.0,3,25.69
H,MSTU,btc1_qqq_bull_rsi,769702,30.0,10,7.7
F,NVDL,gap_up3_vol_btc,769642,58.3,12,6.42
I,TQQQ,triple_regime_all,769620,72.7,11,7.0
I,SOXL,rsi_accel_btc2_vol,769095,60.0,5,15.4
F,CONL,doji_escape_btc2,769082,50.0,4,19.25
F,CONL,doji_escape_btc2,769082,50.0,4,19.25
I,TSLL,consec4_btc1,769072,50.0,6,12.83
F,NVDL,gap_up_btc2,768818,56.5,23,1.67
H,AMDL,vix_fall_qqq_bull,768770,36.0,25,1.54
F,PTIR,nr5_bo_btc1_rsi,768273,75.0,4,9.61
B,MSTU,all_green,768249,66.7,12,6.41
D,CONL,bo10_vol_btc,767825,42.9,14,5.49
H,AMDL,soxl_ret5_pos,767323,50.0,22,1.75
E,MSTU,bo5_vol_btc2_rsi,767318,33.3,3,8.53
E,MSTU,bo5_vol_btc2_rsi,767318,33.3,3,8.53
E,MSTU,bo5_vol_btc2_rsi,767318,33.3,3,8.53
E,MSTU,bo5_vol_btc2_rsi,767318,33.3,3,8.53
E,IREN,rsi_accel_btc3,767113,20.0,5,0.89
H,AMDL,btc1_qqq_bull_rsi,766887,45.0,20,3.84
E,AMDL,bo5_vol_btc2_rsi,766600,50.0,4,4.8
D,PTIR,rsi7_hot_btc2,766431,64.3,14,5.48
I,TSLL,mstr5_btc2_qqq,766381,45.5,11,6.97
H,AMDL,btc_qqq_coin_surge,766325,60.0,5,5.11
F,NVDL,gap_up3_vol_btc,765946,64.3,14,5.48
D,NVDL,consec3_btc2,765831,66.7,21,2.43
E,AMDL,di_cross_surge_btc2,765674,31.2,16,1.6
A,ROBN,btc_rsi,765608,50.0,18,4.26
F,MSTU,gap_hh_hl_btc2,765169,50.0,14,5.47
F,CONL,inside_bar_bo_btc1,764485,57.1,7,10.93
I,TQQQ,hh_hl_rsi_btc,764448,61.9,21,1.82
F,MSTU,engulf_btc2,764422,66.7,3,12.75
H,AMDL,qqq_strong_consec,764204,36.4,11,3.48
D,PTIR,bo10_macd_btc,763960,66.7,18,2.83
A,IREN,mstr_rsi,763802,51.7,29,2.64
D,AMDL,rsi7_hot_btc2,763762,50.0,18,2.12
D,PTIR,max_momentum,763726,66.7,3,25.48
D,PTIR,bo20_btc_strong,763726,66.7,3,25.48
B,NVDL,adx_strong,763582,80.0,5,15.29
E,NVDL,btc_strong3d_bo10,763532,33.3,3,6.37
F,AMDL,ma20_pull_btc2,763485,44.4,9,2.83
F,AMDL,ma20_pull_btc2,763485,44.4,9,2.83
H,AMDL,soxl_ret5_pos,763418,44.4,18,2.12
F,AMDL,nr5_bo_btc2,763377,40.0,10,3.82
D,IREN,bb_mid_btc2,763072,42.9,14,0.54
H,CONL,soxl_rsi60_qqq,762911,40.0,40,1.91
D,AMDL,rsi_accel,762814,36.4,11,-3.66
A,ROBN,btc_rsi,762736,59.1,22,3.47
H,CONL,btc2_qqq_bull_bo,762216,46.7,15,2.54
E,CONL,triple_confirm,761807,33.3,6,4.24
I,BITX,mstr5_btc2_qqq,761759,64.3,14,5.45
A,AMDL,btc_momentum3,761615,38.6,44,1.73
H,AMDL,triple_regime_strong,761199,46.7,15,5.08
