ticker,strategy,target,stop,hold,unit_mul,max_pyr,trail,btc_exit,n,pnl,wr,avg,avg_layers
CONL,btc_regime3_bo10,80,-25,90,3.0,3,,False,4,4361864,25.0,2.17,1.5
CONL,btc_regime3_bo10,60,-25,60,3.0,3,,False,4,4361864,25.0,2.17,1.5
IREN,triple_confirm,40,-20,30,3.0,1,,False,5,4361041,80.0,29.1,1.0
NVDL,mstr_rsi_ret3_btc2,60,-25,60,4.0,1,,False,9,4345187,55.6,12.08,1.0
CONL,btc_strong3d_surge,100,-30,120,2.0,5,,False,7,4342147,42.9,31.64,1.71
CONL,mstr_over5_ret3_btc,50,-20,45,2.0,3,-10.0,False,25,4341828,44.0,3.19,1.52
NVDL,consec3_btc2_vol,60,-25,60,4.0,1,,False,4,4339337,75.0,27.15,1.0
CONL,consec4_btc1,80,-25,90,2.0,3,-15.0,False,12,4336381,41.7,6.05,1.67
IREN,btc_strong3d_surge,100,-30,180,2.0,5,,True,6,4331819,33.3,23.56,1.33
IREN,btc_strong3d_surge,100,-30,180,2.0,3,,True,6,4331819,33.3,23.56,1.33
MSTU,btc_strong3d_surge,40,-20,30,3.0,1,,False,4,4331689,75.0,36.13,1.0
AMDL,mstr_over5_ret3_btc,30,-15,20,5.0,1,,False,13,4314391,46.2,6.64,1.0
PTIR,rsi7_80_btc2,80,-30,90,3.0,1,-15.0,False,9,4312496,44.4,15.99,1.0
CONL,rsi7_80_btc2,40,-20,30,4.0,1,,False,15,4308154,40.0,7.19,1.0
IREN,mstr_rsi65_ma_btc2,60,-25,60,3.0,1,-12.0,False,7,4304301,42.9,20.52,1.0
IREN,btc_regime3_surge,80,-25,120,2.0,5,,True,4,4298047,50.0,27.1,1.75
IREN,btc_regime3_surge,60,-25,60,2.0,5,,False,4,4298047,50.0,27.1,1.75
IREN,btc_regime3_surge,80,-25,90,2.0,5,,False,4,4298047,50.0,27.1,1.75
IREN,btc_regime3_surge,50,-20,45,3.0,3,,False,5,4297929,60.0,23.84,1.4
AMDL,bo10_macd_btc2,100,-30,120,2.0,5,,False,7,4295713,28.6,-5.52,2.0
IREN,btc_strong3d_bo10,80,-25,90,3.0,1,,False,4,4294740,50.0,35.83,1.0
IREN,btc_strong3d_bo10,80,-25,90,3.0,3,,False,4,4294740,50.0,35.83,1.0
IREN,btc_strong3d_bo10,80,-25,120,3.0,1,,True,4,4294740,50.0,35.83,1.0
PTIR,rsi_accel_btc2_vol,100,-30,180,2.0,3,,True,3,4294352,33.3,27.15,2.0
AMDL,consec4_btc1,60,-25,60,2.0,5,,False,7,4283461,57.1,12.0,1.57
CONL,consec3_surge,80,-30,90,3.0,1,-15.0,False,21,4283228,38.1,6.81,1.0
AMDL,rsi_accel_btc2_vol,40,-20,30,4.0,1,,False,5,4271323,60.0,21.38,1.0
IREN,btc_strong3d_bo10,30,-15,20,5.0,1,,False,4,4270957,75.0,21.38,1.0
PTIR,mstr5_bo10_btc2,80,-25,90,2.0,3,-15.0,False,8,4268709,62.5,17.23,1.38
PTIR,mstr5_bo10_btc2,30,-15,20,5.0,1,,False,9,4267897,55.6,9.49,1.0
NVDL,mstr_rsi65_ma_btc2,80,-30,90,3.0,1,-15.0,False,8,4267354,50.0,17.8,1.0
AMDL,consec3_surge,80,-25,90,2.0,3,-15.0,False,16,4260277,25.0,1.69,1.69
AMDL,rsi7_80_btc2,40,-20,30,4.0,1,,False,10,4260031,50.0,10.66,1.0
IREN,btc_strong3d_surge,60,-25,60,2.0,5,,False,6,4250592,66.7,27.22,1.33
CONL,rsi7_80_btc2,30,-15,20,5.0,1,,False,17,4244317,47.1,5.0,1.0
NVDL,mstr_over5_ret3_btc,50,-20,45,3.0,1,,False,13,4236024,53.8,10.87,1.0
NVDL,mstr_rsi65_ma_btc2,60,-25,90,3.0,1,,True,7,4233223,57.1,20.18,1.0
PTIR,max_conviction,80,-25,90,3.0,1,,False,3,4223190,66.7,46.97,1.0
CONL,mstr_over5_ret3_btc,50,-25,45,4.0,1,,False,18,4218419,44.4,5.86,1.0
NVDL,all_green_ultra,40,-20,30,3.0,1,-10.0,False,7,4212438,71.4,20.08,1.0
PTIR,max_conviction,60,-25,60,4.0,1,,False,3,4210213,66.7,35.12,1.0
CONL,mstr_rsi_ret3_btc2,50,-25,45,5.0,1,,False,13,4207389,46.2,6.48,1.0
PTIR,max_conviction,80,-25,90,2.0,3,-15.0,False,3,4205177,66.7,31.0,2.33
CONL,mstr_over5_ret3_btc,30,-15,20,5.0,1,,False,23,4204954,43.5,3.66,1.0
NVDL,max_conviction,60,-25,60,3.0,1,-12.0,False,8,4202843,62.5,17.53,1.0
MSTU,max_conviction,80,-25,120,2.0,5,,True,5,4200535,20.0,4.18,2.2
NVDL,consec4_btc1,60,-25,90,3.0,1,,True,10,4197661,50.0,14.01,1.0
PTIR,consec4_btc1,80,-25,90,3.0,1,,False,7,4196989,42.9,20.01,1.0
AMDL,mstr5_bo10_btc2,60,-25,60,2.0,5,,False,8,4190934,50.0,5.42,1.62
CONL,bo5_vol_btc2_rsi,50,-20,45,2.0,3,-10.0,False,11,4189462,54.5,12.61,1.27
MSTU,btc_strong3d_surge,100,-30,120,2.0,5,,False,3,4183522,33.3,20.03,2.0
MSTU,btc_strong3d_surge,100,-30,180,2.0,5,,True,3,4183522,33.3,20.03,2.0
MSTU,btc_strong3d_surge,100,-30,180,2.0,3,,True,3,4183522,33.3,20.03,2.0
AMDL,di_cross_surge_btc2,80,-25,90,2.0,3,-15.0,False,13,4183001,30.8,5.23,1.54
MSTU,btc_strong3d_surge,50,-25,45,4.0,1,,False,4,4174115,75.0,26.11,1.0
NVDL,mstr_rsi_ret3_btc2,80,-25,90,2.0,3,-15.0,False,13,4173167,38.5,11.35,1.15
PTIR,mstr5_bo10_btc2,80,-30,90,3.0,1,-15.0,False,8,4159759,62.5,17.35,1.0
IREN,all_green_ultra,80,-25,90,3.0,3,,False,6,4159645,50.0,14.14,2.0
CONL,mstr5_bo10_btc2,40,-20,30,3.0,1,-10.0,False,17,4157125,47.1,8.16,1.0
IREN,mstr5_bo10_btc2,80,-25,120,3.0,1,,True,10,4156884,60.0,13.87,1.0
IREN,triple_confirm,80,-25,90,2.0,3,-15.0,False,6,4151187,66.7,34.63,1.0
IREN,max_conviction,50,-20,45,2.0,3,-10.0,False,10,4147362,50.0,6.64,1.8
IREN,triple_confirm,80,-25,90,3.0,1,,False,5,4145155,40.0,27.66,1.0
IREN,triple_confirm,80,-25,90,3.0,3,,False,5,4145155,40.0,27.66,1.0
AMDL,consec3_surge,60,-25,60,2.0,5,,False,9,4140592,33.3,4.81,2.56
IREN,btc_strong3d_bo10,60,-25,60,3.0,1,-12.0,False,4,4137866,75.0,34.52,1.0
IREN,macd_adx_vol_btc2,50,-20,45,2.0,3,-10.0,False,6,4134397,83.3,21.52,1.67
CONL,rsi_accel_btc3,40,-20,30,4.0,1,,False,8,4129287,50.0,12.92,1.0
NVDL,mstr_rsi65_ma_btc2,80,-25,120,3.0,1,,True,6,4122130,66.7,22.92,1.0
CONL,consec3_btc2_vol,50,-20,45,2.0,3,-10.0,False,10,4114521,50.0,16.37,1.1
IREN,mstr_rsi65_ma_btc2,80,-25,90,2.0,5,,False,4,4112766,75.0,38.17,1.75
AMDL,rsi_accel_btc2_vol,80,-25,90,2.0,5,,False,4,4112080,25.0,6.47,2.5
NVDL,di_cross_surge_btc2,80,-30,90,3.0,1,-15.0,False,17,4110945,41.2,8.07,1.0
PTIR,consec4_btc1,80,-30,90,3.0,1,-15.0,False,9,4105808,44.4,15.22,1.0
MSTU,max_conviction,40,-20,30,5.0,1,,False,6,4105740,33.3,13.7,1.0
IREN,mstr_rsi65_ma_btc2,40,-20,30,3.0,1,,False,6,4098827,83.3,22.79,1.0
CONL,bo5_vol_btc2_rsi,60,-25,60,3.0,1,-12.0,False,11,4090119,54.5,12.41,1.0
NVDL,bb_macd_adx_btc2,50,-20,45,3.0,1,,False,17,4089353,41.2,8.03,1.0
IREN,btc_strong3d_surge,30,-15,20,5.0,1,,False,7,4087305,57.1,11.69,1.0
PTIR,rsi_accel_btc2_vol,60,-25,60,3.0,1,,False,3,4081092,66.7,45.39,1.0
PTIR,rsi_accel_btc2_vol,80,-25,90,3.0,1,,False,3,4079523,66.7,45.37,1.0
PTIR,bb_macd_adx_btc2,50,-20,45,2.0,3,-10.0,False,11,4074721,54.5,9.26,2.09
AMDL,consec3_surge,40,-20,30,4.0,1,,False,15,4067750,46.7,6.79,1.0
NVDL,btc_strong3d_surge,100,-30,180,2.0,3,,True,7,4066339,57.1,20.47,1.43
AMDL,max_conviction,60,-25,90,3.0,1,,True,4,4060834,75.0,33.87,1.0
AMDL,max_conviction,60,-25,60,2.0,5,,False,4,4059673,50.0,15.93,1.75
AMDL,bo5_vol_btc2_rsi,100,-30,180,2.0,3,,True,4,4057406,50.0,28.08,1.5
AMDL,bo5_vol_btc2_rsi,100,-30,180,2.0,5,,True,4,4057406,50.0,28.08,1.5
NVDL,rsi_accel_btc2_vol,50,-20,45,2.0,3,-10.0,False,11,4053709,36.4,8.74,1.45
MSTU,mstr_over5_ret3_btc,60,-25,90,3.0,1,,True,9,4050803,44.4,15.02,1.0
AMDL,mstr5_bo10_btc2,80,-25,90,2.0,5,,False,7,4046823,28.6,-0.25,1.71
AMDL,max_conviction,50,-25,45,5.0,1,,False,4,4046768,50.0,20.25,1.0
NVDL,btc_strong3d_surge,100,-30,180,2.0,5,,True,7,4044995,57.1,19.96,1.57
IREN,btc_regime3_all,60,-25,60,2.0,5,,False,5,4044146,60.0,32.46,1.4
CONL,all_green_ultra,40,-20,30,5.0,1,,False,3,4038941,66.7,26.95,1.0
NVDL,consec4_btc1,60,-25,60,3.0,1,-12.0,False,14,4037964,35.7,9.62,1.0
PTIR,max_conviction,50,-20,45,3.0,1,,False,3,4029973,100.0,44.82,1.0
AMDL,consec4_btc1,60,-25,60,4.0,1,,False,7,4029791,57.1,14.41,1.0
IREN,mstr_over5_ret3_btc,40,-20,30,3.0,1,-10.0,False,22,4020365,31.8,6.1,1.0
CONL,mstr5_bo10_btc2,80,-25,90,3.0,1,,False,11,4019338,36.4,12.19,1.0
CONL,macd_adx_vol_btc2,60,-25,60,4.0,1,,False,3,4018393,66.7,33.52,1.0
MSTU,rsi7_80_btc2,40,-20,30,5.0,1,,False,8,4014464,37.5,10.05,1.0
AMDL,di_cross_surge_btc2,80,-25,120,3.0,1,,True,11,4008136,45.5,12.16,1.0
PTIR,consec4_btc1,60,-25,90,3.0,1,,True,7,4006622,42.9,19.1,1.0
PTIR,consec3_surge,50,-20,45,2.0,3,-10.0,False,19,4005067,26.3,1.95,1.68
NVDL,rsi_accel_btc2_vol,60,-25,60,3.0,1,-12.0,False,12,4002683,41.7,11.13,1.0
MSTU,btc_strong3d_surge,80,-25,90,2.0,5,,False,3,4000703,66.7,23.19,2.0
AMDL,bb_macd_adx_btc2,80,-25,90,2.0,3,-15.0,False,13,3989610,30.8,0.72,1.77
CONL,rsi_accel_btc3,80,-25,90,3.0,3,,False,7,3982233,28.6,5.97,1.57
NVDL,mstr_rsi65_ma_btc2,60,-25,60,3.0,1,,False,7,3980528,57.1,18.97,1.0
IREN,btc_strong3d_surge,80,-25,120,3.0,1,,True,6,3978051,33.3,22.12,1.0
CONL,mstr_over5_ret3_btc,40,-20,30,5.0,1,,False,20,3966583,40.0,3.97,1.0
NVDL,max_conviction,60,-25,60,3.0,1,,False,7,3961811,71.4,18.88,1.0
CONL,consec3_btc2_vol,80,-25,90,2.0,5,,False,8,3958205,50.0,27.48,1.12
NVDL,consec3_btc2_vol,80,-25,90,3.0,1,,False,3,3958096,66.7,44.02,1.0
CONL,mstr5_bo10_btc2,60,-25,60,3.0,1,-12.0,False,17,3955872,47.1,7.76,1.0
NVDL,rsi7_80_btc2,50,-20,45,3.0,1,,False,12,3949630,50.0,10.98,1.0
CONL,bb_macd_adx_btc2,40,-20,30,3.0,1,-10.0,False,29,3943023,37.9,4.54,1.0
CONL,bo5_vol_btc2_rsi,30,-15,20,5.0,1,,False,11,3941953,45.5,7.17,1.0
CONL,max_conviction,40,-20,30,3.0,1,,False,12,3939241,50.0,10.95,1.0
NVDL,btc_regime3_all,30,-15,20,5.0,1,,False,4,3937029,75.0,19.7,1.0
NVDL,mstr_rsi65_ma_btc2,50,-20,45,3.0,1,,False,7,3930568,57.1,18.74,1.0
CONL,mstr_rsi_ret3_btc2,50,-20,45,2.0,3,-10.0,False,18,3929176,50.0,7.51,1.17
AMDL,rsi7_80_btc2,80,-30,90,3.0,1,-15.0,False,10,3924777,40.0,13.1,1.0
NVDL,consec3_surge,80,-25,90,3.0,1,,False,13,3922722,46.2,10.07,1.0
AMDL,bo5_vol_btc2_rsi,100,-30,120,2.0,5,,False,3,3911266,66.7,31.67,1.67
PTIR,rsi_accel_btc2_vol,40,-20,30,5.0,1,,False,4,3908534,50.0,19.56,1.0
CONL,btc_regime3_surge,50,-25,45,4.0,1,,False,9,3907964,44.4,10.87,1.0
NVDL,rsi_accel_btc2_vol,60,-25,60,4.0,1,,False,10,3907383,50.0,9.78,1.0
NVDL,btc_strong3d_surge,40,-20,30,4.0,1,,False,8,3899430,62.5,12.2,1.0
AMDL,consec4_btc1,50,-25,45,4.0,1,,False,7,3895977,42.9,13.93,1.0
IREN,btc_regime3_all,50,-20,45,3.0,1,,False,5,3895019,60.0,25.99,1.0
IREN,btc_strong3d_bo10,60,-25,60,4.0,1,,False,4,3892542,50.0,24.35,1.0
NVDL,btc_strong3d_surge,50,-25,45,5.0,1,,False,7,3891398,57.1,11.13,1.0
IREN,mstr_rsi65_ma_btc2,60,-25,90,3.0,1,,True,5,3886956,80.0,25.94,1.0
PTIR,rsi_accel_btc2_vol,80,-25,90,2.0,5,,False,3,3880584,33.3,11.55,2.33
IREN,mstr_rsi65_ma_btc2,100,-30,120,2.0,5,,False,4,3876947,75.0,26.99,1.75
AMDL,mstr_over5_ret3_btc,80,-25,90,2.0,3,-15.0,False,12,3873939,33.3,8.04,1.42
CONL,triple_confirm,60,-25,60,3.0,1,,False,6,3872534,50.0,21.54,1.0
AMDL,bb_macd_adx_btc2,50,-20,45,2.0,3,-10.0,False,16,3860942,31.2,0.42,1.69
NVDL,btc_regime3_all,60,-25,60,4.0,1,,False,3,3852850,66.7,32.14,1.0
NVDL,mstr_rsi_ret3_btc2,40,-20,30,4.0,1,,False,12,3845692,50.0,8.02,1.0
AMDL,rsi_accel_btc2_vol,50,-20,45,3.0,3,,False,5,3843649,60.0,13.6,1.8
AMDL,bb_macd_adx_btc2,40,-20,30,5.0,1,,False,14,3839386,50.0,5.49,1.0
CONL,triple_confirm,40,-20,30,5.0,1,,False,6,3835053,50.0,12.8,1.0
CONL,mstr_over5_ret3_btc,80,-30,90,3.0,1,-15.0,False,21,3830192,38.1,6.09,1.0
AMDL,bo10_macd_btc2,80,-25,90,3.0,3,,False,8,3830139,25.0,-5.12,1.62
CONL,rsi_accel_btc2_vol,60,-25,90,3.0,1,,True,12,3828282,41.7,10.64,1.0
IREN,btc_strong3d_bo10,80,-25,90,2.0,3,-15.0,False,4,3818005,75.0,47.77,1.0
AMDL,consec4_btc1,60,-25,90,3.0,1,,True,8,3814106,50.0,15.91,1.0
PTIR,max_conviction,60,-25,90,3.0,1,,True,3,3812956,100.0,42.41,1.0
NVDL,all_green_ultra,80,-25,120,2.0,5,,True,6,3811654,66.7,11.29,1.5
NVDL,all_green_ultra,100,-30,180,2.0,5,,True,6,3811654,66.7,11.29,1.5
AMDL,bo10_macd_btc2,60,-25,60,3.0,3,,False,9,3810578,44.4,0.67,1.44
AMDL,bo10_macd_btc2,80,-25,120,3.0,1,,True,9,3807024,55.6,14.11,1.0
CONL,btc_regime3_bo10,80,-25,120,2.0,5,,True,4,3803465,25.0,1.85,1.75
AMDL,bb_macd_adx_btc2,30,-15,20,5.0,1,,False,17,3799056,41.2,4.47,1.0
NVDL,btc_strong3d_surge,80,-25,90,3.0,1,,False,6,3798834,66.7,21.13,1.0
NVDL,mstr_rsi65_ma_btc2,30,-15,20,5.0,1,,False,8,3795047,62.5,9.5,1.0
NVDL,bb_macd_adx_btc2,60,-25,60,4.0,1,,False,14,3779663,50.0,6.76,1.0
MSTU,btc_strong3d_bo10,40,-20,30,5.0,1,,False,3,3775072,66.7,25.19,1.0
CONL,bo5_vol_btc2_rsi,80,-25,90,2.0,3,-15.0,False,10,3768338,50.0,8.31,1.3
CONL,btc_strong3d_bo10,80,-30,90,3.0,1,-15.0,False,8,3764585,62.5,15.7,1.0
NVDL,btc_strong3d_surge,80,-25,120,2.0,5,,True,7,3762806,57.1,17.94,1.57
AMDL,di_cross_surge_btc2,100,-30,180,2.0,3,,True,11,3761353,36.4,3.13,1.64
NVDL,consec3_btc2_vol,80,-25,120,2.0,5,,True,4,3758978,100.0,40.12,1.5
NVDL,consec3_btc2_vol,100,-30,180,2.0,5,,True,4,3758978,100.0,40.12,1.5
AMDL,consec3_surge,60,-25,90,3.0,1,,True,24,3744035,33.3,5.21,1.0
NVDL,rsi_accel_btc2_vol,40,-20,30,3.0,1,-10.0,False,12,3741719,50.0,10.4,1.0
NVDL,consec3_btc2_vol,100,-30,180,2.0,3,,True,4,3741638,100.0,40.03,1.5
PTIR,max_conviction,30,-15,20,5.0,1,,False,3,3738086,100.0,24.95,1.0
NVDL,all_green_ultra,50,-20,45,2.0,3,-10.0,False,6,3736927,66.7,17.45,1.33
CONL,btc_regime3_all,60,-25,60,4.0,1,,False,8,3736860,50.0,11.69,1.0
NVDL,btc_regime3_all,50,-20,45,3.0,3,,False,3,3728926,66.7,25.34,1.67
CONL,triple_confirm,60,-25,90,3.0,1,,True,6,3723218,50.0,20.71,1.0
AMDL,bb_macd_adx_btc2,80,-25,120,3.0,1,,True,14,3719770,35.7,8.87,1.0
CONL,triple_confirm,50,-25,45,4.0,1,,False,6,3714640,50.0,15.49,1.0
IREN,btc_regime3_surge,50,-20,45,3.0,1,,False,5,3711032,60.0,24.76,1.0
NVDL,bb_macd_adx_btc2,80,-30,90,3.0,1,-15.0,False,16,3710853,43.8,7.74,1.0
AMDL,consec3_btc2_vol,100,-30,180,2.0,3,,True,7,3707698,42.9,7.9,1.43
NVDL,consec3_btc2_vol,50,-20,45,3.0,1,,False,4,3705012,100.0,30.91,1.0
MSTU,max_conviction,60,-25,90,3.0,1,,True,5,3704154,60.0,24.72,1.0
NVDL,btc_strong3d_surge,50,-20,45,3.0,3,,False,7,3703851,57.1,7.25,1.43
AMDL,rsi7_80_btc2,60,-25,90,3.0,1,,True,10,3699165,50.0,12.34,1.0
NVDL,all_green_ultra,100,-30,120,2.0,5,,False,4,3696254,75.0,20.39,2.25
AMDL,max_conviction,60,-25,60,4.0,1,,False,4,3695208,50.0,23.12,1.0
CONL,consec3_btc2_vol,80,-25,120,3.0,1,,True,10,3693166,30.0,12.32,1.0
MSTU,max_conviction,50,-25,45,5.0,1,,False,6,3688167,50.0,12.31,1.0
NVDL,rsi7_80_btc2,40,-20,30,3.0,1,-10.0,False,17,3687321,52.9,7.24,1.0
CONL,btc_regime3_surge,60,-25,60,3.0,1,,False,7,3687244,57.1,17.58,1.0
CONL,macd_adx_vol_btc2,50,-25,45,4.0,1,,False,3,3679790,66.7,30.7,1.0
MSTU,rsi7_80_btc2,80,-25,90,3.0,3,,False,6,3679402,33.3,-1.61,1.83
CONL,btc_regime3_all,60,-25,60,2.0,5,,False,8,3678876,37.5,3.75,1.88
CONL,mstr5_bo10_btc2,80,-30,90,3.0,1,-15.0,False,15,3671137,46.7,8.17,1.0
NVDL,btc_strong3d_surge,60,-25,60,3.0,1,,False,6,3670639,66.7,20.41,1.0
CONL,consec3_surge,40,-20,30,3.0,1,,False,21,3669961,42.9,5.83,1.0
CONL,max_conviction,50,-20,45,3.0,1,,False,12,3665800,41.7,10.19,1.0
CONL,macd_adx_vol_btc2,60,-25,60,3.0,1,-12.0,False,4,3664796,75.0,30.57,1.0
CONL,rsi_accel_btc2_vol,80,-25,120,3.0,1,,True,11,3664209,36.4,11.11,1.0
NVDL,consec3_surge,80,-30,90,3.0,1,-15.0,False,20,3652431,35.0,6.09,1.0
AMDL,bb_macd_adx_btc2,60,-25,60,3.0,1,-12.0,False,16,3650260,37.5,7.61,1.0
IREN,rsi_accel_btc3,60,-25,60,4.0,1,,False,4,3645314,50.0,22.81,1.0
CONL,btc_strong3d_surge,80,-25,120,2.0,5,,True,9,3644566,44.4,20.9,1.56
CONL,consec3_btc2_vol,60,-25,60,3.0,1,-12.0,False,10,3643804,50.0,12.16,1.0
NVDL,all_green_ultra,60,-25,60,3.0,1,-12.0,False,7,3642399,57.1,17.36,1.0
PTIR,consec4_btc1,50,-20,45,3.0,1,,False,8,3640957,50.0,15.19,1.0
AMDL,rsi_accel_btc2_vol,30,-15,20,5.0,1,,False,7,3639503,57.1,10.41,1.0
AMDL,consec3_btc2_vol,100,-30,180,2.0,5,,True,7,3635962,28.6,7.51,1.57
NVDL,consec3_btc2_vol,60,-25,60,3.0,1,-12.0,False,4,3622342,75.0,30.22,1.0
PTIR,mstr5_bo10_btc2,40,-20,30,3.0,1,-10.0,False,8,3621453,50.0,15.1,1.0
CONL,btc_regime3_all,50,-20,45,3.0,1,,False,9,3619488,44.4,13.42,1.0
PTIR,rsi_accel_btc2_vol,60,-25,60,3.0,3,,False,3,3618067,33.3,10.1,2.0
CONL,mstr5_bo10_btc2,80,-25,90,2.0,3,-15.0,False,14,3612629,35.7,3.22,1.71
IREN,btc_strong3d_surge,60,-25,60,3.0,1,-12.0,False,7,3611825,42.9,17.22,1.0
PTIR,rsi_accel_btc2_vol,80,-25,90,3.0,3,,False,3,3608894,33.3,7.93,2.0
IREN,macd_adx_vol_btc2,40,-20,30,3.0,1,-10.0,False,6,3608617,100.0,20.07,1.0
NVDL,btc_regime3_all,80,-25,90,3.0,3,,False,3,3599864,66.7,27.07,1.67
IREN,triple_confirm,60,-25,60,2.0,5,,False,5,3597029,60.0,36.01,1.0
CONL,btc_strong3d_bo10,100,-30,180,2.0,3,,True,7,3595012,28.6,12.67,1.71
CONL,btc_strong3d_bo10,100,-30,180,2.0,5,,True,7,3595012,28.6,12.67,1.71
IREN,btc_strong3d_surge,50,-20,45,3.0,3,,False,7,3594945,42.9,11.64,1.29
NVDL,all_green_ultra,100,-30,180,2.0,3,,True,6,3591810,66.7,12.75,1.33
IREN,rsi_accel_btc3,50,-25,45,5.0,1,,False,4,3588273,50.0,17.96,1.0
NVDL,mstr_over5_ret3_btc,50,-20,45,2.0,3,-10.0,False,19,3587340,31.6,2.67,1.42
IREN,btc_strong3d_surge,40,-20,30,3.0,1,,False,7,3584980,57.1,17.09,1.0
AMDL,max_conviction,80,-25,90,3.0,1,,False,4,3580305,50.0,29.87,1.0
CONL,btc_regime3_surge,40,-20,30,5.0,1,,False,10,3576681,50.0,7.16,1.0
NVDL,btc_strong3d_surge,60,-25,60,3.0,1,-12.0,False,9,3576365,55.6,13.26,1.0
PTIR,max_conviction,40,-20,30,4.0,1,,False,3,3573869,100.0,29.81,1.0
AMDL,bo10_macd_btc2,60,-25,60,2.0,5,,False,9,3568781,44.4,1.36,1.56
AMDL,mstr_over5_ret3_btc,80,-25,120,3.0,1,,True,11,3565909,45.5,10.82,1.0
IREN,mstr_rsi_ret3_btc2,40,-20,30,3.0,1,-10.0,False,16,3557927,37.5,7.42,1.0
NVDL,all_green_ultra,50,-20,45,3.0,1,,False,7,3554532,57.1,16.94,1.0
AMDL,consec3_btc2_vol,80,-25,90,3.0,1,,False,5,3551839,40.0,23.7,1.0
AMDL,mstr_over5_ret3_btc,50,-20,45,2.0,3,-10.0,False,12,3536169,33.3,9.81,1.42
NVDL,consec3_surge,30,-15,20,5.0,1,,False,28,3530040,53.6,2.52,1.0
CONL,mstr5_bo10_btc2,50,-20,45,3.0,3,,False,15,3524546,40.0,8.03,1.67
NVDL,mstr_rsi65_ma_btc2,40,-20,30,3.0,1,-10.0,False,10,3520168,50.0,11.75,1.0
CONL,btc_strong3d_surge,60,-25,60,3.0,3,,False,8,3519220,50.0,14.24,1.62
NVDL,mstr5_bo10_btc2,30,-15,20,5.0,1,,False,12,3511417,58.3,5.86,1.0
MSTU,btc_strong3d_bo10,50,-20,45,3.0,3,,False,3,3492807,33.3,18.56,1.67
MSTU,bb_macd_adx_btc2,80,-25,90,3.0,3,,False,8,3492205,25.0,-1.81,2.0
IREN,triple_confirm,60,-25,60,3.0,1,-12.0,False,6,3489527,50.0,19.41,1.0
CONL,consec4_btc1,80,-30,90,3.0,1,-15.0,False,12,3486810,50.0,9.7,1.0
NVDL,all_green_ultra,80,-25,90,2.0,5,,False,4,3485131,75.0,28.17,2.0
IREN,btc_strong3d_bo10,50,-25,45,5.0,1,,False,4,3471061,50.0,17.37,1.0
AMDL,bb_macd_adx_btc2,60,-25,90,3.0,1,,True,14,3456607,35.7,8.24,1.0
IREN,btc_strong3d_surge,80,-25,120,2.0,5,,True,6,3449963,33.3,19.48,1.33
AMDL,consec4_btc1,50,-20,45,3.0,3,,False,7,3442183,42.9,7.1,1.43
IREN,mstr_rsi_ret3_btc2,30,-15,20,5.0,1,,False,15,3441137,40.0,4.59,1.0
AMDL,mstr5_bo10_btc2,80,-25,90,2.0,3,-15.0,False,9,3438602,33.3,3.75,1.44
PTIR,rsi_accel_btc2_vol,50,-20,45,3.0,1,,False,4,3434455,75.0,28.65,1.0
IREN,btc_strong3d_surge,80,-25,90,3.0,1,,False,6,3433470,33.3,19.09,1.0
CONL,mstr_rsi_ret3_btc2,40,-20,30,3.0,1,,False,15,3432768,46.7,7.64,1.0
PTIR,mstr_rsi65_ma_btc2,50,-20,45,3.0,3,,False,3,3422793,66.7,20.76,1.67
AMDL,consec3_surge,80,-25,120,3.0,1,,True,23,3422618,30.4,4.97,1.0
NVDL,consec3_btc2_vol,40,-20,30,3.0,1,,False,5,3416714,80.0,22.8,1.0
NVDL,mstr_rsi_ret3_btc2,60,-25,60,3.0,1,-12.0,False,14,3416183,35.7,8.14,1.0
CONL,btc_regime3_surge,60,-25,60,2.0,5,,False,7,3403338,42.9,7.51,1.71
MSTU,btc_strong3d_surge,50,-20,45,3.0,1,,False,4,3388516,75.0,28.27,1.0
CONL,btc_strong5d_rsi_accel,80,-25,120,2.0,5,,True,6,3387872,33.3,12.1,1.5
CONL,btc_strong5d_rsi_accel,100,-30,180,2.0,3,,True,5,3379719,40.0,23.26,1.4
NVDL,bo10_macd_btc2,40,-20,30,3.0,1,-10.0,False,14,3375978,57.1,8.05,1.0
AMDL,rsi_accel_btc2_vol,60,-25,60,4.0,1,,False,5,3373885,60.0,16.89,1.0
CONL,btc_strong3d_surge,80,-25,90,3.0,3,,False,8,3371811,37.5,16.93,1.75
AMDL,consec3_btc2_vol,50,-20,45,3.0,3,,False,6,3369491,33.3,4.67,1.33
CONL,mstr_rsi_ret3_btc2,50,-25,45,4.0,1,,False,13,3365911,46.2,6.48,1.0
CONL,btc_strong3d_surge,40,-20,30,3.0,1,-10.0,False,11,3365575,45.5,10.21,1.0
AMDL,mstr_over5_ret3_btc,60,-25,60,3.0,1,-12.0,False,12,3356292,33.3,9.33,1.0
CONL,btc_strong3d_bo10,50,-20,45,3.0,3,,False,7,3350291,42.9,15.2,1.57
CONL,bo10_macd_btc2,40,-20,30,3.0,1,-10.0,False,19,3347545,42.1,5.88,1.0
NVDL,consec3_surge,40,-20,30,3.0,1,-10.0,False,27,3343543,44.4,4.13,1.0
AMDL,di_cross_surge_btc2,80,-25,90,3.0,3,,False,10,3343482,30.0,-0.47,1.6
PTIR,rsi_accel_btc2_vol,50,-20,45,3.0,3,,False,3,3333117,66.7,18.41,2.0
