ticker,strategy,target,stop,hold,unit_mul,max_pyr,trail,btc_exit,n,pnl,wr,avg,avg_layers
PTIR,di_cross_surge_btc2,80,-25,120,3.0,1,,True,7,8467361,85.7,40.36,1.0
PTIR,mstr_rsi_ret3_btc2,50,-20,45,3.0,1,,False,6,8466468,83.3,47.08,1.0
IREN,bo10_macd_btc2,80,-30,90,3.0,1,-15.0,False,14,8462703,42.9,20.17,1.0
PTIR,bo10_macd_btc2,40,-20,30,4.0,1,,False,9,8461214,77.8,23.53,1.0
NVDL,mstr_over5_ret3_btc,80,-25,120,2.0,5,,True,12,8444608,50.0,15.46,1.75
PTIR,mstr_over5_ret3_btc,50,-20,45,2.0,3,-10.0,False,9,8437354,66.7,24.55,1.67
PTIR,di_cross_surge_btc2,80,-25,90,2.0,3,-15.0,False,9,8431155,55.6,17.63,2.22
IREN,bo5_vol_btc2_rsi,60,-25,60,3.0,1,,False,8,8426546,62.5,35.15,1.0
CONL,bo10_macd_btc2,80,-25,120,3.0,1,,True,14,8417699,35.7,20.06,1.0
PTIR,btc_strong3d_surge,100,-30,180,2.0,3,,True,3,8404826,100.0,79.75,2.0
AMDL,rsi7_80_btc2,80,-25,90,3.0,3,,False,8,8394292,25.0,2.97,1.62
CONL,rsi7_80_btc2,60,-25,90,3.0,1,,True,15,8389809,46.7,18.66,1.0
IREN,rsi_accel_btc2_vol,50,-20,45,3.0,1,,False,12,8383480,66.7,23.31,1.0
CONL,consec4_btc1,60,-25,60,3.0,3,,False,10,8372977,50.0,21.29,2.0
CONL,mstr_over5_ret3_btc,50,-20,45,3.0,3,,False,16,8367027,37.5,3.21,1.94
NVDL,bo5_vol_btc2_rsi,80,-25,90,3.0,3,,False,3,8364061,66.7,40.66,2.33
IREN,all_green_ultra,50,-20,45,3.0,1,,False,7,8353340,85.7,39.82,1.0
IREN,rsi_accel_btc2_vol,40,-20,30,3.0,1,-10.0,False,15,8348417,66.7,18.57,1.0
IREN,all_green_ultra,40,-20,30,5.0,1,,False,7,8340947,85.7,23.86,1.0
IREN,bo5_vol_btc2_rsi,80,-25,90,3.0,1,,False,8,8331120,62.5,34.75,1.0
NVDL,mstr_rsi65_ma_btc2,80,-25,90,3.0,3,,False,5,8325911,80.0,32.88,2.2
NVDL,di_cross_surge_btc2,80,-25,120,3.0,1,,True,15,8314321,46.7,18.49,1.0
IREN,mstr_rsi_ret3_btc2,80,-25,120,3.0,1,,True,11,8312518,54.5,25.21,1.0
CONL,mstr_over5_ret3_btc,60,-25,60,4.0,1,,False,17,8296400,47.1,12.21,1.0
PTIR,consec3_surge,60,-25,60,3.0,1,,False,11,8292412,54.5,25.15,1.0
CONL,btc_strong3d_surge,50,-25,45,5.0,1,,False,9,8277741,55.6,18.41,1.0
NVDL,mstr5_bo10_btc2,80,-25,90,3.0,1,,False,7,8273659,85.7,39.44,1.0
CONL,btc_strong3d_bo10,40,-20,30,4.0,1,,False,8,8269468,62.5,25.87,1.0
NVDL,max_conviction,60,-25,60,3.0,3,,False,7,8267192,71.4,12.9,2.29
PTIR,mstr5_bo10_btc2,80,-25,90,3.0,1,,False,5,8266491,80.0,55.17,1.0
IREN,rsi7_80_btc2,60,-25,90,3.0,1,,True,10,8265208,80.0,27.58,1.0
IREN,mstr_rsi65_ma_btc2,50,-25,45,5.0,1,,False,5,8219176,80.0,32.91,1.0
CONL,bo10_macd_btc2,40,-20,30,5.0,1,,False,15,8215773,46.7,10.97,1.0
PTIR,bo10_macd_btc2,50,-25,45,4.0,1,,False,9,8211609,55.6,22.83,1.0
CONL,bo5_vol_btc2_rsi,80,-25,90,3.0,1,,False,7,8204578,57.1,39.11,1.0
PTIR,rsi7_80_btc2,40,-20,30,4.0,1,,False,10,8185472,70.0,20.48,1.0
NVDL,mstr_rsi_ret3_btc2,50,-20,45,3.0,3,,False,10,8182559,60.0,15.32,1.4
NVDL,consec3_surge,60,-25,90,3.0,1,,True,29,8173067,55.2,9.4,1.0
CONL,btc_regime3_all,100,-30,120,2.0,5,,False,6,8166415,33.3,14.44,2.0
IREN,mstr_rsi65_ma_btc2,60,-25,60,4.0,1,,False,5,8158221,80.0,40.83,1.0
IREN,consec4_btc1,80,-25,120,3.0,1,,True,11,8157747,63.6,24.75,1.0
IREN,rsi_accel_btc2_vol,50,-20,45,2.0,3,-10.0,False,14,8148771,64.3,14.56,1.93
IREN,all_green_ultra,80,-30,90,3.0,1,-15.0,False,7,8137835,57.1,38.79,1.0
CONL,consec3_btc2_vol,50,-20,45,3.0,1,,False,10,8136236,60.0,27.15,1.0
NVDL,mstr_over5_ret3_btc,30,-15,20,5.0,1,,False,19,8128536,57.9,8.56,1.0
PTIR,rsi7_80_btc2,80,-25,90,2.0,5,,False,7,8126185,42.9,16.38,2.14
IREN,bo10_macd_btc2,100,-30,180,2.0,5,,True,13,8118309,46.2,10.81,2.15
IREN,all_green_ultra,60,-25,60,3.0,1,-12.0,False,8,8097528,75.0,33.77,1.0
CONL,rsi_accel_btc2_vol,40,-20,30,4.0,1,,False,12,8091428,50.0,16.87,1.0
PTIR,mstr_rsi_ret3_btc2,80,-25,120,3.0,1,,True,5,8087800,80.0,53.97,1.0
NVDL,bb_macd_adx_btc2,40,-20,30,5.0,1,,False,19,8087144,57.9,8.52,1.0
IREN,rsi_accel_btc2_vol,60,-25,90,3.0,1,,True,13,8081941,61.5,20.74,1.0
NVDL,max_conviction,80,-25,90,2.0,3,-15.0,False,7,8066877,57.1,23.93,2.14
NVDL,bo10_macd_btc2,50,-20,45,3.0,1,,False,10,8061353,70.0,26.9,1.0
NVDL,mstr5_bo10_btc2,50,-25,45,4.0,1,,False,8,8056994,75.0,25.2,1.0
PTIR,rsi7_80_btc2,60,-25,90,3.0,1,,True,9,8045054,88.9,29.83,1.0
PTIR,rsi7_80_btc2,80,-25,90,3.0,1,,False,6,8040472,66.7,44.71,1.0
PTIR,mstr_over5_ret3_btc,60,-25,60,3.0,1,-12.0,False,9,8035074,66.7,29.79,1.0
CONL,btc_regime3_all,100,-30,180,2.0,5,,True,7,8029519,42.9,12.91,1.86
CONL,mstr_rsi_ret3_btc2,80,-25,90,3.0,1,,False,12,8022289,41.7,22.31,1.0
PTIR,btc_strong3d_surge,40,-20,30,4.0,1,,False,4,8011483,100.0,50.12,1.0
NVDL,mstr5_bo10_btc2,40,-20,30,4.0,1,,False,11,7985355,81.8,18.17,1.0
NVDL,max_conviction,50,-25,45,5.0,1,,False,7,7982822,85.7,22.83,1.0
CONL,btc_regime3_surge,50,-20,45,3.0,3,,False,9,7969693,44.4,12.86,1.44
CONL,bb_macd_adx_btc2,40,-20,30,4.0,1,,False,20,7969553,45.0,9.97,1.0
IREN,bo5_vol_btc2_rsi,50,-25,45,4.0,1,,False,9,7967034,66.7,22.15,1.0
IREN,rsi7_80_btc2,80,-25,120,3.0,1,,True,10,7963335,80.0,26.57,1.0
NVDL,bo5_vol_btc2_rsi,50,-20,45,3.0,3,,False,5,7942324,100.0,35.15,1.4
NVDL,consec3_surge,80,-25,120,3.0,1,,True,28,7940566,57.1,9.46,1.0
CONL,btc_strong3d_surge,30,-15,20,5.0,1,,False,9,7934302,66.7,17.65,1.0
CONL,mstr_rsi_ret3_btc2,100,-30,120,2.0,5,,False,9,7933425,44.4,17.34,1.89
IREN,bo5_vol_btc2_rsi,100,-30,120,2.0,5,,False,7,7929089,57.1,31.3,1.57
PTIR,max_conviction,50,-20,45,3.0,3,,False,3,7912953,100.0,42.55,2.33
IREN,consec4_btc1,50,-20,45,3.0,1,,False,12,7908674,58.3,21.99,1.0
PTIR,bb_macd_adx_btc2,60,-25,90,3.0,1,,True,9,7900065,77.8,29.29,1.0
NVDL,di_cross_surge_btc2,60,-25,60,4.0,1,,False,11,7897781,63.6,17.97,1.0
NVDL,di_cross_surge_btc2,40,-20,30,5.0,1,,False,18,7889493,55.6,8.77,1.0
NVDL,mstr_over5_ret3_btc,40,-20,30,4.0,1,,False,15,7876681,60.0,13.14,1.0
IREN,rsi7_80_btc2,40,-20,30,3.0,1,-10.0,False,14,7863513,71.4,18.74,1.0
CONL,bo5_vol_btc2_rsi,60,-25,60,3.0,1,,False,8,7861749,62.5,32.79,1.0
IREN,consec4_btc1,40,-20,30,3.0,1,-10.0,False,14,7855765,64.3,18.72,1.0
CONL,consec3_btc2_vol,40,-20,30,5.0,1,,False,10,7843321,50.0,15.7,1.0
CONL,di_cross_surge_btc2,30,-15,20,5.0,1,,False,22,7837501,59.1,7.13,1.0
PTIR,btc_strong3d_surge,80,-25,120,3.0,1,,True,3,7834783,100.0,87.14,1.0
PTIR,btc_strong3d_surge,80,-25,90,3.0,1,,False,3,7834783,100.0,87.14,1.0
CONL,consec3_btc2_vol,100,-30,180,2.0,3,,True,9,7825785,33.3,27.2,1.22
CONL,consec3_btc2_vol,100,-30,180,2.0,5,,True,9,7825785,33.3,27.2,1.22
CONL,mstr5_bo10_btc2,50,-20,45,3.0,1,,False,14,7815389,50.0,18.63,1.0
IREN,macd_adx_vol_btc2,80,-25,90,2.0,3,-15.0,False,5,7806098,80.0,45.31,2.0
CONL,btc_regime3_all,40,-20,30,5.0,1,,False,9,7803981,66.7,17.36,1.0
CONL,bo10_macd_btc2,60,-25,60,3.0,1,,False,14,7788026,50.0,18.56,1.0
CONL,consec4_btc1,50,-20,45,3.0,3,,False,10,7782989,50.0,17.5,2.0
CONL,consec4_btc1,40,-20,30,3.0,1,,False,11,7782839,63.6,23.61,1.0
PTIR,consec4_btc1,40,-20,30,5.0,1,,False,9,7779546,66.7,17.31,1.0
PTIR,btc_strong3d_surge,60,-25,60,3.0,1,,False,4,7767765,100.0,64.8,1.0
IREN,mstr_rsi_ret3_btc2,60,-25,60,2.0,5,,False,11,7766051,54.5,21.35,1.64
IREN,mstr_rsi_ret3_btc2,80,-30,90,3.0,1,-15.0,False,15,7761677,53.3,17.27,1.0
IREN,mstr5_bo10_btc2,40,-20,30,4.0,1,,False,12,7761113,58.3,16.19,1.0
NVDL,bo5_vol_btc2_rsi,100,-30,120,2.0,5,,False,3,7756210,66.7,49.09,2.67
NVDL,mstr_over5_ret3_btc,50,-20,45,3.0,3,,False,13,7755472,53.8,9.48,1.62
CONL,macd_adx_vol_btc2,40,-20,30,5.0,1,,False,3,7754053,100.0,51.75,1.0
IREN,mstr5_bo10_btc2,80,-25,90,2.0,3,-15.0,False,11,7750894,45.5,15.97,1.64
IREN,max_conviction,50,-20,45,3.0,3,,False,9,7750845,55.6,11.62,2.0
IREN,mstr5_bo10_btc2,50,-20,45,3.0,1,,False,11,7748297,72.7,23.5,1.0
CONL,mstr5_bo10_btc2,60,-25,60,3.0,1,,False,14,7723052,50.0,18.41,1.0
NVDL,mstr5_bo10_btc2,60,-25,90,3.0,1,,True,8,7718752,75.0,32.19,1.0
NVDL,bo10_macd_btc2,60,-25,90,3.0,1,,True,10,7716831,70.0,25.75,1.0
IREN,mstr_over5_ret3_btc,80,-30,90,3.0,1,-15.0,False,20,7709177,45.0,12.86,1.0
PTIR,max_conviction,80,-25,90,2.0,5,,False,3,7704763,66.7,42.64,2.67
AMDL,rsi7_80_btc2,80,-25,90,2.0,5,,False,8,7694871,25.0,0.29,2.12
NVDL,mstr5_bo10_btc2,80,-25,120,3.0,1,,True,8,7689091,75.0,32.07,1.0
CONL,rsi7_80_btc2,50,-20,45,3.0,1,,False,14,7685966,57.1,18.32,1.0
IREN,mstr_rsi65_ma_btc2,60,-25,60,3.0,3,,False,5,7675624,80.0,38.28,1.4
NVDL,max_conviction,80,-25,90,3.0,1,,False,7,7662452,85.7,36.52,1.0
CONL,di_cross_surge_btc2,40,-20,30,5.0,1,,False,20,7658275,45.0,7.67,1.0
IREN,bo10_macd_btc2,80,-25,120,3.0,1,,True,13,7654740,61.5,19.65,1.0
IREN,mstr_rsi_ret3_btc2,80,-25,90,2.0,3,-15.0,False,15,7653869,46.7,14.34,1.47
NVDL,rsi_accel_btc2_vol,40,-20,30,5.0,1,,False,12,7651900,66.7,12.77,1.0
PTIR,max_conviction,60,-25,60,3.0,3,,False,3,7648091,66.7,32.46,2.33
IREN,max_conviction,80,-30,90,3.0,1,-15.0,False,10,7645771,50.0,25.51,1.0
NVDL,mstr_over5_ret3_btc,60,-25,60,2.0,5,,False,11,7645565,63.6,14.99,1.91
NVDL,all_green_ultra,40,-20,30,4.0,1,,False,7,7644628,100.0,27.33,1.0
PTIR,consec3_surge,50,-25,45,4.0,1,,False,12,7640958,58.3,15.93,1.0
IREN,all_green_ultra,60,-25,90,3.0,1,,True,7,7636432,85.7,36.4,1.0
AMDL,rsi7_80_btc2,100,-30,120,2.0,5,,False,6,7628486,33.3,6.3,2.33
IREN,bo5_vol_btc2_rsi,60,-25,90,3.0,1,,True,9,7628371,66.7,28.28,1.0
NVDL,bo10_macd_btc2,80,-25,90,3.0,1,,False,8,7626156,87.5,31.81,1.0
IREN,bo10_macd_btc2,100,-30,180,2.0,3,,True,13,7616194,46.2,11.54,2.0
NVDL,max_conviction,80,-25,90,2.0,5,,False,6,7612520,66.7,21.18,2.67
IREN,consec3_btc2_vol,50,-20,45,2.0,3,-10.0,False,11,7600177,72.7,15.1,1.82
NVDL,rsi_accel_btc2_vol,60,-25,60,3.0,3,,False,9,7585238,55.6,12.73,1.56
CONL,consec3_btc2_vol,60,-25,90,3.0,1,,True,10,7582318,50.0,25.3,1.0
IREN,mstr5_bo10_btc2,50,-20,45,3.0,3,,False,11,7566168,63.6,15.23,1.55
CONL,max_conviction,50,-25,45,4.0,1,,False,12,7552763,50.0,15.75,1.0
PTIR,consec3_surge,80,-25,90,3.0,1,,False,10,7550462,50.0,25.19,1.0
PTIR,bb_macd_adx_btc2,30,-15,20,5.0,1,,False,14,7541656,64.3,10.78,1.0
NVDL,max_conviction,80,-30,90,3.0,1,-15.0,False,8,7536199,62.5,31.43,1.0
IREN,rsi7_80_btc2,50,-20,45,3.0,1,,False,11,7530182,63.6,22.84,1.0
PTIR,rsi_accel_btc2_vol,50,-25,45,5.0,1,,False,4,7519887,100.0,37.64,1.0
CONL,bb_macd_adx_btc2,50,-20,45,3.0,3,,False,17,7515833,41.2,7.58,2.18
NVDL,rsi7_80_btc2,80,-25,120,3.0,1,,True,11,7489177,54.5,22.72,1.0
PTIR,bb_macd_adx_btc2,40,-20,30,3.0,1,,False,12,7482446,66.7,20.81,1.0
PTIR,mstr5_bo10_btc2,40,-20,30,3.0,1,,False,8,7479693,87.5,31.2,1.0
PTIR,bb_macd_adx_btc2,50,-20,45,3.0,1,,False,12,7478964,66.7,20.8,1.0
IREN,max_conviction,60,-25,90,3.0,1,,True,9,7453920,66.7,27.63,1.0
CONL,rsi7_80_btc2,60,-25,60,3.0,1,,False,13,7437263,46.2,19.09,1.0
AMDL,rsi_accel_btc2_vol,50,-25,45,5.0,1,,False,5,7435915,80.0,29.77,1.0
IREN,macd_adx_vol_btc2,60,-25,90,3.0,1,,True,6,7428730,83.3,41.31,1.0
CONL,mstr5_bo10_btc2,40,-20,30,4.0,1,,False,14,7424018,50.0,13.27,1.0
PTIR,btc_strong3d_surge,60,-25,60,2.0,5,,False,4,7408845,100.0,65.51,1.5
NVDL,mstr_over5_ret3_btc,50,-25,45,5.0,1,,False,13,7407192,53.8,11.41,1.0
NVDL,mstr_rsi_ret3_btc2,50,-25,45,5.0,1,,False,10,7404606,60.0,14.82,1.0
PTIR,di_cross_surge_btc2,40,-20,30,3.0,1,,False,10,7402002,70.0,24.7,1.0
CONL,rsi7_80_btc2,50,-20,45,3.0,3,,False,14,7401422,35.7,6.35,2.14
IREN,bo5_vol_btc2_rsi,60,-25,60,2.0,5,,False,8,7395988,50.0,26.22,1.5
NVDL,consec4_btc1,80,-25,90,3.0,1,,False,9,7390618,66.7,27.4,1.0
IREN,rsi_accel_btc2_vol,40,-20,30,3.0,1,,False,14,7389509,57.1,17.61,1.0
NVDL,bo10_macd_btc2,40,-20,30,4.0,1,,False,12,7382218,75.0,15.4,1.0
CONL,bo5_vol_btc2_rsi,60,-25,90,3.0,1,,True,10,7381705,50.0,24.63,1.0
NVDL,bo5_vol_btc2_rsi,60,-25,60,3.0,3,,False,5,7380147,80.0,27.99,1.6
IREN,bo5_vol_btc2_rsi,80,-30,90,3.0,1,-15.0,False,9,7380053,55.6,27.36,1.0
NVDL,bo5_vol_btc2_rsi,60,-25,60,4.0,1,,False,5,7376690,80.0,36.92,1.0
CONL,btc_strong3d_bo10,50,-25,45,5.0,1,,False,8,7375398,50.0,18.46,1.0
NVDL,bo10_macd_btc2,30,-15,20,5.0,1,,False,15,7354118,60.0,9.82,1.0
PTIR,bb_macd_adx_btc2,80,-25,120,3.0,1,,True,9,7352337,77.8,27.26,1.0
AMDL,consec3_surge,100,-30,120,2.0,5,,False,6,7346686,33.3,7.72,3.0
AMDL,rsi7_80_btc2,80,-25,120,2.0,5,,True,9,7336826,55.6,9.69,2.33
IREN,mstr_over5_ret3_btc,40,-20,30,3.0,1,,False,17,7332176,64.7,14.39,1.0
NVDL,rsi7_80_btc2,40,-20,30,4.0,1,,False,16,7331110,68.8,11.47,1.0
CONL,consec3_surge,50,-20,45,3.0,1,,False,21,7326130,42.9,11.64,1.0
IREN,mstr5_bo10_btc2,100,-30,180,2.0,3,,True,10,7325896,40.0,14.42,1.8
IREN,max_conviction,80,-25,120,3.0,1,,True,9,7312596,55.6,27.11,1.0
NVDL,max_conviction,40,-20,30,5.0,1,,False,9,7311251,77.8,16.26,1.0
PTIR,di_cross_surge_btc2,50,-20,45,2.0,3,-10.0,False,11,7307478,54.5,11.71,2.09
CONL,btc_regime3_all,30,-15,20,5.0,1,,False,10,7291580,70.0,14.6,1.0
NVDL,consec4_btc1,60,-25,60,3.0,3,,False,9,7289809,55.6,15.42,1.78
IREN,mstr_over5_ret3_btc,50,-20,45,3.0,1,,False,16,7275598,62.5,15.17,1.0
PTIR,mstr5_bo10_btc2,50,-25,45,4.0,1,,False,7,7272498,57.1,26.0,1.0
IREN,triple_confirm,40,-20,30,5.0,1,,False,5,7268401,80.0,29.1,1.0
PTIR,di_cross_surge_btc2,40,-20,30,3.0,1,-10.0,False,11,7265061,63.6,22.04,1.0
CONL,rsi_accel_btc2_vol,50,-25,45,4.0,1,,False,11,7262802,54.5,16.52,1.0
NVDL,consec3_btc2_vol,100,-30,120,2.0,5,,False,3,7259211,66.7,47.27,2.0
IREN,bo10_macd_btc2,50,-20,45,3.0,1,,False,13,7256958,61.5,18.63,1.0
PTIR,mstr_over5_ret3_btc,40,-20,30,3.0,1,,False,8,7254039,87.5,30.26,1.0
CONL,bb_macd_adx_btc2,80,-30,90,3.0,1,-15.0,False,22,7251426,54.5,11.0,1.0
IREN,max_conviction,40,-20,30,4.0,1,,False,11,7248929,54.5,16.49,1.0
NVDL,max_conviction,80,-25,120,3.0,1,,True,7,7246131,85.7,34.54,1.0
CONL,btc_strong3d_surge,40,-20,30,3.0,1,,False,9,7233654,66.7,26.82,1.0
NVDL,bo10_macd_btc2,60,-25,60,3.0,1,,False,9,7231234,77.8,26.81,1.0
NVDL,rsi_accel_btc2_vol,100,-30,120,2.0,5,,False,5,7224318,60.0,21.26,2.6
CONL,consec4_btc1,80,-25,90,3.0,3,,False,10,7221876,40.0,17.44,1.9
MSTU,btc_strong3d_surge,40,-20,30,5.0,1,,False,4,7219482,75.0,36.13,1.0
CONL,mstr_rsi65_ma_btc2,30,-15,20,5.0,1,,False,8,7216878,62.5,18.06,1.0
PTIR,mstr_rsi_ret3_btc2,40,-20,30,3.0,1,,False,6,7213086,83.3,40.11,1.0
NVDL,rsi_accel_btc2_vol,50,-20,45,3.0,3,,False,9,7204493,55.6,14.26,1.56
CONL,bb_macd_adx_btc2,60,-25,60,3.0,1,-12.0,False,26,7201577,50.0,9.24,1.0
CONL,bo10_macd_btc2,50,-20,45,3.0,1,,False,15,7201463,46.7,16.02,1.0
NVDL,all_green_ultra,30,-15,20,5.0,1,,False,7,7196630,85.7,20.58,1.0
IREN,triple_confirm,60,-25,60,4.0,1,,False,5,7194057,60.0,36.01,1.0
NVDL,bb_macd_adx_btc2,50,-25,45,5.0,1,,False,16,7193514,43.8,9.0,1.0
PTIR,di_cross_surge_btc2,30,-15,20,5.0,1,,False,12,7179548,66.7,11.98,1.0
AMDL,bb_macd_adx_btc2,100,-30,180,2.0,5,,True,13,7175884,38.5,1.97,2.08
NVDL,consec3_surge,100,-30,120,2.0,5,,False,10,7159898,40.0,3.12,3.2
PTIR,btc_strong3d_surge,50,-20,45,3.0,1,,False,4,7155341,100.0,59.69,1.0
PTIR,mstr5_bo10_btc2,60,-25,60,2.0,5,,False,6,7147651,66.7,24.94,2.0
NVDL,bo5_vol_btc2_rsi,50,-25,45,4.0,1,,False,5,7146669,100.0,35.77,1.0
NVDL,consec4_btc1,40,-20,30,4.0,1,,False,12,7145637,66.7,14.9,1.0
PTIR,rsi7_80_btc2,80,-25,120,3.0,1,,True,9,7136467,77.8,26.46,1.0
CONL,btc_strong3d_bo10,60,-25,60,4.0,1,,False,8,7117744,50.0,22.27,1.0
PTIR,rsi7_80_btc2,30,-15,20,5.0,1,,False,10,7109291,70.0,14.23,1.0
CONL,btc_strong5d_rsi_accel,50,-25,45,5.0,1,,False,7,7099993,57.1,20.31,1.0
IREN,consec3_btc2_vol,40,-20,30,3.0,1,-10.0,False,12,7090810,75.0,19.72,1.0
NVDL,bb_macd_adx_btc2,80,-25,120,3.0,1,,True,17,7084461,41.2,13.91,1.0
PTIR,consec3_surge,80,-25,90,2.0,3,-15.0,False,12,7076094,41.7,9.42,2.25
CONL,rsi_accel_btc2_vol,60,-25,60,4.0,1,,False,11,7071325,45.5,16.09,1.0
IREN,max_conviction,100,-30,180,2.0,3,,True,9,7067539,44.4,14.05,2.11
NVDL,bo10_macd_btc2,80,-25,90,2.0,3,-15.0,False,11,7066689,36.4,10.92,1.91
CONL,btc_strong3d_surge,60,-25,90,3.0,1,,True,9,7063771,55.6,26.19,1.0
IREN,mstr5_bo10_btc2,100,-30,180,2.0,5,,True,10,7056352,40.0,14.0,1.9
CONL,rsi_accel_btc3,100,-30,120,2.0,5,,False,6,7052165,33.3,14.12,1.67
CONL,consec3_surge,80,-25,90,2.0,3,-15.0,False,20,7035111,25.0,2.51,1.75
PTIR,consec4_btc1,100,-30,180,2.0,3,,True,6,7022536,50.0,21.79,1.83
NVDL,mstr5_bo10_btc2,60,-25,60,2.0,5,,False,8,7021317,62.5,10.88,2.5
PTIR,rsi7_80_btc2,60,-25,60,2.0,5,,False,8,7013478,62.5,11.79,2.0
PTIR,consec3_surge,30,-15,20,5.0,1,,False,20,7012073,55.0,7.02,1.0
IREN,macd_adx_vol_btc2,40,-20,30,4.0,1,,False,6,7004707,83.3,29.22,1.0
PTIR,consec4_btc1,80,-25,90,2.0,5,,False,5,7002635,40.0,19.44,1.8
IREN,mstr_rsi_ret3_btc2,50,-20,45,3.0,1,,False,13,6999878,53.8,17.97,1.0
NVDL,bo5_vol_btc2_rsi,80,-25,90,3.0,1,,False,4,6995400,100.0,58.35,1.0
NVDL,rsi_accel_btc2_vol,80,-25,90,3.0,1,,False,6,6989059,83.3,38.87,1.0
IREN,bo10_macd_btc2,40,-20,30,3.0,1,,False,15,6988474,53.3,15.55,1.0
IREN,all_green_ultra,80,-25,90,3.0,1,,False,6,6979436,66.7,38.81,1.0
CONL,rsi7_80_btc2,60,-25,60,2.0,5,,False,13,6978411,38.5,7.03,2.31
PTIR,di_cross_surge_btc2,60,-25,60,3.0,1,-12.0,False,11,6974224,72.7,21.16,1.0
IREN,triple_confirm,50,-25,45,4.0,1,,False,5,6967102,80.0,34.87,1.0
IREN,mstr_rsi_ret3_btc2,80,-25,90,2.0,5,,False,10,6958883,50.0,23.9,1.8
IREN,bo10_macd_btc2,60,-25,60,3.0,1,-12.0,False,14,6958370,42.9,16.58,1.0
PTIR,bb_macd_adx_btc2,60,-25,60,3.0,1,,False,8,6957805,62.5,29.02,1.0
NVDL,mstr5_bo10_btc2,60,-25,60,4.0,1,,False,8,6952863,75.0,21.75,1.0
CONL,mstr_over5_ret3_btc,80,-25,120,2.0,5,,True,15,6948181,26.7,4.1,2.2
IREN,mstr5_bo10_btc2,60,-25,60,3.0,3,,False,10,6938051,50.0,17.96,1.6
IREN,max_conviction,50,-20,45,3.0,1,,False,10,6934443,70.0,23.14,1.0
NVDL,rsi_accel_btc2_vol,80,-25,120,2.0,5,,True,7,6893762,57.1,15.74,2.14
NVDL,rsi_accel_btc2_vol,100,-30,180,2.0,5,,True,7,6893762,57.1,15.74,2.14
NVDL,consec3_surge,50,-25,45,5.0,1,,False,17,6887319,52.9,8.11,1.0
PTIR,bo10_macd_btc2,80,-25,90,3.0,1,,False,6,6860795,66.7,38.15,1.0
AMDL,bb_macd_adx_btc2,60,-25,60,3.0,3,,False,11,6840139,36.4,-0.23,1.82
CONL,btc_strong3d_surge,60,-25,60,3.0,1,,False,8,6839414,62.5,28.53,1.0
NVDL,mstr5_bo10_btc2,80,-25,90,2.0,3,-15.0,False,10,6839314,40.0,13.05,1.7
CONL,btc_regime3_surge,100,-30,180,2.0,5,,True,7,6832132,42.9,13.41,1.57
IREN,mstr_rsi65_ma_btc2,40,-20,30,5.0,1,,False,6,6831379,83.3,22.79,1.0
NVDL,bo5_vol_btc2_rsi,40,-20,30,4.0,1,,False,5,6823670,100.0,34.15,1.0
NVDL,consec4_btc1,50,-25,45,4.0,1,,False,10,6817547,70.0,17.06,1.0
NVDL,di_cross_surge_btc2,50,-25,45,4.0,1,,False,14,6799512,50.0,12.15,1.0
CONL,bo5_vol_btc2_rsi,50,-20,45,3.0,1,,False,9,6795343,55.6,25.19,1.0
AMDL,consec3_btc2_vol,80,-25,90,3.0,3,,False,5,6792729,40.0,21.18,1.4
AMDL,bb_macd_adx_btc2,80,-25,120,2.0,5,,True,13,6760989,38.5,2.22,2.31
IREN,mstr_rsi_ret3_btc2,40,-20,30,3.0,1,,False,14,6759588,64.3,16.11,1.0
IREN,btc_strong3d_surge,60,-25,60,4.0,1,,False,6,6757128,66.7,28.18,1.0
IREN,macd_adx_vol_btc2,50,-20,45,3.0,1,,False,6,6753654,83.3,37.56,1.0
CONL,rsi_accel_btc3,100,-30,180,2.0,5,,True,6,6752072,33.3,14.97,1.67
CONL,consec3_surge,80,-25,120,3.0,1,,True,19,6746365,36.8,11.85,1.0
NVDL,mstr_over5_ret3_btc,80,-25,90,3.0,1,,False,9,6742753,66.7,25.0,1.0
NVDL,rsi_accel_btc2_vol,80,-25,90,2.0,3,-15.0,False,10,6733839,40.0,9.63,1.6
CONL,bo5_vol_btc2_rsi,50,-20,45,3.0,3,,False,11,6723399,45.5,14.94,1.27
IREN,bo5_vol_btc2_rsi,40,-20,30,3.0,1,,False,10,6721352,60.0,22.43,1.0
PTIR,max_conviction,50,-25,45,5.0,1,,False,3,6716622,100.0,44.82,1.0
PTIR,bo10_macd_btc2,60,-25,60,2.0,5,,False,7,6703201,57.1,19.15,2.0
IREN,btc_regime3_all,80,-25,90,3.0,3,,False,4,6700755,50.0,28.27,1.75
NVDL,consec3_btc2_vol,80,-25,90,3.0,3,,False,3,6692640,66.7,39.37,1.67
IREN,all_green_ultra,40,-20,30,4.0,1,,False,7,6672757,85.7,23.86,1.0
PTIR,rsi7_80_btc2,60,-25,60,3.0,1,,False,9,6662473,66.7,24.7,1.0
IREN,macd_adx_vol_btc2,80,-25,90,2.0,5,,False,5,6659052,60.0,38.3,2.0
CONL,di_cross_surge_btc2,50,-20,45,3.0,1,,False,18,6657101,44.4,12.34,1.0
NVDL,consec3_surge,60,-25,60,4.0,1,,False,14,6655661,57.1,11.9,1.0
NVDL,consec3_surge,80,-25,90,3.0,3,,False,14,6654757,35.7,2.52,2.36
