ticker,strategy,pos_mode,target,stop,hold,n,pnl,wr,avg
NVDL,low_vol_breakout,fixed,25,-15,20,28,1547657,60.7,5.53
ROBN,month_q2q3_bull,fixed,20,-20,30,9,1544303,88.9,17.18
IREN,triple_ma_qqq,fixed,15,-20,30,17,1543111,76.5,9.09
IREN,month_q4_bull,fixed,25,-20,30,11,1541130,63.6,14.02
ROBN,month_q2q3_bull,fixed,25,-20,30,8,1540492,87.5,19.28
PTIR,triple_ma_strong_btc,fixed,15,-20,30,16,1540226,75.0,9.64
NVDL,btc_momentum_entry,fixed,25,-15,20,27,1529914,55.6,5.67
CONL,not_friday_bull,fixed,25,-20,30,35,1528857,48.6,4.37
NVDL,mon_tue_bull,fixed,20,-15,20,28,1523983,60.7,5.45
NVDL,low_vol_breakout,fixed,30,-20,45,20,1513048,55.0,7.57
NVDL,btc_ret20_strong,fixed,20,-20,30,9,1510770,88.9,16.8
IREN,triple_ma_strong_btc,fixed,15,-15,20,19,1510068,68.4,7.96
NVDL,low_vol_bull,fixed,25,-15,20,32,1509818,62.5,4.72
ROBN,triple_ma_qqq,fixed,25,-20,30,9,1506645,88.9,16.76
ROBN,triple_ma_bull,fixed,25,-20,30,7,1505029,100.0,21.52
NVDL,triple_ma_bull,fixed,20,-15,20,21,1501257,66.7,7.16
CONL,btc_ret5_pos_regime1,fixed,20,-20,30,34,1496713,52.9,4.41
PTIR,btc_ret5_pos_regime1,fixed,30,-20,45,11,1491045,63.6,13.57
NVDL,btc_rsi_high_regime,fixed,25,-15,20,25,1487647,64.0,5.96
PTIR,btc_regime2_rsi,fixed,25,-15,20,15,1483354,66.7,9.9
NVDL,variable_size_regime,fixed,30,-20,45,21,1479533,57.1,7.05
NVDL,btc_ret20_strong,fixed,15,-15,20,13,1479328,76.9,11.39
NVDL,btc_rsi_high_regime,fixed,30,-20,45,19,1474096,57.9,7.77
CONL,btc_ret5_pos_regime1,fixed,20,-15,20,38,1472816,50.0,3.88
NVDL,variable_size_regime,fixed,25,-20,30,26,1467899,61.5,5.65
PTIR,low_vol_bull,fixed,15,-15,20,18,1463248,72.2,8.14
AMDL,dual_btc_qqq_pct,fixed,20,-15,20,14,1462469,57.1,10.46
AMDL,dual_btc_qqq,fixed,20,-15,20,14,1462469,57.1,10.46
ROBN,btc_momentum_entry,fixed,25,-15,20,10,1457559,70.0,14.59
NVDL,variable_size_regime,fixed,25,-15,20,31,1456438,61.3,4.7
NVDL,btc_regime2_rsi,fixed,15,-15,20,29,1455488,62.1,5.02
IREN,triple_ma_strong_btc,fixed,20,-15,20,18,1455306,61.1,8.09
NVDL,btc_regime2_only,fixed,25,-15,20,26,1453668,57.7,5.6
NVDL,variable_size_regime,fixed,20,-20,30,27,1452981,70.4,5.39
CONL,triple_ma_bull,fixed,25,-20,30,20,1452119,50.0,7.27
ROBN,dual_btc_qqq,fixed,20,-20,30,12,1450660,75.0,12.1
ROBN,triple_ma_bull,fixed,30,-20,45,7,1450591,71.4,20.74
ROBN,variable_size_regime,fixed,25,-15,20,12,1449513,66.7,12.09
NVDL,btc_rsi_high_regime,fixed,20,-20,30,23,1445916,69.6,6.29
NVDL,not_friday_bull,fixed,15,-20,30,36,1445641,69.4,4.02
NVDL,btc_ret5_pos_regime1,fixed,20,-15,20,29,1444026,51.7,4.98
PTIR,month_q4_bull,fixed,25,-20,30,8,1439815,75.0,18.02
PTIR,month_q4_bull,fixed,20,-20,30,8,1439815,75.0,18.02
ROBN,btc_momentum_entry,fixed,30,-20,45,9,1437164,66.7,15.98
NVDL,low_vol_bull,fixed,30,-20,45,21,1436257,57.1,6.85
NVDL,mon_tue_bull,fixed,25,-15,20,27,1436032,59.3,5.32
ROBN,triple_ma_qqq,fixed,20,-20,30,9,1435592,88.9,15.97
PTIR,low_vol_bull,fixed,20,-15,20,16,1426207,62.5,8.92
NVDL,low_vol_bull,fixed,20,-20,30,28,1402361,67.9,5.01
ROBN,dual_btc_qqq,fixed,15,-20,30,13,1400594,76.9,10.78
ROBN,variable_size_regime,fixed,15,-20,30,13,1399673,76.9,10.78
ROBN,month_q2q3_bull,fixed,20,-15,20,9,1398615,77.8,15.56
NVDL,btc_rsi_high_regime,fixed,15,-15,20,31,1388965,61.3,4.49
AMDL,dual_btc_qqq_pct,fixed,15,-15,20,15,1388548,66.7,9.27
AMDL,dual_btc_qqq,fixed,15,-15,20,15,1388548,66.7,9.27
ROBN,variable_size_regime,fixed,25,-20,30,11,1380868,63.6,12.57
PTIR,low_vol_bull,fixed,25,-15,20,16,1376423,62.5,8.61
PTIR,month_q4_bull,fixed,20,-15,20,10,1374186,70.0,13.76
PTIR,month_q4_bull,fixed,25,-15,20,10,1374186,70.0,13.76
IREN,triple_ma_qqq,fixed,20,-15,20,15,1373333,60.0,9.16
NVDL,btc_ret20_strong,fixed,25,-15,20,10,1373089,70.0,13.74
NVDL,low_vol_breakout,fixed,25,-20,30,25,1369847,56.0,5.48
ROBN,variable_size_regime_var,variable,15,-15,20,14,1369598,64.3,7.79
NVDL,low_vol_breakout,fixed,15,-15,20,34,1368530,64.7,4.03
ROBN,btc_momentum_entry,fixed,25,-20,30,10,1368303,70.0,13.7
NVDL,btc_momentum_entry,fixed,15,-20,30,28,1367595,71.4,4.89
NVDL,btc_regime2_rsi,fixed,25,-15,20,23,1367166,56.5,5.95
PTIR,low_vol_bull,fixed,25,-20,30,12,1366874,50.0,11.4
CONL,btc_ret5_pos_regime1,fixed,15,-15,20,42,1359150,52.4,3.24
PTIR,low_vol_breakout,fixed,30,-20,45,14,1357331,57.1,9.7
NVDL,btc_rsi_high_regime,fixed,25,-20,30,22,1345839,68.2,6.12
ROBN,variable_size_regime,fixed,30,-20,45,10,1339506,60.0,13.41
ROBN,triple_ma_bull,fixed,20,-20,30,8,1335295,87.5,16.71
PTIR,triple_ma_bull,fixed,25,-15,20,18,1332963,61.1,7.41
NVDL,triple_ma_strong_btc,fixed,25,-15,20,17,1331222,58.8,7.84
ROBN,dual_btc_qqq,fixed,30,-20,45,10,1329443,60.0,13.31
ROBN,variable_size_regime,fixed,20,-20,30,11,1326689,72.7,12.07
PTIR,btc_ret20_strong,fixed,15,-15,20,9,1325727,88.9,14.75
NVDL,not_friday_bull,fixed,30,-20,45,22,1321267,54.5,6.01
NVDL,btc_regime1plus,fixed,30,-20,45,22,1310794,54.5,5.96
IREN,btc_momentum_entry,fixed,25,-15,20,26,1306282,50.0,5.03
AMDL,dual_btc_qqq_strong,fixed,25,-15,20,9,1302122,66.7,14.48
IREN,dual_btc_qqq_strong,fixed,20,-15,20,10,1299874,80.0,13.01
NVDL,btc_regime2_rsi,fixed,25,-20,30,21,1299614,61.9,6.19
PTIR,btc_ret5_pos_regime1,fixed,25,-15,20,13,1293840,61.5,9.96
IREN,dual_btc_qqq_strong,fixed,15,-15,20,10,1287558,90.0,12.89
ROBN,triple_ma_bull,fixed,15,-20,30,9,1285230,88.9,14.29
ROBN,dual_btc_qqq,fixed,25,-15,20,13,1283445,61.5,9.88
IREN,month_q2q3_bull,fixed,25,-15,20,15,1279614,60.0,8.54
NVDL,btc_rsi_high_regime,fixed,20,-15,20,26,1278639,61.5,4.92
PTIR,triple_ma_strong_btc,fixed,25,-15,20,14,1276007,64.3,9.12
ROBN,btc_ret5_pos_regime1,fixed,25,-20,30,10,1273342,80.0,12.75
NVDL,btc_momentum_entry,fixed,25,-20,30,21,1268189,61.9,6.05
ROBN,btc_momentum_entry,fixed,20,-15,20,10,1265147,70.0,12.66
CONL,btc_ret20_strong,fixed,30,-20,45,15,1253378,53.3,8.36
NVDL,btc_regime2_only,fixed,25,-20,30,23,1253333,65.2,5.45
NVDL,btc_regime2_only,fixed,20,-15,20,28,1248347,57.1,4.46
NVDL,btc_regime1plus,fixed,20,-20,30,29,1248287,69.0,4.31
NVDL,btc_ret20_strong,fixed,20,-15,20,10,1245151,70.0,12.46
PTIR,triple_ma_bull,fixed,25,-20,30,14,1241246,64.3,8.87
CONL,low_vol_bull,fixed,25,-20,30,16,1237933,56.2,7.74
PTIR,month_q2q3_bull,fixed,25,-15,20,8,1235404,75.0,15.46
IREN,month_q4_bull,fixed,15,-20,30,15,1234915,66.7,8.24
CONL,low_vol_breakout,fixed,25,-20,30,16,1233486,56.2,7.72
PTIR,triple_ma_strong_btc,fixed,15,-15,20,16,1231176,68.8,7.7
PTIR,btc_momentum_entry,fixed,20,-15,20,16,1229429,56.2,7.69
IREN,month_q4_bull,fixed,20,-20,30,16,1224226,62.5,7.66
PTIR,triple_ma_strong_btc,fixed,20,-15,20,14,1223689,64.3,8.75
ROBN,btc_momentum_entry,fixed,15,-15,20,10,1219053,70.0,12.2
NVDL,low_vol_bull,fixed,25,-20,30,27,1217503,59.3,4.51
CONL,mon_tue_bull,fixed,15,-15,20,38,1209914,55.3,3.19
ROBN,low_vol_breakout,fixed,30,-20,45,6,1209176,83.3,20.17
ROBN,month_q2q3_bull,fixed,25,-15,20,8,1208525,75.0,15.12
AMDL,dual_btc_qqq_strong,fixed,20,-15,20,10,1208188,60.0,12.09
ROBN,triple_ma_qqq,fixed,30,-20,45,8,1208047,62.5,15.12
NVDL,btc_regime1plus,fixed,15,-15,20,41,1208025,58.5,2.95
ROBN,btc_regime1plus,fixed,30,-20,45,13,1201766,53.8,9.25
ROBN,triple_ma_qqq,fixed,15,-20,30,11,1196217,81.8,10.89
ROBN,dual_btc_qqq_pct,fixed,25,-15,20,13,1178818,61.5,9.08
ROBN,btc_momentum_entry,fixed,20,-20,30,10,1175891,70.0,11.77
ROBN,not_friday_bull,fixed,25,-15,20,14,1175620,57.1,8.41
IREN,month_q4_bull,fixed,25,-15,20,17,1173524,58.8,6.91
NVDL,btc_momentum_entry,fixed,20,-15,20,29,1167775,51.7,4.03
NVDL,btc_regime2_rsi,fixed,20,-20,30,22,1157861,63.6,5.27
NVDL,low_vol_breakout,fixed,20,-15,20,29,1157710,58.6,4.0
NVDL,low_vol_bull,fixed,20,-15,20,33,1155148,57.6,3.5
ROBN,btc_ret5_pos_regime1,fixed,20,-20,30,10,1151714,80.0,11.53
PTIR,low_vol_breakout,fixed,25,-20,30,14,1150511,50.0,8.23
IREN,btc_momentum_entry,fixed,20,-15,20,28,1148084,50.0,4.1
NVDL,btc_regime2_only,fixed,20,-20,30,25,1145871,68.0,4.59
ROBN,triple_ma_bull,fixed,25,-15,20,8,1144385,75.0,14.32
ROBN,btc_ret5_pos_regime1,fixed,15,-20,30,12,1140066,75.0,9.51
PTIR,month_q2q3_bull,fixed,30,-20,45,5,1138262,80.0,22.79
NVDL,not_friday_bull,fixed,20,-15,20,33,1137801,54.5,3.45
CONL,btc_momentum_entry,fixed,25,-15,20,30,1130275,50.0,3.77
ROBN,btc_momentum_entry,fixed,15,-20,30,10,1129797,70.0,11.31
ROBN,dual_btc_qqq_pct,fixed,15,-20,30,14,1128723,71.4,8.07
PTIR,btc_ret5_pos_regime1,fixed,20,-15,20,15,1128070,60.0,7.53
AMDL,mon_tue_bull,fixed,20,-20,30,17,1126608,58.8,6.63
PTIR,triple_ma_bull,fixed,15,-15,20,19,1125901,63.2,5.93
PTIR,month_q4_bull,fixed,30,-20,45,8,1123745,62.5,14.06
ROBN,dual_btc_qqq_pct,fixed,25,-20,30,12,1110173,58.3,9.26
AMDL,dual_btc_qqq_strong,fixed,15,-15,20,10,1109137,70.0,11.1
IREN,month_q2q3_bull,fixed,20,-15,20,16,1108673,56.2,6.94
CONL,triple_ma_bull,fixed,15,-15,20,27,1104423,51.9,4.09
NVDL,btc_regime1plus,fixed,25,-15,20,33,1093774,57.6,3.32
NVDL,btc_regime1plus,fixed,25,-20,30,28,1091987,60.7,3.9
ROBN,variable_size_regime,fixed,15,-15,20,14,1089915,64.3,7.79
ROBN,dual_btc_qqq,fixed,15,-15,20,14,1080960,64.3,7.73
IREN,btc_ret5_pos_regime1,fixed,15,-15,20,35,1080510,57.1,3.09
NVDL,dual_btc_qqq_pct,fixed,15,-20,30,10,1078568,90.0,10.8
PTIR,month_q2q3_bull,fixed,20,-15,20,9,1076079,88.9,11.97
ROBN,btc_ret5_pos_regime1,fixed,15,-15,20,12,1074142,66.7,8.96
PTIR,low_vol_breakout,fixed,20,-20,30,14,1073195,50.0,7.67
ROBN,btc_regime1plus,fixed,25,-20,30,13,1068446,61.5,8.23
ROBN,dual_btc_qqq_pct,fixed,30,-20,45,11,1067883,54.5,9.72
AMDL,mon_tue_bull,fixed,15,-20,30,17,1066101,58.8,6.28
NVDL,not_friday_bull,fixed,25,-15,20,33,1064186,57.6,3.23
ROBN,dual_btc_qqq_pct,fixed,20,-20,30,12,1056175,66.7,8.81
NVDL,btc_regime1plus,fixed,20,-15,20,33,1056144,54.5,3.2
PTIR,month_q2q3_bull,fixed,25,-20,30,6,1052565,83.3,17.56
NVDL,month_q4_bull,fixed,20,-20,30,10,1049745,70.0,10.51
IREN,btc_ret20_strong,fixed,25,-20,30,10,1042315,70.0,10.43
ROBN,triple_ma_qqq,fixed,25,-15,20,12,1040554,66.7,8.68
NVDL,dual_btc_qqq,fixed,15,-20,30,10,1039333,80.0,10.4
NVDL,triple_ma_strong_btc,fixed,20,-15,20,18,1035742,55.6,5.76
PTIR,low_vol_breakout,fixed,20,-15,20,17,1034395,64.7,6.09
PTIR,low_vol_breakout,fixed,25,-15,20,17,1034034,64.7,6.09
NVDL,month_q2q3_bull,fixed,30,-20,45,12,1031449,58.3,8.6
ROBN,not_friday_bull,fixed,25,-20,30,13,1026448,53.8,7.9
NVDL,not_friday_bull,fixed,20,-20,30,28,1024364,64.3,3.66
PTIR,triple_ma_bull,fixed,20,-15,20,17,1023535,58.8,6.03
IREN,month_q4_bull,fixed,30,-20,45,12,1023121,58.3,8.53
PTIR,month_q2q3_bull,fixed,20,-20,30,7,1017434,85.7,14.55
NVDL,not_friday_bull,fixed,25,-20,30,28,1014827,57.1,3.63
PTIR,triple_ma_strong_btc,fixed,30,-20,45,12,1012761,58.3,8.45
ROBN,low_vol_bull,fixed,30,-20,45,7,1000856,71.4,14.31
ROBN,mon_tue_bull,fixed,25,-15,20,11,1000457,63.6,9.1
AMDL,btc_rsi_high_regime,fixed,30,-20,45,15,1000212,46.7,6.67
ROBN,mon_tue_bull,fixed,20,-15,20,12,999408,66.7,8.34
AMDL,btc_regime2_rsi,fixed,30,-20,45,13,999171,53.8,7.69
NVDL,dual_btc_qqq,fixed,30,-20,45,6,983420,83.3,16.41
ROBN,triple_ma_bull,fixed,15,-15,20,10,976865,70.0,9.78
ROBN,btc_rsi_high_regime,fixed,30,-20,45,9,976532,55.6,10.86
IREN,btc_ret20_strong,fixed,20,-20,30,12,969732,66.7,8.09
ROBN,btc_regime1plus,fixed,15,-20,30,16,968077,68.8,6.06
NVDL,btc_regime2_rsi,fixed,20,-15,20,24,965372,54.2,4.03
PTIR,triple_ma_strong_btc,fixed,25,-20,30,13,965094,61.5,7.43
ROBN,btc_regime1plus,fixed,25,-15,20,14,962941,57.1,6.89
NVDL,variable_size_regime,fixed,20,-15,20,32,954783,53.1,2.99
IREN,btc_ret5_pos_regime1,fixed,25,-15,20,28,947496,46.4,3.39
NVDL,dual_btc_qqq_pct,fixed,30,-20,45,6,947072,66.7,15.8
AMDL,mon_tue_bull,fixed,30,-20,45,13,946329,53.8,7.29
AMDL,variable_size_regime_var,variable,20,-20,30,19,939874,52.6,4.06
IREN,month_q2q3_bull,fixed,20,-20,30,15,936423,60.0,6.25
ROBN,mon_tue_bull,fixed,30,-20,45,9,930699,55.6,10.35
ROBN,btc_regime2_rsi,fixed,20,-20,30,9,926207,66.7,10.3
AMDL,low_vol_bull,fixed,20,-20,30,20,925596,55.0,4.63
CONL,mon_tue_bull,fixed,25,-15,20,28,924918,42.9,3.31
ROBN,btc_regime1plus,fixed,20,-20,30,14,920778,64.3,6.58
ROBN,not_friday_bull,fixed,20,-20,30,14,920778,64.3,6.58
ROBN,dual_btc_qqq_strong,fixed,20,-20,30,9,917252,66.7,10.2
AMDL,mon_tue_bull,fixed,25,-15,20,16,915906,50.0,5.73
ROBN,mon_tue_bull,fixed,25,-20,30,9,913325,55.6,10.16
PTIR,btc_ret20_strong,fixed,30,-20,45,4,913307,75.0,22.86
IREN,month_q2q3_bull,fixed,25,-20,30,14,913118,57.1,6.53
PTIR,triple_ma_strong_btc,fixed,20,-20,30,13,912776,61.5,7.03
IREN,month_q4_bull,fixed,15,-15,20,20,912535,60.0,4.57
PTIR,dual_btc_qqq,fixed,15,-15,20,14,910161,78.6,6.51
ROBN,variable_size_regime,fixed,20,-15,20,12,908200,58.3,7.58
NVDL,dual_btc_qqq,fixed,15,-15,20,11,908039,81.8,8.26
AMDL,mon_tue_bull,fixed,25,-20,30,14,903601,50.0,6.46
IREN,btc_ret20_strong,fixed,15,-20,30,15,903353,66.7,6.03
IREN,month_q2q3_bull,fixed,15,-15,20,18,900441,61.1,5.01
ROBN,dual_btc_qqq,fixed,20,-15,20,12,899245,58.3,7.5
PTIR,dual_btc_qqq_pct,fixed,15,-15,20,14,896335,71.4,6.41
NVDL,low_vol_breakout,fixed,20,-20,30,26,889210,53.8,3.42
ROBN,low_vol_breakout,fixed,25,-15,20,6,885907,83.3,14.78
ROBN,not_friday_bull,fixed,15,-20,30,16,882570,68.8,5.52
ROBN,low_vol_breakout,fixed,25,-20,30,6,873393,66.7,14.57
IREN,btc_ret5_pos_regime1,fixed,20,-15,20,30,869694,50.0,2.9
CONL,dual_btc_qqq_strong,fixed,30,-20,45,8,867175,50.0,10.85
NVDL,dual_btc_qqq_strong,fixed,30,-20,45,5,867113,60.0,17.36
PTIR,month_q2q3_bull,fixed,15,-20,30,7,866937,85.7,12.4
ROBN,low_vol_breakout,fixed,15,-15,20,7,865165,85.7,12.37
ROBN,triple_ma_qqq,fixed,15,-15,20,13,861165,61.5,6.63
CONL,low_vol_breakout,fixed,15,-20,30,18,857192,61.1,4.77
IREN,month_q2q3_bull,fixed,15,-20,30,17,854607,64.7,5.03
NVDL,month_q4_bull,fixed,15,-20,30,11,847288,72.7,7.71
NVDL,month_q2q3_bull,fixed,25,-20,30,14,844778,57.1,6.04
PTIR,triple_ma_bull,fixed,20,-20,30,14,839034,57.1,6.0
ROBN,mon_tue_bull,fixed,20,-20,30,11,832593,63.6,7.58
PTIR,dual_btc_qqq,fixed,15,-20,30,10,829582,80.0,8.3
PTIR,dual_btc_qqq_pct,fixed,15,-20,30,10,829582,80.0,8.3
PTIR,triple_ma_bull,fixed,30,-20,45,13,828300,53.8,6.38
ROBN,mon_tue_bull,fixed,15,-15,20,12,824490,66.7,6.88
ROBN,dual_btc_qqq_pct,fixed,15,-15,20,15,818965,60.0,5.47
NVDL,dual_btc_qqq_pct,fixed,20,-20,30,9,817851,88.9,9.1
AMDL,btc_regime2_only,fixed,30,-20,45,16,805557,43.8,5.04
AMDL,variable_size_regime_var,variable,30,-20,45,17,804482,41.2,2.2
CONL,low_vol_bull,fixed,15,-20,30,20,799516,60.0,4.0
ROBN,btc_rsi_high_regime,fixed,25,-15,20,11,785783,54.5,7.15
ROBN,low_vol_breakout,fixed,20,-15,20,6,784709,83.3,13.09
NVDL,dual_btc_qqq,fixed,20,-20,30,9,782389,77.8,8.7
PTIR,month_q2q3_bull,fixed,15,-15,20,12,777392,66.7,6.48
CONL,low_vol_bull,fixed,15,-15,20,22,774139,54.5,3.52
ROBN,low_vol_breakout,fixed,20,-20,30,6,772195,66.7,12.88
AMDL,variable_size_regime,fixed,20,-20,30,19,771547,52.6,4.06
NVDL,not_friday_bull,fixed,15,-15,20,38,759849,55.3,2.0
ROBN,btc_regime2_rsi,fixed,20,-15,20,10,758621,60.0,7.59
NVDL,dual_btc_qqq_pct,fixed,25,-20,30,9,758472,77.8,8.44
ROBN,triple_ma_qqq,fixed,20,-15,20,12,755659,58.3,6.3
AMDL,low_vol_breakout,fixed,25,-15,20,18,750962,44.4,4.18
NVDL,btc_momentum_entry,fixed,20,-20,30,23,750789,60.9,3.27
ROBN,dual_btc_qqq_strong,fixed,20,-15,20,10,749666,60.0,7.5
AMDL,mon_tue_bull,fixed,15,-15,20,19,744476,52.6,3.92
ROBN,btc_regime2_rsi,fixed,15,-15,20,11,739473,63.6,6.73
ROBN,btc_regime1plus,fixed,15,-15,20,17,738845,58.8,4.35
AMDL,variable_size_regime_var,variable,15,-20,30,19,737352,52.6,3.48
ROBN,dual_btc_qqq_strong,fixed,15,-15,20,11,730518,63.6,6.65
NVDL,dual_btc_qqq_pct,fixed,15,-15,20,11,729462,72.7,6.64
ROBN,btc_regime1plus,fixed,20,-15,20,15,727012,53.3,4.85
ROBN,not_friday_bull,fixed,20,-15,20,15,727012,53.3,4.85
NVDL,triple_ma_qqq,fixed,25,-15,20,9,724091,66.7,8.05
AMDL,btc_ret5_pos_regime1,fixed,30,-20,45,15,711681,46.7,4.75
AMDL,low_vol_bull,fixed,25,-15,20,22,710446,40.9,3.23
NVDL,month_q2q3_bull,fixed,25,-15,20,16,710412,56.2,4.44
ROBN,triple_ma_bull,fixed,20,-15,20,10,709616,60.0,7.1
PTIR,btc_ret20_strong,fixed,25,-20,30,4,705792,75.0,17.66
CONL,dual_btc_qqq,fixed,30,-20,45,8,701069,50.0,8.77
ROBN,btc_ret20_strong,fixed,15,-15,20,3,700304,100.0,23.37
ROBN,btc_ret20_strong,fixed,15,-20,30,3,700304,100.0,23.37
CONL,low_vol_breakout,fixed,15,-15,20,20,697418,55.0,3.49
PTIR,dual_btc_qqq_strong,fixed,15,-20,30,9,692796,77.8,7.71
CONL,mon_tue_bull,fixed,20,-15,20,34,691013,47.1,2.03
ROBN,triple_ma_strong_btc,fixed,25,-15,20,6,688249,66.7,11.48
PTIR,btc_ret20_strong,fixed,20,-20,30,5,687163,80.0,13.76
ROBN,triple_ma_strong_btc,fixed,20,-20,30,5,687119,80.0,13.76
ROBN,low_vol_bull,fixed,25,-15,20,7,677587,71.4,9.69
NVDL,dual_btc_qqq,fixed,20,-15,20,11,674767,72.7,6.14
NVDL,dual_btc_qqq,fixed,25,-15,20,11,674767,72.7,6.14
NVDL,dual_btc_qqq,fixed,25,-20,30,9,672100,66.7,7.48
ROBN,low_vol_bull,fixed,25,-20,30,7,665074,57.1,9.51
AMDL,low_vol_bull,fixed,15,-20,30,19,663895,52.6,3.5
PTIR,dual_btc_qqq_pct,fixed,25,-15,20,12,663709,58.3,5.54
AMDL,variable_size_regime,fixed,15,-20,30,19,660915,52.6,3.48
AMDL,btc_rsi_high_regime,fixed,25,-20,30,16,653736,43.8,4.09
ROBN,not_friday_bull,fixed,15,-15,20,17,653338,58.8,3.85
ROBN,mon_tue_bull,fixed,15,-20,30,12,649527,66.7,5.42
NVDL,dual_btc_qqq_strong,fixed,25,-20,30,6,649406,66.7,10.83
AMDL,low_vol_breakout,fixed,15,-20,30,19,645617,57.9,3.4
AMDL,variable_size_regime_var,variable,25,-15,20,21,644713,38.1,2.86
ROBN,dual_btc_qqq_pct,fixed,20,-15,20,13,637686,53.8,4.91
NVDL,month_q2q3_bull,fixed,15,-20,30,16,634744,68.8,3.97
ROBN,btc_regime2_rsi,fixed,15,-20,30,11,628525,63.6,5.72
ROBN,dual_btc_qqq_strong,fixed,15,-20,30,11,619570,63.6,5.64
ROBN,btc_rsi_high_regime,fixed,25,-20,30,10,615829,60.0,6.16
NVDL,dual_btc_qqq_strong,fixed,15,-20,30,6,609923,83.3,10.18
ROBN,btc_ret5_pos_regime1,fixed,20,-15,20,11,609485,54.5,5.55
PTIR,dual_btc_qqq_pct,fixed,20,-20,30,9,608681,66.7,6.77
PTIR,dual_btc_qqq,fixed,20,-20,30,9,608681,66.7,6.77
AMDL,not_friday_bull,fixed,20,-20,30,19,606193,52.6,3.19
AMDL,not_friday_bull,fixed,15,-20,30,19,606053,52.6,3.19
ROBN,triple_ma_strong_btc,fixed,15,-15,20,7,605845,71.4,8.66
ROBN,triple_ma_strong_btc,fixed,30,-20,45,5,604642,60.0,12.1
AMDL,variable_size_regime,fixed,25,-15,20,21,599913,38.1,2.86
PTIR,dual_btc_qqq,fixed,25,-15,20,11,599381,63.6,5.45
AMDL,btc_regime2_rsi,fixed,25,-20,30,14,599083,42.9,4.28
NVDL,dual_btc_qqq_strong,fixed,20,-20,30,6,597108,83.3,9.96
AMDL,btc_regime2_rsi,fixed,20,-20,30,16,595960,56.2,3.73
ROBN,btc_regime2_rsi,fixed,25,-15,20,10,594982,60.0,5.96
CONL,low_vol_bull,fixed,20,-20,30,18,591803,55.6,3.29
ROBN,low_vol_bull,fixed,15,-15,20,8,591521,75.0,7.4
CONL,low_vol_breakout,fixed,20,-20,30,18,587356,55.6,3.27
AMDL,btc_regime2_rsi,fixed,15,-20,30,16,586760,56.2,3.67
ROBN,dual_btc_qqq_strong,fixed,25,-15,20,10,585846,60.0,5.86
NVDL,triple_ma_qqq,fixed,20,-15,20,9,584367,77.8,6.5
ROBN,btc_regime2_only,fixed,20,-20,30,10,583077,60.0,5.84
NVDL,month_q2q3_bull,fixed,15,-15,20,19,582086,63.2,3.07
ROBN,triple_ma_strong_btc,fixed,25,-20,30,5,581920,80.0,11.65
ROBN,not_friday_bull,fixed,30,-20,45,11,579391,45.5,5.27
AMDL,low_vol_bull,fixed,30,-20,45,16,578922,43.8,3.62
ROBN,low_vol_breakout,fixed,15,-20,30,7,578583,71.4,8.27
CONL,dual_btc_qqq,fixed,15,-15,20,12,578169,50.0,4.82
ROBN,low_vol_bull,fixed,20,-15,20,7,576389,71.4,8.24
AMDL,btc_ret5_pos_regime1,fixed,15,-15,20,21,575887,47.6,2.75
ROBN,btc_rsi_high_regime,fixed,15,-20,30,12,572890,66.7,4.78
AMDL,month_q4_bull,fixed,15,-20,30,10,571625,60.0,5.72
CONL,low_vol_bull,fixed,25,-15,20,18,570333,44.4,3.17
ROBN,btc_ret5_pos_regime1,fixed,25,-15,20,11,564090,54.5,5.13
ROBN,low_vol_bull,fixed,20,-20,30,7,563876,57.1,8.06
ROBN,btc_regime2_rsi,fixed,25,-20,30,9,560780,66.7,6.24
AMDL,low_vol_breakout,fixed,20,-20,30,18,555996,55.6,3.09
IREN,month_q4_bull,fixed,20,-15,20,20,552883,55.0,2.77
ROBN,dual_btc_qqq_strong,fixed,25,-20,30,9,551644,66.7,6.14
ROBN,btc_regime2_only,fixed,20,-15,20,11,549566,54.5,5.0
CONL,low_vol_bull,fixed,20,-15,20,19,546284,47.4,2.88
AMDL,low_vol_bull,fixed,25,-20,30,17,541556,41.2,3.19
CONL,dual_btc_qqq_pct,fixed,15,-15,20,14,535159,50.0,3.83
PTIR,dual_btc_qqq_strong,fixed,20,-20,30,8,530490,62.5,6.64
ROBN,btc_regime2_only,fixed,15,-15,20,12,530419,58.3,4.42
ROBN,btc_rsi_high_regime,fixed,20,-15,20,12,530045,58.3,4.42
NVDL,month_q4_bull,fixed,15,-15,20,16,528849,56.2,3.31
PTIR,dual_btc_qqq,fixed,20,-15,20,11,525785,63.6,4.78
PTIR,dual_btc_qqq_pct,fixed,20,-15,20,13,524117,53.8,4.04
ROBN,triple_ma_strong_btc,fixed,15,-20,30,7,521375,71.4,7.46
AMDL,btc_regime2_rsi,fixed,25,-15,20,16,519419,43.8,3.25
AMDL,month_q2q3_bull,fixed,20,-20,30,16,512962,56.2,3.21
NVDL,triple_ma_qqq,fixed,15,-15,20,9,511881,77.8,5.69
MSTU,variable_size_regime,fixed,15,-15,20,23,509800,47.8,2.22
AMDL,month_q2q3_bull,fixed,30,-20,45,12,504575,50.0,4.21
MSTU,variable_size_regime_var,variable,15,-15,20,23,501473,47.8,2.22
NVDL,triple_ma_qqq,fixed,30,-20,45,4,500027,50.0,12.51
AMDL,btc_regime1plus,fixed,20,-20,30,20,498630,50.0,2.5
