거래일자,거래구분,종목명,종목코드,환율,거래수량,거래대금_원,단가_원,수수료_원,제세금_원,변제연체합_원,잔고,잔액_원,거래대금_달러,단가_달러,수수료_달러,제세금_달러,변제연체합_달러,잔액_달러
2025.07.18,구매,그래닛셰어즈 엔비디아 데일리 2배 롱 ETF,US38747R8271,"1,390.80",390,"44,477,784","114,045","44,477",0,0,390,"94,643","31,980.00",82.00,31.98,0.00,0.00,68.05
2025.07.18,구매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,390.80","1,518","21,848,953","14,393","21,835",0,0,"1,518","32,461","15,709.6302",10.3489,15.70,0.00,0.00,23.34
2025.07.18,구매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,390.80",1,"14,323","14,323",13,0,0,"1,519","18,136",10.2988,10.2988,0.01,0.00,0.00,13.04
2025.07.18,판매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,390.80","1,519","21,929,049","14,436","21,919",0,0,0,"21,925,266","15,767.22",10.38,15.76,0.00,0.00,"15,764.50"
2025.07.18,구매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,390.80","1,568","21,764,128","13,880","21,752",0,0,"1,568","27,037","15,648.64",9.98,15.64,0.00,0.00,19.44
2025.07.18,판매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,390.80","1,568","21,840,455","13,928","21,835",0,0,0,"21,845,657","15,703.52",10.015,15.70,0.00,0.00,"15,707.26"
2025.07.18,구매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,390.80","1,489","21,806,589","14,645","21,793",0,0,"1,489","17,273","15,679.17",10.53,15.67,0.00,0.00,12.42
2025.07.18,판매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,390.80","1,489","21,941,198","14,735","21,932",0,0,0,"21,936,532","15,775.955",10.595,15.77,0.00,0.00,"15,772.60"
2025.07.18,구매,디렉시온 미국 반도체 3배 ETF,US25459W4583,"1,390.80",309,"10,924,385","35,353","10,917",0,0,309,"11,001,241","7,854.7491",25.4199,7.85,0.00,0.00,"7,910.01"
2025.07.18,구매,디렉시온 미국 반도체 3배 ETF,US25459W4583,"1,390.80",78,"2,740,254","35,131","2,739",0,0,387,"8,258,250","1,970.2722",25.2599,1.97,0.00,0.00,"5,937.77"
2025.07.18,구매,디렉시온 미국 반도체 3배 ETF,US25459W4583,"1,390.80",58,"2,037,633","35,131","2,030",0,0,445,"6,218,586","1,465.08",25.26,1.46,0.00,0.00,"4,471.23"
2025.07.18,구매,디렉시온 미국 반도체 3배 ETF,US25459W4583,"1,390.80",177,"6,193,677","34,992","6,189",0,0,622,"18,720","4,453.32",25.16,4.45,0.00,0.00,13.46
2025.07.18,판매,디렉시온 미국 반도체 3배 ETF,US25459W4583,"1,390.80",622,"22,059,565","35,465","22,058",0,0,0,"22,056,224","15,861.0622",25.5001,15.86,0.00,0.00,"15,858.66"
2025.07.18,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,390.80",257,"21,945,866","85,392","21,932",0,0,257,"88,427","15,779.3117",61.3981,15.77,0.00,0.00,63.58
2025.07.18,판매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,390.80",257,"22,028,756","85,715","22,016",0,0,0,"22,095,166","15,838.91",61.63,15.83,0.00,0.00,"15,886.66"
2025.07.18,구매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,390.80",796,"11,092,909","13,935","11,084",0,0,796,"19,137","7,975.92",10.02,7.97,0.00,0.00,13.76
2025.07.18,구매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,390.80",592,"8,295,287","14,012","8,289",0,0,"1,388","27,510","5,964.40",10.075,5.96,0.00,0.00,19.78
2025.07.21,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,391.90",12,"985,632","82,136",974,0,0,12,"45,640,595",708.12,59.01,0.70,0.00,0.00,"32,790.14"
2025.07.21,판매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,391.90",12,"991,411","82,617",988,0,0,0,"46,631,016",712.272,59.356,0.71,0.00,0.00,"33,501.70"
2025.07.21,구매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,391.90","3,154","46,621,041","14,781","46,614",0,0,"3,154","13,431","33,494.5338",10.6197,33.49,0.00,0.00,9.65
2025.07.21,구매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,391.90",1,"14,752","14,752",13,0,0,"3,155",0,10.5988,10.5988,0.01,0.00,0.00,0.00
2025.07.21,구매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,391.90",1,"14,696","14,696",13,0,0,"3,156",0,10.5588,10.5588,0.01,0.00,0.00,0.00
2025.07.21,판매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,391.90","1,578","22,976,730","14,560","22,966",0,"16,020","1,578","22,937,732","16,507.458",10.461,16.50,0.00,11.51,"16,479.44"
2025.07.21,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,391.90",261,"22,883,378","87,675","22,882",0,0,261,"31,470","16,440.39",62.99,16.44,0.00,0.00,22.61
2025.07.21,구매,레버리지 셰어즈 ASML 홀딩 2배 롱 데일리,US38747R8271,"1,391.90",2,"37,630","18,815",27,0,0,2,0,56.304438,82.6912,0.05,0.00,4.44,51.81
2025.07.21,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,391.90",1,"86,367","86,367",83,0,0,262,0,62.05,62.05,0.06,0.00,0.00,0.00
2025.07.21,판매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,391.90",262,"23,339,379","89,081","23,328",0,"2,268",0,"23,313,782","16,768.00",64.00,16.76,0.00,1.63,"16,749.61"
2025.07.21,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,391.90",211,"17,456,987","82,734","17,454",0,0,211,"15,380","12,541.84",59.44,12.54,0.00,0.00,11.05
2025.07.21,판매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,391.90",211,"17,683,129","83,806","17,677",0,0,0,"17,680,832","12,704.31",60.21,12.70,0.00,0.00,"12,702.66"
2025.07.21,구매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,391.90","1,080","15,904,406","14,726","15,895",0,0,"2,658",0,"11,426.40",10.58,11.42,0.00,0.00,0.00
2025.07.21,구매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,391.90",516,"7,634,682","14,795","7,627",0,0,"3,174",0,"5,485.08",10.63,5.48,0.00,0.00,0.00
2025.07.21,판매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,391.90",43,"636,229","14,796",626,0,"13,459","3,131","622,137",457.0943,10.6301,0.45,0.00,9.67,446.97
2025.07.21,구매,디파이언스 스트래티지 2배 롱 ETF,US88636J2539,"1,391.90",9,"608,566","67,618",598,0,0,9,"12,972",437.22,48.58,0.43,0.00,0.00,9.32
2025.07.21,판매,디파이언스 스트래티지 2배 롱 ETF,US88636J2539,"1,391.90",4,"271,865","67,966",264,0,0,5,"284,573",195.32,48.83,0.19,0.00,0.00,204.45
2025.07.21,판매,디파이언스 스트래티지 2배 롱 ETF,US88636J2539,"1,391.90",2,"136,165","68,082",125,0,0,3,"420,604",97.8272,48.9136,0.09,0.00,0.00,302.18
2025.07.21,판매,디파이언스 스트래티지 2배 롱 ETF,US88636J2539,"1,391.90",3,"204,175","68,058",194,0,0,0,"624,573",146.688,48.896,0.14,0.00,0.00,448.72
2025.07.21,판매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,391.90","1,565","23,220,928","14,837","23,216",0,0,"1,566","23,822,284","16,682.90",10.66,16.68,0.00,0.00,"17,114.94"
2025.07.21,판매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,391.90",783,"11,683,274","14,921","11,678",0,0,783,"35,493,881","8,393.76",10.72,8.39,0.00,0.00,"25,500.31"
2025.07.21,판매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,391.90",783,"11,683,274","14,921","11,678",0,0,0,"47,165,477","8,393.76",10.72,8.39,0.00,0.00,"33,885.68"
2025.07.21,구매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,391.90",3,"44,512","14,837",41,0,0,3,"47,120,923",31.98,10.66,0.03,0.00,0.00,"33,853.67"
2025.07.21,구매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,391.90",86,"1,276,038","14,837","1,266",0,0,89,"45,843,618",916.76,10.66,0.91,0.00,0.00,"32,936.00"
2025.07.21,구매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,391.90",20,"297,588","14,879",292,0,0,109,"45,545,737",213.80,10.69,0.21,0.00,0.00,"32,721.99"
2025.07.21,구매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,391.90",98,"1,456,818","14,865","1,447",0,0,207,"44,087,472","1,046.64",10.68,1.04,0.00,0.00,"31,674.31"
2025.07.21,구매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,391.90","1,484","22,019,078","14,837","22,005",0,0,"1,691","22,046,387","15,819.44",10.66,15.81,0.00,0.00,"15,839.06"
2025.07.22,판매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,391.10",319,"4,765,992","14,940","4,757",0,0,"1,372","6,116,416","3,426.06",10.74,3.42,0.00,0.00,"4,396.82"
2025.07.22,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,391.10",20,"1,865,186","93,259","1,864",0,0,20,"4,249,365","1,340.80",67.04,1.34,0.00,0.00,"3,054.68"
2025.07.22,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,391.10",38,"3,542,269","93,217","3,533",0,0,58,"703,562","2,546.38",67.01,2.54,0.00,0.00,505.76
2025.07.22,판매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,391.10",686,"10,258,666","14,954","10,252",0,0,686,"10,951,977","7,374.50",10.75,7.37,0.00,0.00,"7,872.89"
2025.07.22,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,391.10",100,"9,353,867","93,538","9,348",0,0,158,"1,588,761","6,724.08",67.2408,6.72,0.00,0.00,"1,142.09"
2025.07.22,판매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,391.10",686,"10,258,666","14,954","10,252",0,0,0,"11,837,175","7,374.50",10.75,7.37,0.00,0.00,"8,509.22"
2025.07.22,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,391.10",90,"8,420,884","93,565","8,416",0,0,248,"3,407,875","6,053.40",67.26,6.05,0.00,0.00,"2,449.77"
2025.07.22,판매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,391.10",248,"23,329,965","94,072","23,328",0,0,0,"26,714,503","16,770.876",67.6245,16.77,0.00,0.00,"19,203.87"
2025.07.22,구매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,391.10",100,"1,499,605","14,996","1,488",0,0,100,"1,542,201","1,078.00",10.78,1.07,0.00,0.00,"1,108.62"
2025.07.22,구매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,391.10",1,"14,982","14,982",13,0,0,101,"1,378,538",10.77,10.77,0.01,0.00,0.00,990.97
2025.07.22,구매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,391.10",100,"1,497,519","14,975","1,488",0,0,201,"44,521,946","1,076.50",10.765,1.07,0.00,0.00,"32,004.85"
2025.07.22,구매,디렉시온 넷플릭스 2배 ETF,US25461A8826,"1,391.10",49,"4,356,341","88,904","4,354",0,0,49,"40,161,251","3,131.5802",63.9098,3.13,0.00,0.00,"28,870.14"
2025.07.22,구매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,391.10",10,"149,543","14,954",139,0,0,211,"40,011,569",107.50,10.75,0.10,0.00,0.00,"28,762.54"
2025.07.22,구매,디렉시온 TSMC 2배 ETF,US25461A5442,"1,391.10",20,"1,049,724","52,486","1,043",0,0,20,"38,960,802",754.60,37.73,0.75,0.00,0.00,"28,007.19"
2025.07.22,구매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,391.10",10,"149,543","14,954",139,0,0,221,"38,811,119",107.50,10.75,0.10,0.00,0.00,"27,899.59"
2025.07.22,구매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,391.10",10,"149,334","14,933",139,0,0,231,"38,661,645",107.35,10.735,0.10,0.00,0.00,"27,792.14"
2025.07.22,구매,디렉시온 TSMC 2배 ETF,US25461A5442,"1,391.10",2,"104,833","52,416",97,0,0,22,"38,556,715",75.36,37.68,0.07,0.00,0.00,"27,716.71"
2025.07.22,구매,디렉시온 넷플릭스 2배 ETF,US25461A8826,"1,391.10",43,"3,814,549","88,710","3,811",0,0,92,"34,738,354","2,742.11",63.77,2.74,0.00,0.00,"24,971.86"
2025.07.22,구매,디렉시온 TSMC 2배 ETF,US25461A5442,"1,391.10",20,"1,045,550","52,277","1,043",0,0,42,"33,691,760",751.60,37.58,0.75,0.00,0.00,"24,219.51"
2025.07.22,구매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,391.10",20,"298,808","14,940",292,0,0,251,"33,392,659",214.80,10.74,0.21,0.00,0.00,"24,004.50"
2025.07.22,구매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,391.10",30,"448,212","14,940",445,0,0,281,"32,944,002",322.20,10.74,0.32,0.00,0.00,"23,681.98"
2025.07.22,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,391.10",91,"8,193,278","90,036","8,179",0,0,91,"24,742,549","5,889.7839",64.7229,5.88,0.00,0.00,"17,786.32"
2025.07.22,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,391.10",136,"12,278,405","90,282","12,269",0,0,227,"12,451,875","8,826.40",64.90,8.82,0.00,0.00,"8,951.10"
2025.07.22,구매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,391.10",207,"3,098,424","14,968","3,088",0,0,488,"9,350,362","2,227.32",10.76,2.22,0.00,0.00,"6,721.56"
2025.07.22,판매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,391.10",30,"2,713,062","90,435","2,712",0,0,197,"12,060,711","1,950.30",65.01,1.95,0.00,0.00,"8,669.91"
2025.07.22,판매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,391.10",197,"17,856,882","90,644","17,847",0,0,0,"29,899,746","12,836.52",65.16,12.83,0.00,0.00,"21,493.60"
2025.07.22,구매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,391.10",498,"7,443,790","14,947","7,442",0,0,986,"22,448,514","5,351.01",10.745,5.35,0.00,0.00,"16,137.24"
2025.07.22,구매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,391.10",749,"11,199,314","14,952","11,198",0,0,"1,735","11,238,001","8,050.69",10.748585,8.05,0.00,0.00,"8,078.50"
2025.07.22,구매,디렉시온 TSMC 2배 ETF,US25461A5442,"1,391.10",53,"2,775,258","52,363","2,768",0,0,95,"8,459,974","1,995.0101",37.6417,1.99,0.00,0.00,"6,081.50"
2025.07.22,구매,디렉시온 TSMC 2배 ETF,US25461A5442,"1,391.10",80,"4,189,069","52,363","4,187",0,0,175,"4,266,726","3,011.336",37.6417,3.01,0.00,0.00,"3,067.16"
2025.07.22,구매,디렉시온 TSMC 2배 ETF,US25461A5442,"1,391.10",20,"1,047,267","52,363","1,043",0,0,195,"3,218,421",752.834,37.6417,0.75,0.00,0.00,"2,313.58"
2025.07.22,구매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,391.10",1,"14,870","14,870",13,0,0,"1,736","3,203,536",10.69,10.69,0.01,0.00,0.00,"2,302.88"
2025.07.22,구매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,391.10",1,"14,870","14,870",13,0,0,"1,737","3,188,651",10.69,10.69,0.01,0.00,0.00,"2,292.18"
2025.07.22,구매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,391.10",1,"14,870","14,870",13,0,0,"1,738","3,173,766",10.69,10.69,0.01,0.00,0.00,"2,281.48"
2025.07.22,구매,디렉시온 넷플릭스 2배 ETF,US25461A8826,"1,391.10",1,"88,543","88,543",83,0,0,93,"3,085,139",63.65,63.65,0.06,0.00,0.00,"2,217.77"
2025.07.22,구매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,391.10",1,"14,884","14,884",13,0,0,"1,739","3,070,241",10.70,10.70,0.01,0.00,0.00,"2,207.06"
2025.07.22,구매,디렉시온 TSMC 2배 ETF,US25461A5442,"1,391.10",1,"52,305","52,305",41,0,0,196,"3,017,894",37.60,37.60,0.03,0.00,0.00,"2,169.43"
2025.07.22,구매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,391.10",1,"14,884","14,884",13,0,0,"1,740","3,002,995",10.70,10.70,0.01,0.00,0.00,"2,158.72"
2025.07.22,구매,디렉시온 넷플릭스 2배 ETF,US25461A8826,"1,391.10",1,"86,929","86,929",83,0,0,94,"2,915,982",62.49,62.49,0.06,0.00,0.00,"2,096.17"
2025.07.22,구매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,391.10",97,"1,442,473","14,870","1,432",0,0,"1,837","1,472,075","1,036.93",10.69,1.03,0.00,0.00,"1,058.21"
2025.07.22,구매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,391.10",24,"356,900","14,870",347,0,0,"1,861","1,114,827",256.56,10.69,0.25,0.00,0.00,801.40
2025.07.22,구매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,391.10",1,"14,884","14,884",13,0,0,"1,862","1,099,928",10.70,10.70,0.01,0.00,0.00,790.69
2025.07.22,구매,디렉시온 TSMC 2배 ETF,US25461A5442,"1,391.10",1,"52,166","52,166",41,0,0,197,"1,047,720",37.50,37.50,0.03,0.00,0.00,753.16
2025.07.22,구매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,391.10",1,"14,787","14,787",13,0,0,"1,863","1,032,919",10.63,10.63,0.01,0.00,0.00,742.52
2025.07.22,구매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,391.10",1,"14,787","14,787",13,0,0,"1,864","1,018,118",10.63,10.63,0.01,0.00,0.00,731.88
2025.07.22,구매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,391.10",16,"235,707","14,731",222,0,0,"1,880","782,187",169.44,10.59,0.16,0.00,0.00,562.28
2025.07.22,판매,디렉시온 TSMC 2배 ETF,US25461A5442,"1,391.10",98,"5,145,011","52,500","5,133",0,0,99,"5,922,065","3,698.52",37.74,3.69,0.00,0.00,"4,257.11"
2025.07.22,구매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,391.10",397,"5,878,879","14,808","5,870",0,0,"2,277","37,323","4,226.065",10.645,4.22,0.00,0.00,26.83
2025.07.22,판매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,391.10","1,138","16,479,777","14,481","16,470",0,0,"1,139","16,500,630","11,846.58",10.41,11.84,0.00,0.00,"11,861.57"
2025.07.22,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,391.10",162,"16,385,794","101,146","16,373",0,0,162,"98,462","11,779.02",72.71,11.77,0.00,0.00,70.78
2025.07.22,판매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,391.10",162,"16,286,637","100,534","16,275",0,0,0,"16,368,823","11,707.74",72.27,11.70,0.00,0.00,"11,766.82"
2025.07.22,판매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,391.10","1,139","16,304,123","14,314","16,303",0,0,0,"32,656,642","11,720.31",10.29,11.72,0.00,0.00,"23,475.41"
2025.07.22,판매,디렉시온 넷플릭스 2배 ETF,US25461A8826,"1,391.10",94,"7,771,268","82,673","7,762",0,0,0,"40,420,149","5,586.42",59.43,5.58,0.00,0.00,"29,056.25"
2025.07.22,판매,디렉시온 TSMC 2배 ETF,US25461A5442,"1,391.10",99,"4,957,880","50,079","4,952",0,0,0,"45,373,077","3,564.00",36.00,3.56,0.00,0.00,"32,616.69"
2025.07.22,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,391.10",476,"45,207,034","94,972","45,196",0,0,476,"120,858","32,497.3292",68.2717,32.49,0.00,0.00,86.88
2025.07.22,판매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,391.10",476,"45,404,558","95,387","45,391",0,0,0,"45,480,025","32,639.32",68.57,32.63,0.00,0.00,"32,693.57"
2025.07.22,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,391.10",478,"45,355,953","94,886","45,349",0,0,478,"78,722","32,604.38",68.21,32.60,0.00,0.00,56.59
2025.07.22,판매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,391.10",478,"44,691,140","93,496","44,682",0,0,0,"44,725,172","32,126.4756",67.2102,32.12,0.00,0.00,"32,150.94"
2025.07.22,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,391.10",470,"44,584,892","94,861","44,584",0,0,470,"95,707","32,050.099",68.1917,32.05,0.00,0.00,68.80
2025.07.22,판매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,391.10",470,"45,130,306","96,021","45,127",0,0,0,"45,180,883","32,442.173",69.0259,32.44,0.00,0.00,"32,478.53"
2025.07.23,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,386.30",455,"44,784,421","98,427","44,777",0,0,455,"216,484","32,305.00",71.00,32.30,0.00,0.00,156.16
2025.07.23,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,386.30",1,"98,391","98,391",97,0,0,456,"118,001",70.9743,70.9743,0.07,0.00,0.00,85.12
2025.07.23,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,386.30",1,"97,041","97,041",97,0,0,457,"20,863",70.00,70.00,0.07,0.00,0.00,15.05
2025.08.12,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,388.30",107,"4,729,771","44,203","4,720",0,0,107,"42,837,343","3,406.88",31.84,3.40,0.00,0.00,"30,855.97"
2025.08.12,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,388.30",1,"44,147","44,147",41,0,0,108,"42,793,153",31.80,31.80,0.03,0.00,0.00,"30,824.14"
2025.08.12,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,388.30",1,"44,209","44,209",41,0,0,109,"42,748,908",31.844,31.844,0.03,0.00,0.00,"30,792.27"
2025.08.12,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,388.30",1,"44,203","44,203",41,0,0,110,"42,704,663",31.84,31.84,0.03,0.00,0.00,"30,760.40"
2025.08.12,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,388.30",1,"44,189","44,189",41,0,0,111,"42,660,432",31.83,31.83,0.03,0.00,0.00,"30,728.54"
2025.08.12,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,388.30",1,"44,050","44,050",41,0,0,112,"42,616,339",31.73,31.73,0.03,0.00,0.00,"30,696.78"
2025.08.12,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,388.30",1,"44,050","44,050",41,0,0,113,"42,572,247",31.73,31.73,0.03,0.00,0.00,"30,665.02"
2025.08.12,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,388.30",1,"44,245","44,245",41,0,0,114,"42,527,960",31.8705,31.8705,0.03,0.00,0.00,"30,633.12"
2025.08.12,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,388.30",1,"44,147","44,147",41,0,0,115,"42,483,770",31.80,31.80,0.03,0.00,0.00,"30,601.29"
2025.08.12,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,388.30",1,"44,009","44,009",41,0,0,116,"42,439,720",31.70,31.70,0.03,0.00,0.00,"30,569.56"
2025.08.12,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,388.30",1,"43,995","43,995",41,0,0,117,"42,395,683",31.69,31.69,0.03,0.00,0.00,"30,537.84"
2025.08.12,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,388.30",1,"43,911","43,911",41,0,0,118,"42,351,729",31.63,31.63,0.03,0.00,0.00,"30,506.18"
2025.08.12,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,388.30",1,"43,911","43,911",41,0,0,119,"42,307,776",31.63,31.63,0.03,0.00,0.00,"30,474.52"
2025.08.12,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,388.30",1,"43,981","43,981",41,0,0,120,"42,263,753",31.68,31.68,0.03,0.00,0.00,"30,442.81"
2025.08.12,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,388.30",1,"43,939","43,939",41,0,0,121,"42,219,771",31.65,31.65,0.03,0.00,0.00,"30,411.13"
2025.08.12,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,388.30",1,"43,856","43,856",41,0,0,122,"42,175,873",31.59,31.59,0.03,0.00,0.00,"30,379.51"
2025.08.12,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,388.30",10,"437,958","43,795",430,0,0,132,"41,737,490",315.464,31.5464,0.31,0.00,0.00,"30,063.74"
2025.08.12,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,388.30",3,"131,569","43,856",124,0,0,135,"41,605,796",94.77,31.59,0.09,0.00,0.00,"29,968.88"
2025.08.12,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,388.30",943,"41,552,957","44,064","41,551",0,0,"1,078","11,286","29,930.82",31.74,29.93,0.00,0.00,8.13
2025.08.12,구매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,388.30",292,"4,852,441","16,617","4,845",0,0,292,"43,789,633","3,495.24",11.97,3.49,0.00,0.00,"31,541.91"
2025.08.12,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,388.30",105,"10,855,603","103,386","10,842",0,0,105,"32,923,187","7,819.35",74.47,7.81,0.00,0.00,"23,714.75"
2025.08.12,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,388.30",1,"103,331","103,331",97,0,0,106,"32,819,759",74.43,74.43,0.07,0.00,0.00,"23,640.25"
2025.08.12,구매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,388.30",197,"3,271,001","16,604","3,262",0,0,489,"29,545,495","2,356.12",11.96,2.35,0.00,0.00,"21,281.78"
2025.08.12,구매,그래닛셰어즈 AMD 데일리 2배 ETF,US38747R7513,"1,388.30","1,776","29,513,480","16,617","29,501",0,0,"2,265","2,512","21,258.72",11.97,21.25,0.00,0.00,1.81
