거래일자,거래구분,종목명,종목코드,환율,거래수량,거래대금_원,단가_원,수수료_원,제세금_원,변제연체합_원,잔고,잔액_원,거래대금_달러,단가_달러,수수료_달러,제세금_달러,변제연체합_달러,잔액_달러
2025.07.10,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,373.80",153,"10,475,939","68,470","10,468",0,0,282,"18,115,146","7,625.52",49.84,7.62,0.00,0.00,"13,186.16"
2025.07.10,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,373.80",1,"68,470","68,470",54,0,0,283,"18,046,621",49.84,49.84,0.04,0.00,0.00,"13,136.28"
2025.07.10,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,373.80",1,"68,442","68,442",54,0,0,284,"17,978,123",49.82,49.82,0.04,0.00,0.00,"13,086.42"
2025.07.11,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,373.00",261,"17,931,984","68,704","17,931",0,0,545,"19,359","13,060.44",50.04,13.06,0.00,0.00,14.10
2025.07.11,판매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,373.00",272,"18,938,663","69,627","18,933",0,0,273,"18,939,079","13,793.6368",50.7119,13.79,0.00,0.00,"13,793.94"
2025.07.11,구매,그래닛셰어즈 엔비디아 데일리 2배 롱 ETF,US38747R8271,"1,373.00",94,"9,389,260","99,885","9,377",0,0,94,"9,540,441","6,838.50",72.75,6.83,0.00,0.00,"6,948.61"
2025.07.11,구매,레버리지 셰어즈 팔란티어 데일리 2배 ETF,US8829273957,"1,373.00",306,"9,511,924","31,084","9,501",0,0,307,"19,016","6,927.84",22.64,6.92,0.00,0.00,13.85
2025.07.11,판매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,373.00",250,"17,446,848","69,787","17,437",0,0,23,"17,448,427","12,707.10",50.8284,12.70,0.00,0.00,"12,708.25"
2025.07.11,구매,그래닛셰어즈 엔비디아 데일리 2배 롱 ETF,US38747R8271,"1,373.00",174,"17,382,461","99,899","17,382",0,0,268,"48,590","12,660.2052",72.7598,12.66,0.00,0.00,35.39
2025.07.11,구매,레버리지 셰어즈 팔란티어 데일리 2배 ETF,US8829273957,"1,373.00",1,"31,125","31,125",27,0,0,308,"17,437",22.67,22.67,0.02,0.00,0.00,12.70
2025.07.11,판매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,373.00",23,"1,610,213","70,009","1,606",0,0,0,"1,626,043","1,172.77",50.99,1.17,0.00,0.00,"1,184.30"
2025.07.11,구매,그래닛셰어즈 엔비디아 데일리 2배 롱 ETF,US38747R8271,"1,373.00",1,"99,865","99,865",96,0,0,269,"1,526,089",72.7352,72.7352,0.07,0.00,0.00,"1,111.50"
2025.07.11,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,373.00",23,"1,507,265","65,533","1,496",0,0,23,"17,327","1,097.79",47.73,1.09,0.00,0.00,12.62
2025.07.11,판매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,373.00",23,"1,512,002","65,739","1,510",0,0,0,"1,527,819","1,101.24",47.88,1.10,0.00,0.00,"1,112.76"
2025.07.11,구매,그래닛셰어즈 엔비디아 데일리 2배 롱 ETF,US38747R8271,"1,373.00",15,"1,501,095","100,073","1,496",0,0,284,"25,235","1,093.296",72.8864,1.09,0.00,0.00,18.38
2025.07.11,판매,그래닛셰어즈 엔비디아 데일리 2배 롱 ETF,US38747R8271,"1,373.00",284,"29,506,271","103,895","29,505",0,0,0,"29,501,994","21,490.3652",75.6703,21.49,0.00,0.00,"21,487.25"
2025.07.11,구매,레버리지 셰어즈 팔란티어 데일리 2배 ETF,US8829273957,"1,373.00",95,"2,923,883","30,777","2,910",0,0,403,"26,575,211","2,129.558",22.4164,2.12,0.00,0.00,"19,355.58"
2025.07.11,구매,레버리지 셰어즈 팔란티어 데일리 2배 ETF,US8829273957,"1,373.00",858,"26,528,854","30,919","26,526",0,0,"1,261","19,839","19,321.8168",22.5196,19.32,0.00,0.00,14.45
2025.07.11,판매,레버리지 셰어즈 팔란티어 데일리 2배 ETF,US8829273957,"1,373.00","1,261","39,232,458","31,112","39,226",0,0,0,"39,213,072","28,574.26",22.66,28.57,0.00,0.00,"28,560.14"
2025.07.11,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,373.00",552,"39,160,486","70,942","39,157",0,0,552,"13,427","28,521.84",51.67,28.52,0.00,0.00,9.78
2025.07.11,판매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,373.00",552,"39,410,592","71,396","39,405",0,0,0,"39,384,614","28,704.00",52.00,28.70,0.00,0.00,"28,685.08"
2025.07.11,구매,디렉시온 미국 반도체 3배 ETF,US25459W4583,"1,373.00","1,094","39,336,750","35,956","39,336",0,0,"1,094","8,540","28,650.219",26.1885,28.65,0.00,0.00,6.22
2025.07.11,판매,디렉시온 미국 반도체 3배 ETF,US25459W4583,"1,373.00","1,094","39,444,148","36,054","39,432",0,0,0,"39,413,255","28,728.44",26.26,28.72,0.00,0.00,"28,705.94"
2025.07.11,구매,디렉시온 테슬라 2배 ETF,US25460G2865,"1,373.00","2,842","39,371,845","13,853","39,363",0,0,"2,842","2,045","28,675.78",10.09,28.67,0.00,0.00,1.49
2025.07.14,판매,디렉시온 테슬라 2배 ETF,US25460G2865,"1,374.70","2,842","40,006,629","14,076","40,003",0,0,0,"40,063,789","29,102.08",10.24,29.10,0.00,0.00,"29,143.66"
2025.07.14,구매,그래닛셰어즈 엔비디아 데일리 2배 롱 ETF,US38747R8271,"1,374.70",96,"9,909,717","103,226","9,897",0,0,96,"30,144,174","7,208.64",75.09,7.20,0.00,0.00,"21,927.82"
2025.07.14,구매,그래닛셰어즈 엔비디아 데일리 2배 롱 ETF,US38747R8271,"1,374.70",290,"29,935,604","103,226","29,927",0,0,386,"178,642","21,776.10",75.09,21.77,0.00,0.00,129.95
2025.07.14,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,374.70",1,"72,570","72,570",68,0,0,1,"106,003",52.79,52.79,0.05,0.00,0.00,77.11
2025.07.14,판매,그래닛셰어즈 엔비디아 데일리 2배 롱 ETF,US38747R8271,"1,374.70",386,"40,285,748","104,367","40,278",0,0,0,"40,351,472","29,305.12",75.92,29.30,0.00,0.00,"29,352.93"
2025.07.14,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,374.70",10,"732,165","73,216",728,0,0,11,"39,618,579",532.60,53.26,0.53,0.00,0.00,"28,819.80"
2025.07.14,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,374.70",555,"39,422,065","71,030","39,412",0,0,555,"157,100","28,676.85",51.67,28.67,0.00,0.00,114.28
2025.07.14,판매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,374.70",11,"810,523","73,683",797,0,0,0,"966,826",589.60,53.60,0.58,0.00,0.00,703.30
2025.07.14,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,374.70",12,"847,420","70,618",838,0,0,567,"118,567",616.44,51.37,0.61,0.00,0.00,86.25
2025.07.14,판매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,374.70",567,"40,570,627","71,553","40,567",0,0,0,"40,648,628","29,512.35",52.05,29.51,0.00,0.00,"29,569.09"
2025.07.14,구매,디렉시온 데일리 팔란티어 2배 롱 ETF,US25461A4452,"1,374.70",436,"40,420,379","92,707","40,416",0,0,436,"187,839","29,403.0552",67.4382,29.40,0.00,0.00,136.64
2025.07.14,구매,디렉시온 데일리 팔란티어 2배 롱 ETF,US25461A4452,"1,374.70",1,"92,544","92,544",82,0,0,437,"95,211",67.32,67.32,0.06,0.00,0.00,69.26
2025.07.14,판매,디렉시온 데일리 팔란티어 2배 롱 ETF,US25461A4452,"1,374.70",437,"40,934,689","93,672","40,924",0,0,0,"40,988,976","29,777.18",68.14,29.77,0.00,0.00,"29,816.67"
2025.07.14,구매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,374.70","3,350","40,848,523","12,193","40,842",0,0,"3,350","99,610","29,714.50",8.87,29.71,0.00,0.00,72.46
2025.07.14,구매,그래닛셰어즈 알리바바 데일리 2배 롱 ETF,US38747R8685,"1,374.70","1,402","40,994,296","29,239","40,993",0,0,"1,402","102,071","29,820.54",21.27,29.82,0.00,0.00,74.25
2025.07.14,판매,그래닛셰어즈 알리바바 데일리 2배 롱 ETF,US38747R8685,"1,374.70","1,402","41,129,787","29,336","41,117",0,0,0,"41,190,740","29,919.1006",21.3403,29.91,0.00,0.00,"29,963.44"
2025.07.14,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,374.70",558,"41,024,958","73,521","41,021",0,0,558,"124,767","29,842.8444",53.4818,29.84,0.00,0.00,90.76
2025.07.14,판매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,374.70",558,"41,454,064","74,290","41,447",0,0,0,"41,537,632","30,154.9896",54.0412,30.15,0.00,0.00,"30,215.78"
2025.07.14,구매,디파이언스 아이온큐 2배 롱 ETF,US88636R2307,"1,374.70",393,"41,356,681","105,233","41,350",0,0,393,"139,600","30,084.15",76.55,30.08,0.00,0.00,101.55
2025.07.14,판매,디파이언스 아이온큐 2배 롱 ETF,US88636R2307,"1,374.70",393,"41,540,368","105,700","41,529",0,0,0,"41,638,439","30,217.77",76.89,30.21,0.00,0.00,"30,289.11"
2025.07.14,구매,디렉시온 데일리 팔란티어 2배 롱 ETF,US25461A4452,"1,374.70",463,"41,416,150","89,451","41,405",0,0,463,"180,883","30,127.41",65.07,30.12,0.00,0.00,131.58
2025.07.14,구매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,374.70","3,382","41,702,711","12,330","41,694",0,0,"3,382","100,050","30,335.8636",8.9698,30.33,0.00,0.00,72.78
2025.07.14,판매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,374.70","3,382","42,169,494","12,468","42,162",0,0,0,"42,227,374","30,675.4164",9.0702,30.67,0.00,0.00,"30,717.52"
2025.07.14,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,374.70",563,"42,049,034","74,687","42,038",0,0,563,"136,301","30,587.79",54.33,30.58,0.00,0.00,99.15
2025.07.14,판매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,374.70",563,"42,203,826","74,962","42,203",0,0,0,"42,297,924","30,700.39",54.53,30.70,0.00,0.00,"30,768.84"
2025.07.14,구매,그래닛셰어즈 엔비디아 데일리 2배 롱 ETF,US38747R8271,"1,374.70",410,"42,100,118","102,683","42,093",0,0,410,"155,712","30,624.95",74.695,30.62,0.00,0.00,113.27
2025.07.14,판매,그래닛셰어즈 엔비디아 데일리 2배 롱 ETF,US38747R8271,"1,374.70",410,"42,198,753","102,923","42,189",0,0,0,"42,312,276","30,696.70",74.87,30.69,0.00,0.00,"30,779.28"
2025.07.14,구매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,374.70","3,405","42,173,553","12,385","42,162",0,0,"3,405","96,572","30,678.369",9.0098,30.67,0.00,0.00,70.25
2025.07.14,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,374.70",553,"42,252,421","76,405","42,244",0,0,553,"168,991","30,735.74",55.58,30.73,0.00,0.00,122.93
2025.07.14,판매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,374.70",553,"42,656,244","77,136","42,643",0,0,0,"42,782,588","31,029.4936",56.1112,31.02,0.00,0.00,"31,121.40"
2025.07.14,구매,디렉시온 마이크로소프트 2배 ETF,US25461A8669,"1,374.70",616,"42,594,804","69,147","42,588",0,0,616,"145,195","30,984.80",50.30,30.98,0.00,0.00,105.62
2025.07.15,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,378.50",1,"80,325","80,325",68,0,0,1,"15,659",58.27,58.27,0.05,0.00,0.00,11.36
2025.07.15,판매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,378.50",1,"80,518","80,518",68,0,0,0,"96,109",58.41,58.41,0.05,0.00,0.00,69.72
2025.07.15,구매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,378.50",2,"26,605","13,302",13,0,0,2,427,19.30,9.65,0.01,0.00,0.00,0.31
2025.07.15,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,378.50",268,"21,105,992","78,753","21,104",0,0,268,"53,596","15,310.84",57.13,15.31,0.00,0.00,38.88
2025.07.15,판매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,378.50",2,"27,073","13,536",13,0,0,0,"80,656",19.64,9.82,0.01,0.00,0.00,58.51
2025.07.15,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,378.50",1,"77,954","77,954",68,0,0,269,"2,632",56.55,56.55,0.05,0.00,0.00,1.91
2025.07.15,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,378.50",275,"21,118,964","76,796","21,118",0,0,544,"66,746","15,320.25",55.71,15.32,0.00,0.00,48.42
2025.07.15,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,378.50",1,"76,713","76,713",68,0,0,545,"38,901",55.6498,55.6498,0.05,0.00,0.00,28.22
2025.07.15,판매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,378.50",3,"234,855","78,285",234,0,0,542,"273,521",170.37,56.79,0.17,0.00,0.00,198.42
2025.07.15,판매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,378.50",542,"42,460,364","78,340","42,457",0,0,0,"42,691,428","30,801.86",56.83,30.80,0.00,0.00,"30,969.48"
2025.07.15,구매,디렉시온 데일리 팔란티어 2배 롱 ETF,US25461A4452,"1,378.50",454,"42,584,651","93,798","42,581",0,0,454,"64,196","30,892.0214",68.0441,30.89,0.00,0.00,46.57
2025.07.15,판매,디렉시온 데일리 팔란티어 2배 롱 ETF,US25461A4452,"1,378.50",454,"42,776,095","94,220","42,774",0,0,0,"42,797,517","31,030.90",68.35,31.03,0.00,0.00,"31,046.44"
2025.07.15,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,378.50",528,"42,710,120","80,890","42,705",0,0,528,"44,690","30,983.04",58.68,30.98,0.00,0.00,32.42
2025.07.15,판매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,378.50",528,"42,862,968","81,179","42,857",0,0,0,"42,864,802","31,093.92",58.89,31.09,0.00,0.00,"31,095.25"
2025.07.15,구매,디렉시온 데일리 팔란티어 2배 롱 ETF,US25461A4452,"1,378.50",461,"42,819,215","92,883","42,816",0,0,461,"2,770","31,062.18",67.38,31.06,0.00,0.00,2.01
2025.07.15,판매,디렉시온 데일리 팔란티어 2배 롱 ETF,US25461A4452,"1,378.50",461,"42,978,087","93,227","42,967",0,0,0,"42,937,890","31,177.43",67.63,31.17,0.00,0.00,"31,148.27"
2025.07.15,구매,그래닛셰어즈 엔비디아 데일리 2배 롱 ETF,US38747R8271,"1,378.50",403,"42,859,563","106,351","42,857",0,0,403,"35,468","31,091.45",77.15,31.09,0.00,0.00,25.73
2025.07.15,판매,그래닛셰어즈 엔비디아 데일리 2배 롱 ETF,US38747R8271,"1,378.50",403,"43,054,001","106,833","43,050",0,0,0,"43,046,419","31,232.50",77.50,31.23,0.00,0.00,"31,227.00"
2025.07.15,구매,디렉시온 데일리 팔란티어 2배 롱 ETF,US25461A4452,"1,378.50",463,"42,943,774","92,751","42,940",0,0,463,"59,716","31,152.5383",67.2841,31.15,0.00,0.00,43.32
2025.07.15,판매,디렉시온 데일리 팔란티어 2배 롱 ETF,US25461A4452,"1,378.50",463,"43,309,488","93,541","43,298",0,0,0,"43,325,896","31,417.8373",67.8571,31.41,0.00,0.00,"31,429.74"
2025.07.15,구매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,378.50","3,194","43,280,792","13,550","43,271",0,0,"3,194","1,833","31,397.02",9.83,31.39,0.00,0.00,1.33
2025.07.15,판매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,378.50","3,194","43,324,821","13,564","43,312",0,0,0,"43,283,342","31,428.96",9.84,31.42,0.00,0.00,"31,398.87"
2025.07.15,구매,디렉시온 테슬라 2배 ETF,US25460G2865,"1,378.50","2,841","43,236,156","15,218","43,229",0,0,"2,841","3,956","31,364.64",11.04,31.36,0.00,0.00,2.87
2025.07.15,구매,그래닛셰어즈 엔비디아 데일리 2배 롱 ETF,US38747R8271,"1,378.50",403,"43,156,775","107,088","43,147",0,0,403,"40,321","31,307.055",77.685,31.30,0.00,0.00,29.25
2025.07.16,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,382.70",125,"10,330,220","82,641","10,328",0,0,125,"77,500","7,471.05",59.7684,7.47,0.00,0.00,56.05
2025.07.16,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,382.70",193,"15,739,414","81,551","15,735",0,0,318,"55,473","11,383.1014",58.9798,11.38,0.00,0.00,40.12
2025.07.16,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,382.70",194,"15,793,041","81,407","15,790",0,0,512,"16,315","11,421.8858",58.8757,11.42,0.00,0.00,11.80
2025.07.16,판매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,382.70",512,"42,275,388","82,569","42,269",0,0,0,"42,236,548","30,574.52",59.715859,30.57,0.00,0.00,"30,546.43"
2025.07.16,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,382.70",529,"42,153,365","79,685","42,144",0,0,529,"54,022","30,486.27",57.63,30.48,0.00,0.00,39.07
2025.07.16,구매,그래닛셰어즈 엔비디아 데일리 2배 롱 ETF,US38747R8271,"1,382.70",400,"42,211,065","105,527","42,200",0,0,400,"58,101","30,528.00",76.32,30.52,0.00,0.00,42.02
2025.07.16,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,382.70",27,"2,145,211","79,452","2,143",0,0,27,"21,103,126","1,551.4659",57.4617,1.55,0.00,0.00,"15,262.26"
2025.07.16,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,382.70",128,"10,453,070","81,664","10,439",0,0,128,"10,639,627","7,559.8976",59.0617,7.55,0.00,0.00,"7,694.82"
2025.07.16,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,382.70",33,"2,612,722","79,173","2,599",0,0,60,"8,024,305","1,889.58",57.26,1.88,0.00,0.00,"5,803.36"
2025.07.16,구매,그래닛셰어즈 코인베이스 데일리 2배 롱 ETF,US38747R8016,"1,382.70",101,"7,986,975","79,078","7,978",0,0,161,"29,354","5,776.3617",57.1917,5.77,0.00,0.00,21.23
2025.07.16,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,382.70",235,"18,993,363","80,822","18,984",0,0,363,"25,317","13,736.4315",58.4529,13.73,0.00,0.00,18.31
2025.07.16,판매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,382.70",363,"29,598,228","81,537","29,589",0,0,0,"29,572,994","21,406.11",58.97,21.40,0.00,0.00,"21,387.86"
2025.07.16,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,382.70",523,"42,297,166","80,874","42,296",0,0,523,"14,435","30,590.27",58.49,30.59,0.00,0.00,10.44
2025.07.16,판매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,382.70",523,"42,159,767","80,611","42,158",0,0,0,"42,121,535","30,490.90",58.30,30.49,0.00,0.00,"30,463.25"
2025.07.16,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,382.70",521,"41,998,544","80,611","41,992",0,0,521,"80,998","30,374.30",58.30,30.37,0.00,0.00,58.58
2025.07.16,판매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,382.70",130,"10,523,684","80,951","10,522",0,0,391,"10,517,576","7,610.967",58.5459,7.61,0.00,0.00,"7,606.55"
2025.07.16,판매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,382.70",391,"31,654,220","80,957","31,650",0,0,0,"40,219,784","22,893.05",58.55,22.89,0.00,0.00,"29,087.86"
2025.07.16,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,382.70",521,"42,027,360","80,666","42,020",0,0,521,"71,789","30,395.14",58.34,30.39,0.00,0.00,51.92
2025.07.16,판매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,382.70",521,"42,171,437","80,943","42,158",0,0,0,"42,133,592","30,499.34",58.54,30.49,0.00,0.00,"30,471.97"
2025.07.16,구매,마이크로섹터 미국 은행 3배 ETN,US0636794358,"1,382.70",3,"97,189","32,396",96,0,0,3,"32,659",70.29,23.43,0.07,0.00,0.00,23.62
2025.07.17,구매,마이크로섹터 미국 은행 3배 ETN,US0636794358,"1,387.10",1,"32,555","32,555",27,0,0,4,"3,648,239",23.47,23.47,0.02,0.00,0.00,"2,630.12"
2025.07.17,구매,마이크로섹터 미국 은행 3배 ETN,US0636794358,"1,387.10",18,"585,994","32,555",582,0,0,22,"27,537,083",422.46,23.47,0.42,0.00,0.00,"19,852.27"
2025.07.17,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,387.10",519,"41,992,052","80,909","41,987",0,0,519,"16,797","30,273.27",58.33,30.27,0.00,0.00,12.11
2025.07.17,판매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,387.10",519,"42,733,554","82,338","42,722",0,0,0,"42,690,887","30,807.84",59.36,30.80,0.00,0.00,"30,777.08"
2025.07.17,구매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,387.10","2,885","42,699,029","14,800","42,694",0,0,"2,885","11,776","30,782.95",10.67,30.78,0.00,0.00,8.49
2025.07.17,판매,마이크로섹터 미국 은행 3배 ETN,US0636794358,"1,387.10",5,"157,020","31,404",152,0,0,17,"168,643",113.2005,22.6401,0.11,0.00,0.00,121.58
2025.07.17,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,387.10",2,"163,506","81,753",152,0,0,2,"4,993",117.8762,58.9381,0.11,0.00,0.00,3.60
2025.07.17,판매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,387.10",2,"164,093","82,046",152,0,0,0,"168,934",118.30,59.15,0.11,0.00,0.00,121.79
2025.07.17,판매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,387.10","2,885","42,839,092","14,848","42,833",0,0,0,"42,965,186","30,883.925",10.705,30.88,0.00,0.00,"30,974.83"
2025.07.17,판매,마이크로섹터 미국 은행 3배 ETN,US0636794358,"1,387.10",1,"31,521","31,521",27,0,0,16,"22,721,183",22.725,22.725,0.02,0.00,0.00,"16,380.35"
2025.07.17,구매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,387.10",757,"10,751,095","14,202","10,750",0,0,757,"32,309,415","7,750.7716",10.2388,7.75,0.00,0.00,"23,292.78"
2025.07.17,구매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,387.10",1,"14,190","14,190",13,0,0,758,"32,295,211",10.23,10.23,0.01,0.00,0.00,"23,282.54"
2025.07.17,구매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,387.10",1,"14,188","14,188",13,0,0,759,"32,281,021",10.2288,10.2288,0.01,0.00,0.00,"23,272.31"
2025.07.17,구매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,387.10",1,"14,176","14,176",13,0,0,760,"32,266,831",10.22,10.22,0.01,0.00,0.00,"23,262.08"
2025.07.17,구매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,387.10",1,"14,176","14,176",13,0,0,761,"32,252,641",10.22,10.22,0.01,0.00,0.00,"23,251.85"
2025.07.17,구매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,387.10",1,"14,162","14,162",13,0,0,762,"32,238,464",10.21,10.21,0.01,0.00,0.00,"23,241.63"
2025.07.17,구매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,387.10",1,"14,162","14,162",13,0,0,763,"32,224,288",10.21,10.21,0.01,0.00,0.00,"23,231.41"
2025.07.17,구매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,387.10",4,"56,704","14,176",55,0,0,767,"4,300",40.88,10.22,0.04,0.00,0.00,3.10
2025.07.17,판매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,387.10",191,"2,729,159","14,288","2,718",0,0,576,"2,726,456","1,967.5292",10.3012,1.96,0.00,0.00,"1,965.58"
2025.07.17,판매,마이크로섹터 미국 은행 3배 ETN,US0636794358,"1,387.10",4,"125,227","31,306",124,0,0,12,"238,220",90.28,22.57,0.09,0.00,0.00,171.74
2025.07.17,판매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,387.10",1,"14,247","14,247",13,0,0,575,"252,452",10.2712,10.2712,0.01,0.00,0.00,182.00
2025.07.17,판매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,387.10",575,"8,192,129","14,247","8,183",0,0,0,"8,436,397","5,905.94",10.2712,5.90,0.00,0.00,"6,082.04"
2025.07.18,판매,마이크로섹터 미국 은행 3배 ETN,US0636794358,"1,390.80",1,"31,404","31,404",27,0,0,11,"43,794,623",22.58,22.58,0.02,0.00,0.00,"31,488.80"
2025.07.18,구매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,390.80","3,026","43,684,861","14,436","43,671",0,0,"3,026","66,090","31,409.88",10.38,31.40,0.00,0.00,47.52
2025.07.18,구매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,390.80",2,"28,900","14,450",27,0,0,"3,028","37,162",20.78,10.39,0.02,0.00,0.00,26.72
2025.07.18,구매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,390.80",1,"14,407","14,407",13,0,0,"3,029","22,753",10.3588,10.3588,0.01,0.00,0.00,16.36
2025.07.18,판매,T-REX 스트래티지 타겟 2배 ETF,US26923N1735,"1,390.80","3,029","44,023,904","14,534","44,018",0,0,0,"44,002,631","31,653.6558",10.4502,31.65,0.00,0.00,"31,638.36"
2025.07.18,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,390.80",534,"43,870,532","82,154","43,865",0,0,534,"88,232","31,543.38",59.07,31.54,0.00,0.00,63.44
2025.07.18,판매,마이크로섹터 미국 은행 3배 ETN,US0636794358,"1,390.80",11,"343,249","31,204",333,0,0,0,"431,148",246.80,22.436364,0.24,0.00,0.00,310.00
2025.07.18,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,390.80",4,"328,562","82,140",319,0,0,538,"102,265",236.24,59.06,0.23,0.00,0.00,73.53
2025.07.18,구매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,390.80",1,"81,792","81,792",69,0,0,539,"20,403",58.81,58.81,0.05,0.00,0.00,14.67
2025.07.18,판매,T-REX 로빈후드 데일리 타겟 2배 ETF,US26923N3897,"1,390.80",539,"44,641,133","82,822","44,630",0,0,0,"44,616,905","32,097.45",59.55,32.09,0.00,0.00,"32,080.03"
