ticker,strategy,target,stop,hold,n,pnl,wr,avg
AMDL,macd_hist_grow,12,-10,15,26,919506,50.0,3.54
AMDL,bb_mid_up,25,-20,30,12,918733,50.0,7.66
ROBN,bb_squeeze_break,25,-15,20,9,915989,66.7,10.19
NVDL,breakout_macd_adx,20,-15,20,11,912372,63.6,8.3
AMDL,bb_high_pct,15,-20,30,18,907830,55.6,5.05
ROBN,bb_high_pct_vol,20,-20,30,4,905341,100.0,22.66
AMDL,vol_surge_up,30,-20,45,7,903312,57.1,12.92
NVDL,bb_lower_bounce,25,-20,30,14,903012,64.3,6.46
AMDL,vol_surge_rsi,12,-10,15,9,899677,55.6,10.01
PTIR,triple_align_vol,15,-20,30,7,889624,71.4,12.72
AMDL,vol_high_break,25,-15,20,7,887222,71.4,12.69
IREN,adx_strong,20,-20,30,8,884526,62.5,11.07
AMDL,bb_macd_vol,30,-20,45,12,882281,50.0,7.36
NVDL,bb_lower_bounce,15,-20,30,17,882268,64.7,5.2
ROBN,bb_mid_up,20,-20,30,8,879663,62.5,11.01
PTIR,bb_lower_bounce,20,-15,20,11,878602,54.5,8.0
AMDL,mom20_rsi,15,-10,20,20,876025,55.0,4.38
PTIR,bb_lower_bounce,25,-20,30,10,874671,60.0,8.76
ROBN,adx_trend_up,25,-15,20,5,874048,80.0,17.5
CONL,adx_strong,20,-20,30,9,872560,66.7,9.7
AMDL,dual_mom_rsi,25,-15,20,16,870924,50.0,5.45
AMDL,macd_positive_rsi,25,-20,30,14,870544,42.9,6.22
PTIR,bb_lower_bounce,15,-10,20,12,867907,58.3,7.24
MSTU,breakout20_bull,15,-10,20,6,864974,83.3,14.43
MSTU,dual_mom_rsi,12,-10,15,20,861815,55.0,4.31
AMDL,bb_macd_vol,12,-10,15,20,856226,50.0,4.29
NVDL,bb_squeeze_break,20,-15,20,26,852166,57.7,3.28
MSTU,breakout20_bull,30,-20,45,5,848207,60.0,16.98
CONL,breakout10_bull,25,-15,20,22,838977,45.5,3.82
CONL,breakout10_rsi,25,-15,20,22,838977,45.5,3.82
IREN,macd_cross_bull,15,-20,30,6,838112,83.3,13.98
AMDL,bb_high_pct_vol,25,-15,20,15,831919,53.3,5.55
MSTU,all_green,30,-20,45,7,830615,42.9,11.88
MSTU,bb_high_pct,15,-10,20,20,830414,45.0,4.16
AMDL,mom20_rsi,20,-15,20,18,825733,50.0,4.59
AMDL,vol_high_break,25,-20,30,7,824655,57.1,11.79
ROBN,breakout10_rsi,15,-10,20,9,824610,66.7,9.17
AMDL,vol_high_break,20,-15,20,8,822365,62.5,10.29
MSTU,breakout20_bull,25,-15,20,5,818163,80.0,16.38
AMDL,macd_hist_grow,25,-15,20,19,810704,42.1,4.27
PTIR,adx_trend_up,20,-15,20,5,809782,80.0,16.21
PTIR,adx_trend_up,25,-15,20,5,809782,80.0,16.21
ROBN,breakout10_bull,15,-10,20,9,808531,66.7,8.99
PTIR,bb_lower_bounce,12,-10,15,12,803824,58.3,6.71
AMDL,vol_high_break,20,-20,30,8,800511,62.5,10.02
ROBN,bb_macd_vol,20,-20,30,4,797609,100.0,19.96
AMDL,breakout10_rsi,25,-15,20,10,796098,60.0,7.97
ROBN,bb_macd_vol,25,-15,20,3,795904,100.0,26.56
NVDL,adx_strong,15,-10,20,7,795778,85.7,11.38
PTIR,bb_lower_bounce,20,-20,30,10,795243,60.0,7.96
CONL,adx_strong,20,-15,20,9,791034,66.7,8.8
AMDL,bb_mid_up,20,-20,30,12,788391,50.0,6.58
AMDL,mom20_rsi,12,-10,15,23,785828,47.8,3.42
ROBN,vol_surge_up,25,-20,30,5,781258,80.0,15.64
ROBN,vol_surge_rsi,25,-20,30,5,781258,80.0,15.64
MSTU,breakout_macd_adx,30,-20,45,4,781031,50.0,19.55
AMDL,triple_align_vol,20,-20,30,7,780875,71.4,11.17
ROBN,bb_high_pct_vol,25,-15,20,3,779560,100.0,26.01
IREN,macd_cross_bull,30,-20,45,5,779203,60.0,15.6
AMDL,dual_mom_rsi,25,-20,30,14,777072,50.0,5.56
PTIR,breakout20_bull,15,-10,20,15,773726,53.3,5.16
MSTU,adx_di_cross,15,-10,20,24,773616,45.8,3.23
IREN,macd_cross_bull,20,-15,20,6,772058,66.7,12.88
PTIR,all_green,25,-20,30,6,771539,66.7,12.87
MSTU,all_green,12,-10,15,12,768249,66.7,6.41
NVDL,adx_strong,25,-15,20,5,763582,80.0,15.29
ROBN,bb_high_pct_vol,15,-20,30,4,759731,100.0,19.01
NVDL,bb_lower_bounce,20,-15,20,15,755777,66.7,5.04
PTIR,vol_high_break,25,-20,30,5,754159,80.0,15.1
AMDL,dual_mom_rsi,15,-10,20,22,753877,50.0,3.43
AMDL,bb_high_pct,12,-10,15,27,753829,48.1,2.79
AMDL,triple_align_vol,15,-20,30,7,752530,71.4,10.76
IREN,triple_align_vol,15,-10,20,17,751844,52.9,4.43
MSTU,all_green,15,-10,20,9,749818,66.7,8.34
AMDL,breakout10_rsi,20,-15,20,11,745440,54.5,6.78
AMDL,breakout20_bull,25,-15,20,8,744218,50.0,9.31
AMDL,macd_hist_grow,30,-20,45,16,742754,43.8,4.65
NVDL,breakout_macd_adx,15,-10,20,12,742218,66.7,6.19
IREN,adx_strong,15,-20,30,8,741192,62.5,9.27
AMDL,breakout10_bull,20,-20,30,12,741045,50.0,6.18
PTIR,adx_strong,15,-10,20,5,737674,80.0,14.77
PTIR,all_green,15,-10,20,9,734515,66.7,8.17
AMDL,vol_surge_rsi,20,-15,20,8,734143,50.0,9.19
MSTU,macd_positive_rsi,30,-20,45,12,731333,41.7,6.1
AMDL,macd_hist_grow,15,-10,20,24,714784,45.8,2.98
AMDL,vol_surge_rsi,15,-10,20,8,714319,62.5,8.94
ROBN,breakout20_bull,15,-10,20,8,712601,62.5,8.92
NVDL,adx_strong,12,-10,15,7,711338,71.4,10.17
ROBN,all_green,30,-20,45,5,708382,60.0,14.18
AMDL,macd_hist_grow,25,-20,30,17,705387,41.2,4.15
ROBN,triple_ma_align,20,-15,20,10,705314,60.0,7.06
MSTU,vol_surge_rsi,30,-20,45,8,703592,37.5,8.8
AMDL,bb_high_pct_vol,15,-10,20,17,703066,58.8,4.14
AMDL,adx_di_cross,12,-10,15,29,700360,48.3,2.42
CONL,vol_surge_up,12,-10,15,27,698989,48.1,2.59
NVDL,adx_strong,20,-15,20,5,696902,80.0,13.95
MSTU,bb_macd_vol,12,-10,15,17,695601,58.8,4.1
NVDL,vol_high_break,15,-10,20,9,693841,77.8,7.72
AMDL,adx_di_cross,30,-20,45,16,685936,43.8,4.29
NVDL,bb_lower_bounce,20,-20,30,14,684952,64.3,4.9
AMDL,dual_mom_rsi,12,-10,15,25,683157,48.0,2.74
AMDL,macd_positive_rsi,20,-15,20,19,677514,52.6,3.57
AMDL,bb_squeeze_break,20,-20,30,17,672239,52.9,3.96
AMDL,dual_mom_rsi,20,-15,20,20,670688,45.0,3.36
MSTU,bb_squeeze_break,15,-10,20,22,669933,45.5,3.05
PTIR,macd_cross_bull,15,-10,20,10,668825,50.0,6.69
AMDL,breakout20_bull,30,-20,45,7,664990,57.1,9.51
AMDL,adx_di_cross,25,-15,20,20,663430,40.0,3.32
MSTU,breakout20_bull,25,-20,30,5,662250,60.0,13.26
AMDL,bb_mid_up,15,-10,20,15,659990,46.7,4.4
CONL,vol_surge_rsi,12,-10,15,27,657124,48.1,2.44
NVDL,adx_strong,25,-20,30,5,655538,80.0,13.12
ROBN,vol_surge_up,20,-20,30,5,655276,80.0,13.12
ROBN,vol_surge_rsi,20,-20,30,5,655276,80.0,13.12
AMDL,all_green,20,-20,30,6,654114,66.7,10.91
ROBN,breakout20_bull,12,-10,15,9,654089,77.8,7.27
PTIR,vol_high_break,20,-20,30,5,653121,80.0,13.08
ROBN,adx_trend_up,25,-20,30,5,651649,60.0,13.05
AMDL,adx_di_cross,25,-20,30,17,648569,41.2,3.82
PTIR,all_green,25,-15,20,6,647977,66.7,10.81
ROBN,adx_trend_up,30,-20,45,5,647631,60.0,12.97
AMDL,bb_squeeze_break,15,-20,30,18,647178,55.6,3.6
ROBN,all_green,15,-20,30,6,644666,83.3,10.76
ROBN,bb_high_pct_vol,12,-10,15,5,644272,100.0,12.9
AMDL,breakout_macd_adx,20,-20,30,4,638229,75.0,15.97
PTIR,adx_strong,20,-15,20,4,637551,75.0,15.95
PTIR,macd_cross_bull,20,-15,20,9,636339,44.4,7.08
AMDL,bb_high_pct,30,-20,45,14,629824,42.9,4.5
ROBN,vol_surge_rsi,25,-15,20,5,628537,60.0,12.58
ROBN,vol_surge_up,25,-15,20,5,628537,60.0,12.58
ROBN,bb_macd_vol,15,-20,30,4,627695,100.0,15.71
AMDL,breakout10_bull,15,-20,30,14,624853,57.1,4.47
MSTU,macd_positive_rsi,20,-15,20,15,624405,46.7,4.17
MSTU,dual_mom_rsi,15,-10,20,16,622196,43.8,3.89
AMDL,vol_high_break,30,-20,45,6,615897,50.0,10.28
MSTU,adx_strong,12,-10,15,3,609966,100.0,20.35
AMDL,breakout20_bull,20,-15,20,10,609420,50.0,6.1
MSTU,macd_hist_grow,30,-20,45,13,603897,38.5,4.65
AMDL,vol_high_break,15,-10,20,9,602323,66.7,6.7
AMDL,bb_macd_vol,20,-15,20,18,601736,50.0,3.35
PTIR,macd_cross_bull,25,-15,20,9,601072,44.4,6.69
AMDL,bb_squeeze_break,30,-20,45,14,590818,50.0,4.22
NVDL,adx_strong,20,-20,30,5,588859,80.0,11.79
MSTU,breakout10_rsi,20,-15,20,8,586796,62.5,7.34
PTIR,all_green,20,-15,20,7,585027,57.1,8.37
IREN,adx_trend_up,25,-15,20,13,576818,53.8,4.44
AMDL,breakout10_bull,25,-20,30,11,576442,36.4,5.25
CONL,breakout10_rsi,12,-10,15,28,575860,50.0,2.06
CONL,breakout10_bull,12,-10,15,28,575860,50.0,2.06
AMDL,bb_lower_bounce,20,-20,30,15,575327,40.0,3.84
ROBN,bb_mid_up,12,-10,15,10,574969,70.0,5.76
ROBN,bb_macd_vol,12,-10,15,4,574586,100.0,14.38
CONL,macd_cross_bull,15,-10,20,4,568208,50.0,14.22
CONL,macd_cross_bull,25,-15,20,4,568208,50.0,14.22
CONL,macd_cross_bull,20,-15,20,4,568208,50.0,14.22
AMDL,bb_high_pct_vol,30,-20,45,10,567453,50.0,5.68
AMDL,bb_macd_vol,15,-10,20,19,564268,47.4,2.97
ROBN,bb_high_pct_vol,15,-10,20,4,559547,75.0,14.0
NVDL,macd_cross_bull,15,-10,20,8,550948,62.5,6.89
NVDL,vol_high_break,12,-10,15,10,549752,80.0,5.5
AMDL,vol_high_break,12,-10,15,9,548875,55.6,6.1
MSTU,macd_hist_grow,20,-15,20,17,543630,47.1,3.2
PTIR,triple_align_vol,12,-10,15,9,542105,55.6,6.03
ROBN,adx_trend_up,12,-10,15,6,538827,83.3,8.99
MSTU,breakout10_rsi,20,-20,30,8,537107,62.5,6.72
CONL,adx_trend_up,12,-10,15,20,535734,60.0,2.68
AMDL,adx_di_cross,15,-10,20,25,533005,44.0,2.13
AMDL,vol_high_break,15,-20,30,9,532859,66.7,5.93
AMDL,vol_surge_up,15,-10,20,10,529421,60.0,5.3
NVDL,breakout_macd_adx,12,-10,15,13,526972,69.2,4.06
MSTU,dual_mom_rsi,25,-15,20,14,525524,42.9,3.76
IREN,adx_strong,12,-10,15,10,522698,60.0,5.23
MSTU,mom20_rsi,20,-15,20,18,521482,44.4,2.9
MSTU,macd_hist_grow,25,-15,20,16,517843,43.8,3.24
ROBN,bb_lower_bounce,20,-20,30,15,517211,46.7,3.45
ROBN,bb_lower_bounce,25,-20,30,15,517211,46.7,3.45
ROBN,bb_lower_bounce,30,-20,45,15,517211,46.7,3.45
ROBN,adx_trend_up,20,-20,30,5,516801,80.0,10.35
ROBN,vol_surge_up,15,-20,30,5,514332,80.0,10.3
ROBN,vol_surge_rsi,15,-20,30,5,514332,80.0,10.3
IREN,adx_strong,30,-20,45,8,506606,50.0,6.34
MSTU,breakout20_bull,12,-10,15,7,505626,71.4,7.23
AMDL,bb_lower_bounce,25,-15,20,16,504064,43.8,3.15
CONL,adx_strong,15,-10,20,10,503560,60.0,5.04
AMDL,vol_surge_up,15,-20,30,9,503060,55.6,5.6
AMDL,bb_high_pct,25,-15,20,20,502974,40.0,2.52
ROBN,vol_surge_rsi,20,-15,20,5,502556,60.0,10.06
ROBN,vol_surge_up,20,-15,20,5,502556,60.0,10.06
IREN,adx_strong,25,-20,30,8,502452,50.0,6.29
AMDL,all_green,15,-20,30,6,499813,66.7,8.34
AMDL,bb_high_pct,25,-20,30,16,496956,37.5,3.11
ROBN,bb_high_pct_vol,20,-15,20,4,492452,75.0,12.32
AMDL,vol_surge_up,20,-20,30,9,489193,44.4,5.44
AMDL,vol_surge_up,25,-20,30,9,489193,44.4,5.44
AMDL,macd_hist_grow,20,-15,20,22,486406,45.5,2.21
NVDL,macd_cross_bull,30,-20,45,6,481620,50.0,8.04
MSTU,breakout_macd_adx,20,-20,30,4,476203,75.0,11.92
MSTU,breakout_macd_adx,20,-15,20,4,476203,75.0,11.92
MSTU,dual_mom_rsi,20,-15,20,16,473621,43.8,2.96
AMDL,bb_mid_up,12,-10,15,17,465319,52.9,2.74
MSTU,bb_high_pct_vol,15,-10,20,13,458995,38.5,3.53
ROBN,adx_trend_up,15,-20,30,5,458987,80.0,9.19
AMDL,bb_high_pct,15,-10,20,25,457889,44.0,1.83
CONL,adx_strong,12,-10,15,12,456351,66.7,3.81
AMDL,bb_lower_bounce,20,-15,20,16,456071,43.8,2.85
MSTU,bb_high_pct,20,-15,20,18,455899,44.4,2.54
ROBN,triple_align_vol,25,-20,30,4,453339,75.0,11.34
CONL,macd_cross_bull,30,-20,45,4,452759,50.0,11.33
CONL,macd_cross_bull,20,-20,30,4,452759,50.0,11.33
CONL,macd_cross_bull,15,-20,30,4,452759,50.0,11.33
CONL,macd_cross_bull,25,-20,30,4,452759,50.0,11.33
AMDL,vol_surge_up,12,-10,15,11,452454,36.4,4.12
IREN,macd_cross_bull,25,-20,30,5,452159,60.0,9.05
AMDL,triple_ma_align,20,-20,30,8,451792,62.5,5.65
IREN,adx_strong,25,-15,20,8,449269,50.0,5.62
IREN,adx_strong,20,-15,20,8,449269,50.0,5.62
CONL,triple_align_vol,12,-10,15,17,448604,58.8,2.64
IREN,adx_strong,15,-10,20,10,448006,50.0,4.48
AMDL,adx_trend_up,20,-20,30,4,445041,75.0,11.14
ROBN,all_green,12,-10,15,8,443765,75.0,5.55
AMDL,triple_align_vol,20,-15,20,7,442260,57.1,6.32
MSTU,mom20_rsi,12,-10,15,23,441142,47.8,1.92
MSTU,breakout10_rsi,15,-20,30,8,441026,62.5,5.52
MSTU,macd_positive_rsi,25,-15,20,14,440458,42.9,3.15
AMDL,breakout10_rsi,30,-20,45,8,434504,50.0,5.44
PTIR,triple_align_vol,15,-10,20,8,434251,50.0,5.43
AMDL,vol_surge_up,25,-15,20,10,432282,50.0,4.33
AMDL,vol_surge_up,20,-15,20,10,432282,50.0,4.33
ROBN,bb_macd_vol,15,-10,20,4,427512,75.0,10.7
AMDL,breakout_macd_adx,15,-20,30,5,424366,60.0,8.5
AMDL,bb_lower_bounce,15,-10,20,17,422271,47.1,2.49
NVDL,bb_lower_bounce,30,-20,45,14,421152,50.0,3.01
ROBN,all_green,15,-10,20,6,420878,66.7,7.02
ROBN,vol_surge_up,15,-10,20,5,418259,60.0,8.37
ROBN,vol_surge_rsi,15,-10,20,5,418259,60.0,8.37
PTIR,breakout_macd_adx,20,-15,20,5,416227,60.0,8.33
NVDL,macd_cross_bull,12,-10,15,8,414907,62.5,5.19
MSTU,adx_trend_up,12,-10,15,7,413729,57.1,5.92
ROBN,bb_lower_bounce,15,-20,30,15,408338,46.7,2.72
MSTU,adx_di_cross,20,-15,20,20,404739,45.0,2.03
AMDL,triple_align_vol,25,-15,20,7,396512,57.1,5.67
NVDL,macd_cross_bull,15,-20,30,7,396399,71.4,5.67
AMDL,triple_ma_align,15,-20,30,8,395330,62.5,4.95
MSTU,breakout10_bull,15,-10,20,11,390332,54.5,3.55
AMDL,bb_lower_bounce,12,-10,15,17,389950,47.1,2.3
AMDL,breakout10_bull,20,-15,20,14,386790,42.9,2.77
ROBN,bb_macd_vol,20,-15,20,4,384720,75.0,9.63
PTIR,breakout_macd_adx,25,-15,20,5,380959,60.0,7.63
MSTU,breakout_macd_adx,12,-10,15,4,380122,75.0,9.51
MSTU,breakout_macd_adx,15,-10,20,4,380122,75.0,9.51
MSTU,breakout_macd_adx,15,-20,30,4,380122,75.0,9.51
AMDL,adx_trend_up,15,-20,30,4,378821,75.0,9.48
MSTU,adx_di_cross,25,-15,20,19,377890,42.1,1.99
MSTU,breakout10_rsi,15,-10,20,9,377751,55.6,4.2
ROBN,bb_lower_bounce,20,-15,20,16,377489,43.8,2.36
ROBN,bb_lower_bounce,25,-15,20,16,377489,43.8,2.36
AMDL,adx_trend_up,25,-20,30,4,376125,75.0,9.41
PTIR,breakout_macd_adx,25,-20,30,5,373244,60.0,7.47
AMDL,breakout10_bull,25,-15,20,13,372770,46.2,2.87
MSTU,breakout10_bull,12,-10,15,11,368974,54.5,3.36
ROBN,vol_high_break,12,-10,15,3,368835,100.0,12.31
MSTU,all_green,20,-15,20,8,366453,62.5,4.59
MSTU,vol_surge_rsi,25,-15,20,8,360740,50.0,4.51
MSTU,vol_surge_up,30,-20,45,9,355098,33.3,3.95
AMDL,bb_high_pct_vol,20,-15,20,16,354447,56.2,2.22
AMDL,bb_lower_bounce,15,-20,30,15,353557,40.0,2.36
ROBN,triple_align_vol,20,-20,30,4,349167,75.0,8.74
PTIR,adx_strong,25,-15,20,3,343996,66.7,11.48
MSTU,bb_mid_up,25,-20,30,10,343349,40.0,3.44
NVDL,macd_cross_bull,25,-15,20,8,342849,50.0,4.29
MSTU,dual_mom_rsi,30,-20,45,12,340597,41.7,2.84
AMDL,all_green,20,-15,20,8,339134,50.0,4.24
AMDL,adx_di_cross,20,-15,20,23,339132,43.5,1.48
MSTU,bb_macd_vol,15,-10,20,15,337805,46.7,2.25
AMDL,all_green,25,-15,20,7,323207,42.9,4.62
ROBN,breakout_macd_adx,15,-20,30,4,322834,75.0,8.08
ROBN,all_green,20,-15,20,5,322064,60.0,6.45
ROBN,adx_trend_up,20,-15,20,5,318972,60.0,6.39
MSTU,bb_squeeze_break,25,-15,20,15,316141,40.0,2.11
ROBN,bb_lower_bounce,15,-10,20,16,303185,43.8,1.9
ROBN,bb_lower_bounce,12,-10,15,16,303185,43.8,1.9
MSTU,adx_di_cross,30,-20,45,14,294433,35.7,2.11
AMDL,triple_align_vol,25,-20,30,5,293090,60.0,5.87
AMDL,bb_squeeze_break,25,-15,20,18,292216,44.4,1.63
MSTU,adx_trend_up,15,-10,20,6,289146,50.0,4.82
AMDL,triple_ma_align,25,-15,20,10,289056,50.0,2.89
NVDL,macd_cross_bull,25,-20,30,7,286025,57.1,4.09
PTIR,breakout_macd_adx,20,-20,30,5,284950,60.0,5.7
ROBN,adx_trend_up,15,-10,20,5,282723,60.0,5.66
MSTU,breakout_macd_adx,25,-20,30,4,269971,50.0,6.76
MSTU,breakout_macd_adx,25,-15,20,4,269971,50.0,6.76
MSTU,bb_high_pct,25,-15,20,16,266554,37.5,1.67
NVDL,macd_cross_bull,20,-15,20,8,266408,50.0,3.33
MSTU,macd_positive_rsi,25,-20,30,14,264564,42.9,1.89
AMDL,triple_ma_align,25,-20,30,7,263650,57.1,3.77
AMDL,all_green,25,-20,30,5,261267,40.0,5.23
AMDL,bb_high_pct_vol,12,-10,15,19,256409,42.1,1.35
AMDL,all_green,15,-10,20,10,255234,50.0,2.55
ROBN,breakout_macd_adx,20,-20,30,3,254568,66.7,8.49
ROBN,breakout_macd_adx,25,-20,30,3,254568,66.7,8.49
NVDL,macd_cross_bull,20,-20,30,7,252231,57.1,3.61
AMDL,bb_squeeze_break,12,-10,15,25,251244,44.0,1.01
MSTU,adx_strong,15,-20,30,3,242441,66.7,8.09
MSTU,adx_strong,20,-20,30,3,242441,66.7,8.09
MSTU,adx_strong,20,-15,20,3,242441,66.7,8.09
MSTU,adx_strong,15,-10,20,3,242441,66.7,8.09
MSTU,breakout10_rsi,25,-15,20,8,238877,50.0,2.99
AMDL,bb_squeeze_break,20,-15,20,21,238289,47.6,1.14
PTIR,breakout_macd_adx,15,-20,30,5,237783,60.0,4.76
AMDL,bb_squeeze_break,25,-20,30,16,236375,37.5,1.48
ROBN,breakout_macd_adx,15,-10,20,4,234791,75.0,5.88
MSTU,mom20_rsi,15,-10,20,21,232732,38.1,1.11
PTIR,vol_high_break,15,-10,20,7,232047,57.1,3.32
PTIR,vol_high_break,12,-10,15,7,232047,57.1,3.32
MSTU,breakout10_rsi,30,-20,45,8,219232,37.5,2.74
MSTU,vol_high_break,15,-10,20,6,218234,50.0,3.64
MSTU,vol_high_break,12,-10,15,6,218234,50.0,3.64
AMDL,adx_trend_up,25,-15,20,5,209410,40.0,4.19
MSTU,mom20_rsi,25,-15,20,15,208961,40.0,1.39
ROBN,triple_align_vol,15,-20,30,4,203557,75.0,5.09
ROBN,breakout_macd_adx,12,-10,15,4,202100,75.0,5.06
ROBN,all_green,25,-15,20,5,201883,60.0,4.04
AMDL,triple_align_vol,15,-10,20,8,201071,50.0,2.52
AMDL,bb_high_pct,20,-15,20,23,198844,43.5,0.87
MSTU,all_green,20,-20,30,8,188044,50.0,2.35
MSTU,all_green,15,-20,30,8,188044,50.0,2.35
AMDL,bb_squeeze_break,15,-10,20,23,186252,43.5,0.81
PTIR,vol_high_break,20,-15,20,6,183484,50.0,3.06
MSTU,vol_surge_up,25,-15,20,9,182782,44.4,2.03
MSTU,adx_trend_up,20,-15,20,6,181356,50.0,3.03
AMDL,breakout10_bull,30,-20,45,10,181291,40.0,1.81
MSTU,bb_squeeze_break,20,-20,30,15,178058,46.7,1.19
AMDL,breakout10_rsi,15,-10,20,13,175181,53.8,1.35
AMDL,all_green,12,-10,15,10,174336,50.0,1.75
MSTU,dual_mom_rsi,25,-20,30,14,172964,42.9,1.24
MSTU,macd_hist_grow,25,-20,30,16,169631,43.8,1.06
MSTU,bb_high_pct_vol,25,-20,30,12,157534,41.7,1.31
ROBN,vol_surge_rsi,12,-10,15,5,155128,60.0,3.11
ROBN,vol_surge_up,12,-10,15,5,155128,60.0,3.11
MSTU,macd_positive_rsi,20,-20,30,14,149852,42.9,1.07
AMDL,breakout_macd_adx,25,-20,30,4,147196,25.0,3.68
NVDL,adx_strong,30,-20,45,5,145792,40.0,2.92
MSTU,adx_di_cross,15,-20,30,20,134003,50.0,0.67
MSTU,breakout10_bull,20,-15,20,10,133177,50.0,1.33
ROBN,triple_align_vol,25,-15,20,4,131302,50.0,3.29
MSTU,vol_high_break,20,-15,20,6,129637,50.0,2.16
MSTU,breakout10_bull,15,-20,30,10,126875,60.0,1.27
IREN,bb_lower_bounce,25,-15,20,9,124091,55.6,1.38
CONL,macd_cross_bull,12,-10,15,4,123410,50.0,3.09
PTIR,vol_high_break,25,-15,20,6,123289,50.0,2.06
ROBN,breakout_macd_adx,20,-15,20,4,121759,75.0,3.05
ROBN,breakout_macd_adx,25,-15,20,4,121759,75.0,3.05
MSTU,adx_di_cross,25,-20,30,18,115971,44.4,0.64
ROBN,triple_align_vol,12,-10,15,5,115011,60.0,2.3
MSTU,bb_mid_up,30,-20,45,9,114752,33.3,1.28
MSTU,all_green,25,-15,20,8,107200,50.0,1.34
MSTU,bb_high_pct,30,-20,45,14,103844,35.7,0.74
AMDL,breakout20_bull,12,-10,15,12,103261,41.7,0.86
PTIR,breakout_macd_adx,15,-10,20,6,101067,50.0,1.69
AMDL,breakout_macd_adx,30,-20,45,4,97431,50.0,2.44
AMDL,all_green,30,-20,45,4,97431,50.0,2.44
AMDL,adx_trend_up,30,-20,45,4,96613,50.0,2.42
AMDL,triple_ma_align,12,-10,15,14,93023,50.0,0.67
MSTU,vol_high_break,30,-20,45,6,91386,33.3,1.52
AMDL,triple_align_vol,12,-10,15,8,77640,50.0,0.97
AMDL,adx_trend_up,20,-15,20,5,75826,40.0,1.52
MSTU,bb_high_pct_vol,20,-15,20,13,71687,38.5,0.55
MSTU,vol_surge_rsi,15,-10,20,9,65335,44.4,0.73
MSTU,bb_high_pct_vol,25,-15,20,11,61765,36.4,0.56
IREN,macd_cross_bull,25,-15,20,6,60200,33.3,1.0
MSTU,bb_squeeze_break,30,-20,45,12,56908,33.3,0.47
MSTU,triple_ma_align,15,-10,20,4,56012,50.0,1.4
MSTU,breakout10_rsi,25,-20,30,8,33275,37.5,0.42
MSTU,bb_mid_up,20,-20,30,10,26669,40.0,0.27
AMDL,breakout_macd_adx,25,-15,20,5,22833,40.0,0.46
MSTU,bb_macd_vol,30,-20,45,12,21253,33.3,0.18
AMDL,triple_ma_align,20,-15,20,11,20855,45.5,0.19
MSTU,vol_surge_rsi,12,-10,15,10,20563,50.0,0.21
IREN,bb_lower_bounce,12,-10,15,10,19409,50.0,0.19
MSTU,adx_trend_up,30,-20,45,5,19021,40.0,0.38
MSTU,breakout10_rsi,12,-10,15,10,18402,50.0,0.18
MSTU,bb_squeeze_break,15,-20,30,17,12381,47.1,0.07
MSTU,macd_hist_grow,15,-20,30,18,6150,50.0,0.03
ROBN,breakout_macd_adx,30,-20,45,3,-236,33.3,-0.01
PTIR,breakout_macd_adx,12,-10,15,6,-8963,50.0,-0.15
AMDL,breakout20_bull,15,-10,20,12,-9332,41.7,-0.08
MSTU,vol_surge_rsi,25,-20,30,8,-15054,37.5,-0.19
CONL,triple_ma_align,12,-10,15,31,-21196,51.6,-0.07
MSTU,triple_ma_align,25,-15,20,3,-21813,33.3,-0.73
MSTU,bb_mid_up,25,-15,20,11,-25460,36.4,-0.23
MSTU,bb_lower_bounce,15,-10,20,22,-25785,31.8,-0.12
MSTU,bb_lower_bounce,12,-10,15,22,-25785,31.8,-0.12
CONL,breakout20_bull,12,-10,15,25,-26073,44.0,-0.1
IREN,bb_lower_bounce,15,-10,20,10,-28458,50.0,-0.28
IREN,bb_lower_bounce,20,-15,20,9,-31897,55.6,-0.35
ROBN,triple_align_vol,15,-10,20,5,-32064,40.0,-0.64
MSTU,triple_ma_align,25,-20,30,3,-34465,33.3,-1.15
MSTU,triple_ma_align,20,-15,20,3,-41632,33.3,-1.39
MSTU,adx_strong,30,-20,45,3,-47629,33.3,-1.59
MSTU,triple_ma_align,15,-20,30,4,-50172,50.0,-1.26
MSTU,bb_high_pct_vol,30,-20,45,10,-55623,30.0,-0.56
AMDL,breakout10_rsi,12,-10,15,13,-64672,38.5,-0.5
MSTU,triple_ma_align,20,-20,30,3,-69408,33.3,-2.32
MSTU,all_green,25,-20,30,8,-71209,37.5,-0.89
MSTU,macd_positive_rsi,15,-20,30,15,-74250,46.7,-0.5
MSTU,vol_high_break,25,-15,20,6,-76596,33.3,-1.28
MSTU,bb_squeeze_break,25,-20,30,14,-81406,35.7,-0.58
MSTU,adx_trend_up,25,-15,20,5,-97953,40.0,-1.96
MSTU,breakout10_bull,20,-20,30,10,-100913,50.0,-1.01
MSTU,macd_hist_grow,20,-20,30,16,-103241,43.8,-0.65
MSTU,vol_surge_rsi,20,-15,20,9,-110238,44.4,-1.23
MSTU,bb_lower_bounce,25,-20,30,20,-119914,25.0,-0.6
MSTU,bb_lower_bounce,15,-20,30,21,-124250,28.6,-0.59
MSTU,breakout10_bull,25,-15,20,10,-140711,40.0,-1.41
MSTU,vol_surge_rsi,15,-20,30,9,-142475,44.4,-1.58
MSTU,dual_mom_rsi,20,-20,30,15,-150700,40.0,-1.01
ROBN,triple_align_vol,20,-15,20,5,-155806,40.0,-3.12
