ticker,strategy,target,stop,hold,n,pnl,wr,avg
CONL,breakout_macd_adx,25,-15,20,12,1705726,66.7,14.23
NVDL,adx_di_cross,25,-15,20,28,1702412,64.3,6.09
NVDL,breakout10_bull,20,-20,30,16,1701101,81.2,10.64
CONL,adx_trend_up,20,-20,30,13,1695140,76.9,13.05
IREN,mom20_rsi,25,-15,20,26,1693273,53.8,6.52
NVDL,all_green,30,-20,45,9,1693232,77.8,18.83
NVDL,breakout10_bull,15,-20,30,19,1692898,78.9,8.92
MSTU,macd_hist_grow,12,-10,15,25,1691750,64.0,6.77
CONL,dual_mom_rsi,15,-10,20,42,1684751,47.6,4.02
IREN,vol_high_break,20,-20,30,21,1679084,66.7,8.0
IREN,vol_surge_up,12,-10,15,27,1675950,70.4,6.21
NVDL,bb_high_pct_vol,15,-20,30,18,1674937,72.2,9.31
CONL,bb_high_pct_vol,25,-15,20,27,1672643,51.9,6.2
CONL,bb_mid_up,15,-20,30,29,1670257,65.5,5.77
IREN,vol_surge_up,15,-10,20,27,1669861,59.3,6.19
NVDL,bb_high_pct_vol,20,-15,20,16,1668783,68.8,10.44
CONL,bb_lower_bounce,15,-20,30,30,1668678,60.0,5.57
CONL,bb_lower_bounce,15,-10,20,30,1668678,60.0,5.57
ROBN,mom20_rsi,30,-20,45,8,1668408,75.0,20.88
NVDL,macd_positive_rsi,20,-20,30,21,1666994,61.9,7.95
ROBN,macd_positive_rsi,25,-15,20,11,1664003,72.7,15.14
PTIR,vol_surge_up,20,-15,20,8,1654759,87.5,20.71
CONL,mom20_rsi,15,-10,20,49,1653570,46.9,3.38
CONL,mom20_rsi,15,-20,30,37,1653243,59.5,4.47
ROBN,macd_hist_grow,15,-20,30,12,1653087,83.3,13.79
CONL,breakout20_bull,20,-20,30,19,1650207,63.2,8.69
IREN,breakout10_bull,20,-15,20,23,1648389,60.9,7.17
IREN,breakout_macd_adx,20,-20,30,12,1647184,75.0,13.74
IREN,vol_surge_rsi,20,-15,20,21,1646832,57.1,7.85
IREN,triple_align_vol,25,-15,20,15,1646372,60.0,10.99
IREN,vol_high_break,15,-20,30,21,1643220,71.4,7.83
NVDL,macd_hist_grow,25,-20,30,22,1640773,68.2,7.47
NVDL,mom20_rsi,25,-15,20,22,1633852,63.6,7.43
NVDL,dual_mom_rsi,25,-20,30,20,1633011,65.0,8.17
ROBN,macd_hist_grow,20,-20,30,11,1633001,81.8,14.86
IREN,adx_trend_up,20,-20,30,14,1632586,71.4,11.67
CONL,all_green,12,-10,15,28,1631850,60.7,5.83
PTIR,macd_hist_grow,25,-15,20,16,1629281,62.5,10.19
NVDL,macd_hist_grow,20,-20,30,24,1626406,66.7,6.78
NVDL,breakout10_rsi,20,-20,30,16,1625911,75.0,10.17
ROBN,bb_high_pct,30,-20,45,11,1625248,63.6,14.79
NVDL,macd_positive_rsi,15,-10,20,30,1624354,66.7,5.42
NVDL,dual_mom_rsi,30,-20,45,18,1623553,61.1,9.03
NVDL,triple_align_vol,12,-10,15,17,1614465,82.4,9.51
IREN,vol_surge_rsi,12,-10,15,24,1612891,70.8,6.73
CONL,dual_mom_rsi,25,-20,30,25,1612568,52.0,6.46
IREN,triple_ma_align,15,-10,20,21,1609696,57.1,7.67
IREN,mom20_rsi,20,-15,20,29,1607617,55.2,5.55
NVDL,bb_squeeze_break,30,-20,45,16,1606193,62.5,10.05
NVDL,bb_high_pct_vol,20,-20,30,16,1604513,62.5,10.04
CONL,bb_high_pct_vol,12,-10,15,36,1599153,55.6,4.45
CONL,all_green,15,-10,20,26,1587337,57.7,6.11
NVDL,bb_macd_vol,12,-10,15,23,1587220,73.9,6.91
IREN,breakout_macd_adx,25,-15,20,11,1582689,72.7,14.4
NVDL,bb_high_pct_vol,12,-10,15,22,1580341,77.3,7.19
NVDL,adx_di_cross,15,-10,20,36,1574123,63.9,4.38
ROBN,mom20_rsi,20,-20,30,8,1573659,87.5,19.69
CONL,bb_squeeze_break,12,-10,15,45,1573631,55.6,3.5
ROBN,macd_positive_rsi,25,-20,30,10,1568880,70.0,15.7
NVDL,dual_mom_rsi,15,-10,20,31,1566358,64.5,5.06
IREN,triple_align_vol,20,-15,20,15,1565490,60.0,10.45
ROBN,bb_squeeze_break,15,-20,30,9,1564457,88.9,17.4
CONL,breakout10_bull,15,-10,20,25,1563317,52.0,6.26
CONL,breakout10_rsi,15,-10,20,25,1563317,52.0,6.26
PTIR,triple_ma_align,15,-20,30,14,1560622,78.6,11.16
ROBN,macd_positive_rsi,15,-20,30,11,1560036,81.8,14.2
IREN,all_green,25,-15,20,14,1558755,71.4,11.15
NVDL,bb_high_pct_vol,15,-10,20,19,1554902,68.4,8.19
NVDL,triple_align_vol,15,-10,20,15,1554875,73.3,10.38
CONL,breakout10_rsi,20,-20,30,21,1554449,61.9,7.41
CONL,breakout10_bull,20,-20,30,21,1554449,61.9,7.41
NVDL,breakout_macd_adx,25,-20,30,9,1552024,77.8,17.26
PTIR,bb_high_pct_vol,12,-10,15,14,1551905,78.6,11.1
CONL,adx_trend_up,20,-15,20,13,1550514,69.2,11.94
IREN,adx_trend_up,25,-20,30,13,1549285,69.2,11.93
NVDL,breakout10_rsi,15,-10,20,21,1547356,71.4,7.38
PTIR,breakout10_bull,15,-10,20,18,1547199,61.1,8.6
CONL,breakout10_rsi,15,-20,30,22,1543168,63.6,7.02
CONL,breakout10_bull,15,-20,30,22,1543168,63.6,7.02
NVDL,macd_hist_grow,15,-10,20,30,1542303,66.7,5.15
CONL,bb_mid_up,20,-20,30,25,1537897,60.0,6.16
PTIR,breakout10_bull,12,-10,15,18,1535006,66.7,8.54
ROBN,mom20_rsi,25,-20,30,8,1535004,87.5,19.21
CONL,breakout_macd_adx,15,-20,30,13,1532514,76.9,11.8
NVDL,triple_ma_align,20,-15,20,20,1532117,70.0,7.67
CONL,mom20_rsi,20,-20,30,32,1531334,56.2,4.79
ROBN,macd_positive_rsi,30,-20,45,9,1527518,66.7,16.99
ROBN,mom20_rsi,15,-10,20,13,1524835,69.2,11.74
CONL,triple_align_vol,15,-20,30,14,1521896,71.4,10.88
NVDL,macd_hist_grow,12,-10,15,35,1517014,65.7,4.34
NVDL,bb_macd_vol,15,-10,20,20,1516934,65.0,7.59
ROBN,macd_positive_rsi,20,-20,30,10,1514700,80.0,15.16
CONL,triple_align_vol,25,-20,30,12,1508459,58.3,12.58
NVDL,bb_high_pct,20,-15,20,26,1507907,57.7,5.81
CONL,dual_mom_rsi,25,-15,20,30,1503720,46.7,5.02
CONL,all_green,25,-15,20,20,1503463,55.0,7.52
CONL,triple_align_vol,20,-20,30,14,1500060,64.3,10.73
PTIR,macd_positive_rsi,25,-15,20,16,1499099,62.5,9.38
CONL,all_green,30,-20,45,16,1498379,56.2,9.37
ROBN,adx_di_cross,12,-10,15,17,1497141,70.6,8.82
ROBN,adx_di_cross,15,-10,20,11,1494660,72.7,13.6
ROBN,bb_high_pct,25,-20,30,11,1491928,72.7,13.58
PTIR,breakout20_bull,20,-20,30,13,1490662,76.9,11.48
NVDL,mom20_rsi,20,-15,20,24,1486780,62.5,6.2
PTIR,breakout20_bull,25,-15,20,13,1485423,69.2,11.44
NVDL,all_green,25,-15,20,12,1481966,75.0,12.36
PTIR,bb_macd_vol,20,-15,20,12,1481643,75.0,12.36
ROBN,macd_positive_rsi,12,-10,15,15,1481313,73.3,9.89
IREN,breakout_macd_adx,12,-10,15,13,1479282,84.6,11.39
CONL,adx_trend_up,25,-15,20,13,1477993,61.5,11.38
PTIR,bb_high_pct_vol,20,-15,20,10,1477397,80.0,14.79
CONL,all_green,15,-20,30,22,1476930,68.2,6.72
NVDL,breakout_macd_adx,30,-20,45,8,1475243,75.0,18.46
PTIR,breakout10_bull,20,-15,20,15,1472060,60.0,9.82
CONL,triple_align_vol,30,-20,45,12,1460661,58.3,12.18
PTIR,bb_squeeze_break,15,-10,20,24,1459580,62.5,6.09
NVDL,breakout10_rsi,20,-15,20,19,1458010,63.2,7.68
CONL,bb_macd_vol,12,-10,15,45,1457881,53.3,3.24
ROBN,triple_ma_align,30,-20,45,7,1450591,71.4,20.74
NVDL,vol_high_break,25,-20,30,8,1448682,87.5,18.13
AMDL,bb_mid_up,30,-20,45,12,1446450,58.3,12.07
NVDL,dual_mom_rsi,12,-10,15,34,1440835,64.7,4.24
NVDL,macd_positive_rsi,20,-15,20,24,1437871,62.5,6.0
ROBN,breakout10_rsi,25,-20,30,7,1434261,85.7,20.51
ROBN,breakout10_bull,25,-20,30,7,1434261,85.7,20.51
IREN,adx_trend_up,12,-10,15,19,1430701,73.7,7.54
PTIR,macd_cross_bull,30,-20,45,6,1430360,66.7,23.86
CONL,breakout_macd_adx,30,-20,45,11,1428197,63.6,13.0
PTIR,breakout10_rsi,15,-10,20,18,1423729,61.1,7.92
CONL,breakout_macd_adx,20,-20,30,12,1421943,75.0,11.86
CONL,mom20_rsi,12,-10,15,52,1421899,51.9,2.74
ROBN,macd_hist_grow,25,-15,20,11,1420548,63.6,12.93
IREN,bb_mid_up,12,-10,15,23,1418844,60.9,6.18
AMDL,mom20_rsi,25,-15,20,16,1417830,62.5,8.87
NVDL,bb_mid_up,25,-15,20,20,1416013,70.0,7.09
NVDL,all_green,20,-15,20,13,1412374,69.2,10.88
PTIR,breakout10_rsi,12,-10,15,18,1411536,66.7,7.85
CONL,adx_trend_up,25,-20,30,10,1410960,70.0,14.12
ROBN,bb_high_pct,15,-10,20,16,1407903,62.5,8.81
IREN,bb_mid_up,20,-20,30,15,1406553,66.7,9.39
ROBN,macd_positive_rsi,15,-10,20,12,1406421,66.7,11.73
NVDL,vol_high_break,20,-20,30,8,1405289,87.5,17.58
CONL,bb_lower_bounce,25,-20,30,29,1405194,55.2,4.85
ROBN,bb_high_pct,12,-10,15,20,1403939,65.0,7.03
NVDL,all_green,15,-10,20,15,1401233,73.3,9.35
PTIR,bb_high_pct_vol,25,-15,20,10,1400246,80.0,14.02
CONL,bb_lower_bounce,30,-20,45,29,1392228,51.7,4.81
ROBN,dual_mom_rsi,15,-10,20,12,1382507,66.7,11.53
NVDL,breakout10_bull,15,-10,20,22,1380214,63.6,6.28
IREN,vol_surge_rsi,15,-10,20,24,1379413,58.3,5.75
CONL,triple_align_vol,25,-15,20,13,1377501,61.5,10.61
ROBN,bb_high_pct,25,-15,20,12,1377442,66.7,11.49
NVDL,bb_mid_up,30,-20,45,15,1376182,66.7,9.18
PTIR,triple_align_vol,25,-20,30,6,1375945,83.3,22.96
CONL,vol_high_break,12,-10,15,18,1374957,66.7,7.65
NVDL,bb_mid_up,15,-10,20,24,1372398,62.5,5.72
NVDL,bb_mid_up,20,-15,20,22,1371529,68.2,6.24
NVDL,adx_di_cross,20,-20,30,24,1368634,62.5,5.71
AMDL,vol_surge_rsi,30,-20,45,6,1364950,83.3,22.77
ROBN,bb_high_pct,15,-20,30,13,1364346,76.9,10.51
NVDL,mom20_rsi,12,-10,15,33,1363576,66.7,4.14
CONL,triple_ma_align,30,-20,45,17,1360179,52.9,8.01
ROBN,mom20_rsi,12,-10,15,18,1359654,66.7,7.56
NVDL,bb_mid_up,25,-20,30,18,1354516,66.7,7.53
ROBN,macd_hist_grow,20,-15,20,12,1354406,66.7,11.3
PTIR,triple_ma_align,25,-20,30,11,1351675,72.7,12.3
PTIR,breakout10_bull,25,-15,20,15,1351579,60.0,9.02
ROBN,bb_squeeze_break,30,-20,45,7,1351417,71.4,19.33
ROBN,macd_hist_grow,12,-10,15,18,1349557,66.7,7.51
PTIR,breakout10_rsi,20,-15,20,15,1348590,60.0,9.0
MSTU,bb_high_pct,12,-10,15,22,1348381,59.1,6.14
ROBN,bb_high_pct,20,-20,30,12,1344260,75.0,11.21
CONL,bb_lower_bounce,12,-10,15,30,1343996,60.0,4.48
PTIR,dual_mom_rsi,25,-15,20,15,1342429,60.0,8.96
PTIR,triple_align_vol,20,-20,30,6,1340009,83.3,22.36
NVDL,adx_di_cross,12,-10,15,39,1338206,64.1,3.43
NVDL,all_green,20,-20,30,12,1337961,75.0,11.16
ROBN,breakout10_rsi,20,-20,30,7,1333836,85.7,19.07
ROBN,breakout10_bull,20,-20,30,7,1333836,85.7,19.07
NVDL,adx_trend_up,20,-15,20,9,1333819,88.9,14.84
NVDL,bb_mid_up,12,-10,15,28,1332386,60.7,4.76
IREN,breakout_macd_adx,20,-15,20,12,1332021,75.0,11.11
ROBN,triple_ma_align,25,-20,30,7,1330417,85.7,19.02
PTIR,bb_high_pct_vol,15,-10,20,13,1329604,69.2,10.24
NVDL,breakout10_bull,20,-15,20,19,1328997,57.9,7.0
ROBN,bb_squeeze_break,20,-20,30,7,1321215,85.7,18.89
ROBN,adx_di_cross,20,-15,20,10,1310431,70.0,13.12
CONL,triple_ma_align,20,-15,20,21,1306732,57.1,6.23
ROBN,dual_mom_rsi,20,-15,20,10,1306129,70.0,13.07
AMDL,macd_positive_rsi,20,-20,30,16,1305505,62.5,8.17
NVDL,vol_high_break,25,-15,20,8,1304668,87.5,16.32
IREN,triple_align_vol,12,-10,15,21,1303091,71.4,6.21
IREN,adx_trend_up,15,-20,30,15,1300267,73.3,8.68
CONL,all_green,25,-20,30,16,1299585,56.2,8.13
NVDL,vol_surge_up,25,-20,30,11,1298506,63.6,11.82
NVDL,vol_surge_rsi,25,-20,30,11,1298506,63.6,11.82
CONL,all_green,20,-20,30,19,1295938,63.2,6.83
NVDL,breakout20_bull,20,-15,20,16,1294046,62.5,8.1
ROBN,dual_mom_rsi,12,-10,15,16,1292602,68.8,8.09
ROBN,triple_ma_align,20,-20,30,8,1292434,87.5,16.17
NVDL,triple_ma_align,12,-10,15,29,1292002,62.1,4.46
NVDL,bb_mid_up,15,-20,30,23,1290284,69.6,5.62
ROBN,triple_ma_align,15,-20,30,9,1286624,88.9,14.31
IREN,macd_cross_bull,20,-20,30,5,1284405,100.0,25.71
PTIR,triple_ma_align,30,-20,45,9,1283204,66.7,14.27
ROBN,bb_squeeze_break,25,-20,30,7,1282560,85.7,18.34
AMDL,macd_positive_rsi,15,-20,30,16,1280481,62.5,8.01
ROBN,macd_hist_grow,15,-10,20,15,1274665,60.0,8.51
NVDL,breakout_macd_adx,25,-15,20,10,1269247,70.0,12.71
ROBN,breakout20_bull,20,-20,30,6,1266435,83.3,21.13
ROBN,breakout20_bull,25,-20,30,6,1266435,83.3,21.13
NVDL,vol_surge_rsi,25,-15,20,11,1264596,72.7,11.51
NVDL,vol_surge_up,25,-15,20,11,1264596,72.7,11.51
AMDL,mom20_rsi,15,-20,30,14,1264306,64.3,9.04
PTIR,macd_cross_bull,25,-20,30,7,1263405,57.1,18.07
IREN,vol_surge_up,25,-15,20,23,1262959,56.5,5.5
PTIR,triple_ma_align,20,-15,20,12,1258316,75.0,10.5
PTIR,breakout20_bull,12,-10,15,15,1256188,66.7,8.38
NVDL,vol_surge_up,15,-10,20,12,1256140,75.0,10.48
NVDL,vol_surge_rsi,15,-10,20,12,1256140,75.0,10.48
NVDL,breakout20_bull,15,-10,20,18,1255903,66.7,6.98
PTIR,triple_ma_align,20,-20,30,11,1255138,72.7,11.42
CONL,adx_trend_up,30,-20,45,10,1247560,60.0,12.49
CONL,breakout_macd_adx,15,-10,20,14,1245121,64.3,8.9
AMDL,bb_macd_vol,15,-20,30,16,1245115,62.5,7.79
ROBN,vol_surge_rsi,30,-20,45,5,1242082,80.0,24.87
ROBN,vol_surge_up,30,-20,45,5,1242082,80.0,24.87
CONL,triple_ma_align,20,-20,30,20,1236193,60.0,6.19
PTIR,breakout10_rsi,25,-15,20,15,1228109,60.0,8.2
AMDL,mom20_rsi,20,-20,30,14,1225469,57.1,8.76
CONL,bb_lower_bounce,25,-15,20,29,1225423,55.2,4.23
AMDL,breakout20_bull,15,-20,30,9,1223720,77.8,13.61
ROBN,bb_squeeze_break,15,-10,20,11,1223633,63.6,11.14
MSTU,macd_hist_grow,15,-10,20,21,1222422,52.4,5.83
CONL,triple_ma_align,25,-15,20,21,1220111,52.4,5.82
NVDL,vol_surge_up,12,-10,15,14,1217658,78.6,8.71
NVDL,vol_surge_rsi,12,-10,15,14,1217658,78.6,8.71
NVDL,dual_mom_rsi,20,-15,20,25,1216415,56.0,4.87
PTIR,triple_align_vol,25,-15,20,6,1215796,83.3,20.28
NVDL,bb_squeeze_break,25,-20,30,20,1215568,65.0,6.08
AMDL,bb_high_pct_vol,25,-20,30,12,1213977,58.3,10.13
CONL,bb_mid_up,25,-15,20,22,1213701,50.0,5.52
NVDL,adx_trend_up,25,-15,20,8,1211022,87.5,15.15
MSTU,adx_di_cross,12,-10,15,26,1210872,57.7,4.66
NVDL,vol_high_break,15,-20,30,8,1210715,87.5,15.15
AMDL,bb_high_pct_vol,15,-20,30,14,1207075,64.3,8.63
NVDL,all_green,12,-10,15,18,1206639,72.2,6.71
NVDL,vol_high_break,30,-20,45,8,1196598,87.5,14.97
NVDL,adx_trend_up,30,-20,45,7,1196459,71.4,17.11
NVDL,bb_lower_bounce,15,-10,20,19,1195706,63.2,6.3
AMDL,dual_mom_rsi,15,-20,30,16,1192593,62.5,7.46
AMDL,mom20_rsi,25,-20,30,13,1191391,53.8,9.17
NVDL,breakout10_bull,12,-10,15,24,1190794,62.5,4.97
IREN,triple_align_vol,15,-20,30,16,1190339,68.8,7.45
NVDL,breakout20_bull,12,-10,15,19,1187646,68.4,6.26
CONL,triple_ma_align,25,-20,30,17,1186879,52.9,6.99
IREN,bb_mid_up,15,-10,20,23,1185623,56.5,5.16
PTIR,breakout20_bull,20,-15,20,14,1183816,64.3,8.46
NVDL,bb_squeeze_break,25,-15,20,25,1182690,56.0,4.74
AMDL,dual_mom_rsi,20,-20,30,16,1181832,56.2,7.39
AMDL,bb_macd_vol,25,-15,20,16,1179914,50.0,7.38
PTIR,triple_align_vol,20,-15,20,6,1179861,83.3,19.68
PTIR,triple_ma_align,25,-15,20,13,1179389,69.2,9.08
AMDL,breakout10_rsi,20,-20,30,9,1178418,66.7,13.11
NVDL,bb_squeeze_break,20,-20,30,22,1175851,68.2,5.35
CONL,triple_ma_align,15,-20,30,22,1171754,63.6,5.33
NVDL,adx_di_cross,20,-15,20,29,1171388,55.2,4.04
ROBN,bb_mid_up,25,-15,20,9,1168374,66.7,12.99
MSTU,macd_positive_rsi,12,-10,15,21,1167141,57.1,5.56
MSTU,breakout20_bull,20,-20,30,5,1166083,100.0,23.34
MSTU,breakout20_bull,20,-15,20,5,1166083,100.0,23.34
ROBN,breakout10_bull,25,-15,20,8,1159475,75.0,14.51
CONL,breakout_macd_adx,25,-20,30,12,1158378,66.7,9.66
ROBN,bb_mid_up,30,-20,45,8,1158026,62.5,14.49
ROBN,breakout10_rsi,25,-15,20,8,1155173,75.0,14.45
PTIR,adx_strong,15,-20,30,5,1154539,100.0,23.11
CONL,triple_align_vol,15,-10,20,15,1151853,53.3,7.69
NVDL,adx_trend_up,15,-20,30,13,1151493,84.6,8.87
NVDL,all_green,25,-20,30,11,1151358,63.6,10.48
NVDL,dual_mom_rsi,20,-20,30,22,1149782,59.1,5.23
ROBN,triple_ma_align,25,-15,20,8,1144385,75.0,14.32
NVDL,adx_trend_up,20,-20,30,8,1141852,87.5,14.29
ROBN,bb_high_pct,20,-15,20,13,1141513,61.5,8.79
AMDL,macd_hist_grow,20,-20,30,18,1141250,55.6,6.35
IREN,adx_trend_up,20,-15,20,14,1138828,64.3,8.14
MSTU,bb_squeeze_break,12,-10,15,25,1136969,56.0,4.55
NVDL,breakout_macd_adx,20,-20,30,11,1133485,72.7,10.31
IREN,vol_high_break,20,-15,20,21,1133038,57.1,5.4
AMDL,bb_high_pct_vol,20,-20,30,14,1128324,64.3,8.07
ROBN,triple_ma_align,15,-10,20,11,1127993,72.7,10.26
NVDL,macd_positive_rsi,12,-10,15,34,1123493,61.8,3.31
NVDL,adx_trend_up,25,-20,30,7,1119675,85.7,16.01
ROBN,macd_positive_rsi,20,-15,20,11,1118387,63.6,10.18
CONL,breakout_macd_adx,12,-10,15,14,1115171,64.3,7.97
NVDL,adx_strong,15,-20,30,7,1114696,100.0,15.94
NVDL,breakout10_rsi,12,-10,15,24,1112444,62.5,4.64
NVDL,bb_mid_up,20,-20,30,19,1112360,63.2,5.86
CONL,triple_ma_align,15,-10,20,27,1110268,51.9,4.12
IREN,macd_cross_bull,12,-10,15,7,1106574,100.0,15.82
AMDL,macd_positive_rsi,15,-10,20,22,1106312,54.5,5.03
AMDL,breakout20_bull,20,-20,30,8,1104253,62.5,13.82
PTIR,vol_high_break,15,-20,30,6,1102203,100.0,18.39
AMDL,bb_lower_bounce,25,-20,30,15,1101962,40.0,7.35
AMDL,bb_lower_bounce,30,-20,45,15,1101333,33.3,7.35
ROBN,mom20_rsi,25,-15,20,9,1100024,77.8,12.23
ROBN,breakout10_bull,30,-20,45,6,1098762,66.7,18.33
ROBN,breakout10_rsi,30,-20,45,6,1098762,66.7,18.33
PTIR,all_green,30,-20,45,6,1090699,66.7,18.2
ROBN,breakout10_rsi,15,-20,30,8,1088126,87.5,13.62
ROBN,breakout10_bull,15,-20,30,8,1088126,87.5,13.62
PTIR,adx_trend_up,15,-20,30,7,1087711,85.7,15.55
AMDL,adx_di_cross,20,-20,30,18,1084432,55.6,6.03
AMDL,vol_surge_rsi,25,-20,30,6,1084175,66.7,18.09
AMDL,bb_macd_vol,20,-20,30,15,1083050,60.0,7.23
NVDL,vol_surge_up,30,-20,45,10,1078679,70.0,10.8
NVDL,vol_surge_rsi,30,-20,45,10,1078679,70.0,10.8
CONL,bb_mid_up,20,-15,20,26,1078350,53.8,4.15
PTIR,bb_lower_bounce,30,-20,45,10,1076321,60.0,10.77
CONL,vol_high_break,25,-15,20,16,1076190,50.0,6.73
CONL,breakout20_bull,15,-10,20,23,1073751,47.8,4.67
PTIR,adx_trend_up,30,-20,45,5,1073433,80.0,21.49
PTIR,adx_trend_up,25,-20,30,5,1073433,80.0,21.49
PTIR,adx_trend_up,20,-20,30,5,1073433,80.0,21.49
NVDL,vol_high_break,20,-15,20,8,1072840,87.5,13.42
MSTU,breakout20_bull,15,-20,30,5,1070001,100.0,21.42
PTIR,triple_ma_align,15,-10,20,18,1068153,61.1,5.94
CONL,adx_strong,25,-20,30,7,1066241,71.4,15.25
CONL,adx_strong,25,-15,20,7,1066241,71.4,15.25
NVDL,vol_surge_up,15,-20,30,12,1064718,75.0,8.88
NVDL,vol_surge_rsi,15,-20,30,12,1064718,75.0,8.88
MSTU,bb_high_pct_vol,12,-10,15,14,1062672,57.1,7.6
AMDL,breakout10_rsi,15,-20,30,11,1062225,72.7,9.67
CONL,dual_mom_rsi,12,-10,15,45,1060014,48.9,2.36
ROBN,breakout10_bull,20,-15,20,8,1059049,75.0,13.25
NVDL,bb_squeeze_break,15,-10,20,31,1058897,58.1,3.42
ROBN,bb_mid_up,25,-20,30,8,1057326,62.5,13.23
NVDL,breakout_macd_adx,15,-20,30,12,1057205,75.0,8.82
ROBN,breakout10_rsi,20,-15,20,8,1054747,75.0,13.2
PTIR,adx_strong,20,-20,30,4,1054416,100.0,26.39
ROBN,mom20_rsi,20,-15,20,9,1050417,66.7,11.68
ROBN,bb_macd_vol,30,-20,45,3,1047844,100.0,34.96
IREN,vol_surge_rsi,25,-15,20,20,1045728,55.0,5.23
IREN,vol_high_break,25,-15,20,21,1039376,52.4,4.95
PTIR,breakout_macd_adx,30,-20,45,4,1037952,75.0,25.97
ROBN,bb_squeeze_break,20,-15,20,9,1036170,66.7,11.52
AMDL,macd_positive_rsi,12,-10,15,24,1032499,54.2,4.31
ROBN,bb_high_pct_vol,30,-20,45,3,1031501,100.0,34.42
AMDL,macd_hist_grow,15,-20,30,18,1030618,55.6,5.73
ROBN,breakout20_bull,30,-20,45,6,1025432,66.7,17.11
NVDL,adx_trend_up,15,-10,20,13,1025131,76.9,7.89
ROBN,breakout20_bull,25,-15,20,7,1024875,85.7,14.66
ROBN,breakout20_bull,20,-15,20,7,1024875,85.7,14.66
ROBN,breakout20_bull,15,-20,30,8,1022875,87.5,12.8
NVDL,bb_squeeze_break,12,-10,15,35,1021934,62.9,2.92
AMDL,dual_mom_rsi,30,-20,45,13,1021191,53.8,7.86
AMDL,bb_mid_up,25,-15,20,13,1020325,46.2,7.86
PTIR,macd_cross_bull,12,-10,15,11,1018751,63.6,9.27
CONL,adx_strong,15,-20,30,9,1017453,77.8,11.32
NVDL,bb_lower_bounce,12,-10,15,19,1016754,63.2,5.36
PTIR,all_green,15,-20,30,9,1014541,77.8,11.28
AMDL,breakout10_rsi,25,-20,30,8,1013815,50.0,12.69
AMDL,breakout20_bull,25,-20,30,7,1012418,57.1,14.48
NVDL,vol_surge_up,20,-20,30,11,1012175,63.6,9.21
NVDL,vol_surge_rsi,20,-20,30,11,1012175,63.6,9.21
ROBN,bb_squeeze_break,12,-10,15,14,1008034,64.3,7.21
ROBN,triple_ma_align,12,-10,15,15,1005650,66.7,6.71
PTIR,all_green,20,-20,30,7,1001892,71.4,14.33
PTIR,vol_high_break,30,-20,45,4,1001005,75.0,25.05
AMDL,mom20_rsi,30,-20,45,12,998977,50.0,8.33
CONL,adx_trend_up,15,-10,20,16,996123,62.5,6.23
NVDL,vol_surge_up,20,-15,20,11,994184,72.7,9.05
NVDL,vol_surge_rsi,20,-15,20,11,994184,72.7,9.05
ROBN,breakout10_rsi,12,-10,15,9,992944,77.8,11.04
ROBN,bb_mid_up,20,-15,20,9,990712,66.7,11.02
IREN,adx_trend_up,15,-10,20,17,990230,58.8,5.83
CONL,adx_strong,30,-20,45,6,977114,66.7,16.3
ROBN,breakout10_bull,12,-10,15,9,976866,77.8,10.86
NVDL,bb_lower_bounce,25,-15,20,15,973837,66.7,6.5
AMDL,adx_di_cross,15,-20,30,18,973800,55.6,5.42
NVDL,adx_trend_up,12,-10,15,13,970960,76.9,7.48
ROBN,all_green,20,-20,30,5,969534,100.0,19.41
PTIR,adx_strong,25,-20,30,3,968033,100.0,32.3
PTIR,adx_strong,30,-20,45,3,968033,100.0,32.3
ROBN,bb_macd_vol,25,-20,30,3,965220,100.0,32.21
MSTU,macd_positive_rsi,15,-10,20,18,961912,50.0,5.35
PTIR,adx_trend_up,15,-10,20,7,960899,85.7,13.74
PTIR,macd_cross_bull,20,-20,30,7,960185,57.1,13.73
PTIR,triple_ma_align,12,-10,15,19,959734,57.9,5.06
PTIR,bb_lower_bounce,25,-15,20,11,958031,54.5,8.72
AMDL,macd_positive_rsi,25,-15,20,16,956671,50.0,5.99
MSTU,bb_squeeze_break,20,-15,20,16,949823,50.0,5.94
ROBN,bb_high_pct_vol,25,-20,30,3,948877,100.0,31.66
AMDL,vol_surge_rsi,15,-20,30,7,945057,71.4,13.51
IREN,macd_cross_bull,15,-10,20,6,943115,83.3,15.73
AMDL,bb_mid_up,15,-20,30,14,942024,57.1,6.74
PTIR,adx_strong,12,-10,15,6,940890,100.0,15.7
ROBN,triple_align_vol,30,-20,45,4,940794,75.0,23.54
PTIR,adx_trend_up,12,-10,15,8,940258,87.5,11.76
PTIR,all_green,12,-10,15,10,937731,80.0,9.39
ROBN,bb_mid_up,15,-10,20,10,937020,70.0,9.38
AMDL,bb_macd_vol,25,-20,30,13,934094,46.2,7.19
AMDL,bb_high_pct,20,-20,30,18,932854,55.6,5.19
ROBN,bb_mid_up,15,-20,30,10,930920,80.0,9.32
ROBN,all_green,25,-20,30,5,930879,100.0,18.64
PTIR,bb_lower_bounce,15,-20,30,11,930507,63.6,8.47
AMDL,vol_surge_rsi,20,-20,30,7,927773,57.1,13.27
AMDL,macd_positive_rsi,30,-20,45,13,927254,53.8,7.14
AMDL,vol_surge_rsi,25,-15,20,7,924958,57.1,13.23
AMDL,bb_mid_up,20,-15,20,13,921866,46.2,7.1
