period,ticker,strategy,n,pnl,wr,avg,p_target_pct,p_stop_pct,p_hold_days,p_trailing_pct,p_unit_mul,p_max_pyramid,p_pyramid_add_pct,p_btc_rsi_max,p_vix_min,p_vix_max,p_pct_ma20_min,p_vol_ratio_min,p_rsi14_min,p_macd_threshold,p_surge_pct
train,IREN,macd_vol,11,62800338,63.6,49.69,96.61933560181521,-30.244269094501913,105,,4.774466705253486,3,4.273276901057212,80.18353109414288,12.772315687037857,38.727337177811656,-14.1178938730338,0.49154621561552253,27.477058969287732,-0.45888815350779644,1.0856449490219002
train,CONL,macd_vol,15,48707630,40.0,26.34,96.61933560181521,-30.244269094501913,105,,4.774466705253486,3,4.273276901057212,80.18353109414288,12.772315687037857,38.727337177811656,-14.1178938730338,0.49154621561552253,27.477058969287732,-0.45888815350779644,1.0856449490219002
train,PTIR,macd_vol,7,30889325,57.1,37.28,96.61933560181521,-30.244269094501913,105,,4.774466705253486,3,4.273276901057212,80.18353109414288,12.772315687037857,38.727337177811656,-14.1178938730338,0.49154621561552253,27.477058969287732,-0.45888815350779644,1.0856449490219002
oos,IREN,macd_vol,0,0,0.0,0.0,96.61933560181521,-30.244269094501913,105,,4.774466705253486,3,4.273276901057212,80.18353109414288,12.772315687037857,38.727337177811656,-14.1178938730338,0.49154621561552253,27.477058969287732,-0.45888815350779644,1.0856449490219002
oos,CONL,macd_vol,1,-1494245,0.0,-31.33,96.61933560181521,-30.244269094501913,105,,4.774466705253486,3,4.273276901057212,80.18353109414288,12.772315687037857,38.727337177811656,-14.1178938730338,0.49154621561552253,27.477058969287732,-0.45888815350779644,1.0856449490219002
oos,PTIR,macd_vol,1,-1482030,0.0,-31.07,96.61933560181521,-30.244269094501913,105,,4.774466705253486,3,4.273276901057212,80.18353109414288,12.772315687037857,38.727337177811656,-14.1178938730338,0.49154621561552253,27.477058969287732,-0.45888815350779644,1.0856449490219002
