period,ticker,strategy,n,pnl,wr,avg,p_target_pct,p_stop_pct,p_hold_days,p_trailing_pct,p_unit_mul,p_max_pyramid,p_pyramid_add_pct,p_btc_rsi_max,p_vix_min,p_vix_max,p_pct_ma20_min,p_vol_ratio_min,p_rsi14_min,p_di_min_gap,p_macd_threshold
train,IREN,strong25_macd,16,23147882,68.8,18.92,51.911769610015035,-21.016847752982834,35,,2.806107940706452,3,7.212693305073794,76.8906839745951,12.087600595781367,36.78559201420737,-7.1981897516995605,1.2426208331360158,3.7322803055554443,7.038508217907405,-0.2556350993605514
train,CONL,strong25_macd,13,13160982,46.2,12.24,51.911769610015035,-21.016847752982834,35,,2.806107940706452,3,7.212693305073794,76.8906839745951,12.087600595781367,36.78559201420737,-7.1981897516995605,1.2426208331360158,3.7322803055554443,7.038508217907405,-0.2556350993605514
train,PTIR,strong25_macd,8,11053190,62.5,19.08,51.911769610015035,-21.016847752982834,35,,2.806107940706452,3,7.212693305073794,76.8906839745951,12.087600595781367,36.78559201420737,-7.1981897516995605,1.2426208331360158,3.7322803055554443,7.038508217907405,-0.2556350993605514
oos,IREN,strong25_macd,1,-1591769,0.0,-23.66,51.911769610015035,-21.016847752982834,35,,2.806107940706452,3,7.212693305073794,76.8906839745951,12.087600595781367,36.78559201420737,-7.1981897516995605,1.2426208331360158,3.7322803055554443,7.038508217907405,-0.2556350993605514
oos,CONL,strong25_macd,1,-600165,0.0,-21.41,51.911769610015035,-21.016847752982834,35,,2.806107940706452,3,7.212693305073794,76.8906839745951,12.087600595781367,36.78559201420737,-7.1981897516995605,1.2426208331360158,3.7322803055554443,7.038508217907405,-0.2556350993605514
oos,PTIR,strong25_macd,0,0,0.0,0.0,51.911769610015035,-21.016847752982834,35,,2.806107940706452,3,7.212693305073794,76.8906839745951,12.087600595781367,36.78559201420737,-7.1981897516995605,1.2426208331360158,3.7322803055554443,7.038508217907405,-0.2556350993605514
