ticker,strategy,target,stop,hold,unit_mul,max_pyr,trailing,n,pnl,wr,avg,avg_layers
MSTX,j_di_vix_rsi,40,-20,30,3.0,1,False,5,4380467,60.0,29.23,1.0
ROBN,j_pullback_macd,40,-20,30,3.0,1,False,3,4372213,100.0,48.63,1.0
MSTX,j_2cond_rsi_vix,50,-25,45,3.0,3,False,23,4363784,34.8,0.29,1.35
IREN,j_di_pullback,60,-25,60,3.0,3,True,7,4354637,57.1,20.76,1.0
IREN,j_btc_rsi_low_pull,60,-25,60,3.0,3,True,7,4354637,57.1,20.76,1.0
IREN,j_2cond_pull_btcrsi,60,-25,60,3.0,3,True,7,4354637,57.1,20.76,1.0
IREN,j_pullback_macd,60,-25,60,3.0,3,True,7,4354637,57.1,20.76,1.0
ROBN,j_btc_rsi_low_pull,40,-20,30,5.0,1,False,3,4298876,100.0,28.69,1.0
IREN,j_2cond_rsi_vix,60,-25,60,3.0,3,True,31,4260486,32.3,2.15,1.39
PTIR,j_di_vix_rsi,30,-20,30,3.0,1,False,6,4258719,83.3,23.68,1.0
PTIR,j_2cond_rsi_vix,40,-20,30,2.0,3,False,19,4258396,52.6,9.06,1.63
MSTX,j_vix_optimal,40,-20,30,3.0,1,False,5,4254771,60.0,28.39,1.0
ROBN,j_2cond_rsi_vix,30,-20,30,3.0,1,False,19,4241327,52.6,7.45,1.0
PTIR,j_vix_optimal,50,-25,45,2.0,3,False,5,4206842,60.0,19.11,1.6
MSTX,j_btc_rsi_low_trend,50,-25,45,2.0,3,False,3,4181343,66.7,39.36,1.67
ROBN,j_vix_qqq_pullback,30,-15,15,4.0,1,False,3,4147709,100.0,34.6,1.0
NVDL,j_btc_rsi_low_trend,60,-25,60,2.0,5,False,8,4143157,62.5,4.76,2.12
PTIR,j_mstr_below_btc_low,60,-25,60,2.0,5,False,9,4130744,44.4,1.91,2.56
IREN,j_2cond_rsi_vix,30,-15,15,4.0,1,False,23,4116180,52.2,4.48,1.0
ROBN,j_2cond_pull_btcrsi,30,-20,30,3.0,1,False,5,4107629,100.0,27.41,1.0
ROBN,j_di_pullback,30,-20,30,3.0,1,False,5,4107629,100.0,27.41,1.0
NVDL,j_2cond_rsi_vix,25,-15,20,3.0,1,False,26,4098531,53.8,5.26,1.0
ROBN,j_btc_rsi_low_pull,30,-15,15,4.0,1,False,5,4084777,80.0,20.44,1.0
ROBN,j_mstr_below_vix,40,-20,20,4.0,1,False,3,4083690,100.0,34.06,1.0
ROBN,j_2cond_rsi_vix,30,-15,15,4.0,1,False,22,4080539,45.5,4.64,1.0
PTIR,j_mstr_below_btc_low,40,-20,30,5.0,1,False,13,4064059,46.2,6.26,1.0
ROBN,j_2cond_rsi_vix,30,-20,45,2.0,2,False,19,4055419,52.6,5.82,1.26
AMDL,j_2cond_rsi_vix,25,-15,20,3.0,1,False,22,4051579,50.0,6.14,1.0
ROBN,j_pullback_macd,30,-15,15,4.0,1,False,3,4050539,100.0,33.79,1.0
CONL,j_2cond_rsi_vix,40,-20,30,2.0,3,False,29,4030905,34.5,-0.59,1.41
IREN,j_mstr_below_btc_low,30,-20,30,3.0,1,False,19,4010778,57.9,7.04,1.0
ROBN,j_btc_rsi_low_trend,40,-20,30,2.0,3,False,5,4007172,60.0,14.06,2.0
AMDL,j_triple_neutral,40,-20,20,4.0,1,False,5,3998186,80.0,20.01,1.0
CONL,j_btc_rsi_low_trend,60,-25,60,2.0,5,False,10,3973559,30.0,-0.66,2.5
ROBN,j_vcp_pullback,40,-20,30,3.0,1,False,4,3973252,75.0,33.14,1.0
MSTX,j_btc_rsi_low_trend,40,-20,30,2.0,3,False,4,3955130,75.0,35.23,1.5
IREN,j_mstr_below_btc_low,30,-15,15,4.0,1,False,24,3954970,50.0,4.12,1.0
ROBN,j_2cond_pull_vix,30,-15,15,4.0,1,False,3,3940741,100.0,32.87,1.0
PTIR,j_btc_rsi_low_trend,30,-20,45,2.0,2,False,10,3910948,50.0,8.06,1.7
NVDL,j_mstr_below_btc_low,60,-25,60,3.0,3,True,21,3906316,23.8,-0.14,1.81
MSTX,j_vcp_pullback,40,-20,20,4.0,1,False,4,3894316,50.0,24.36,1.0
AMDL,j_triple_neutral,80,-25,90,3.0,3,False,3,3857965,33.3,12.5,2.33
NVDL,j_di_vix_rsi,50,-25,45,5.0,1,False,7,3838971,71.4,10.98,1.0
CONL,j_2cond_pull_vix,60,-25,60,2.0,5,False,3,3835170,100.0,63.98,1.0
NVDL,j_2cond_rsi_vix,30,-20,30,3.0,1,False,19,3829801,52.6,6.73,1.0
MSTX,j_btc_rsi_low_trend,30,-20,30,3.0,1,False,4,3817299,75.0,31.84,1.0
AMDL,j_triple_neutral,50,-25,45,5.0,1,False,4,3815505,50.0,19.1,1.0
IREN,j_mstr_below_btc_low,50,-25,45,2.0,3,False,12,3810852,41.7,5.85,2.17
MSTX,j_btc_rsi_vix,30,-20,30,3.0,1,False,4,3777069,75.0,31.51,1.0
MSTX,j_di_vix_rsi,80,-25,90,3.0,3,True,5,3771008,40.0,19.58,1.4
MSTX,j_di_vix_rsi,40,-20,30,2.0,3,False,5,3759222,60.0,26.22,1.4
IREN,j_di_vix_rsi,80,-25,90,3.0,3,False,4,3745041,50.0,12.12,2.0
CONL,j_vix_qqq_pullback,50,-25,45,2.0,3,False,3,3732379,100.0,62.27,1.0
NVDL,j_btc_rsi_low_trend,40,-20,30,2.0,3,False,9,3723956,44.4,3.6,1.67
MSTX,j_triple_neutral,40,-20,20,4.0,1,False,3,3721347,66.7,31.04,1.0
ROBN,j_triple_neutral,30,-20,30,3.0,1,False,3,3715561,100.0,41.33,1.0
ROBN,j_vix_optimal,30,-20,30,3.0,1,False,3,3715561,100.0,41.33,1.0
IREN,j_di_vix_rsi,60,-25,60,3.0,3,True,7,3702856,28.6,5.51,1.57
AMDL,j_2cond_rsi_vix,60,-25,60,3.0,3,True,28,3698282,35.7,0.19,1.39
MSTX,j_btc_rsi_vix,40,-20,30,2.0,3,False,4,3695470,75.0,36.01,1.75
ROBN,j_vix_optimal,30,-15,15,4.0,1,False,3,3693439,100.0,30.81,1.0
ROBN,j_triple_neutral,30,-15,15,4.0,1,False,3,3693439,100.0,30.81,1.0
ROBN,j_btc_rsi_low_trend,40,-20,30,3.0,1,False,7,3689998,71.4,17.59,1.0
CONL,j_2cond_pull_vix,50,-25,45,2.0,3,False,3,3688424,100.0,61.54,1.0
ROBN,j_mstr_below_vix,40,-20,30,5.0,1,False,3,3681207,66.7,24.57,1.0
ROBN,j_vix_optimal,30,-20,45,2.0,2,False,3,3679070,100.0,41.26,1.67
ROBN,j_triple_neutral,30,-20,45,2.0,2,False,3,3679070,100.0,41.26,1.67
MSTX,j_vix_optimal,50,-25,45,5.0,1,False,4,3676967,50.0,18.4,1.0
PTIR,j_di_vix_rsi,60,-25,60,3.0,3,True,7,3676659,57.1,15.98,1.86
PTIR,j_btc_rsi_low_trend,40,-20,30,3.0,1,False,12,3671281,50.0,10.21,1.0
NVDL,j_mstr_below_btc_low,60,-25,60,2.0,5,False,12,3665640,33.3,1.01,2.25
AMDL,j_triple_neutral,30,-15,15,4.0,1,False,5,3642343,80.0,18.23,1.0
MSTX,j_btc_rsi_vix,50,-25,45,2.0,3,False,3,3634114,66.7,37.58,2.0
IREN,j_triple_neutral,80,-25,90,3.0,3,True,3,3617744,33.3,21.24,1.33
MSTX,j_btc_rsi_low_trend,30,-20,45,2.0,2,False,4,3617579,75.0,36.94,1.25
MSTX,j_di_vix_rsi,50,-25,45,2.0,3,False,4,3611336,50.0,22.38,1.5
ROBN,j_di_pullback,50,-25,45,2.0,3,False,3,3608453,100.0,42.04,2.0
ROBN,j_2cond_pull_btcrsi,50,-25,45,2.0,3,False,3,3608453,100.0,42.04,2.0
ROBN,j_mstr_below_btc_low,60,-25,60,3.0,3,False,7,3590311,28.6,-2.1,1.86
ROBN,j_mstr_below_vix,50,-25,45,5.0,1,False,3,3568586,66.7,23.81,1.0
NVDL,j_vcp_pullback,80,-25,90,2.0,5,False,3,3560254,66.7,20.38,2.0
NVDL,j_vcp_pullback,60,-25,60,3.0,3,False,3,3535685,66.7,12.53,2.0
AMDL,j_2cond_rsi_vix,80,-25,90,3.0,3,False,11,3530819,36.4,1.36,1.82
PTIR,j_di_vix_rsi,40,-20,30,3.0,1,False,6,3523284,66.7,19.59,1.0
PTIR,j_mstr_below_btc_low,30,-20,30,3.0,1,False,16,3516448,50.0,7.33,1.0
NVDL,j_vcp_pullback,60,-25,60,3.0,3,True,3,3514333,66.7,14.42,2.0
CONL,j_btc_rsi_low_trend,30,-15,15,4.0,1,False,15,3510966,46.7,5.86,1.0
ROBN,j_pullback_macd,60,-25,60,2.0,5,False,3,3508613,100.0,58.54,1.0
PTIR,j_di_vix_rsi,80,-25,90,3.0,3,True,7,3484431,57.1,15.06,1.86
MSTX,j_vcp_pullback,50,-25,45,2.0,3,False,4,3475450,50.0,23.58,1.5
NVDL,j_btc_rsi_low_trend,80,-25,90,3.0,3,False,7,3474027,42.9,2.12,1.86
AMDL,j_vcp_pullback,50,-25,45,5.0,1,False,6,3460018,50.0,11.54,1.0
ROBN,j_di_vix_rsi,30,-20,30,3.0,1,False,4,3458911,75.0,28.85,1.0
ROBN,j_di_pullback,25,-15,20,3.0,1,False,6,3455709,83.3,19.22,1.0
ROBN,j_2cond_pull_btcrsi,25,-15,20,3.0,1,False,6,3455709,83.3,19.22,1.0
MSTX,j_vix_optimal,40,-20,30,2.0,3,False,5,3442584,60.0,26.28,1.6
IREN,j_vix_optimal,80,-25,90,3.0,3,True,4,3417988,25.0,15.87,1.75
IREN,j_btc_rsi_vix,80,-25,90,3.0,3,True,4,3417988,25.0,15.87,1.75
IREN,j_di_vix_rsi,50,-25,45,5.0,1,False,5,3403131,60.0,13.63,1.0
MSTX,j_vix_optimal,30,-20,30,3.0,1,False,5,3397740,60.0,22.67,1.0
ROBN,j_2cond_pull_btcrsi,40,-20,30,2.0,3,False,4,3389683,75.0,35.7,1.5
ROBN,j_di_pullback,40,-20,30,2.0,3,False,4,3389683,75.0,35.7,1.5
PTIR,j_btc_rsi_low_trend,25,-15,20,3.0,1,False,14,3386951,50.0,8.07,1.0
IREN,j_vcp_pullback,80,-25,90,3.0,3,True,3,3368415,33.3,15.42,2.33
MSTX,j_btc_rsi_vix,30,-20,45,2.0,2,False,4,3357919,75.0,37.72,1.5
MSTX,j_vix_optimal,50,-25,45,2.0,3,False,4,3351123,50.0,24.64,1.75
ROBN,j_btc_rsi_low_trend,30,-20,45,2.0,2,False,7,3335957,57.1,13.56,1.57
ROBN,j_pullback_macd,50,-25,45,2.0,3,False,3,3331875,100.0,55.59,1.0
IREN,j_pullback_macd,80,-25,90,3.0,3,False,6,3305601,33.3,9.02,1.17
IREN,j_btc_rsi_low_pull,80,-25,90,3.0,3,False,6,3305601,33.3,9.02,1.17
IREN,j_di_pullback,80,-25,90,3.0,3,False,6,3305601,33.3,9.02,1.17
IREN,j_2cond_pull_btcrsi,80,-25,90,3.0,3,False,6,3305601,33.3,9.02,1.17
CONL,j_2cond_rsi_vix,30,-20,45,2.0,2,False,31,3304262,38.7,1.35,1.26
CONL,j_2cond_pull_vix,40,-20,30,5.0,1,False,3,3296990,66.7,22.0,1.0
AMDL,j_mstr_below_btc_low,40,-20,20,4.0,1,False,16,3294748,50.0,5.15,1.0
IREN,j_di_vix_rsi,60,-25,60,3.0,3,False,4,3287680,50.0,14.68,2.0
CONL,j_2cond_rsi_vix,25,-15,20,3.0,1,False,36,3280007,38.9,3.04,1.0
PTIR,j_btc_rsi_low_trend,30,-20,30,3.0,1,False,13,3275722,53.8,8.41,1.0
MSTX,j_2cond_rsi_vix,50,-25,45,5.0,1,False,24,3274881,37.5,2.73,1.0
IREN,j_2cond_rsi_vix,50,-25,45,2.0,3,False,14,3268796,42.9,4.63,1.43
IREN,j_2cond_pull_vix,60,-25,60,3.0,3,False,3,3239510,66.7,36.03,1.0
ROBN,j_btc_rsi_low_trend,50,-25,45,2.0,3,False,5,3238165,60.0,14.35,2.0
MSTX,j_triple_neutral,30,-15,15,4.0,1,False,3,3236946,100.0,27.0,1.0
ROBN,j_pullback_deep_bounce,30,-15,15,4.0,1,False,3,3232701,100.0,26.97,1.0
NVDL,j_di_vix_rsi,60,-25,60,3.0,3,False,6,3223710,66.7,3.5,1.67
ROBN,j_2cond_rsi_vix,50,-25,45,2.0,3,False,15,3218746,46.7,0.72,1.4
ROBN,j_vcp_pullback,30,-20,45,2.0,2,False,4,3218424,75.0,24.95,1.5
PTIR,j_vix_optimal,40,-20,20,4.0,1,False,7,3214982,71.4,11.49,1.0
ROBN,j_mstr_below_btc_low,50,-25,45,5.0,1,False,8,3212397,50.0,8.04,1.0
ROBN,j_btc_rsi_low_trend,30,-15,15,4.0,1,False,8,3210212,62.5,10.04,1.0
IREN,j_di_vix_rsi,30,-15,15,4.0,1,False,8,3191472,62.5,9.98,1.0
NVDL,j_vix_optimal,30,-15,15,4.0,1,False,3,3190100,100.0,26.61,1.0
NVDL,j_triple_neutral,30,-15,15,4.0,1,False,3,3190100,100.0,26.61,1.0
ROBN,j_vcp_pullback,50,-25,45,2.0,3,False,3,3188731,66.7,29.24,1.67
ROBN,j_pullback_deep_bounce,40,-20,30,3.0,1,False,3,3187774,100.0,35.46,1.0
IREN,j_mstr_below_vix,80,-25,90,3.0,3,True,5,3170035,20.0,11.72,1.8
PTIR,j_mstr_below_vix,50,-25,45,5.0,1,False,3,3169850,66.7,21.15,1.0
MSTX,j_vcp_pullback,30,-20,30,3.0,1,False,5,3162517,60.0,21.1,1.0
NVDL,j_2cond_rsi_vix,50,-25,45,2.0,3,False,13,3153565,61.5,8.04,1.77
PTIR,j_di_vix_rsi,50,-25,45,2.0,3,False,5,3152160,60.0,16.66,2.2
NVDL,j_btc_rsi_low_trend,50,-25,45,2.0,3,False,8,3135506,50.0,2.64,1.75
PTIR,j_vcp_pullback,50,-25,45,5.0,1,False,4,3135231,75.0,15.69,1.0
ROBN,j_btc_rsi_low_pull,30,-20,30,3.0,1,False,4,3130486,100.0,26.11,1.0
PTIR,j_mstr_below_btc_low,50,-25,45,5.0,1,False,11,3125280,45.5,5.69,1.0
ROBN,j_di_vix_rsi,30,-20,45,2.0,2,False,4,3124421,75.0,24.01,1.5
IREN,j_2cond_pull_vix,80,-25,90,2.0,5,False,3,3116925,66.7,52.0,1.0
ROBN,j_mstr_below_btc_low,60,-25,60,3.0,3,True,14,3114463,21.4,-2.17,1.57
ROBN,j_vix_qqq_pullback,30,-20,30,3.0,1,False,3,3110781,100.0,34.6,1.0
MSTX,j_btc_rsi_low_pull,80,-25,90,3.0,3,False,3,3108159,33.3,12.02,1.33
MSTX,j_2cond_pull_btcrsi,80,-25,90,3.0,3,False,3,3108159,33.3,12.02,1.33
CONL,j_vix_neutral_pullback,40,-20,30,5.0,1,False,3,3101612,66.7,20.7,1.0
ROBN,j_di_vix_rsi,50,-25,45,2.0,3,False,3,3098249,66.7,28.13,1.67
NVDL,j_2cond_rsi_vix,30,-15,15,4.0,1,False,26,3079406,53.8,2.96,1.0
MSTX,j_vix_optimal,30,-20,45,2.0,2,False,5,3074928,60.0,27.34,1.4
ROBN,j_mstr_below_btc_low,60,-25,60,2.0,5,False,7,3062399,28.6,-6.05,2.43
ROBN,j_di_vix_rsi,30,-15,15,4.0,1,False,4,3057924,75.0,19.13,1.0
ROBN,j_mstr_below_btc_low,80,-25,90,3.0,3,True,13,3054467,15.4,-2.56,1.54
CONL,j_vix_qqq_pullback,40,-20,30,5.0,1,False,3,3051652,66.7,20.36,1.0
ROBN,j_di_pullback,30,-20,45,2.0,2,False,5,3039489,100.0,29.02,1.2
ROBN,j_2cond_pull_btcrsi,30,-20,45,2.0,2,False,5,3039489,100.0,29.02,1.2
ROBN,j_pullback_macd,30,-20,30,3.0,1,False,3,3037904,100.0,33.79,1.0
ROBN,j_mstr_below_btc_low,50,-25,45,2.0,3,False,9,3037224,44.4,-0.22,1.78
PTIR,j_btc_rsi_vix,40,-20,30,3.0,1,False,7,3036050,71.4,14.47,1.0
MSTX,j_di_vix_rsi,50,-25,45,5.0,1,False,4,3026478,50.0,15.15,1.0
ROBN,j_btc_rsi_low_trend,40,-20,20,4.0,1,False,7,3026128,57.1,10.82,1.0
IREN,j_vcp_pullback,80,-25,90,3.0,3,False,3,3024676,33.3,8.83,2.33
CONL,j_vix_neutral_pullback,60,-25,60,3.0,3,False,3,3013535,66.7,33.52,1.0
AMDL,j_triple_neutral,40,-20,30,3.0,1,False,4,3013462,75.0,25.14,1.0
MSTX,j_2cond_rsi_vix,80,-25,90,2.0,5,False,19,2974666,26.3,-3.94,1.58
PTIR,j_vix_optimal,40,-20,30,5.0,1,False,6,2963358,66.7,9.89,1.0
ROBN,j_2cond_pull_vix,30,-20,30,3.0,1,False,3,2955556,100.0,32.87,1.0
ROBN,j_vcp_pullback,30,-15,15,4.0,1,False,4,2949204,75.0,18.45,1.0
ROBN,j_2cond_rsi_vix,40,-20,30,2.0,3,False,17,2931685,41.2,1.49,1.35
ROBN,j_pullback_macd,40,-20,30,2.0,3,False,3,2914809,100.0,48.63,1.0
MSTX,j_2cond_rsi_vix,50,-25,45,2.0,3,False,23,2909190,34.8,0.29,1.35
AMDL,j_2cond_rsi_vix,80,-25,90,3.0,3,True,24,2897942,37.5,-1.09,1.5
NVDL,j_btc_rsi_low_trend,40,-20,30,5.0,1,False,9,2892388,44.4,6.43,1.0
ROBN,j_pullback_macd,25,-15,20,3.0,1,False,3,2890062,100.0,32.14,1.0
AMDL,j_triple_neutral,25,-15,20,3.0,1,False,5,2887824,80.0,19.27,1.0
PTIR,j_vcp_pullback,80,-25,90,3.0,3,False,3,2865392,66.7,23.52,1.67
NVDL,j_2cond_rsi_vix,40,-20,30,3.0,1,False,17,2862595,47.1,5.62,1.0
MSTX,j_vcp_pullback,40,-20,30,3.0,1,False,4,2838700,50.0,23.68,1.0
MSTU,j_di_vix_rsi,60,-25,60,3.0,3,True,5,2834666,60.0,18.92,1.0
AMDL,j_triple_neutral,30,-20,30,3.0,1,False,4,2800995,75.0,23.36,1.0
CONL,j_btc_rsi_low_trend,80,-25,90,2.0,5,False,10,2794883,20.0,2.22,2.4
CONL,j_vix_neutral_pullback,50,-25,45,3.0,3,False,3,2793416,66.7,31.07,1.0
NVDL,j_di_vix_rsi,60,-25,60,3.0,3,True,6,2792300,33.3,3.21,1.67
AMDL,j_mstr_below_btc_low,50,-25,45,5.0,1,False,12,2790884,50.0,4.66,1.0
IREN,j_2cond_rsi_vix,40,-20,30,3.0,1,False,17,2777286,52.9,5.45,1.0
NVDL,j_vix_optimal,30,-20,45,2.0,2,False,3,2775113,100.0,31.68,1.67
NVDL,j_triple_neutral,30,-20,45,2.0,2,False,3,2775113,100.0,31.68,1.67
ROBN,j_btc_rsi_low_pull,40,-20,20,4.0,1,False,4,2766993,75.0,17.31,1.0
ROBN,j_vix_optimal,25,-15,20,3.0,1,False,3,2766906,100.0,30.77,1.0
ROBN,j_triple_neutral,25,-15,20,3.0,1,False,3,2766906,100.0,30.77,1.0
NVDL,j_vcp_pullback,40,-20,30,5.0,1,False,4,2766260,75.0,13.85,1.0
PTIR,j_vix_optimal,60,-25,60,3.0,3,True,7,2763920,42.9,12.89,1.29
NVDL,j_triple_neutral,40,-20,20,4.0,1,False,3,2760231,100.0,23.02,1.0
NVDL,j_vix_optimal,40,-20,20,4.0,1,False,3,2760231,100.0,23.02,1.0
PTIR,j_btc_rsi_vix,30,-20,45,2.0,2,False,6,2754403,66.7,14.76,1.33
ROBN,j_mstr_below_btc_low,30,-20,45,2.0,2,False,10,2752136,50.0,5.34,1.5
NVDL,j_2cond_rsi_vix,40,-20,30,2.0,3,False,16,2738321,50.0,3.07,1.75
MSTX,j_2cond_rsi_vix,30,-20,45,2.0,2,False,28,2735997,32.1,1.87,1.21
ROBN,j_2cond_pull_vix,25,-15,20,3.0,1,False,3,2711280,100.0,30.16,1.0
MSTX,j_triple_neutral,40,-20,30,3.0,1,False,3,2708973,66.7,30.13,1.0
IREN,j_2cond_pull_vix,50,-25,45,3.0,3,False,3,2703716,66.7,30.07,1.0
IREN,j_vcp_pullback,60,-25,60,3.0,3,False,4,2679953,50.0,20.58,1.75
MSTX,j_di_vix_rsi,25,-15,20,3.0,1,False,6,2670606,66.7,14.85,1.0
PTIR,j_mstr_below_btc_low,60,-25,60,3.0,3,False,10,2662312,40.0,3.16,2.2
IREN,j_di_pullback,40,-20,20,4.0,1,False,8,2654959,50.0,8.31,1.0
IREN,j_2cond_pull_btcrsi,40,-20,20,4.0,1,False,8,2654959,50.0,8.31,1.0
IREN,j_btc_rsi_low_pull,40,-20,20,4.0,1,False,8,2654959,50.0,8.31,1.0
IREN,j_pullback_macd,40,-20,20,4.0,1,False,8,2654959,50.0,8.31,1.0
MSTX,j_triple_neutral,40,-20,30,2.0,3,False,3,2644892,66.7,25.11,1.67
NVDL,j_2cond_rsi_vix,30,-20,45,2.0,2,False,17,2617536,58.8,5.36,1.53
ROBN,j_btc_rsi_low_pull,40,-20,30,3.0,1,False,3,2579326,100.0,28.69,1.0
AMDL,j_triple_neutral,80,-25,90,2.0,5,False,3,2571977,33.3,12.5,2.33
PTIR,j_vix_optimal,80,-25,90,3.0,3,True,7,2571691,42.9,11.97,1.29
IREN,j_vcp_pullback,60,-25,60,3.0,3,True,5,2543330,20.0,8.75,1.6
IREN,j_di_vix_rsi,40,-20,20,4.0,1,False,8,2532898,62.5,7.92,1.0
MSTX,j_2cond_rsi_vix,40,-20,30,2.0,3,False,27,2531457,29.6,0.74,1.3
IREN,j_2cond_pull_vix,40,-20,20,4.0,1,False,3,2530444,66.7,21.11,1.0
PTIR,j_mstr_below_vix,80,-25,90,3.0,3,False,3,2515232,66.7,27.92,1.67
PTIR,j_vcp_pullback,60,-25,60,3.0,3,False,4,2510927,75.0,15.89,1.25
NVDL,j_vix_optimal,25,-15,20,3.0,1,False,3,2505965,100.0,27.87,1.0
NVDL,j_triple_neutral,25,-15,20,3.0,1,False,3,2505965,100.0,27.87,1.0
ROBN,j_vix_qqq_pullback,25,-15,20,3.0,1,False,3,2484497,100.0,27.63,1.0
ROBN,j_mstr_below_vix,30,-20,45,2.0,2,False,3,2479491,66.7,21.25,1.67
ROBN,j_btc_rsi_low_trend,25,-15,20,3.0,1,False,8,2466148,62.5,10.29,1.0
AMDL,j_triple_neutral,60,-25,60,3.0,3,False,3,2455127,33.3,6.96,2.33
NVDL,j_triple_neutral,30,-20,30,3.0,1,False,3,2449873,100.0,27.25,1.0
NVDL,j_vix_optimal,30,-20,30,3.0,1,False,3,2449873,100.0,27.25,1.0
PTIR,j_mstr_below_btc_low,40,-20,30,3.0,1,False,13,2438436,46.2,6.26,1.0
ROBN,j_mstr_below_btc_low,30,-20,30,3.0,1,False,11,2430108,54.5,7.37,1.0
AMDL,j_triple_neutral,40,-20,30,2.0,3,False,4,2427395,75.0,22.13,1.75
AMDL,j_di_vix_rsi,80,-25,90,3.0,3,True,7,2424433,57.1,5.42,1.71
PTIR,j_btc_rsi_vix,60,-25,60,3.0,3,True,8,2422438,37.5,9.85,1.25
AMDL,j_mstr_below_btc_low,60,-25,60,3.0,3,False,10,2406489,40.0,2.61,2.2
ROBN,j_di_vix_rsi,40,-20,30,2.0,3,False,3,2399202,66.7,27.0,1.67
NVDL,j_di_vix_rsi,60,-25,60,2.0,5,False,6,2394840,66.7,2.22,1.83
MSTX,j_vcp_pullback,40,-20,30,2.0,3,False,4,2393826,50.0,21.63,1.25
NVDL,j_di_vix_rsi,40,-20,30,5.0,1,False,7,2393711,57.1,6.85,1.0
CONL,j_2cond_rsi_vix,30,-20,30,3.0,1,False,32,2392521,40.6,2.49,1.0
ROBN,j_btc_rsi_low_pull,30,-20,45,2.0,2,False,4,2388060,100.0,28.12,1.25
ROBN,j_2cond_rsi_vix,25,-15,20,3.0,1,False,22,2387771,45.5,3.62,1.0
ROBN,j_2cond_pull_vix,30,-20,45,2.0,2,False,3,2382712,100.0,32.36,1.33
ROBN,j_btc_rsi_low_trend,30,-20,30,3.0,1,False,7,2374812,57.1,11.32,1.0
IREN,j_triple_neutral,60,-25,60,3.0,3,True,4,2364279,25.0,8.45,1.25
IREN,j_mstr_below_vix,60,-25,60,3.0,3,True,5,2364137,20.0,8.23,1.8
MSTX,j_vcp_pullback,30,-20,45,2.0,2,False,4,2363721,50.0,21.25,1.25
NVDL,j_vcp_pullback,60,-25,60,2.0,5,False,3,2357123,66.7,12.53,2.0
NVDL,j_btc_rsi_low_trend,40,-20,20,4.0,1,False,10,2355904,50.0,5.9,1.0
IREN,j_mstr_below_btc_low,25,-15,20,3.0,1,False,24,2345343,45.8,3.26,1.0
PTIR,j_mstr_below_btc_low,25,-15,20,3.0,1,False,21,2320855,42.9,3.69,1.0
NVDL,j_vcp_pullback,50,-25,45,5.0,1,False,3,2317196,66.7,15.46,1.0
ROBN,j_di_vix_rsi,25,-15,20,3.0,1,False,4,2290270,75.0,19.1,1.0
MSTX,j_triple_neutral,30,-20,45,2.0,2,False,3,2277236,66.7,26.89,1.33
ROBN,j_btc_rsi_low_pull,40,-20,30,2.0,3,False,3,2272937,66.7,28.18,1.67
AMDL,j_vcp_pullback,40,-20,30,5.0,1,False,7,2272455,42.9,6.5,1.0
IREN,j_2cond_rsi_vix,30,-20,45,2.0,2,False,15,2239724,46.7,2.52,1.33
AMDL,j_triple_neutral,30,-20,45,2.0,2,False,4,2238926,75.0,20.74,1.75
IREN,j_btc_rsi_vix,60,-25,60,3.0,3,True,5,2238098,20.0,6.72,1.6
IREN,j_vix_optimal,60,-25,60,3.0,3,True,5,2238098,20.0,6.72,1.6
CONL,j_pullback_deep_bounce,50,-25,45,5.0,1,False,5,2234661,40.0,8.95,1.0
PTIR,j_mstr_below_btc_low,30,-20,45,2.0,2,False,13,2230291,46.2,2.63,1.62
NVDL,j_btc_rsi_low_trend,80,-25,90,2.0,5,False,7,2217360,42.9,-0.13,2.43
ROBN,j_pullback_deep_bounce,60,-25,60,3.0,3,True,3,2212613,66.7,24.61,1.0
ROBN,j_mstr_below_vix,40,-20,30,3.0,1,False,3,2208724,66.7,24.57,1.0
ROBN,j_vcp_pullback,30,-20,30,3.0,1,False,4,2207722,75.0,18.42,1.0
IREN,j_2cond_pull_btcrsi,80,-25,90,2.0,5,False,6,2203734,33.3,9.02,1.17
IREN,j_pullback_macd,80,-25,90,2.0,5,False,6,2203734,33.3,9.02,1.17
IREN,j_btc_rsi_low_pull,80,-25,90,2.0,5,False,6,2203734,33.3,9.02,1.17
IREN,j_di_pullback,80,-25,90,2.0,5,False,6,2203734,33.3,9.02,1.17
ROBN,j_vcp_pullback,25,-15,20,3.0,1,False,4,2201379,75.0,18.36,1.0
ROBN,j_btc_rsi_low_pull,25,-15,20,3.0,1,False,5,2188723,80.0,14.61,1.0
AMDL,j_di_vix_rsi,30,-15,15,4.0,1,False,9,2180360,55.6,6.06,1.0
PTIR,j_mstr_below_btc_low,30,-15,15,4.0,1,False,21,2168828,42.9,2.58,1.0
NVDL,j_vcp_pullback,30,-15,15,4.0,1,False,4,2163794,75.0,13.54,1.0
IREN,j_di_vix_rsi,80,-25,90,2.0,5,False,4,2160354,50.0,12.29,2.25
IREN,j_2cond_pull_vix,60,-25,60,2.0,5,False,3,2159673,66.7,36.03,1.0
NVDL,j_di_vix_rsi,30,-20,45,2.0,2,False,7,2155505,71.4,9.15,1.29
PTIR,j_vcp_pullback,50,-25,45,3.0,3,False,4,2152467,75.0,14.77,1.25
AMDL,j_pullback_deep_bounce,30,-15,15,4.0,1,False,3,2125747,66.7,17.73,1.0
