ticker,signal,thresh,direction,target,stop,hold,n,pnl,wr,avg
AMDL,btc_pct_ma20,-5,above,20,-20,30,40,559334,47.5,1.4
ROBN,btc_pct_ma20,5,above,12,-10,20,9,558411,55.6,6.21
MSTU,btc_ret3,5,above,12,-10,20,20,551191,45.0,2.76
AMDL,btc_rsi,30,below,20,-15,20,20,548096,40.0,2.74
ROBN,btc_rsi,35,below,30,-20,45,17,543906,41.2,3.2
AMDL,btc_rsi,30,below,15,-20,30,18,540893,55.6,3.01
MSTU,btc_ret3,5,above,15,-20,30,18,540463,55.6,3.01
ROBN,btc_rsi,35,below,20,-20,30,18,533352,44.4,2.97
ROBN,btc_pct_ma20,5,above,25,-15,20,7,524620,57.1,7.5
AMDL,btc_pct_ma20,0,above,30,-20,45,23,522358,43.5,2.27
ROBN,btc_mstr_combo,55,above,20,-20,30,14,518532,57.1,3.71
AMDL,btc_mstr_combo,55,above,15,-20,30,25,512654,48.0,2.05
AMDL,btc_rsi,35,below,25,-20,30,19,509126,42.1,2.68
AMDL,btc_pct_ma20,0,above,15,-20,30,34,507638,50.0,1.49
AMDL,btc_ret3,5,above,20,-15,20,21,506890,42.9,2.42
ROBN,btc_rsi,60,above,20,-20,30,11,498153,54.5,4.53
PTIR,btc_rsi,30,below,12,-10,20,18,496573,55.6,2.76
AMDL,mstr_pct_ma20,0,above,20,-15,20,30,480113,43.3,1.6
CONL,btc_rsi,30,below,15,-15,20,28,480106,42.9,1.72
ROBN,btc_rsi,30,below,15,-15,20,16,475611,50.0,2.98
AMDL,mstr_rsi,35,below,20,-20,30,23,467594,47.8,2.04
AMDL,btc_mstr_combo,60,above,15,-15,20,20,465870,45.0,2.33
AMDL,mstr_pct_ma20,5,above,30,-20,45,19,463213,47.4,2.44
PTIR,mstr_rsi,35,below,15,-20,30,21,461187,57.1,2.2
NVDL,btc_rsi,35,below,25,-20,30,19,453098,47.4,2.39
AMDL,btc_ret3,5,above,25,-15,20,20,450903,40.0,2.26
MSTU,mstr_rsi,60,above,30,-20,45,13,450335,38.5,3.47
NVDL,btc_rsi,35,below,20,-15,20,22,449370,59.1,2.04
NVDL,btc_rsi,30,below,20,-15,20,19,448623,57.9,2.36
AMDL,btc_mstr_combo,55,above,20,-15,20,29,448210,44.8,1.55
ROBN,btc_rsi,35,below,25,-20,30,17,444739,41.2,2.62
AMDL,btc_pct_ma20,-5,above,15,-20,30,40,439710,47.5,1.1
NVDL,btc_pct_ma20,5,above,20,-15,20,25,429200,44.0,1.72
AMDL,btc_ret3,3,above,12,-10,20,38,416166,47.4,1.1
ROBN,btc_rsi,60,above,12,-10,20,17,414647,47.1,2.44
PTIR,btc_rsi,30,below,25,-20,30,17,406948,41.2,2.4
MSTU,btc_rsi,60,above,12,-10,20,32,406618,46.9,1.27
PTIR,mstr_rsi,35,below,20,-20,30,19,404372,52.6,2.13
ROBN,btc_pct_ma20,-5,above,12,-10,20,43,402879,48.8,0.94
AMDL,btc_ret3,3,above,15,-20,30,30,401537,50.0,1.34
NVDL,btc_rsi,35,below,25,-15,20,21,397363,57.1,1.89
AMDL,btc_pct_ma20,-5,above,15,-15,20,54,393628,46.3,0.73
ROBN,btc_pct_ma20,-5,above,15,-20,30,27,393412,59.3,1.46
AMDL,btc_rsi,60,above,15,-15,20,27,389121,48.1,1.44
AMDL,mstr_pct_ma20,0,above,20,-20,30,27,388593,44.4,1.44
MSTU,btc_pct_ma20,0,above,20,-15,20,35,385765,45.7,1.1
MSTU,btc_rsi,50,above,12,-10,20,50,381086,48.0,0.76
CONL,btc_rsi,30,below,20,-20,30,26,380500,38.5,1.46
AMDL,mstr_rsi,55,above,25,-20,30,21,379526,38.1,1.81
AMDL,btc_pct_ma20,0,above,12,-10,20,46,377170,45.7,0.82
AMDL,btc_rsi,40,above,12,-10,20,60,374361,46.7,0.62
AMDL,btc_pct_ma20,5,above,15,-20,30,20,369557,50.0,1.85
ROBN,btc_pct_ma20,-5,above,25,-20,30,22,366635,54.5,1.67
MSTU,btc_pct_ma20,5,above,12,-10,20,22,363804,45.5,1.66
AMDL,mstr_rsi,35,below,15,-20,30,23,350208,52.2,1.52
CONL,btc_rsi,30,below,25,-15,20,28,340921,39.3,1.22
CONL,btc_rsi,30,below,20,-15,20,28,340921,39.3,1.22
MSTU,mstr_rsi,60,above,20,-20,30,17,339913,47.1,2.0
AMDL,btc_pct_ma20,5,above,12,-10,20,26,335960,50.0,1.29
PTIR,mstr_rsi,35,below,25,-15,20,22,330896,45.5,1.51
NVDL,btc_rsi,30,below,25,-15,20,18,325048,55.6,1.81
MSTU,btc_pct_ma20,-5,above,12,-10,20,67,323849,44.8,0.48
AMDL,btc_ret3,3,above,20,-20,30,29,318987,41.4,1.1
NVDL,btc_rsi,35,below,30,-20,45,17,314892,41.2,1.85
PTIR,btc_rsi,30,below,25,-15,20,18,313018,44.4,1.74
MSTU,mstr_pct_ma20,5,above,15,-15,20,24,311812,45.8,1.3
MSTU,btc_mstr_combo,60,above,20,-15,20,22,301977,45.5,1.37
AMDL,btc_mstr_combo,55,above,15,-15,20,30,300702,46.7,1.0
AMDL,btc_ret3,3,above,25,-20,30,28,299922,42.9,1.07
MSTU,mstr_rsi,60,above,25,-20,30,16,288772,43.8,1.81
CONL,btc_rsi,30,below,12,-10,20,28,288146,46.4,1.03
MSTU,mstr_rsi,55,above,20,-15,20,25,284577,44.0,1.14
AMDL,mstr_pct_ma20,5,above,20,-20,30,24,278208,45.8,1.16
AMDL,btc_rsi,35,below,20,-15,20,23,267941,43.5,1.17
AMDL,btc_rsi,60,above,25,-15,20,26,267157,42.3,1.03
AMDL,btc_momentum3,0,above,20,-20,30,38,266643,39.5,0.7
ROBN,btc_pct_ma20,-5,above,25,-15,20,25,262985,52.0,1.05
ROBN,btc_rsi,35,below,15,-15,20,19,260062,47.4,1.37
ROBN,btc_rsi,50,above,20,-15,20,19,256423,42.1,1.35
PTIR,btc_rsi,30,below,20,-20,30,17,250919,41.2,1.48
MSTU,btc_mstr_combo,60,above,15,-15,20,23,247764,47.8,1.08
ROBN,btc_rsi,30,below,15,-20,30,16,243355,43.8,1.52
CONL,btc_rsi,35,below,15,-20,30,34,234599,41.2,0.69
AMDL,mstr_pct_ma20,5,above,25,-20,30,23,231350,43.5,1.01
AMDL,mstr_rsi,35,below,25,-15,20,22,230686,45.5,1.05
NVDL,btc_rsi,35,below,20,-20,30,19,230470,47.4,1.21
AMDL,btc_pct_ma20,-5,above,30,-20,45,30,228133,40.0,0.76
AMDL,btc_mstr_combo,55,above,25,-20,30,22,225023,36.4,1.02
CONL,btc_rsi,35,below,15,-15,20,35,224346,42.9,0.64
ROBN,btc_rsi,30,below,25,-20,30,15,224235,33.3,1.5
MSTU,btc_rsi,40,above,12,-10,20,64,219561,45.3,0.34
ROBN,btc_rsi,30,below,30,-20,45,14,208131,35.7,1.49
MSTU,btc_mstr_combo,60,above,25,-15,20,21,203367,42.9,0.97
AMDL,mstr_pct_ma20,0,above,15,-15,20,31,199372,41.9,0.64
ROBN,btc_pct_ma20,-5,above,20,-20,30,22,185426,54.5,0.84
AMDL,mstr_rsi,35,below,20,-15,20,26,181734,38.5,0.7
AMDL,mstr_pct_ma20,5,above,20,-15,20,26,181254,42.3,0.7
MSTU,mstr_rsi,55,above,25,-15,20,24,166692,41.7,0.7
AMDL,btc_momentum3,0,above,30,-20,45,31,164443,35.5,0.53
AMDL,btc_rsi,50,above,20,-20,30,32,157001,46.9,0.49
AMDL,btc_momentum3,0,above,15,-20,30,40,149871,42.5,0.38
AMDL,btc_rsi,30,below,15,-15,20,20,147333,40.0,0.74
ROBN,btc_rsi,50,above,15,-15,20,22,144915,45.5,0.66
PTIR,btc_rsi,30,below,20,-15,20,18,138598,44.4,0.77
MSTU,btc_pct_ma20,0,above,20,-20,30,31,136390,48.4,0.44
AMDL,btc_pct_ma20,5,above,25,-20,30,19,134880,36.8,0.71
ROBN,btc_pct_ma20,-5,above,20,-15,20,25,132515,48.0,0.53
AMDL,mstr_rsi,35,below,12,-10,20,28,119192,46.4,0.43
AMDL,btc_rsi,40,above,30,-20,45,28,119099,39.3,0.43
AMDL,mstr_rsi,60,above,12,-10,20,24,110481,45.8,0.46
AMDL,mstr_pct_ma20,5,above,15,-15,20,26,88709,42.3,0.34
AMDL,mstr_pct_ma20,0,above,25,-20,30,25,80622,40.0,0.32
PTIR,mstr_rsi,35,below,25,-20,30,19,78272,63.2,0.41
MSTU,btc_pct_ma20,0,above,15,-15,20,38,77429,47.4,0.2
ROBN,btc_rsi,30,below,20,-20,30,15,76781,33.3,0.51
MSTU,btc_ret3,5,above,15,-15,20,19,71464,47.4,0.38
AMDL,btc_pct_ma20,-5,above,20,-15,20,51,66802,43.1,0.13
MSTU,mstr_pct_ma20,5,above,25,-15,20,20,60455,40.0,0.3
AMDL,btc_rsi,30,below,12,-10,20,22,54272,45.5,0.25
AMDL,mstr_pct_ma20,5,above,25,-15,20,26,52069,38.5,0.2
AMDL,btc_rsi,50,above,25,-20,30,29,50945,37.9,0.18
MSTU,mstr_pct_ma20,5,above,20,-15,20,22,48446,40.9,0.22
AMDL,mstr_pct_ma20,0,above,30,-20,45,22,47992,40.9,0.22
CONL,btc_rsi,30,below,30,-20,45,25,41987,36.0,0.17
AMDL,mstr_pct_ma20,0,above,15,-20,30,30,38237,43.3,0.13
MSTU,btc_mstr_combo,60,above,25,-20,30,20,37897,45.0,0.19
AMDL,btc_rsi,35,below,15,-15,20,26,31721,38.5,0.12
MSTU,btc_pct_ma20,5,above,15,-15,20,20,26405,45.0,0.13
MSTU,mstr_rsi,55,above,30,-20,45,17,20314,35.3,0.12
AMDL,btc_pct_ma20,0,above,15,-15,20,36,15625,44.4,0.04
NVDL,btc_rsi,50,above,20,-15,20,44,2967,45.5,0.01
NVDL,btc_rsi,30,below,25,-20,30,14,-9726,42.9,-0.07
AMDL,mstr_pct_ma20,5,above,15,-20,30,25,-11893,44.0,-0.05
AMDL,mstr_pct_ma20,0,above,25,-15,20,29,-18554,37.9,-0.06
NVDL,btc_rsi,30,below,30,-20,45,13,-26128,30.8,-0.2
ROBN,btc_rsi,35,below,15,-20,30,19,-34302,42.1,-0.18
CONL,btc_pct_ma20,-10,below,15,-20,30,12,-39170,50.0,-0.33
CONL,btc_pct_ma20,-10,below,12,-10,20,12,-39170,50.0,-0.33
CONL,btc_pct_ma20,-10,below,20,-20,30,12,-39170,50.0,-0.33
CONL,btc_pct_ma20,-10,below,25,-20,30,12,-39170,50.0,-0.33
CONL,btc_pct_ma20,-10,below,15,-15,20,12,-39170,50.0,-0.33
CONL,btc_pct_ma20,-10,below,30,-20,45,12,-39170,50.0,-0.33
CONL,btc_pct_ma20,-10,below,20,-15,20,12,-39170,50.0,-0.33
CONL,btc_pct_ma20,-10,below,25,-15,20,12,-39170,50.0,-0.33
AMDL,btc_pct_ma20,0,above,25,-15,20,32,-50458,37.5,-0.16
AMDL,btc_rsi,35,below,30,-20,45,17,-54126,41.2,-0.32
MSTU,mstr_rsi,35,below,12,-10,20,27,-56016,37.0,-0.21
MSTU,btc_mstr_combo,55,above,15,-15,20,29,-78772,44.8,-0.27
AMDL,btc_rsi,50,above,30,-20,45,24,-80686,37.5,-0.34
MSTU,btc_mstr_combo,60,above,15,-20,30,21,-81344,47.6,-0.39
AMDL,btc_rsi,50,above,15,-20,30,33,-81420,45.5,-0.25
AMDL,mstr_rsi,35,below,15,-15,20,26,-87470,38.5,-0.34
CONL,btc_rsi,30,below,25,-20,30,25,-92004,32.0,-0.37
MSTU,btc_mstr_combo,55,above,12,-10,20,34,-92265,47.1,-0.27
MSTU,btc_mstr_combo,55,above,20,-15,20,25,-95021,40.0,-0.38
MSTU,btc_momentum3,0,above,30,-20,45,33,-102442,36.4,-0.31
AMDL,btc_rsi,50,above,12,-10,20,49,-105618,42.9,-0.22
MSTU,mstr_pct_ma20,0,above,20,-15,20,27,-124352,44.4,-0.46
MSTU,mstr_rsi,55,above,15,-20,30,24,-129382,50.0,-0.54
NVDL,btc_rsi,30,below,20,-20,30,14,-130354,42.9,-0.93
MSTU,btc_rsi,50,above,15,-15,20,42,-146888,45.2,-0.35
AMDL,btc_rsi,40,above,20,-20,30,39,-150715,43.6,-0.39
PTIR,btc_pct_ma20,-10,below,30,-20,45,9,-164708,33.3,-1.83
MSTU,btc_mstr_combo,55,above,30,-20,45,16,-165409,31.2,-1.03
AMDL,btc_rsi,40,above,15,-20,30,39,-178879,43.6,-0.46
AMDL,btc_rsi,40,above,20,-15,20,46,-179567,37.0,-0.39
AMDL,btc_pct_ma20,5,above,20,-15,20,22,-185355,40.9,-0.84
PTIR,btc_pct_ma20,-10,below,25,-20,30,9,-191609,33.3,-2.13
PTIR,btc_pct_ma20,-10,below,25,-15,20,9,-191609,33.3,-2.13
IREN,btc_pct_ma20,-10,below,12,-10,20,8,-192320,37.5,-2.41
MSTU,btc_mstr_combo,60,above,20,-20,30,20,-192489,45.0,-0.96
PTIR,btc_pct_ma20,-10,below,12,-10,20,9,-201522,44.4,-2.24
AMDL,btc_rsi,35,below,15,-20,30,21,-207628,47.6,-0.99
MSTU,btc_mstr_combo,60,above,30,-20,45,14,-211224,28.6,-1.51
MSTU,btc_mstr_combo,55,above,25,-20,30,20,-211794,40.0,-1.06
MSTU,mstr_rsi,55,above,25,-20,30,21,-212826,42.9,-1.01
MSTU,btc_mstr_combo,55,above,25,-15,20,24,-213450,37.5,-0.89
MSTU,btc_pct_ma20,-5,above,20,-15,20,50,-227163,42.0,-0.45
MSTU,mstr_rsi,35,below,15,-15,20,27,-231526,37.0,-0.86
AMDL,btc_rsi,40,above,25,-15,20,41,-241709,31.7,-0.59
AMDL,btc_momentum3,0,above,25,-20,30,38,-243302,31.6,-0.64
MSTU,mstr_pct_ma20,0,above,15,-15,20,29,-244015,44.8,-0.84
MSTU,btc_rsi,50,above,15,-20,30,33,-244211,48.5,-0.74
AMDL,btc_pct_ma20,0,above,20,-15,20,33,-248791,39.4,-0.75
MSTU,btc_ret3,5,above,20,-20,30,18,-249929,44.4,-1.39
AMDL,btc_rsi,35,below,12,-10,20,28,-251371,39.3,-0.9
AMDL,btc_pct_ma20,5,above,25,-15,20,21,-253316,33.3,-1.21
MSTU,btc_ret3,5,above,30,-20,45,16,-253457,37.5,-1.59
AMDL,mstr_rsi,60,above,30,-20,45,15,-259744,33.3,-1.73
PTIR,btc_pct_ma20,-10,below,20,-20,30,9,-268210,33.3,-2.98
PTIR,btc_pct_ma20,-10,below,20,-15,20,9,-268210,33.3,-2.98
AMDL,btc_rsi,35,below,20,-20,30,20,-274748,40.0,-1.38
AMDL,mstr_rsi,60,above,15,-20,30,20,-276183,45.0,-1.38
MSTU,mstr_pct_ma20,0,above,25,-15,20,25,-283567,40.0,-1.14
MSTU,btc_momentum3,0,above,20,-15,20,45,-287110,37.8,-0.64
PTIR,btc_pct_ma20,-10,below,15,-20,30,9,-297391,33.3,-3.31
PTIR,btc_pct_ma20,-10,below,15,-15,20,9,-297391,33.3,-3.31
IREN,btc_pct_ma20,-10,below,15,-15,20,8,-299879,37.5,-3.75
AMDL,btc_pct_ma20,-10,below,15,-20,30,8,-305832,50.0,-3.83
MSTU,mstr_pct_ma20,5,above,30,-20,45,14,-308773,28.6,-2.21
MSTU,btc_momentum3,0,above,12,-10,20,57,-310195,40.4,-0.54
AMDL,btc_pct_ma20,-10,below,20,-20,30,8,-311789,37.5,-3.9
AMDL,btc_pct_ma20,-10,below,20,-15,20,8,-322905,25.0,-4.04
MSTU,btc_pct_ma20,5,above,15,-20,30,18,-330317,44.4,-1.84
AMDL,btc_pct_ma20,-10,below,25,-20,30,7,-354371,42.9,-5.07
AMDL,btc_rsi,40,above,25,-20,30,37,-358931,35.1,-0.97
MSTU,btc_pct_ma20,0,above,15,-20,30,31,-359519,48.4,-1.16
CONL,btc_rsi,35,below,25,-15,20,34,-361803,35.3,-1.07
CONL,btc_rsi,35,below,20,-15,20,34,-361803,35.3,-1.07
AMDL,btc_pct_ma20,-10,below,12,-10,20,9,-364718,33.3,-4.06
AMDL,btc_pct_ma20,-10,below,25,-15,20,7,-365487,28.6,-5.23
MSTU,mstr_pct_ma20,5,above,15,-20,30,22,-365688,45.5,-1.66
MSTU,btc_pct_ma20,0,above,25,-15,20,29,-372498,37.9,-1.29
MSTU,btc_rsi,60,above,25,-20,30,22,-381686,40.9,-1.74
MSTU,btc_ret3,5,above,25,-20,30,17,-392208,41.2,-2.31
ROBN,btc_pct_ma20,-10,below,15,-15,20,9,-399590,44.4,-4.44
ROBN,btc_pct_ma20,-10,below,30,-20,45,9,-399590,44.4,-4.44
ROBN,btc_pct_ma20,-10,below,25,-15,20,9,-399590,44.4,-4.44
ROBN,btc_pct_ma20,-10,below,15,-20,30,9,-399590,44.4,-4.44
ROBN,btc_pct_ma20,-10,below,20,-20,30,9,-399590,44.4,-4.44
ROBN,btc_pct_ma20,-10,below,25,-20,30,9,-399590,44.4,-4.44
ROBN,btc_pct_ma20,-10,below,20,-15,20,9,-399590,44.4,-4.44
ROBN,btc_pct_ma20,-10,below,12,-10,20,9,-399590,44.4,-4.44
MSTU,btc_ret3,3,above,12,-10,20,38,-409324,36.8,-1.08
AMDL,btc_pct_ma20,5,above,15,-15,20,22,-409889,40.9,-1.86
CONL,btc_rsi,35,below,12,-10,20,36,-426982,41.7,-1.19
NVDL,btc_pct_ma20,-10,below,25,-20,30,4,-427066,25.0,-10.69
NVDL,btc_pct_ma20,-10,below,20,-20,30,4,-427066,25.0,-10.69
NVDL,btc_pct_ma20,-10,below,15,-20,30,4,-427066,25.0,-10.69
NVDL,btc_pct_ma20,-10,below,15,-15,20,5,-435635,20.0,-8.72
NVDL,btc_pct_ma20,-10,below,20,-15,20,5,-435635,20.0,-8.72
NVDL,btc_pct_ma20,-10,below,25,-15,20,5,-435635,20.0,-8.72
MSTU,mstr_pct_ma20,5,above,25,-20,30,19,-438786,36.8,-2.31
NVDL,btc_pct_ma20,-10,below,12,-10,20,7,-441696,28.6,-6.32
MSTU,btc_pct_ma20,5,above,20,-15,20,18,-445679,33.3,-2.48
IREN,btc_pct_ma20,-10,below,20,-15,20,7,-459558,28.6,-6.57
IREN,btc_pct_ma20,-10,below,25,-15,20,7,-459558,28.6,-6.57
MSTU,btc_pct_ma20,-10,below,15,-15,20,10,-467484,30.0,-4.68
MSTU,btc_pct_ma20,-10,below,12,-10,20,10,-467484,30.0,-4.68
MSTU,btc_pct_ma20,-10,below,15,-20,30,10,-467484,30.0,-4.68
MSTU,btc_rsi,30,below,12,-10,20,20,-474211,30.0,-2.37
NVDL,btc_pct_ma20,-10,below,30,-20,45,4,-478749,25.0,-11.98
MSTU,btc_rsi,60,above,15,-15,20,28,-480001,42.9,-1.72
AMDL,mstr_rsi,60,above,20,-20,30,18,-480778,38.9,-2.67
MSTU,btc_mstr_combo,55,above,20,-20,30,20,-485407,40.0,-2.43
MSTU,mstr_pct_ma20,0,above,30,-20,45,17,-486502,35.3,-2.86
MSTU,mstr_rsi,55,above,20,-20,30,21,-486983,42.9,-2.32
MSTU,btc_rsi,60,above,20,-15,20,26,-487658,38.5,-1.88
AMDL,btc_rsi,50,above,20,-15,20,36,-494934,38.9,-1.38
MSTU,btc_mstr_combo,55,above,15,-20,30,24,-503964,45.8,-2.1
AMDL,mstr_rsi,60,above,15,-15,20,22,-510719,36.4,-2.32
MSTU,btc_rsi,40,above,20,-15,20,49,-515772,40.8,-1.05
MSTU,btc_rsi,50,above,20,-15,20,36,-516551,38.9,-1.44
CONL,btc_rsi,35,below,20,-20,30,32,-518365,34.4,-1.62
MSTU,btc_ret3,5,above,20,-15,20,19,-526299,36.8,-2.77
AMDL,btc_pct_ma20,-10,below,30,-20,45,7,-526300,42.9,-7.53
AMDL,btc_pct_ma20,-10,below,15,-15,20,8,-530502,25.0,-6.64
MSTU,btc_pct_ma20,0,above,30,-20,45,20,-533598,30.0,-2.67
MSTU,btc_pct_ma20,-10,below,25,-20,30,10,-557503,30.0,-5.58
MSTU,btc_pct_ma20,-10,below,30,-20,45,10,-557503,30.0,-5.58
MSTU,btc_pct_ma20,-10,below,25,-15,20,10,-557503,30.0,-5.58
MSTU,btc_pct_ma20,-10,below,20,-15,20,10,-557503,30.0,-5.58
MSTU,btc_pct_ma20,-10,below,20,-20,30,10,-557503,30.0,-5.58
MSTU,btc_rsi,50,above,25,-20,30,29,-559611,41.4,-1.93
MSTU,btc_pct_ma20,5,above,25,-15,20,17,-566828,29.4,-3.34
AMDL,btc_rsi,40,above,15,-15,20,50,-579747,38.0,-1.16
MSTU,btc_rsi,60,above,25,-15,20,25,-586103,36.0,-2.35
AMDL,mstr_rsi,60,above,20,-15,20,20,-594330,35.0,-2.97
MSTU,mstr_pct_ma20,0,above,15,-20,30,26,-603614,46.2,-2.32
MSTU,btc_rsi,60,above,20,-20,30,22,-612237,40.9,-2.79
AMDL,mstr_rsi,60,above,25,-20,30,16,-626771,31.2,-3.92
MSTU,btc_rsi,60,above,15,-20,30,25,-630333,44.0,-2.52
MSTU,btc_ret3,5,above,25,-15,20,18,-632871,33.3,-3.52
MSTU,btc_rsi,50,above,20,-20,30,29,-638034,41.4,-2.2
AMDL,btc_rsi,50,above,25,-15,20,34,-646991,35.3,-1.9
MSTU,btc_rsi,30,below,15,-20,30,19,-647633,31.6,-3.41
MSTU,btc_momentum3,0,above,20,-20,30,38,-652151,39.5,-1.72
MSTU,mstr_pct_ma20,5,above,20,-20,30,20,-655335,40.0,-3.28
MSTU,btc_pct_ma20,0,above,25,-20,30,25,-659576,40.0,-2.64
MSTU,btc_rsi,60,above,30,-20,45,16,-667079,25.0,-4.17
MSTU,btc_rsi,30,below,20,-20,30,19,-696223,31.6,-3.67
MSTU,btc_rsi,30,below,25,-20,30,19,-696223,31.6,-3.67
AMDL,mstr_rsi,60,above,25,-15,20,19,-698427,36.8,-3.68
MSTU,btc_rsi,30,below,30,-20,45,19,-698831,26.3,-3.68
MSTU,btc_rsi,30,below,25,-15,20,20,-710968,25.0,-3.56
MSTU,mstr_rsi,35,below,20,-15,20,27,-738950,33.3,-2.74
MSTU,mstr_rsi,35,below,25,-15,20,27,-738950,33.3,-2.74
MSTU,btc_pct_ma20,-5,above,15,-15,20,53,-746319,43.4,-1.41
MSTU,btc_rsi,35,below,15,-20,30,26,-761512,34.6,-2.93
MSTU,btc_pct_ma20,5,above,30,-20,45,15,-771101,26.7,-5.15
IREN,btc_pct_ma20,-10,below,25,-20,30,7,-796661,14.3,-11.39
IREN,btc_pct_ma20,-10,below,15,-20,30,7,-796661,14.3,-11.39
IREN,btc_pct_ma20,-10,below,30,-20,45,7,-796661,14.3,-11.39
IREN,btc_pct_ma20,-10,below,20,-20,30,7,-796661,14.3,-11.39
MSTU,btc_rsi,40,above,30,-20,45,32,-804617,34.4,-2.52
MSTU,btc_rsi,30,below,20,-15,20,20,-810625,25.0,-4.06
MSTU,mstr_pct_ma20,0,above,25,-20,30,23,-843468,39.1,-3.67
AMDL,btc_rsi,50,above,15,-15,20,39,-843585,38.5,-2.17
CONL,btc_rsi,35,below,30,-20,45,31,-856878,32.3,-2.77
MSTU,btc_ret3,3,above,15,-20,30,30,-883563,46.7,-2.95
MSTU,btc_rsi,30,below,15,-15,20,20,-893267,25.0,-4.47
MSTU,btc_pct_ma20,5,above,25,-20,30,16,-902492,31.2,-5.65
MSTU,btc_ret3,3,above,30,-20,45,25,-943613,36.0,-3.78
MSTU,btc_pct_ma20,-5,above,20,-20,30,44,-947716,40.9,-2.16
MSTU,btc_rsi,50,above,25,-15,20,34,-948230,35.3,-2.79
MSTU,btc_pct_ma20,-5,above,15,-20,30,44,-960240,43.2,-2.18
MSTU,btc_rsi,35,below,15,-15,20,27,-968646,29.6,-3.59
MSTU,btc_momentum3,0,above,25,-15,20,43,-983067,32.6,-2.29
CONL,btc_rsi,35,below,25,-20,30,31,-990869,29.0,-3.2
MSTU,mstr_pct_ma20,0,above,20,-20,30,24,-996947,41.7,-4.16
MSTU,btc_rsi,35,below,12,-10,20,27,-1023531,29.6,-3.79
MSTU,btc_rsi,40,above,15,-15,20,53,-1027299,43.4,-1.94
MSTU,btc_rsi,35,below,30,-20,45,25,-1067901,28.0,-4.28
MSTU,btc_pct_ma20,-5,above,30,-20,45,32,-1070165,34.4,-3.35
MSTU,btc_pct_ma20,5,above,20,-20,30,16,-1095215,31.2,-6.85
MSTU,btc_rsi,50,above,30,-20,45,23,-1104745,26.1,-4.81
MSTU,btc_momentum3,0,above,25,-20,30,36,-1135979,36.1,-3.16
MSTU,btc_rsi,40,above,20,-20,30,42,-1152974,40.5,-2.75
MSTU,btc_rsi,35,below,25,-15,20,27,-1157616,25.9,-4.29
MSTU,btc_rsi,35,below,25,-20,30,26,-1181372,30.8,-4.55
MSTU,btc_rsi,35,below,20,-20,30,26,-1181372,30.8,-4.55
MSTU,btc_rsi,40,above,15,-20,30,44,-1193882,43.2,-2.72
MSTU,btc_rsi,40,above,25,-20,30,39,-1196276,38.5,-3.07
MSTU,btc_ret3,3,above,20,-20,30,27,-1200350,40.7,-4.45
MSTU,btc_rsi,40,above,25,-15,20,44,-1213373,36.4,-2.76
MSTU,btc_ret3,3,above,15,-15,20,34,-1216694,41.2,-3.58
MSTU,btc_pct_ma20,-5,above,25,-15,20,46,-1230048,37.0,-2.68
MSTU,btc_rsi,35,below,20,-15,20,27,-1257273,25.9,-4.66
MSTU,btc_pct_ma20,-5,above,25,-20,30,41,-1345288,39.0,-3.28
MSTU,btc_momentum3,0,above,15,-15,20,51,-1347083,39.2,-2.64
MSTU,btc_momentum3,0,above,15,-20,30,42,-1508891,40.5,-3.6
MSTU,btc_ret3,3,above,20,-15,20,32,-1587142,34.4,-4.96
MSTU,btc_ret3,3,above,25,-20,30,26,-1759957,34.6,-6.78
MSTU,btc_ret3,3,above,25,-15,20,31,-2128862,29.0,-6.87
