ticker,signal,thresh,direction,target,stop,hold,n,pnl,wr,avg
IREN,btc_ret3,3,above,20,-15,20,40,1687639,52.5,4.22
CONL,btc_ret3,3,above,15,-20,30,47,1679652,57.4,3.58
IREN,btc_pct_ma20,5,above,15,-15,20,33,1675795,60.6,5.08
IREN,mstr_rsi,35,below,15,-20,30,32,1673236,59.4,5.23
CONL,btc_pct_ma20,-5,above,20,-20,30,72,1672215,50.0,2.32
CONL,btc_ret3,5,above,20,-20,30,33,1671606,60.6,5.07
PTIR,btc_rsi,50,above,25,-15,20,27,1667318,59.3,6.18
NVDL,btc_pct_ma20,0,above,20,-20,30,38,1662913,57.9,4.38
IREN,mstr_pct_ma20,5,above,20,-15,20,33,1657100,54.5,5.03
ROBN,mstr_pct_ma20,0,above,15,-15,20,19,1656105,68.4,8.73
PTIR,btc_rsi,35,below,30,-20,45,20,1651387,50.0,8.27
IREN,btc_rsi,35,below,25,-20,30,21,1640532,61.9,7.82
CONL,mstr_rsi,35,below,12,-10,20,43,1638128,53.5,3.81
CONL,btc_ret3,5,above,25,-15,20,33,1635592,51.5,4.96
PTIR,btc_pct_ma20,5,above,15,-15,20,18,1633927,66.7,9.09
NVDL,btc_pct_ma20,0,above,30,-20,45,27,1633227,55.6,6.06
ROBN,mstr_rsi,35,below,30,-20,45,17,1632750,58.8,9.61
NVDL,btc_rsi,60,above,25,-20,30,26,1618576,65.4,6.23
IREN,btc_pct_ma20,5,above,12,-10,20,39,1617109,53.8,4.15
PTIR,btc_pct_ma20,5,above,12,-10,20,20,1614944,65.0,8.08
NVDL,btc_pct_ma20,0,above,15,-15,20,48,1614578,58.3,3.37
ROBN,mstr_rsi,35,below,25,-15,20,17,1613005,58.8,9.5
NVDL,btc_mstr_combo,55,above,30,-20,45,24,1612698,54.2,6.73
PTIR,btc_ret3,5,above,30,-20,45,11,1611542,63.6,14.67
NVDL,btc_mstr_combo,60,above,25,-15,20,24,1610645,58.3,6.72
NVDL,btc_momentum3,0,above,20,-15,20,51,1607037,52.9,3.15
CONL,btc_ret3,5,above,25,-20,30,30,1597549,53.3,5.33
NVDL,btc_mstr_combo,55,above,25,-20,30,28,1592426,57.1,5.69
NVDL,btc_pct_ma20,-5,above,12,-10,20,77,1592342,53.2,2.07
CONL,btc_rsi,40,above,12,-10,20,112,1591248,47.3,1.42
CONL,mstr_rsi,35,below,25,-20,30,37,1582792,51.4,4.28
CONL,btc_pct_ma20,-5,above,20,-15,20,85,1580375,45.9,1.86
CONL,btc_pct_ma20,-5,above,25,-20,30,69,1578172,43.5,2.29
CONL,mstr_rsi,35,below,20,-20,30,38,1575135,52.6,4.15
CONL,mstr_rsi,35,below,30,-20,45,35,1574558,48.6,4.5
ROBN,mstr_rsi,55,above,30,-20,45,12,1572727,58.3,13.12
ROBN,mstr_rsi,35,below,20,-15,20,18,1566455,61.1,8.71
IREN,mstr_rsi,60,above,12,-10,20,42,1563707,52.4,3.73
NVDL,btc_momentum3,0,above,12,-10,20,65,1559451,52.3,2.4
ROBN,btc_ret3,5,above,15,-15,20,10,1557487,80.0,15.59
NVDL,btc_rsi,60,above,20,-20,30,27,1554560,66.7,5.76
NVDL,btc_pct_ma20,0,above,15,-20,30,39,1546034,66.7,3.97
PTIR,btc_pct_ma20,5,above,30,-20,45,11,1541234,63.6,14.03
NVDL,btc_ret3,3,above,12,-10,20,44,1538735,56.8,3.5
MSTU,mstr_rsi,60,above,12,-10,20,23,1537924,60.9,6.69
CONL,btc_rsi,50,above,20,-20,30,50,1536319,48.0,3.08
NVDL,mstr_pct_ma20,5,above,30,-20,45,21,1528932,52.4,7.29
NVDL,btc_rsi,60,above,30,-20,45,22,1525410,50.0,6.94
IREN,mstr_rsi,60,above,25,-20,30,24,1517426,58.3,6.33
IREN,btc_rsi,30,below,20,-15,20,22,1511071,59.1,6.88
ROBN,btc_pct_ma20,0,above,30,-20,45,12,1504423,58.3,12.55
CONL,btc_momentum3,0,above,20,-20,30,68,1488696,50.0,2.19
ROBN,btc_ret3,5,above,15,-20,30,10,1485941,80.0,14.87
ROBN,mstr_rsi,55,above,15,-15,20,15,1484634,66.7,9.91
IREN,btc_rsi,35,below,20,-20,30,24,1483591,62.5,6.19
ROBN,mstr_rsi,55,above,20,-15,20,14,1479528,64.3,10.58
ROBN,btc_mstr_combo,55,above,25,-15,20,13,1477983,61.5,11.38
PTIR,btc_rsi,50,above,15,-15,20,35,1476495,60.0,4.22
CONL,mstr_rsi,60,above,12,-10,20,51,1476091,54.9,2.9
NVDL,btc_rsi,60,above,25,-15,20,30,1455889,56.7,4.86
NVDL,mstr_pct_ma20,5,above,20,-20,30,25,1455562,56.0,5.83
PTIR,btc_ret3,5,above,12,-10,20,19,1452371,73.7,7.65
CONL,btc_ret3,5,above,30,-20,45,29,1452174,48.3,5.01
ROBN,btc_rsi,40,above,15,-15,20,26,1449772,57.7,5.58
IREN,btc_ret3,5,above,15,-15,20,31,1445593,61.3,4.67
NVDL,btc_pct_ma20,5,above,15,-20,30,27,1439784,70.4,5.34
ROBN,mstr_rsi,35,below,25,-20,30,17,1434156,58.8,8.44
NVDL,btc_ret3,5,above,25,-20,30,23,1427141,65.2,6.21
ROBN,btc_rsi,50,above,25,-20,30,15,1421885,66.7,9.49
ROBN,btc_pct_ma20,5,above,30,-20,45,7,1420689,71.4,20.32
PTIR,btc_ret3,5,above,20,-15,20,13,1409096,69.2,10.85
PTIR,btc_ret3,5,above,25,-15,20,13,1403888,69.2,10.81
PTIR,btc_ret3,5,above,15,-15,20,17,1398299,70.6,8.23
NVDL,btc_momentum3,0,above,25,-15,20,46,1394888,50.0,3.04
NVDL,btc_mstr_combo,60,above,12,-10,20,38,1393498,63.2,3.67
NVDL,btc_rsi,40,above,12,-10,20,71,1393094,54.9,1.96
ROBN,mstr_pct_ma20,0,above,25,-15,20,17,1387293,58.8,8.17
IREN,btc_rsi,30,below,25,-20,30,18,1382506,55.6,7.69
ROBN,btc_ret3,5,above,20,-20,30,10,1381492,80.0,13.83
AMDL,mstr_rsi,55,above,12,-10,20,34,1373322,55.9,4.04
PTIR,btc_ret3,3,above,25,-15,20,22,1371265,63.6,6.24
IREN,btc_pct_ma20,5,above,15,-20,30,31,1368650,64.5,4.42
NVDL,btc_mstr_combo,55,above,15,-15,20,44,1359101,59.1,3.09
ROBN,mstr_rsi,60,above,20,-15,20,9,1354016,77.8,15.06
ROBN,btc_pct_ma20,0,above,25,-20,30,14,1345949,64.3,9.62
CONL,mstr_rsi,35,below,20,-15,20,38,1344620,50.0,3.54
ROBN,btc_ret3,5,above,25,-20,30,9,1334085,77.8,14.84
IREN,mstr_rsi,60,above,20,-20,30,24,1330070,62.5,5.55
ROBN,mstr_pct_ma20,0,above,20,-20,30,16,1329122,68.8,8.32
NVDL,btc_pct_ma20,0,above,25,-20,30,34,1326279,55.9,3.9
ROBN,mstr_rsi,60,above,25,-15,20,8,1322645,75.0,16.55
CONL,btc_momentum3,0,above,20,-15,20,76,1316560,48.7,1.73
PTIR,btc_ret3,3,above,20,-15,20,23,1303882,65.2,5.67
NVDL,btc_rsi,60,above,20,-15,20,31,1301832,58.1,4.2
NVDL,mstr_pct_ma20,5,above,15,-20,30,32,1299472,68.8,4.06
NVDL,mstr_rsi,60,above,25,-20,30,21,1298505,52.4,6.19
ROBN,btc_ret3,5,above,12,-10,20,12,1296020,75.0,10.81
NVDL,btc_ret3,5,above,30,-20,45,19,1287837,52.6,6.78
NVDL,mstr_rsi,60,above,25,-15,20,25,1283064,60.0,5.14
AMDL,mstr_rsi,35,below,30,-20,45,19,1278228,52.6,6.73
CONL,mstr_rsi,35,below,25,-15,20,37,1278227,48.6,3.46
NVDL,btc_mstr_combo,60,above,20,-15,20,24,1276327,58.3,5.32
MSTU,mstr_rsi,35,below,15,-20,30,27,1274317,59.3,4.72
IREN,mstr_pct_ma20,5,above,25,-20,30,24,1264954,54.2,5.28
PTIR,btc_pct_ma20,5,above,25,-15,20,12,1264172,58.3,10.55
NVDL,btc_mstr_combo,60,above,20,-20,30,22,1260975,68.2,5.74
IREN,btc_ret3,5,above,25,-20,30,23,1259249,52.2,5.48
NVDL,mstr_pct_ma20,5,above,15,-15,20,36,1258505,61.1,3.5
NVDL,mstr_rsi,60,above,30,-20,45,18,1251381,50.0,6.96
CONL,btc_pct_ma20,5,above,12,-10,20,45,1250217,53.3,2.78
IREN,btc_rsi,30,below,30,-20,45,18,1248730,50.0,6.94
IREN,btc_rsi,35,below,15,-15,20,29,1244799,65.5,4.3
ROBN,btc_ret3,5,above,20,-15,20,10,1241682,70.0,12.43
NVDL,mstr_pct_ma20,5,above,25,-20,30,25,1234009,56.0,4.94
NVDL,btc_ret3,5,above,25,-15,20,28,1228621,53.6,4.39
NVDL,btc_mstr_combo,55,above,15,-20,30,37,1225312,64.9,3.31
MSTU,mstr_rsi,60,above,15,-15,20,19,1222547,57.9,6.44
ROBN,mstr_rsi,35,below,20,-20,30,17,1222516,58.8,7.2
ROBN,btc_pct_ma20,0,above,12,-10,20,28,1213515,57.1,4.34
NVDL,btc_ret3,5,above,20,-20,30,24,1193792,66.7,4.98
MSTU,mstr_rsi,35,below,20,-20,30,27,1191738,51.9,4.42
IREN,mstr_rsi,60,above,25,-15,20,26,1189121,50.0,4.58
IREN,mstr_rsi,60,above,15,-20,30,30,1184396,63.3,3.95
ROBN,btc_momentum3,0,above,25,-15,20,27,1180754,44.4,4.38
NVDL,btc_mstr_combo,55,above,20,-20,30,30,1174578,60.0,3.92
NVDL,btc_rsi,35,below,15,-20,30,20,1172871,60.0,5.87
ROBN,btc_momentum3,0,above,25,-20,30,22,1170481,54.5,5.33
ROBN,btc_rsi,50,above,20,-20,30,16,1168936,75.0,7.31
NVDL,btc_rsi,35,below,12,-10,20,27,1167357,59.3,4.33
ROBN,mstr_rsi,35,below,15,-15,20,18,1166623,61.1,6.49
CONL,btc_ret3,3,above,20,-20,30,46,1164576,50.0,2.53
ROBN,mstr_rsi,55,above,15,-20,30,15,1160347,66.7,7.74
NVDL,btc_rsi,50,above,20,-20,30,39,1159622,56.4,2.98
AMDL,btc_rsi,60,above,30,-20,45,18,1153252,50.0,6.41
ROBN,btc_mstr_combo,55,above,20,-15,20,14,1152665,64.3,8.24
NVDL,mstr_pct_ma20,5,above,25,-15,20,29,1152013,55.2,3.98
PTIR,btc_ret3,3,above,12,-10,20,31,1151148,61.3,3.72
ROBN,btc_rsi,40,above,12,-10,20,36,1147831,52.8,3.19
ROBN,mstr_rsi,55,above,25,-15,20,13,1147242,61.5,8.83
CONL,btc_pct_ma20,-5,above,12,-10,20,120,1141509,49.2,0.95
IREN,btc_ret3,5,above,20,-20,30,26,1138023,53.8,4.38
NVDL,btc_ret3,5,above,15,-15,20,29,1123028,58.6,3.88
ROBN,btc_pct_ma20,0,above,15,-20,30,19,1120998,68.4,5.91
ROBN,mstr_rsi,60,above,20,-20,30,9,1119350,77.8,12.45
NVDL,btc_pct_ma20,0,above,12,-10,20,53,1109339,52.8,2.1
ROBN,btc_rsi,50,above,30,-20,45,13,1108834,53.8,8.54
NVDL,btc_rsi,50,above,15,-15,20,50,1105072,58.0,2.21
ROBN,mstr_rsi,55,above,20,-20,30,14,1104117,57.1,7.89
NVDL,btc_pct_ma20,0,above,25,-15,20,41,1102517,48.8,2.69
AMDL,mstr_rsi,55,above,25,-15,20,24,1101949,45.8,4.6
AMDL,btc_pct_ma20,-5,above,12,-10,20,64,1098215,51.6,1.72
MSTU,mstr_rsi,55,above,12,-10,20,32,1097808,53.1,3.43
NVDL,mstr_rsi,35,below,15,-20,30,23,1096756,56.5,4.77
CONL,btc_rsi,50,above,12,-10,20,83,1096003,49.4,1.32
ROBN,btc_momentum3,0,above,30,-20,45,20,1094902,45.0,5.48
IREN,btc_rsi,30,below,15,-15,20,23,1093003,60.9,4.76
ROBN,btc_rsi,40,above,25,-15,20,24,1089965,58.3,4.55
IREN,btc_ret3,5,above,25,-15,20,27,1089068,51.9,4.04
NVDL,mstr_rsi,35,below,12,-10,20,27,1086115,59.3,4.03
NVDL,mstr_rsi,60,above,15,-15,20,32,1084378,59.4,3.39
NVDL,btc_pct_ma20,0,above,20,-15,20,43,1079575,48.8,2.51
AMDL,btc_mstr_combo,60,above,12,-10,20,26,1077352,53.8,4.15
CONL,btc_pct_ma20,5,above,20,-20,30,30,1072841,53.3,3.58
IREN,btc_rsi,35,below,15,-20,30,26,1065921,65.4,4.1
AMDL,btc_rsi,60,above,25,-20,30,20,1061940,50.0,5.32
CONL,btc_ret3,5,above,12,-10,20,41,1060075,58.5,2.59
PTIR,btc_ret3,3,above,15,-15,20,27,1058826,63.0,3.93
ROBN,btc_rsi,40,above,20,-20,30,21,1057293,61.9,5.04
NVDL,mstr_rsi,35,below,25,-15,20,21,1051598,57.1,5.01
ROBN,mstr_rsi,60,above,15,-15,20,9,1050682,66.7,11.69
ROBN,btc_momentum3,0,above,15,-15,20,29,1047116,48.3,3.61
NVDL,mstr_pct_ma20,0,above,15,-15,20,41,1043530,58.5,2.55
ROBN,btc_rsi,40,above,20,-15,20,24,1040358,54.2,4.34
ROBN,btc_mstr_combo,55,above,15,-15,20,14,1037600,64.3,7.42
AMDL,btc_rsi,30,below,25,-20,30,17,1033883,52.9,6.09
NVDL,mstr_rsi,60,above,20,-15,20,26,1031430,57.7,3.97
MSTU,mstr_rsi,35,below,25,-20,30,27,1029831,48.1,3.82
ROBN,btc_ret3,3,above,30,-20,45,16,1029018,50.0,6.44
ROBN,btc_ret3,5,above,25,-15,20,9,1027252,66.7,11.43
ROBN,btc_rsi,40,above,25,-20,30,20,1023150,60.0,5.12
CONL,btc_ret3,3,above,12,-10,20,68,1017912,51.5,1.5
MSTU,mstr_rsi,60,above,20,-15,20,18,1013071,50.0,5.63
NVDL,mstr_rsi,60,above,15,-20,30,28,1009851,64.3,3.61
IREN,mstr_pct_ma20,5,above,15,-20,30,33,1009718,60.6,3.06
NVDL,mstr_pct_ma20,0,above,12,-10,20,47,1006571,57.4,2.14
AMDL,mstr_rsi,55,above,20,-15,20,26,1005605,50.0,3.87
ROBN,btc_rsi,50,above,12,-10,20,26,1003947,57.7,3.87
ROBN,btc_mstr_combo,60,above,30,-20,45,9,996820,55.6,11.09
ROBN,btc_pct_ma20,5,above,25,-20,30,7,994465,71.4,14.22
NVDL,btc_pct_ma20,5,above,15,-15,20,28,994172,57.1,3.55
IREN,mstr_pct_ma20,5,above,25,-15,20,28,991538,50.0,3.54
NVDL,btc_pct_ma20,5,above,20,-20,30,23,990889,56.5,4.31
NVDL,btc_mstr_combo,55,above,12,-10,20,47,985232,55.3,2.1
ROBN,mstr_rsi,35,below,15,-20,30,18,984866,61.1,5.48
NVDL,mstr_pct_ma20,0,above,30,-20,45,23,983322,47.8,4.28
ROBN,mstr_pct_ma20,0,above,20,-15,20,17,978259,58.8,5.76
ROBN,mstr_rsi,60,above,15,-20,30,9,978062,77.8,10.88
AMDL,btc_ret3,5,above,15,-20,30,19,975058,57.9,5.14
ROBN,mstr_pct_ma20,0,above,12,-10,20,22,973351,54.5,4.43
NVDL,mstr_pct_ma20,0,above,25,-15,20,36,972748,52.8,2.7
IREN,btc_rsi,30,below,20,-20,30,18,970117,55.6,5.39
ROBN,btc_mstr_combo,55,above,25,-20,30,13,969381,53.8,7.46
AMDL,btc_mstr_combo,60,above,30,-20,45,16,962533,43.8,6.02
NVDL,btc_mstr_combo,55,above,25,-15,20,33,958703,45.5,2.91
AMDL,btc_ret3,5,above,25,-20,30,18,958171,50.0,5.33
NVDL,mstr_pct_ma20,0,above,20,-15,20,36,957158,55.6,2.66
ROBN,btc_mstr_combo,60,above,25,-15,20,10,949590,60.0,9.51
ROBN,mstr_rsi,55,above,12,-10,20,17,942818,52.9,5.55
AMDL,btc_mstr_combo,55,above,25,-15,20,28,939405,42.9,3.36
ROBN,btc_pct_ma20,0,above,20,-20,30,17,934732,64.7,5.5
ROBN,btc_rsi,60,above,30,-20,45,9,933686,55.6,10.38
ROBN,btc_rsi,40,above,15,-20,30,24,922671,62.5,3.85
NVDL,mstr_rsi,60,above,20,-20,30,23,920810,56.5,4.01
ROBN,btc_mstr_combo,60,above,25,-20,30,9,917090,55.6,10.2
AMDL,btc_ret3,5,above,12,-10,20,25,916779,52.0,3.67
ROBN,btc_mstr_combo,60,above,12,-10,20,14,916624,57.1,6.55
AMDL,btc_momentum3,0,above,12,-10,20,54,916033,46.3,1.7
ROBN,btc_rsi,35,below,25,-15,20,18,915820,50.0,5.09
AMDL,mstr_rsi,55,above,15,-15,20,29,911653,51.7,3.15
ROBN,mstr_rsi,60,above,25,-20,30,8,911554,75.0,11.41
ROBN,btc_pct_ma20,0,above,15,-15,20,20,910786,55.0,4.56
NVDL,btc_rsi,30,below,12,-10,20,21,909238,57.1,4.33
NVDL,btc_ret3,5,above,15,-20,30,26,904341,69.2,3.48
AMDL,btc_mstr_combo,60,above,25,-15,20,20,901116,45.0,4.51
NVDL,btc_pct_ma20,5,above,12,-10,20,31,897639,58.1,2.9
AMDL,mstr_rsi,35,below,25,-20,30,21,896804,52.4,4.27
ROBN,mstr_rsi,55,above,25,-20,30,13,894972,61.5,6.89
AMDL,btc_ret3,5,above,20,-20,30,19,893750,52.6,4.71
AMDL,btc_momentum3,0,above,15,-15,20,47,892128,46.8,1.9
IREN,mstr_pct_ma20,5,above,15,-15,20,37,892015,54.1,2.41
NVDL,btc_pct_ma20,5,above,25,-15,20,25,886798,44.0,3.55
ROBN,mstr_rsi,60,above,12,-10,20,9,885952,66.7,9.85
ROBN,btc_momentum3,0,above,15,-20,30,26,880458,53.8,3.39
ROBN,btc_mstr_combo,60,above,15,-20,30,10,878017,70.0,8.79
NVDL,btc_rsi,50,above,15,-20,30,44,877555,61.4,2.0
NVDL,mstr_pct_ma20,5,above,12,-10,20,40,876822,57.5,2.19
IREN,mstr_rsi,35,below,12,-10,20,39,868553,48.7,2.23
PTIR,mstr_rsi,35,below,15,-15,20,25,868353,60.0,3.48
AMDL,btc_ret3,5,above,30,-20,45,17,863046,47.1,5.08
ROBN,btc_pct_ma20,5,above,15,-20,30,8,862305,75.0,10.79
ROBN,btc_pct_ma20,5,above,20,-20,30,8,862305,75.0,10.79
AMDL,btc_rsi,60,above,20,-20,30,22,861763,54.5,3.92
AMDL,btc_rsi,30,below,25,-15,20,19,853876,42.1,4.5
NVDL,mstr_rsi,35,below,25,-20,30,19,849687,47.4,4.48
AMDL,btc_mstr_combo,60,above,20,-15,20,20,849547,50.0,4.25
MSTU,btc_pct_ma20,0,above,12,-10,20,47,849289,48.9,1.81
AMDL,btc_ret3,3,above,25,-15,20,34,841949,44.1,2.48
AMDL,btc_mstr_combo,55,above,30,-20,45,21,841079,42.9,4.01
ROBN,btc_mstr_combo,60,above,20,-20,30,10,838239,70.0,8.39
ROBN,mstr_rsi,60,above,30,-20,45,7,836011,57.1,11.95
NVDL,btc_mstr_combo,55,above,20,-15,20,36,834142,52.8,2.32
AMDL,mstr_rsi,55,above,20,-20,30,25,833482,48.0,3.34
NVDL,btc_rsi,35,below,15,-15,20,23,831313,60.9,3.62
AMDL,btc_ret3,3,above,30,-20,45,26,830410,42.3,3.2
NVDL,mstr_pct_ma20,5,above,20,-15,20,30,826695,50.0,2.76
ROBN,btc_rsi,30,below,25,-15,20,16,820317,50.0,5.13
NVDL,btc_ret3,5,above,20,-15,20,29,819504,55.2,2.83
AMDL,btc_mstr_combo,60,above,20,-20,30,18,813073,50.0,4.52
CONL,btc_rsi,60,above,12,-10,20,57,812084,49.1,1.43
ROBN,btc_ret3,3,above,20,-15,20,21,810960,47.6,3.87
ROBN,btc_ret3,3,above,15,-15,20,21,810960,47.6,3.87
IREN,btc_rsi,35,below,12,-10,20,33,807766,51.5,2.45
ROBN,btc_pct_ma20,0,above,25,-15,20,18,807385,50.0,4.49
NVDL,mstr_rsi,35,below,20,-20,30,20,805910,50.0,4.03
ROBN,mstr_pct_ma20,5,above,25,-20,30,10,804697,60.0,8.06
MSTU,mstr_rsi,55,above,15,-15,20,27,798202,51.9,2.96
ROBN,btc_ret3,3,above,25,-20,30,18,793564,50.0,4.41
ROBN,mstr_pct_ma20,5,above,30,-20,45,8,793530,62.5,9.93
PTIR,btc_rsi,30,below,15,-20,30,17,790048,52.9,4.65
NVDL,mstr_rsi,35,below,20,-15,20,23,788009,60.9,3.43
PTIR,btc_rsi,35,below,25,-20,30,21,787439,47.6,3.75
ROBN,btc_ret3,3,above,12,-10,20,26,779175,50.0,3.0
MSTU,mstr_rsi,35,below,30,-20,45,26,776600,46.2,2.99
ROBN,btc_rsi,35,below,20,-15,20,18,765608,50.0,4.26
IREN,mstr_rsi,60,above,20,-15,20,29,763802,51.7,2.64
ROBN,btc_rsi,35,below,12,-10,20,22,762736,59.1,3.47
AMDL,btc_momentum3,0,above,25,-15,20,44,761615,38.6,1.73
NVDL,mstr_pct_ma20,0,above,20,-20,30,29,760021,55.2,2.62
NVDL,btc_rsi,50,above,12,-10,20,56,759649,53.6,1.36
NVDL,mstr_rsi,35,below,15,-15,20,26,758063,57.7,2.92
ROBN,mstr_pct_ma20,5,above,15,-20,30,12,757116,66.7,6.32
MSTU,mstr_pct_ma20,5,above,12,-10,20,30,756976,50.0,2.53
ROBN,btc_momentum3,0,above,20,-20,30,24,756125,50.0,3.15
AMDL,btc_pct_ma20,0,above,20,-20,30,31,750865,48.4,2.42
AMDL,btc_pct_ma20,-5,above,25,-15,20,47,748508,40.4,1.59
PTIR,btc_rsi,35,below,25,-15,20,22,746263,50.0,3.4
ROBN,mstr_pct_ma20,5,above,12,-10,20,14,744048,57.1,5.32
ROBN,btc_mstr_combo,55,above,30,-20,45,11,743304,54.5,6.76
ROBN,btc_rsi,40,above,30,-20,45,18,743220,50.0,4.13
NVDL,btc_rsi,50,above,30,-20,45,28,742514,42.9,2.65
ROBN,btc_momentum3,0,above,20,-15,20,27,740754,44.4,2.75
PTIR,btc_rsi,30,below,30,-20,45,17,737324,41.2,4.34
PTIR,mstr_rsi,35,below,12,-10,20,26,737052,57.7,2.84
PTIR,btc_rsi,35,below,15,-15,20,25,735836,52.0,2.95
PTIR,btc_rsi,35,below,20,-20,30,23,735029,47.8,3.2
ROBN,btc_ret3,3,above,15,-20,30,19,730508,52.6,3.85
ROBN,btc_ret3,3,above,20,-20,30,19,730508,52.6,3.85
AMDL,btc_rsi,30,below,20,-20,30,18,728103,50.0,4.05
ROBN,btc_rsi,60,above,15,-20,30,12,725880,66.7,6.06
AMDL,btc_ret3,3,above,15,-15,20,34,712085,50.0,2.1
PTIR,btc_rsi,35,below,12,-10,20,26,711358,53.8,2.74
ROBN,mstr_pct_ma20,5,above,25,-15,20,11,707756,54.5,6.44
NVDL,mstr_pct_ma20,0,above,15,-20,30,35,707598,62.9,2.02
IREN,btc_rsi,30,below,12,-10,20,24,707233,54.2,2.95
NVDL,btc_ret3,5,above,12,-10,20,33,705576,51.5,2.14
AMDL,mstr_rsi,55,above,30,-20,45,19,704465,42.1,3.71
ROBN,mstr_pct_ma20,5,above,20,-20,30,10,703498,60.0,7.04
AMDL,btc_mstr_combo,55,above,20,-20,30,25,701713,48.0,2.81
AMDL,btc_pct_ma20,5,above,30,-20,45,17,699390,47.1,4.12
ROBN,btc_mstr_combo,60,above,15,-15,20,11,697347,54.5,6.35
PTIR,mstr_rsi,35,below,30,-20,45,18,696994,66.7,3.88
ROBN,btc_pct_ma20,5,above,15,-15,20,8,685014,62.5,8.57
ROBN,btc_pct_ma20,5,above,20,-15,20,8,685014,62.5,8.57
ROBN,btc_ret3,5,above,30,-20,45,9,684642,55.6,7.61
NVDL,mstr_rsi,35,below,30,-20,45,17,682144,52.9,4.02
IREN,btc_ret3,5,above,20,-15,20,27,680733,51.9,2.52
AMDL,btc_mstr_combo,60,above,15,-20,30,19,679203,52.6,3.58
ROBN,btc_rsi,60,above,20,-15,20,12,679076,58.3,5.66
ROBN,btc_rsi,60,above,25,-15,20,11,678583,54.5,6.18
ROBN,btc_rsi,50,above,25,-15,20,19,676125,47.4,3.56
ROBN,btc_rsi,30,below,20,-15,20,16,672863,50.0,4.21
ROBN,btc_momentum3,0,above,12,-10,20,39,668044,46.2,1.71
ROBN,btc_pct_ma20,-5,above,15,-15,20,28,662989,53.6,2.37
ROBN,btc_rsi,60,above,15,-15,20,12,661783,58.3,5.52
NVDL,mstr_rsi,60,above,12,-10,20,38,656646,55.3,1.73
AMDL,btc_ret3,5,above,15,-15,20,21,654569,47.6,3.12
PTIR,btc_rsi,35,below,15,-20,30,24,650020,50.0,2.71
PTIR,btc_rsi,30,below,15,-15,20,18,649405,50.0,3.61
AMDL,mstr_rsi,55,above,15,-20,30,29,647154,51.7,2.23
ROBN,btc_pct_ma20,-5,above,30,-20,45,21,647134,47.6,3.08
ROBN,btc_ret3,3,above,25,-15,20,20,645111,45.0,3.23
AMDL,btc_pct_ma20,0,above,25,-20,30,28,644285,39.3,2.3
AMDL,btc_pct_ma20,-5,above,25,-20,30,38,632743,36.8,1.67
NVDL,btc_rsi,30,below,15,-20,30,15,629759,53.3,4.2
NVDL,btc_rsi,30,below,15,-15,20,19,624479,57.9,3.29
ROBN,mstr_pct_ma20,5,above,15,-15,20,13,623660,53.8,4.8
IREN,mstr_rsi,60,above,15,-15,20,34,622701,52.9,1.83
AMDL,btc_mstr_combo,55,above,12,-10,20,36,620644,47.2,1.73
AMDL,btc_rsi,60,above,12,-10,20,30,619250,50.0,2.07
NVDL,btc_rsi,50,above,25,-20,30,35,615730,51.4,1.76
IREN,btc_rsi,30,below,15,-20,30,19,614745,57.9,3.24
ROBN,mstr_pct_ma20,5,above,20,-15,20,11,606557,54.5,5.52
AMDL,mstr_pct_ma20,0,above,12,-10,20,38,604867,47.4,1.59
ROBN,btc_mstr_combo,55,above,12,-10,20,16,603655,50.0,3.78
NVDL,mstr_pct_ma20,0,above,25,-20,30,28,601774,57.1,2.15
PTIR,btc_rsi,35,below,20,-15,20,24,599981,50.0,2.5
PTIR,mstr_rsi,35,below,20,-15,20,22,595699,50.0,2.71
NVDL,btc_rsi,60,above,12,-10,20,40,594257,52.5,1.49
AMDL,btc_rsi,30,below,30,-20,45,16,593326,50.0,3.71
AMDL,btc_momentum3,0,above,20,-15,20,45,593270,42.2,1.32
AMDL,btc_ret3,3,above,20,-15,20,34,593029,44.1,1.75
ROBN,btc_rsi,60,above,25,-20,30,10,592090,60.0,5.93
AMDL,btc_rsi,60,above,15,-20,30,22,588056,54.5,2.68
ROBN,btc_pct_ma20,0,above,20,-15,20,17,587036,47.1,3.46
MSTU,btc_mstr_combo,60,above,12,-10,20,28,585191,50.0,2.09
ROBN,btc_rsi,30,below,12,-10,20,17,583665,52.9,3.44
MSTU,mstr_rsi,60,above,15,-20,30,18,583347,55.6,3.24
NVDL,btc_rsi,50,above,25,-15,20,41,581825,46.3,1.42
MSTU,mstr_rsi,60,above,25,-15,20,16,581512,43.8,3.64
ROBN,btc_mstr_combo,55,above,15,-20,30,14,580123,64.3,4.15
AMDL,btc_mstr_combo,60,above,25,-20,30,18,578695,38.9,3.22
ROBN,btc_mstr_combo,60,above,20,-15,20,11,576043,54.5,5.24
AMDL,btc_rsi,35,below,25,-15,20,22,573173,45.5,2.61
AMDL,mstr_pct_ma20,5,above,12,-10,20,29,570520,51.7,1.97
CONL,btc_rsi,30,below,15,-20,30,27,570517,40.7,2.12
AMDL,btc_rsi,60,above,20,-15,20,27,569107,48.1,2.11
AMDL,btc_pct_ma20,5,above,20,-20,30,20,568760,50.0,2.85
ROBN,btc_rsi,50,above,15,-20,30,18,564135,66.7,3.14
MSTU,mstr_pct_ma20,0,above,12,-10,20,38,561987,47.4,1.48
