ticker,strategy,target,stop,hold,unit_mul,max_pyr,n,pnl,wr,avg,avg_layers
IREN,ma_aligned_btc2_vol,40,-20,30,3.0,1,10,5731974,70.0,19.13,1.0
SOXL,hh_hl_rsi_btc,80,-25,90,2.0,3,10,5720864,50.0,8.06,2.5
SOXL,consec3_surge,50,-25,45,3.0,1,16,5720499,56.2,11.93,1.0
IREN,mstr5_btc2_qqq,40,-20,30,2.0,3,17,5711321,52.9,8.4,1.82
SOXL,qqq_strong_macd,50,-25,45,3.0,3,16,5710119,56.2,0.44,2.0
CONL,ma_aligned_btc2_vol,50,-25,45,3.0,1,7,5698039,57.1,27.16,1.0
SOXL,vix_falling_btc2,60,-25,60,3.0,1,14,5689388,57.1,13.56,1.0
IREN,btc2_qqq_strong_vol,50,-25,45,2.0,1,14,5670365,64.3,20.27,1.0
CONL,btc3_strong_rsi_accel,50,-25,45,2.0,3,10,5659041,50.0,12.66,1.4
CONL,qqq_strong_macd,40,-20,30,2.0,1,26,5649321,50.0,10.87,1.0
IREN,rsi7_80_btc2,50,-25,45,2.0,1,10,5615358,70.0,28.1,1.0
TSLL,rsi7_80_btc2,80,-25,90,2.0,3,8,5610185,37.5,14.86,2.0
TSLL,vix_falling_btc2,80,-25,90,3.0,3,11,5578880,27.3,3.48,2.18
SOXL,bb_macd_adx_btc2,50,-25,45,3.0,1,15,5540619,73.3,12.32,1.0
CONL,triple_regime_all,50,-25,45,3.0,1,18,5523137,44.4,10.24,1.0
IREN,rsi7_80_btc2,30,-20,30,2.0,1,16,5504370,75.0,17.22,1.0
TSLL,hh_hl_rsi_btc,50,-25,45,3.0,1,14,5489452,57.1,13.08,1.0
CONL,btc3_strong_rsi_accel,80,-25,90,2.0,3,9,5472518,33.3,11.67,1.44
CONL,hh_hl_rsi_btc,30,-20,30,2.0,1,29,5421072,55.2,9.36,1.0
CONL,consec3_surge,50,-25,45,2.0,3,16,5420481,43.8,12.02,1.81
SOXL,triple_regime_strong,50,-25,45,2.0,3,16,5400072,56.2,3.86,1.75
SOXL,rsi7_80_btc2,80,-25,90,2.0,3,9,5398303,44.4,6.99,2.33
CONL,consec4_btc1,40,-20,30,2.0,3,11,5388876,63.6,18.47,1.73
BITX,mstr5_btc2_qqq,80,-25,90,3.0,3,10,5375058,30.0,1.09,2.3
BITX,consec4_btc1,50,-25,45,2.0,3,9,5374044,55.6,11.42,1.89
CONL,qqq_strong_macd,30,-20,30,2.0,1,29,5357508,55.2,9.25,1.0
CONL,hh_hl_rsi_btc,40,-20,30,2.0,1,26,5347805,50.0,10.29,1.0
IREN,mstr5_btc2_qqq,50,-25,45,2.0,1,16,5337449,62.5,16.7,1.0
TSLL,triple_regime_all,50,-25,45,2.0,3,14,5315738,50.0,7.22,1.64
BITX,qqq_strong_macd,40,-20,30,2.0,3,21,5262840,52.4,1.67,1.86
CONL,triple_regime_strong,40,-20,30,3.0,1,21,5240465,47.6,8.33,1.0
BITX,ma_aligned_btc2_vol,80,-25,90,2.0,3,5,5230856,60.0,22.55,2.4
SOXL,bo10_btc2_qqq,80,-25,90,2.0,3,6,5230801,50.0,13.97,2.5
BITX,hh_hl_rsi_btc,50,-25,45,3.0,3,17,5228081,41.2,-1.43,2.29
TSLL,btc3_strong_rsi_accel,80,-25,90,3.0,3,3,5214611,33.3,18.6,2.0
SOXL,ma_aligned_btc2_vol,80,-25,90,3.0,3,4,5214583,50.0,10.3,2.0
TSLL,rsi7_80_btc2,50,-25,45,2.0,1,11,5212266,63.6,23.72,1.0
TSLL,consec3_surge,80,-25,90,2.0,3,9,5210350,44.4,8.8,2.67
IREN,bb_macd_adx_btc2,60,-25,60,1.0,1,14,5193262,71.4,37.13,1.0
CONL,consec4_btc1,40,-20,30,2.0,1,11,5188559,63.6,23.61,1.0
CONL,bb_macd_adx_btc2,50,-25,45,2.0,3,15,5187774,46.7,5.54,2.13
BITX,btc3_strong_rsi_accel,40,-20,30,2.0,3,7,5172387,71.4,15.67,2.0
SOXL,vix_falling_btc2,80,-25,90,2.0,3,10,5168592,40.0,3.37,2.2
IREN,btc2_qqq_strong_vol,30,-20,30,2.0,1,19,5161939,63.2,13.6,1.0
TSLL,rsi7_80_btc2,60,-25,60,3.0,1,11,5150438,45.5,15.62,1.0
IREN,consec3_surge,50,-25,45,1.0,1,15,5140945,80.0,34.31,1.0
SOXL,consec3_surge,40,-20,30,3.0,1,19,5131218,68.4,9.01,1.0
SOXL,triple_regime_all,40,-20,30,3.0,1,19,5130577,57.9,9.01,1.0
CONL,mstr5_btc2_qqq,50,-25,45,3.0,1,18,5103558,44.4,9.46,1.0
IREN,bo10_btc2_qqq,40,-20,30,2.0,1,14,5079888,57.1,18.16,1.0
IREN,mstr5_btc2_qqq,40,-20,30,2.0,1,18,5071921,61.1,14.1,1.0
BITX,rsi_accel_btc2_vol,80,-25,90,3.0,3,10,5007579,40.0,1.38,1.7
BITX,btc3_strong_rsi_accel,40,-20,30,3.0,1,8,5006191,75.0,20.88,1.0
TSLL,hh_hl_rsi_btc,40,-20,30,2.0,3,16,5005200,43.8,1.42,1.75
IREN,triple_regime_all,60,-25,60,1.0,1,13,5002481,76.9,38.52,1.0
TSLL,mstr5_btc2_qqq,50,-25,45,3.0,3,11,4997934,54.5,4.42,2.0
IREN,consec3_surge,80,-25,90,1.0,1,11,4997639,63.6,45.48,1.0
TQQQ,consec3_surge,80,-25,90,2.0,3,8,4981021,62.5,10.23,2.0
IREN,di_cross_surge_btc2,50,-25,45,2.0,1,15,4957645,60.0,16.54,1.0
IREN,bo10_btc2_qqq,50,-25,45,2.0,1,12,4940967,66.7,20.61,1.0
IREN,rsi_accel_btc2_vol,40,-20,30,2.0,1,14,4926340,57.1,17.61,1.0
CONL,btc2_qqq_strong_vol,30,-20,30,2.0,1,19,4922771,57.9,12.97,1.0
TSLL,qqq_strong_macd,50,-25,45,3.0,3,15,4921547,33.3,-0.82,2.0
CONL,rsi_accel_btc2_vol,50,-25,45,3.0,3,9,4917626,33.3,2.03,1.89
CONL,consec3_surge,50,-25,45,2.0,1,19,4912112,47.4,12.94,1.0
SOXL,bo10_btc2_qqq,50,-25,45,3.0,1,9,4903680,77.8,18.18,1.0
CONL,hh_hl_rsi_btc,50,-25,45,2.0,1,21,4890054,47.6,11.65,1.0
IREN,consec4_btc1,30,-20,30,2.0,1,15,4889372,66.7,16.31,1.0
BITX,consec4_btc1,40,-20,30,3.0,1,9,4870709,66.7,18.06,1.0
IREN,rsi_accel_btc2_vol,80,-25,90,1.0,1,9,4864686,77.8,54.11,1.0
IREN,ma_aligned_btc2_vol,50,-25,45,2.0,1,8,4863732,75.0,30.43,1.0
TSLL,vix_falling_btc2,60,-25,60,3.0,1,15,4858087,46.7,10.81,1.0
IREN,hh_hl_rsi_btc,60,-25,60,1.0,1,16,4855018,62.5,30.37,1.0
SOXL,rsi7_80_btc2,40,-20,30,3.0,1,14,4845368,71.4,11.55,1.0
SOXL,bo10_btc2_qqq,50,-25,45,2.0,3,9,4841274,66.7,11.07,2.0
SOXL,hh_hl_rsi_btc,40,-20,30,3.0,1,20,4840298,60.0,8.08,1.0
SOXL,hh_hl_rsi_btc,50,-25,45,3.0,1,18,4811165,61.1,8.92,1.0
IREN,rsi_accel_btc2_vol,30,-20,30,2.0,1,16,4810742,68.8,15.05,1.0
SOXL,bb_macd_adx_btc2,80,-25,90,3.0,3,10,4808238,40.0,2.82,2.5
CONL,consec4_btc1,60,-25,60,1.0,1,10,4798900,80.0,48.04,1.0
TSLL,hh_hl_rsi_btc,50,-25,45,2.0,3,12,4797485,58.3,8.06,2.0
CONL,ma_aligned_btc2_vol,40,-20,30,2.0,3,7,4780242,57.1,16.32,1.71
CONL,consec3_surge,40,-20,30,2.0,3,21,4779024,38.1,4.34,1.57
CONL,ma_aligned_btc2_vol,80,-25,90,3.0,3,5,4754943,60.0,24.73,2.0
TQQQ,consec4_btc1,80,-25,90,2.0,3,7,4750906,71.4,12.95,2.29
TQQQ,bb_macd_adx_btc2,80,-25,90,3.0,3,7,4747659,71.4,9.52,2.0
CONL,btc2_qqq_strong_vol,40,-20,30,2.0,1,18,4727694,50.0,13.15,1.0
TSLL,qqq_strong_macd,40,-20,30,2.0,3,19,4718473,42.1,2.59,2.0
CONL,vix_falling_btc2,50,-25,45,2.0,1,24,4717968,41.7,9.84,1.0
CONL,vix_falling_btc2,40,-20,30,3.0,1,25,4713113,40.0,6.29,1.0
CONL,triple_regime_all,80,-25,90,3.0,3,13,4698632,23.1,1.33,2.15
CONL,consec4_btc1,80,-25,90,2.0,3,10,4678320,40.0,17.32,1.9
CONL,rsi7_80_btc2,50,-25,45,2.0,1,14,4654005,57.1,16.64,1.0
BITX,consec3_surge,40,-20,30,2.0,3,19,4653582,42.1,0.02,1.74
CONL,di_cross_surge_btc2,50,-25,45,3.0,1,18,4653557,44.4,8.63,1.0
TSLL,triple_regime_all,80,-25,90,2.0,3,9,4638095,33.3,8.6,1.89
IREN,ma_aligned_btc2_vol,40,-20,30,2.0,3,10,4636361,60.0,15.38,1.6
CONL,vix_falling_btc2,50,-25,45,2.0,3,21,4605897,38.1,1.06,1.86
CONL,consec4_btc1,50,-25,45,2.0,3,10,4575445,50.0,16.27,2.0
TQQQ,vix_falling_btc2,80,-25,90,2.0,3,8,4561194,62.5,9.77,2.25
TSLL,triple_regime_strong,80,-25,90,3.0,3,12,4543350,25.0,-1.9,1.83
TSLL,qqq_strong_macd,60,-25,60,3.0,1,13,4507757,46.2,11.57,1.0
SOXL,triple_regime_all,50,-25,45,3.0,1,13,4496461,69.2,11.54,1.0
IREN,triple_regime_strong,50,-25,45,2.0,1,17,4495766,58.8,13.24,1.0
SOXL,triple_regime_strong,80,-25,90,3.0,3,10,4474238,30.0,0.46,2.3
BITX,hh_hl_rsi_btc,40,-20,30,2.0,3,21,4455709,47.6,-0.09,2.14
IREN,bb_macd_adx_btc2,80,-25,90,1.0,1,11,4452111,63.6,40.51,1.0
CONL,triple_regime_strong,50,-25,45,2.0,1,21,4451614,42.9,10.61,1.0
TSLL,bb_macd_adx_btc2,50,-25,45,2.0,3,15,4448610,53.3,4.76,1.6
TQQQ,rsi7_80_btc2,80,-25,90,2.0,3,7,4441923,71.4,12.2,1.86
IREN,consec4_btc1,40,-20,30,2.0,1,13,4425035,61.5,17.04,1.0
BITX,btc3_strong_rsi_accel,50,-25,45,3.0,1,8,4406920,62.5,18.38,1.0
BITX,qqq_strong_macd,50,-25,45,3.0,3,16,4398766,43.8,-0.23,2.06
CONL,consec3_surge,30,-20,30,2.0,1,23,4389458,52.2,9.55,1.0
SOXL,vix_falling_btc2,50,-25,45,2.0,3,15,4361161,60.0,2.42,2.07
SOXL,consec3_surge,40,-20,30,2.0,3,19,4359417,57.9,2.81,1.95
IREN,vix_falling_btc2,50,-25,45,2.0,1,20,4347422,50.0,10.88,1.0
IREN,hh_hl_rsi_btc,50,-25,45,1.0,1,18,4341971,66.7,24.15,1.0
IREN,qqq_strong_macd,60,-25,60,1.0,1,18,4340422,55.6,24.14,1.0
TQQQ,rsi7_80_btc2,50,-25,45,3.0,3,11,4329709,63.6,4.86,1.64
TSLL,consec4_btc1,80,-25,90,3.0,3,6,4317214,33.3,3.25,2.17
TSLL,consec3_surge,50,-25,45,2.0,1,13,4296447,76.9,16.54,1.0
CONL,di_cross_surge_btc2,40,-20,30,2.0,3,19,4284207,42.1,5.18,1.89
IREN,hh_hl_rsi_btc,80,-25,90,1.0,1,12,4281206,58.3,35.71,1.0
SOXL,di_cross_surge_btc2,50,-25,45,3.0,1,15,4277579,53.3,9.52,1.0
TSLL,rsi7_80_btc2,50,-25,45,2.0,3,10,4271869,50.0,10.15,2.0
IREN,rsi_accel_btc2_vol,60,-25,60,1.0,1,11,4255817,72.7,38.73,1.0
TSLL,triple_regime_all,50,-25,45,3.0,1,14,4253310,50.0,10.14,1.0
TSLL,hh_hl_rsi_btc,60,-25,60,3.0,1,12,4226299,41.7,11.75,1.0
CONL,bb_macd_adx_btc2,40,-20,30,2.0,1,19,4188042,52.6,11.03,1.0
IREN,triple_regime_all,80,-25,90,1.0,1,11,4172643,63.6,37.97,1.0
IREN,di_cross_surge_btc2,40,-20,30,1.0,1,19,4170342,68.4,21.97,1.0
TQQQ,consec4_btc1,50,-25,45,3.0,3,11,4151541,72.7,5.86,1.91
CONL,triple_regime_all,50,-25,45,3.0,3,16,4151241,37.5,0.35,1.94
BITX,vix_falling_btc2,40,-20,30,2.0,3,21,4148360,47.6,2.88,1.76
BITX,ma_aligned_btc2_vol,40,-20,30,3.0,1,8,4141315,75.0,17.27,1.0
IREN,triple_regime_all,50,-25,45,1.0,1,14,4134163,71.4,29.56,1.0
IREN,triple_regime_all,30,-20,30,1.0,1,21,4119802,71.4,19.64,1.0
BITX,btc3_strong_rsi_accel,60,-25,60,3.0,1,7,4111231,57.1,19.6,1.0
TQQQ,qqq_strong_macd,80,-25,90,3.0,3,7,4101534,57.1,7.09,2.57
TQQQ,triple_regime_all,80,-25,90,3.0,3,8,4099082,75.0,5.17,2.25
SOXL,consec4_btc1,80,-25,90,2.0,3,6,4095147,50.0,15.42,2.0
CONL,mstr5_btc2_qqq,80,-25,90,2.0,3,12,4085157,25.0,3.47,2.17
SOXL,triple_regime_all,80,-25,90,3.0,3,8,4081452,37.5,4.11,2.62
TQQQ,consec3_surge,50,-25,45,3.0,3,12,4076814,58.3,3.28,1.58
IREN,hh_hl_rsi_btc,30,-20,30,1.0,1,25,4073096,72.0,16.31,1.0
CONL,consec4_btc1,30,-20,30,2.0,1,11,4068013,63.6,18.51,1.0
IREN,btc3_strong_rsi_accel,50,-25,45,3.0,1,4,4067614,75.0,33.93,1.0
CONL,bb_macd_adx_btc2,40,-20,30,2.0,3,18,4058958,44.4,4.08,2.0
IREN,rsi7_80_btc2,80,-25,90,1.0,1,8,4044971,75.0,50.61,1.0
IREN,hh_hl_rsi_btc,40,-20,30,1.0,1,24,4044359,62.5,16.87,1.0
SOXL,consec4_btc1,50,-25,45,3.0,1,9,4038055,66.7,14.97,1.0
BITX,consec4_btc1,60,-25,60,3.0,1,9,4037676,44.4,14.97,1.0
CONL,btc2_qqq_strong_vol,50,-25,45,1.0,1,18,4036430,55.6,22.45,1.0
CONL,rsi_accel_btc2_vol,50,-25,45,3.0,1,9,4022168,55.6,14.91,1.0
SOXL,rsi7_80_btc2,50,-25,45,2.0,1,12,4019740,75.0,16.77,1.0
IREN,mstr5_btc2_qqq,30,-20,30,2.0,1,19,4018388,63.2,10.59,1.0
IREN,di_cross_surge_btc2,80,-25,90,1.0,1,11,4014123,63.6,36.53,1.0
TQQQ,bo10_btc2_qqq,80,-25,90,3.0,3,6,3996690,83.3,8.89,2.0
TSLL,btc3_strong_rsi_accel,50,-25,45,2.0,3,3,3993570,66.7,27.46,2.0
TSLL,rsi7_80_btc2,40,-20,30,2.0,3,12,3971497,58.3,5.31,1.83
IREN,consec4_btc1,60,-25,60,1.0,1,10,3937244,70.0,39.41,1.0
IREN,btc3_strong_rsi_accel,50,-25,45,3.0,3,4,3933230,75.0,21.89,2.25
IREN,bb_macd_adx_btc2,50,-25,45,1.0,1,14,3926681,71.4,28.08,1.0
SOXL,bo10_btc2_qqq,40,-20,30,3.0,1,11,3925449,72.7,11.91,1.0
IREN,bo10_btc2_qqq,80,-25,90,1.0,1,10,3912093,70.0,39.16,1.0
SOXL,bb_macd_adx_btc2,60,-25,60,3.0,1,14,3904699,42.9,9.31,1.0
BITX,consec3_surge,50,-25,45,3.0,3,18,3884972,33.3,-4.48,1.78
TQQQ,hh_hl_rsi_btc,80,-25,90,2.0,3,8,3878976,62.5,9.53,2.62
BITX,ma_aligned_btc2_vol,40,-20,30,2.0,3,8,3867172,75.0,11.37,2.0
TSLL,mstr5_btc2_qqq,50,-25,45,3.0,1,11,3865002,54.5,11.72,1.0
IREN,bb_macd_adx_btc2,40,-20,30,1.0,1,20,3863259,65.0,19.34,1.0
IREN,vix_falling_btc2,80,-25,90,1.0,1,16,3862345,43.8,24.16,1.0
IREN,consec3_surge,40,-20,30,1.0,1,24,3852412,66.7,16.07,1.0
SOXL,di_cross_surge_btc2,80,-25,90,2.0,3,10,3847396,30.0,0.7,2.2
BITX,di_cross_surge_btc2,50,-25,45,3.0,1,17,3835823,47.1,7.53,1.0
IREN,vix_falling_btc2,40,-20,30,1.0,1,26,3835182,57.7,14.77,1.0
IREN,triple_regime_strong,60,-25,60,1.0,1,16,3823901,56.2,23.92,1.0
CONL,ma_aligned_btc2_vol,40,-20,30,3.0,1,7,3822635,57.1,18.22,1.0
IREN,ma_aligned_btc2_vol,40,-20,30,2.0,1,10,3821316,70.0,19.13,1.0
SOXL,consec3_surge,50,-25,45,2.0,1,16,3813666,56.2,11.93,1.0
TSLL,bb_macd_adx_btc2,80,-25,90,3.0,3,11,3812034,27.3,1.21,1.82
SOXL,qqq_strong_macd,50,-25,45,2.0,3,16,3806746,56.2,0.44,2.0
IREN,bo10_btc2_qqq,30,-20,30,2.0,1,14,3806733,64.3,13.61,1.0
IREN,triple_regime_all,25,-20,30,1.0,1,22,3801591,72.7,17.3,1.0
CONL,ma_aligned_btc2_vol,50,-25,45,2.0,1,7,3798693,57.1,27.16,1.0
SOXL,di_cross_surge_btc2,40,-20,30,3.0,1,19,3797798,52.6,6.67,1.0
IREN,triple_regime_all,40,-20,30,1.0,1,19,3787070,63.2,19.95,1.0
CONL,consec3_surge,60,-25,60,1.0,1,14,3781166,64.3,27.04,1.0
TQQQ,bb_macd_adx_btc2,50,-25,45,3.0,3,12,3777613,58.3,3.96,1.75
BITX,bb_macd_adx_btc2,40,-20,30,2.0,3,18,3769425,50.0,1.92,2.06
IREN,bb_macd_adx_btc2,30,-20,30,1.0,1,20,3756766,70.0,18.8,1.0
TQQQ,bb_macd_adx_btc2,60,-25,60,3.0,1,10,3756252,80.0,12.53,1.0
SOXL,mstr5_btc2_qqq,40,-20,30,3.0,1,17,3752681,58.8,7.37,1.0
TSLL,vix_falling_btc2,80,-25,90,2.0,3,11,3719253,27.3,3.48,2.18
IREN,hh_hl_rsi_btc,25,-20,30,1.0,1,26,3716311,73.1,14.31,1.0
CONL,mstr5_btc2_qqq,60,-25,60,3.0,1,16,3707996,37.5,7.73,1.0
SOXL,btc2_qqq_strong_vol,50,-25,45,3.0,3,6,3698622,50.0,9.66,1.67
CONL,hh_hl_rsi_btc,60,-25,60,1.0,1,18,3698335,50.0,20.57,1.0
SOXL,bb_macd_adx_btc2,50,-25,45,2.0,1,15,3693746,73.3,12.32,1.0
SOXL,hh_hl_rsi_btc,60,-25,60,3.0,1,15,3691130,53.3,8.21,1.0
TSLL,bo10_btc2_qqq,50,-25,45,3.0,1,9,3687499,44.4,13.67,1.0
CONL,triple_regime_all,50,-25,45,2.0,1,18,3682092,44.4,10.24,1.0
BITX,bb_macd_adx_btc2,40,-20,30,3.0,1,18,3675569,55.6,6.81,1.0
IREN,qqq_strong_macd,80,-25,90,1.0,1,14,3670877,50.0,26.25,1.0
CONL,consec3_surge,40,-20,30,3.0,1,21,3669961,42.9,5.83,1.0
TSLL,hh_hl_rsi_btc,50,-25,45,2.0,1,14,3659635,57.1,13.08,1.0
TSLL,consec4_btc1,50,-25,45,3.0,3,8,3639653,37.5,1.1,1.88
SOXL,qqq_strong_macd,50,-25,45,3.0,1,18,3637868,50.0,6.74,1.0
BITX,rsi7_80_btc2,50,-25,45,3.0,3,13,3633320,38.5,-4.34,1.85
IREN,di_cross_surge_btc2,30,-20,30,1.0,1,20,3630770,70.0,18.17,1.0
TQQQ,hh_hl_rsi_btc,50,-25,45,3.0,3,14,3618104,64.3,2.69,1.93
BITX,hh_hl_rsi_btc,40,-20,30,3.0,1,22,3613687,50.0,5.48,1.0
TQQQ,hh_hl_rsi_btc,60,-25,60,3.0,1,11,3608097,72.7,10.94,1.0
IREN,triple_regime_strong,80,-25,90,1.0,1,15,3605826,46.7,24.06,1.0
SOXL,consec4_btc1,50,-25,45,3.0,3,9,3593833,66.7,6.81,1.67
BITX,consec4_btc1,50,-25,45,3.0,1,9,3592551,55.6,13.32,1.0
IREN,vix_falling_btc2,30,-20,30,1.0,1,26,3589373,65.4,13.82,1.0
BITX,vix_falling_btc2,50,-25,45,3.0,3,17,3584997,41.2,-0.59,1.88
BITX,mstr5_btc2_qqq,80,-25,90,2.0,3,10,3583372,30.0,1.09,2.3
TQQQ,mstr5_btc2_qqq,80,-25,90,3.0,3,7,3575009,57.1,6.44,2.14
IREN,ma_aligned_btc2_vol,30,-20,30,2.0,1,10,3560748,70.0,17.82,1.0
IREN,bb_macd_adx_btc2,25,-20,30,1.0,1,21,3551141,71.4,16.93,1.0
IREN,consec3_surge,30,-20,30,1.0,1,25,3549280,68.0,14.21,1.0
IREN,btc2_qqq_strong_vol,60,-25,60,1.0,1,13,3532437,61.5,27.2,1.0
IREN,btc2_qqq_strong_vol,80,-25,90,1.0,1,10,3531673,70.0,35.35,1.0
SOXL,triple_regime_strong,60,-25,60,3.0,1,15,3523653,53.3,7.84,1.0
IREN,di_cross_surge_btc2,25,-20,30,1.0,1,21,3509515,71.4,16.73,1.0
BITX,qqq_strong_macd,40,-20,30,3.0,1,22,3507536,54.5,5.32,1.0
IREN,triple_regime_strong,40,-20,30,1.0,1,22,3504628,54.5,15.95,1.0
IREN,qqq_strong_macd,40,-20,30,1.0,1,25,3496850,56.0,14.0,1.0
CONL,triple_regime_strong,40,-20,30,2.0,1,21,3493644,47.6,8.33,1.0
IREN,di_cross_surge_btc2,60,-25,60,1.0,1,13,3492865,61.5,26.9,1.0
BITX,hh_hl_rsi_btc,50,-25,45,2.0,3,17,3485387,41.2,-1.43,2.29
TQQQ,qqq_strong_macd,60,-25,60,3.0,1,11,3484234,72.7,10.57,1.0
IREN,consec4_btc1,80,-25,90,1.0,1,10,3478664,60.0,34.82,1.0
SOXL,vix_falling_btc2,50,-25,45,3.0,1,17,3476579,58.8,6.82,1.0
TSLL,btc3_strong_rsi_accel,80,-25,90,2.0,3,3,3476407,33.3,18.6,2.0
SOXL,ma_aligned_btc2_vol,80,-25,90,2.0,3,4,3476389,50.0,10.3,2.0
SOXL,consec3_surge,30,-20,30,2.0,1,21,3454389,66.7,8.23,1.0
IREN,qqq_strong_macd,50,-25,45,1.0,1,20,3435430,60.0,17.19,1.0
IREN,mstr5_btc2_qqq,60,-25,60,1.0,1,14,3433300,57.1,24.55,1.0
BITX,qqq_strong_macd,50,-25,45,3.0,1,17,3422051,52.9,6.72,1.0
SOXL,consec3_surge,40,-20,30,2.0,1,19,3420812,68.4,9.01,1.0
SOXL,triple_regime_all,40,-20,30,2.0,1,19,3420384,57.9,9.01,1.0
CONL,bb_macd_adx_btc2,50,-25,45,1.0,1,16,3414992,56.2,21.37,1.0
CONL,mstr5_btc2_qqq,50,-25,45,2.0,1,18,3402372,44.4,9.46,1.0
SOXL,mstr5_btc2_qqq,80,-25,90,3.0,3,8,3399574,50.0,3.59,2.38
IREN,bo10_btc2_qqq,60,-25,60,1.0,1,11,3395061,63.6,30.9,1.0
TSLL,btc3_strong_rsi_accel,40,-20,30,3.0,1,4,3392898,75.0,28.3,1.0
CONL,di_cross_surge_btc2,50,-25,45,3.0,3,15,3390388,40.0,1.21,2.07
IREN,vix_falling_btc2,25,-20,30,1.0,1,26,3382778,65.4,13.02,1.0
TQQQ,consec4_btc1,50,-25,45,3.0,1,11,3378178,72.7,10.25,1.0
CONL,btc3_strong_rsi_accel,40,-20,30,2.0,3,11,3357820,45.5,6.16,1.36
IREN,triple_regime_strong,30,-20,30,1.0,1,24,3345612,62.5,13.95,1.0
BITX,rsi_accel_btc2_vol,80,-25,90,2.0,3,10,3338386,40.0,1.38,1.7
BITX,btc3_strong_rsi_accel,40,-20,30,2.0,1,8,3337461,75.0,20.88,1.0
CONL,triple_regime_strong,50,-25,45,3.0,3,19,3336753,31.6,-1.33,1.89
TSLL,mstr5_btc2_qqq,50,-25,45,2.0,3,11,3331956,54.5,4.42,2.0
CONL,di_cross_surge_btc2,40,-20,30,3.0,1,19,3331224,47.4,5.85,1.0
CONL,btc3_strong_rsi_accel,40,-20,30,3.0,1,11,3327646,45.5,10.09,1.0
CONL,triple_regime_strong,30,-20,30,2.0,1,24,3323707,50.0,6.93,1.0
CONL,qqq_strong_macd,60,-25,60,1.0,1,18,3311674,50.0,18.42,1.0
IREN,rsi7_80_btc2,60,-25,60,1.0,1,8,3306109,75.0,41.37,1.0
IREN,consec4_btc1,50,-25,45,1.0,1,10,3304281,70.0,33.08,1.0
SOXL,btc3_strong_rsi_accel,50,-25,45,3.0,3,3,3303448,66.7,24.1,1.67
CONL,hh_hl_rsi_btc,80,-25,90,1.0,1,14,3300235,42.9,23.6,1.0
TSLL,btc3_strong_rsi_accel,40,-20,30,2.0,3,3,3284142,66.7,22.36,2.0
IREN,rsi7_80_btc2,25,-20,30,1.0,1,17,3282450,82.4,19.33,1.0
TSLL,qqq_strong_macd,50,-25,45,2.0,3,15,3281031,33.3,-0.82,2.0
CONL,rsi_accel_btc2_vol,50,-25,45,2.0,3,9,3278418,33.3,2.03,1.89
SOXL,bo10_btc2_qqq,50,-25,45,2.0,1,9,3269120,77.8,18.18,1.0
TSLL,consec3_surge,40,-20,30,3.0,1,18,3264385,61.1,6.05,1.0
CONL,qqq_strong_macd,80,-25,90,1.0,1,15,3263762,40.0,21.78,1.0
CONL,mstr5_btc2_qqq,40,-20,30,3.0,1,19,3261086,36.8,5.73,1.0
BITX,consec4_btc1,40,-20,30,2.0,1,9,3247139,66.7,18.06,1.0
TQQQ,bo10_btc2_qqq,60,-25,60,3.0,1,7,3244555,100.0,15.47,1.0
TSLL,di_cross_surge_btc2,50,-25,45,3.0,3,16,3237911,43.8,-2.15,1.62
IREN,btc3_strong_rsi_accel,60,-25,60,3.0,1,4,3235700,50.0,26.99,1.0
CONL,rsi7_80_btc2,40,-20,30,3.0,1,15,3231116,40.0,7.19,1.0
SOXL,rsi7_80_btc2,40,-20,30,2.0,1,14,3230246,71.4,11.55,1.0
SOXL,hh_hl_rsi_btc,40,-20,30,2.0,1,20,3226865,60.0,8.08,1.0
BITX,triple_regime_all,80,-25,90,3.0,3,10,3225726,30.0,-2.78,2.2
SOXL,bo10_btc2_qqq,60,-25,60,3.0,1,8,3217853,37.5,13.42,1.0
IREN,ma_aligned_btc2_vol,80,-25,90,1.0,1,7,3208440,71.4,45.88,1.0
SOXL,hh_hl_rsi_btc,50,-25,45,2.0,1,18,3207443,61.1,8.92,1.0
SOXL,bb_macd_adx_btc2,80,-25,90,2.0,3,10,3205492,40.0,2.82,2.5
SOXL,qqq_strong_macd,60,-25,60,3.0,1,15,3189430,53.3,7.09,1.0
IREN,vix_falling_btc2,60,-25,60,1.0,1,17,3181298,52.9,18.73,1.0
TSLL,rsi_accel_btc2_vol,80,-25,90,3.0,3,5,3180620,40.0,3.19,2.4
IREN,btc3_strong_rsi_accel,40,-20,30,3.0,1,4,3178578,75.0,26.51,1.0
CONL,rsi7_80_btc2,40,-20,30,2.0,3,14,3171695,35.7,2.55,2.0
IREN,btc2_qqq_strong_vol,40,-20,30,1.0,1,18,3171545,61.1,17.64,1.0
CONL,ma_aligned_btc2_vol,80,-25,90,2.0,3,5,3169962,60.0,24.73,2.0
TQQQ,bb_macd_adx_btc2,80,-25,90,2.0,3,7,3165106,71.4,9.52,2.0
IREN,qqq_strong_macd,30,-20,30,1.0,1,28,3157040,57.1,11.29,1.0
CONL,bb_macd_adx_btc2,60,-25,60,1.0,1,16,3149639,50.0,19.7,1.0
CONL,vix_falling_btc2,40,-20,30,2.0,1,25,3142075,40.0,6.29,1.0
CONL,consec4_btc1,50,-25,45,1.0,1,10,3133729,70.0,31.37,1.0
