ticker,strategy,target,stop,hold,unit_mul,max_pyr,trailing,n,pnl,wr,avg,avg_layers
NVDL,bo10_macd_btc,30,-15,20,1.5,1,False,19,2690725,57.9,9.45,1.0
CONL,rsi7_hot_btc2,30,-20,30,1.0,2,False,20,2683663,45.0,5.26,1.65
NVDL,rsi14_65_btc2,50,-20,45,1.0,2,True,15,2679907,40.0,6.29,1.6
IREN,surge_strong_btc2,40,-20,30,1.5,1,False,21,2678829,52.4,8.51,1.0
CONL,bo20_btc_strong,20,-12,15,2.0,1,False,11,2675649,63.6,12.17,1.0
PTIR,ma_btc_ret7,30,-20,30,1.0,2,False,8,2671903,75.0,14.88,1.62
IREN,surge_follow_btc,50,-25,45,1.0,1,False,27,2669536,51.9,9.9,1.0
NVDL,ret3_strong_btc,50,-25,45,1.0,1,False,12,2660447,66.7,22.19,1.0
PTIR,bo10_macd_btc,40,-20,30,1.5,1,True,14,2656372,57.1,12.66,1.0
NVDL,btc_ret3_5pct,30,-20,30,2.0,1,False,15,2654737,73.3,8.86,1.0
PTIR,dip_ma5_btc2,50,-25,45,1.0,1,False,9,2653553,66.7,29.51,1.0
NVDL,ret3_strong_btc,40,-20,30,1.5,1,True,17,2653101,64.7,10.41,1.0
IREN,surge_strong_btc2,40,-20,30,1.5,1,True,27,2652932,40.7,6.56,1.0
PTIR,surge_follow_btc,30,-20,30,1.0,1,False,16,2644733,75.0,16.55,1.0
AMDL,consec2_vol_btc,30,-20,30,2.0,1,False,10,2642688,50.0,13.23,1.0
PTIR,pullback_btc2,30,-20,30,2.0,1,False,9,2641423,66.7,14.69,1.0
NVDL,consec2_vol_btc,40,-20,30,1.0,2,False,9,2639325,77.8,17.8,1.33
IREN,max_momentum,30,-20,30,2.0,1,False,7,2638132,71.4,18.86,1.0
NVDL,bo5_btc2,40,-20,30,1.0,2,False,14,2636860,57.1,10.55,1.71
MSTU,rsi7_hot_btc2,40,-20,45,1.0,3,False,8,2635746,25.0,2.17,1.88
CONL,bo20_btc_strong,40,-20,30,1.0,2,False,9,2635258,55.6,10.99,1.67
PTIR,surge_strong_btc2,40,-20,30,1.0,1,False,11,2634437,72.7,23.97,1.0
PTIR,dip_ma5_btc2,40,-20,30,1.0,1,False,10,2631633,70.0,26.34,1.0
PTIR,bo10_macd_btc,50,-25,45,1.0,1,False,10,2630749,60.0,26.33,1.0
IREN,pullback_btc2,30,-20,30,2.0,1,False,17,2626710,64.7,7.73,1.0
CONL,ret3_strong_btc,30,-20,30,1.0,1,False,33,2625718,51.5,7.96,1.0
IREN,ret5_surge_btc,50,-25,45,1.0,1,False,13,2625574,61.5,20.22,1.0
PTIR,dip_rsi_btc2,40,-20,30,1.5,1,True,4,2625539,75.0,43.8,1.0
PTIR,bo10_macd_btc,30,-20,30,2.0,1,False,14,2624560,64.3,9.38,1.0
NVDL,btc_all_green,40,-20,30,1.0,2,False,11,2622981,72.7,13.07,1.55
PTIR,ret3_strong_btc,30,-15,20,1.5,1,False,20,2609179,65.0,8.71,1.0
IREN,btc_ret3_5pct,20,-12,15,2.0,1,False,22,2605142,59.1,5.93,1.0
NVDL,btc_all_green,40,-20,30,1.5,1,False,11,2604256,72.7,15.8,1.0
NVDL,ma_align5_btc2,40,-20,30,1.5,1,False,19,2603735,52.6,9.15,1.0
IREN,rsi14_65_btc2,30,-20,30,1.0,1,False,20,2589834,65.0,12.96,1.0
PTIR,bb_mid_btc2,20,-12,15,2.0,1,False,10,2589554,70.0,12.96,1.0
NVDL,ma_btc_ret7,50,-25,45,1.0,3,False,11,2584088,63.6,6.31,1.82
NVDL,rsi14_65_btc2,40,-20,30,1.5,1,False,16,2580948,56.2,10.76,1.0
NVDL,consec2_vol_btc,40,-20,30,1.5,1,False,9,2580629,77.8,19.13,1.0
IREN,ret3_strong_btc,30,-15,30,1.0,1,True,37,2577139,51.4,6.97,1.0
PTIR,surge_follow_btc,50,-25,45,1.0,1,False,12,2574714,58.3,21.48,1.0
CONL,ma_align5_btc2,25,-15,20,1.0,1,False,30,2571217,53.3,8.58,1.0
CONL,btc_ret3_5pct,40,-20,45,1.0,3,False,21,2567853,28.6,-2.28,1.67
IREN,ma_align60_btc2,20,-10,10,1.5,1,False,19,2563240,68.4,9.0,1.0
NVDL,ultra_bull,30,-20,30,2.0,1,False,7,2562410,100.0,18.32,1.0
CONL,rsi7_hot_btc2,50,-25,45,1.0,1,False,17,2560985,52.9,15.08,1.0
IREN,surge_strong_btc2,30,-20,30,1.0,2,False,22,2552728,50.0,3.77,1.36
NVDL,max_momentum,50,-25,45,1.0,3,False,6,2551381,83.3,30.77,1.33
NVDL,btc_ret3_5pct,40,-20,45,1.0,3,False,11,2551124,45.5,6.48,2.0
AMDL,ma_align5_btc2,30,-20,30,1.0,2,False,12,2551023,50.0,7.26,1.58
IREN,bo10_btc1plus,20,-10,10,1.5,1,False,27,2550662,59.3,6.3,1.0
IREN,bo10_macd_btc,20,-10,10,1.5,1,False,27,2550662,59.3,6.3,1.0
NVDL,ma_align60_btc2,40,-20,30,1.0,1,False,12,2550322,83.3,21.27,1.0
CONL,ultra_bull,40,-20,30,2.0,1,False,4,2549901,75.0,31.91,1.0
IREN,ma_btc_ret7,50,-25,45,1.0,1,False,9,2549215,77.8,28.35,1.0
PTIR,rsi7_hot_btc2,30,-20,30,2.0,1,False,13,2548913,61.5,9.81,1.0
PTIR,surge_strong_btc2,20,-10,10,1.5,1,False,14,2546881,71.4,12.14,1.0
PTIR,ma_btc_ret7,40,-20,30,2.0,1,False,7,2536669,71.4,18.14,1.0
IREN,ma_align60_btc2,40,-20,30,1.0,1,False,13,2536459,69.2,19.53,1.0
NVDL,max_momentum,40,-20,30,1.5,1,False,6,2536053,83.3,28.21,1.0
IREN,surge_strong_btc2,20,-12,15,2.0,1,False,30,2535044,46.7,4.23,1.0
IREN,bo10_vol_btc,50,-25,45,2.0,1,False,11,2531437,54.5,11.52,1.0
MSTU,ma_btc_ret7,50,-20,45,1.0,2,True,9,2524788,44.4,14.76,1.56
CONL,ma_align60_btc2,50,-25,45,1.0,3,False,8,2524114,37.5,5.71,2.12
NVDL,rsi7_hot_btc2,40,-20,30,1.5,1,False,19,2524085,57.9,8.87,1.0
AMDL,btc_all_green,30,-20,30,2.0,1,False,9,2523296,55.6,14.03,1.0
IREN,bo10_vol_btc,20,-12,15,2.0,1,False,16,2520813,62.5,7.89,1.0
NVDL,btc_ret3_5pct,40,-20,30,1.5,1,False,15,2519139,66.7,11.21,1.0
IREN,bo20_btc_strong,50,-25,45,2.0,1,False,7,2518801,57.1,18.01,1.0
PTIR,ret3_strong_btc,40,-20,30,1.5,1,False,15,2518094,60.0,11.2,1.0
CONL,rsi14_65_btc2,40,-20,30,1.5,1,False,16,2516557,50.0,10.5,1.0
NVDL,bo10_macd_btc,20,-12,15,2.0,1,False,21,2515105,61.9,5.99,1.0
PTIR,bo10_btc1plus,30,-20,30,2.0,1,False,14,2508551,57.1,8.97,1.0
CONL,rsi7_hot_btc2,40,-20,30,1.0,1,False,19,2507836,47.4,13.21,1.0
PTIR,ret5_surge_btc,40,-20,30,1.5,1,True,11,2500028,45.5,15.17,1.0
IREN,bo5_btc2,20,-12,15,2.0,1,False,22,2495644,59.1,5.68,1.0
CONL,ma_align60_btc2,40,-20,45,1.0,3,False,10,2493671,40.0,5.52,2.0
IREN,btc_ret3_5pct,40,-20,30,1.0,1,False,17,2492147,70.6,14.67,1.0
MSTU,rsi14_65_btc2,40,-20,45,1.0,3,False,5,2491576,40.0,14.77,2.8
IREN,ret5_surge_btc,20,-10,10,1.5,1,False,22,2489832,59.1,7.55,1.0
NVDL,bo5_btc2,50,-25,45,1.0,1,False,12,2486805,66.7,20.74,1.0
IREN,rsi7_hot_btc2,25,-15,20,1.0,1,False,20,2483281,70.0,12.43,1.0
NVDL,bo20_btc_strong,40,-20,45,1.0,3,False,7,2482133,71.4,20.46,1.57
PTIR,bb_mid_btc2,40,-20,30,1.5,1,False,9,2479087,66.7,18.38,1.0
PTIR,bo10_btc1plus,40,-20,30,1.5,1,True,15,2468820,53.3,10.98,1.0
CONL,ma_btc_ret7,30,-20,30,2.0,1,False,19,2467027,47.4,6.5,1.0
PTIR,btc_ret3_8pct,40,-20,30,1.0,2,False,4,2465517,100.0,38.92,1.5
PTIR,btc_all_green,40,-20,30,1.5,1,False,6,2464294,83.3,27.41,1.0
CONL,bo10_macd_btc,50,-25,45,1.0,1,False,15,2463669,46.7,16.44,1.0
CONL,bo10_btc1plus,50,-25,45,1.0,1,False,15,2463669,46.7,16.44,1.0
PTIR,rsi_accel,40,-20,30,1.5,1,True,14,2462330,42.9,11.74,1.0
PTIR,bb_mid_btc2,40,-20,45,1.0,3,False,9,2460590,66.7,19.63,1.44
NVDL,ret5_surge_btc,30,-20,30,1.0,2,False,13,2460191,61.5,7.47,1.46
NVDL,rsi_accel,40,-20,30,2.0,1,False,20,2459561,55.0,6.16,1.0
PTIR,btc_ret3_5pct,40,-20,30,1.5,1,False,8,2457248,75.0,20.5,1.0
CONL,bo10_btc1plus,40,-20,30,1.0,2,False,19,2457005,36.8,2.95,1.68
CONL,bo10_macd_btc,40,-20,30,1.0,2,False,19,2457005,36.8,2.95,1.68
PTIR,ma_btc_ret7,30,-20,30,2.0,1,False,8,2456417,75.0,15.37,1.0
CONL,consec2_vol_btc,30,-20,30,1.0,1,False,18,2454546,55.6,13.65,1.0
NVDL,surge_strong_btc2,50,-25,45,1.0,3,False,15,2452359,53.3,1.35,1.8
NVDL,bo5_btc2,20,-12,15,2.0,1,False,21,2449762,66.7,5.84,1.0
PTIR,rsi14_65_btc2,30,-15,20,1.5,1,False,12,2446496,75.0,13.61,1.0
CONL,bo5_btc2,20,-12,15,2.0,1,False,28,2445122,50.0,4.37,1.0
NVDL,consec2_vol_btc,30,-15,20,1.5,1,False,10,2444323,80.0,16.31,1.0
PTIR,ma_align60_btc2,30,-20,30,1.5,2,False,8,2443591,62.5,11.39,1.38
IREN,ret5_surge_btc,25,-15,20,1.0,1,False,19,2442029,68.4,12.87,1.0
PTIR,surge_follow_btc,40,-20,30,1.0,1,False,14,2435010,71.4,17.41,1.0
NVDL,consec3_btc2,50,-25,45,1.0,1,False,11,2431365,72.7,22.13,1.0
PTIR,rsi7_hot_btc2,40,-20,30,1.5,1,True,12,2430661,41.7,13.52,1.0
PTIR,ma_align5_btc2,20,-10,10,1.5,1,False,21,2428546,61.9,7.72,1.0
CONL,ultra_bull,50,-25,45,1.0,3,False,3,2424709,100.0,39.71,2.33
NVDL,bb_mid_btc2,40,-20,30,2.0,1,False,13,2423429,69.2,9.33,1.0
CONL,rsi14_65_btc2,30,-20,30,2.0,1,False,19,2423207,52.6,6.38,1.0
NVDL,btc_ret3_5pct,40,-20,30,1.0,2,False,14,2422848,64.3,7.58,1.5
IREN,bo20_btc_strong,50,-20,45,1.0,2,True,8,2419732,62.5,18.9,1.38
PTIR,rsi7_hot_btc2,20,-12,15,2.0,1,False,14,2418840,71.4,8.65,1.0
IREN,ret5_surge_btc,30,-20,30,1.0,1,False,16,2418828,68.8,15.13,1.0
PTIR,dip_rsi_btc2,40,-20,30,1.0,2,False,4,2417781,75.0,38.11,1.25
PTIR,dip_rsi_btc2,40,-20,45,1.0,3,False,4,2417781,75.0,38.11,1.25
NVDL,ma_align5_btc2,50,-20,45,1.0,2,True,19,2416713,31.6,3.39,1.53
NVDL,surge_follow_btc,20,-12,15,2.0,1,False,39,2416482,53.8,3.1,1.0
PTIR,dip_rsi_btc2,40,-20,30,1.5,1,False,4,2415716,75.0,40.3,1.0
NVDL,rsi7_hot_btc2,30,-15,20,1.5,1,False,23,2415261,56.5,7.01,1.0
NVDL,bo5_btc2,30,-15,20,1.5,1,False,19,2413654,63.2,8.48,1.0
PTIR,surge_strong_btc2,25,-15,20,1.0,1,False,13,2413504,76.9,18.58,1.0
IREN,bo10_macd_btc,30,-20,30,1.0,1,False,23,2408178,56.5,10.48,1.0
IREN,bo10_btc1plus,30,-20,30,1.0,1,False,23,2408178,56.5,10.48,1.0
NVDL,consec2_vol_btc,20,-12,15,2.0,1,False,10,2406167,80.0,12.04,1.0
IREN,ma_btc_ret7,30,-15,20,1.5,1,False,11,2405628,72.7,14.59,1.0
NVDL,surge_follow_btc,40,-20,30,1.5,1,False,28,2405166,60.7,5.73,1.0
CONL,ma_btc_ret7,40,-20,30,1.0,2,False,17,2404867,41.2,3.26,1.53
CONL,consec3_btc2,30,-20,30,1.0,1,False,21,2402851,52.4,11.45,1.0
CONL,btc_ret3_5pct,50,-25,45,2.0,1,False,18,2399218,38.9,6.67,1.0
IREN,bo10_macd_btc,40,-20,30,1.0,1,False,20,2396627,55.0,12.0,1.0
IREN,bo10_btc1plus,40,-20,30,1.0,1,False,20,2396627,55.0,12.0,1.0
NVDL,dip_rsi_btc2,50,-25,45,2.0,1,False,8,2392886,62.5,14.97,1.0
NVDL,btc_ret3_5pct,50,-20,45,1.0,2,True,16,2392193,37.5,6.7,1.38
IREN,rsi7_hot_btc2,50,-25,45,1.0,1,False,14,2389362,57.1,17.08,1.0
NVDL,consec2_vol_btc,30,-20,30,1.0,2,False,9,2387596,88.9,17.63,1.44
IREN,ret3_strong_btc,25,-15,20,1.0,1,False,31,2386822,61.3,7.71,1.0
PTIR,rsi7_hot_btc2,50,-25,45,1.0,1,False,10,2383261,70.0,23.86,1.0
CONL,rsi_accel,50,-20,45,1.0,2,True,31,2382496,25.8,2.24,1.58
IREN,max_momentum,30,-15,20,1.5,1,False,7,2381458,85.7,22.7,1.0
IREN,surge_follow_btc,15,-10,10,1.0,1,False,56,2379488,57.1,4.25,1.0
NVDL,bo10_vol_btc,40,-20,30,1.5,1,True,7,2379097,71.4,22.68,1.0
CONL,ma_btc_ret7,30,-20,30,1.0,2,False,16,2373482,50.0,4.78,1.62
PTIR,ma_align5_btc2,50,-25,45,1.0,1,False,12,2370256,66.7,19.77,1.0
IREN,bo5_btc2,30,-15,20,1.5,1,False,19,2369224,57.9,8.32,1.0
CONL,bo10_btc1plus,40,-20,30,2.0,1,False,20,2368407,40.0,5.93,1.0
CONL,bo10_macd_btc,40,-20,30,2.0,1,False,20,2368407,40.0,5.93,1.0
IREN,surge_follow_btc,25,-15,20,1.0,1,False,43,2367719,51.2,5.51,1.0
NVDL,consec3_btc2,40,-20,30,1.5,1,False,15,2366947,73.3,10.53,1.0
CONL,consec2_vol_btc,50,-25,45,1.0,1,False,16,2364783,50.0,14.79,1.0
NVDL,rsi7_hot_btc2,50,-25,45,1.0,1,False,16,2364321,62.5,14.79,1.0
CONL,consec3_btc2,25,-15,20,1.0,1,False,23,2360167,47.8,10.27,1.0
PTIR,ma_align5_btc2,30,-15,20,1.5,1,False,15,2356352,66.7,10.48,1.0
PTIR,ma_align60_btc2,40,-20,30,2.0,1,False,8,2355377,62.5,14.74,1.0
CONL,bo10_vol_btc,40,-20,30,1.5,1,True,15,2354511,40.0,10.47,1.0
IREN,ret3_strong_btc,20,-10,10,1.5,1,False,40,2354460,50.0,3.93,1.0
IREN,consec2_vol_btc,20,-10,10,1.5,1,False,30,2352884,53.3,5.23,1.0
NVDL,ma_align60_btc2,20,-12,15,2.0,1,False,17,2349964,64.7,6.92,1.0
NVDL,ret5_surge_btc,20,-12,15,2.0,1,False,16,2348450,68.8,7.35,1.0
CONL,ultra_bull,40,-20,30,1.0,2,False,3,2347992,100.0,48.73,1.67
IREN,btc_all_green,30,-20,30,2.0,1,False,12,2347771,66.7,9.79,1.0
NVDL,consec2_vol_btc,50,-20,45,1.0,2,True,9,2343218,66.7,13.94,1.33
PTIR,dip_rsi_btc2,30,-20,30,1.0,2,False,4,2339354,75.0,36.15,1.25
CONL,ret3_strong_btc,15,-10,10,1.0,1,False,55,2339108,50.9,4.26,1.0
NVDL,ret3_strong_btc,30,-20,30,1.0,1,False,16,2338159,81.2,14.63,1.0
MSTU,ma_btc_ret7,40,-20,30,1.5,1,True,10,2337202,50.0,15.6,1.0
PTIR,bo10_vol_btc,40,-20,45,1.0,3,False,4,2335314,75.0,23.57,1.75
AMDL,btc_all_green,30,-20,30,1.5,2,False,9,2331138,55.6,13.02,1.22
NVDL,rsi_accel,40,-20,30,1.0,2,False,19,2330404,52.6,3.11,1.53
CONL,ultra_bull,20,-12,15,2.0,1,False,5,2328889,80.0,23.31,1.0
PTIR,ret5_surge_btc,50,-25,45,1.0,1,False,10,2327231,70.0,23.3,1.0
NVDL,btc_all_green,20,-12,15,2.0,1,False,15,2327022,66.7,7.76,1.0
IREN,rsi_accel,20,-10,10,1.5,1,False,32,2324085,50.0,4.85,1.0
CONL,bo5_btc2,40,-20,45,1.0,3,False,21,2323201,33.3,-0.07,2.05
NVDL,bo10_btc1plus,30,-20,30,1.0,1,False,15,2320339,73.3,15.48,1.0
NVDL,btc_ret3_5pct,20,-12,15,2.0,1,False,21,2320315,61.9,5.53,1.0
NVDL,max_momentum,30,-20,30,1.5,2,False,6,2320301,83.3,22.95,1.17
PTIR,bb_mid_btc2,30,-15,20,1.5,1,False,10,2319051,70.0,15.48,1.0
IREN,bo10_btc1plus,30,-15,30,1.0,1,True,26,2313757,50.0,8.91,1.0
IREN,bo10_macd_btc,30,-15,30,1.0,1,True,26,2313757,50.0,8.91,1.0
CONL,bo10_vol_btc,50,-20,45,1.0,2,True,15,2311291,40.0,9.19,1.2
CONL,btc_ret3_5pct,20,-10,10,1.5,1,False,28,2311018,50.0,5.51,1.0
IREN,max_momentum,40,-20,30,1.5,1,True,7,2308002,85.7,22.0,1.0
PTIR,surge_strong_btc2,30,-15,30,1.0,1,True,14,2307953,57.1,16.5,1.0
IREN,btc_ret3_8pct,30,-20,30,2.0,1,False,10,2304705,70.0,11.54,1.0
NVDL,max_momentum,40,-20,45,1.0,3,False,6,2304028,83.3,27.02,1.33
CONL,ret3_strong_btc,40,-20,30,1.5,1,False,31,2302819,45.2,4.96,1.0
NVDL,bo10_vol_btc,30,-20,30,1.0,2,False,6,2302798,83.3,20.92,1.67
CONL,surge_follow_btc,40,-20,30,1.0,1,False,32,2302720,50.0,7.2,1.0
IREN,bo10_btc1plus,50,-25,45,1.0,1,False,17,2302034,52.9,13.55,1.0
IREN,bo10_macd_btc,50,-25,45,1.0,1,False,17,2302034,52.9,13.55,1.0
MSTU,btc_ret3_8pct,40,-20,30,2.0,1,False,6,2300898,50.0,19.19,1.0
PTIR,consec2_vol_btc,30,-20,30,2.0,1,False,7,2296420,71.4,16.42,1.0
PTIR,ma_btc_ret7,50,-25,45,2.0,1,False,7,2294056,57.1,16.4,1.0
NVDL,ret5_surge_btc,50,-20,45,1.0,2,True,11,2283131,45.5,6.3,1.55
IREN,consec3_btc2,20,-10,10,1.5,1,False,23,2281426,56.5,6.62,1.0
CONL,rsi7_hot_btc2,30,-15,20,1.5,1,False,23,2279984,52.2,6.62,1.0
AMDL,ma_align5_btc2,30,-20,30,2.0,1,False,12,2278318,58.3,9.5,1.0
PTIR,pullback_btc2,40,-20,45,1.0,3,False,8,2276201,62.5,17.81,1.5
CONL,bo10_macd_btc,30,-20,30,1.0,1,False,19,2275289,57.9,11.99,1.0
CONL,bo10_btc1plus,30,-20,30,1.0,1,False,19,2275289,57.9,11.99,1.0
PTIR,rsi14_65_btc2,50,-25,45,1.0,1,False,8,2273496,87.5,28.45,1.0
AMDL,rsi_accel,50,-25,45,1.0,3,False,11,2271645,36.4,-3.46,1.82
MSTU,rsi7_hot_btc2,40,-20,30,1.0,2,False,8,2269729,37.5,8.28,1.5
CONL,btc_all_green,30,-20,30,1.5,2,False,18,2269427,38.9,-0.63,1.39
MSTU,rsi14_65_btc2,50,-20,45,1.0,2,True,8,2268612,50.0,10.77,1.62
PTIR,btc_all_green,20,-12,15,2.0,1,False,7,2262337,85.7,16.18,1.0
CONL,bo5_btc2,50,-25,45,1.0,1,False,16,2261354,50.0,14.15,1.0
PTIR,btc_ret3_8pct,30,-20,30,1.0,2,False,5,2261184,100.0,32.35,1.4
PTIR,surge_follow_btc,20,-10,10,1.5,1,False,29,2260212,55.2,5.2,1.0
CONL,consec2_vol_btc,30,-20,30,1.0,2,False,19,2259981,42.1,6.55,1.37
PTIR,rsi14_65_btc2,30,-20,30,1.0,1,False,12,2259333,75.0,18.85,1.0
PTIR,bo10_macd_btc,30,-15,20,1.5,1,False,15,2257757,66.7,10.04,1.0
AMDL,ret5_surge_btc,40,-20,45,1.0,3,False,8,2257741,37.5,-0.66,1.75
NVDL,ret5_surge_btc,40,-20,30,2.0,1,False,12,2257687,58.3,9.42,1.0
CONL,btc_ret3_8pct,50,-25,45,2.0,1,False,12,2252854,41.7,9.4,1.0
CONL,consec3_btc2,40,-20,30,1.0,1,False,20,2252732,50.0,11.27,1.0
PTIR,rsi7_hot_btc2,40,-20,30,1.0,1,False,11,2252533,63.6,20.5,1.0
NVDL,bo10_btc1plus,40,-20,30,1.5,1,True,17,2243653,58.8,8.81,1.0
NVDL,ma_btc_ret7,40,-20,30,1.0,2,False,15,2241918,46.7,5.55,1.4
CONL,ma_btc_ret7,50,-25,45,2.0,1,False,14,2240751,42.9,8.01,1.0
PTIR,dip_ma5_btc2,30,-20,30,1.0,2,False,10,2238955,70.0,18.89,1.1
NVDL,rsi_accel,30,-15,20,1.5,1,False,23,2238391,60.9,6.49,1.0
NVDL,bo10_vol_btc,50,-25,45,1.0,1,False,6,2236636,100.0,37.31,1.0
CONL,bo10_vol_btc,40,-20,30,1.0,1,False,12,2235947,58.3,18.65,1.0
NVDL,bo10_macd_btc,30,-20,30,1.0,1,False,15,2234345,73.3,14.91,1.0
MSTU,rsi14_65_btc2,40,-20,30,2.0,1,False,6,2234001,50.0,18.64,1.0
IREN,dip_rsi_btc2,50,-25,45,1.0,3,False,9,2233360,66.7,18.84,1.11
NVDL,ma_btc_ret7,50,-25,45,2.0,1,False,12,2228488,58.3,9.29,1.0
NVDL,ultra_bull,40,-20,30,1.5,1,False,7,2225857,85.7,21.22,1.0
IREN,bo20_btc_strong,20,-12,15,2.0,1,False,10,2225750,80.0,11.14,1.0
NVDL,bo20_btc_strong,40,-20,30,1.0,2,False,7,2222656,85.7,19.73,1.57
AMDL,ma_align5_btc2,50,-25,45,1.0,3,False,11,2218642,27.3,-3.25,1.91
NVDL,btc_all_green,40,-20,45,1.0,3,False,10,2216845,50.0,10.19,1.7
NVDL,rsi14_65_btc2,25,-15,20,1.0,1,False,18,2214497,77.8,12.32,1.0
NVDL,ma_btc_ret7,50,-20,45,1.0,2,True,15,2213752,33.3,6.12,1.33
CONL,btc_ret3_8pct,40,-20,30,1.5,1,False,13,2208751,46.2,11.34,1.0
PTIR,btc_ret3_8pct,40,-20,30,1.5,1,False,4,2205618,100.0,36.8,1.0
IREN,btc_ret3_8pct,40,-20,30,2.0,1,False,9,2205526,66.7,12.27,1.0
CONL,ret5_surge_btc,30,-20,30,2.0,1,False,24,2202592,41.7,4.59,1.0
CONL,btc_ret3_8pct,50,-25,45,1.0,3,False,11,2198630,36.4,4.02,1.64
PTIR,max_momentum,50,-25,45,1.0,3,False,3,2195865,66.7,28.58,1.67
PTIR,bo20_btc_strong,50,-25,45,1.0,3,False,3,2195865,66.7,28.58,1.67
NVDL,bo10_btc1plus,50,-25,45,1.0,1,False,12,2188439,66.7,18.26,1.0
IREN,dip_ma5_btc2,30,-20,30,2.0,1,False,12,2187493,58.3,9.12,1.0
PTIR,ma_align5_btc2,40,-20,30,1.0,1,False,12,2185564,66.7,18.23,1.0
NVDL,ret3_strong_btc,40,-20,30,1.0,1,False,15,2183796,80.0,14.57,1.0
PTIR,ret5_surge_btc,40,-20,30,1.0,1,False,10,2183550,70.0,21.86,1.0
PTIR,bb_mid_btc2,40,-20,30,1.0,2,False,9,2182028,66.7,17.2,1.33
NVDL,ma_btc_ret7,40,-20,45,1.0,3,False,12,2181793,58.3,5.53,1.75
AMDL,consec2_vol_btc,30,-20,30,1.5,2,False,10,2180811,50.0,10.72,1.7
CONL,surge_follow_btc,30,-15,20,1.5,1,False,44,2175406,43.2,3.3,1.0
NVDL,consec3_btc2,40,-20,30,1.0,2,False,15,2175004,60.0,6.59,1.6
PTIR,consec3_btc2,40,-20,30,1.5,1,False,11,2174813,63.6,13.19,1.0
IREN,dip_rsi_btc2,30,-20,30,2.0,1,False,10,2171610,50.0,10.87,1.0
IREN,rsi_accel,30,-15,30,1.0,1,True,34,2170218,47.1,6.39,1.0
IREN,ma_align60_btc2,25,-15,20,1.0,1,False,16,2169112,68.8,13.57,1.0
CONL,consec2_vol_btc,30,-15,20,1.5,1,False,19,2167256,47.4,7.61,1.0
AMDL,bo10_macd_btc,30,-20,30,1.5,2,False,11,2166929,45.5,6.28,1.45
PTIR,bo10_btc1plus,40,-20,30,1.0,1,False,12,2161384,75.0,18.03,1.0
IREN,surge_strong_btc2,40,-20,30,1.0,2,False,21,2145755,47.6,3.77,1.38
CONL,ma_align5_btc2,30,-20,30,1.0,1,False,24,2142369,54.2,8.94,1.0
NVDL,ma_align5_btc2,30,-15,20,1.5,1,False,23,2141429,56.5,6.21,1.0
IREN,ma_btc_ret7,30,-20,30,1.0,1,False,10,2140361,90.0,21.43,1.0
NVDL,btc_all_green,30,-20,30,1.0,2,False,12,2138607,83.3,11.95,1.42
NVDL,bo5_btc2,30,-20,30,1.0,2,False,15,2135890,66.7,7.79,1.67
PTIR,surge_follow_btc,30,-15,30,1.0,1,True,25,2135782,52.0,8.55,1.0
NVDL,btc_all_green,50,-20,45,1.0,2,True,14,2134646,42.9,7.83,1.36
CONL,ma_align60_btc2,30,-20,30,2.0,1,False,13,2134504,53.8,8.22,1.0
PTIR,bo10_macd_btc,40,-20,30,1.0,1,False,12,2127415,75.0,17.75,1.0
IREN,ma_align60_btc2,30,-20,30,1.0,1,False,14,2123946,64.3,15.19,1.0
NVDL,rsi14_65_btc2,40,-20,30,1.5,1,True,17,2119768,52.9,8.32,1.0
IREN,dip_rsi_btc2,40,-20,30,1.0,2,False,10,2118325,50.0,12.56,1.2
CONL,ret5_surge_btc,50,-25,45,1.0,1,False,19,2116854,42.1,11.15,1.0
PTIR,dip_rsi_btc2,50,-25,45,1.0,1,False,4,2116639,75.0,52.97,1.0
NVDL,ma_align60_btc2,30,-20,30,1.0,1,False,13,2114222,76.9,16.28,1.0
NVDL,bo20_btc_strong,50,-25,45,1.0,1,False,7,2114033,71.4,30.23,1.0
CONL,btc_all_green,20,-10,10,1.5,1,False,23,2112344,52.2,6.13,1.0
NVDL,ret5_surge_btc,40,-20,30,1.0,2,False,11,2111144,45.5,6.87,1.55
NVDL,bo5_btc2,30,-20,30,1.0,1,False,16,2110967,75.0,13.21,1.0
PTIR,bb_mid_btc2,30,-20,30,1.0,2,False,9,2109329,66.7,15.83,1.33
CONL,btc_ret3_5pct,30,-20,30,1.0,2,False,21,2108248,42.9,1.13,1.48
CONL,rsi7_hot_btc2,30,-20,30,1.0,1,False,22,2107867,54.5,9.59,1.0
CONL,ma_align60_btc2,40,-20,30,2.0,1,False,10,2104998,60.0,10.54,1.0
NVDL,ultra_bull,50,-20,45,1.0,2,True,7,2104877,57.1,13.16,1.57
CONL,ultra_bull,30,-20,30,2.0,1,False,4,2104735,75.0,26.34,1.0
NVDL,surge_strong_btc2,30,-20,30,1.5,2,False,20,2103166,50.0,1.27,1.5
CONL,btc_ret3_5pct,30,-20,30,2.0,1,False,21,2102407,42.9,5.01,1.0
NVDL,consec3_btc2,30,-15,20,1.5,1,False,18,2101482,66.7,7.79,1.0
NVDL,bo5_btc2,50,-20,45,1.0,2,True,15,2099250,46.7,5.65,1.73
NVDL,rsi14_65_btc2,20,-12,15,2.0,1,False,21,2097811,57.1,5.0,1.0
PTIR,pullback_btc2,40,-20,30,1.5,1,False,8,2097154,62.5,17.49,1.0
