ticker,strategy,target,stop,hold,unit_mul,n,pnl,wr,avg
IREN,soxl_rsi60_qqq,30,-20,45,3.0,29,8714977,62.1,10.03
IREN,vix_mid_btc1_rsi,30,-20,30,2.0,24,8708801,70.8,18.16
PTIR,coin_ret5_btc2,25,-20,30,3.0,17,8701742,70.6,17.08
IREN,triple_surge,30,-20,30,3.0,14,8697601,71.4,20.73
CONL,soxl_ret5_pos,20,-15,20,3.0,33,8687859,60.6,8.78
IREN,qqq_strong_macd,60,-25,60,2.0,18,8680845,55.6,24.14
IREN,soxl_bull_qqq,30,-20,30,2.0,26,8649121,69.2,16.65
CONL,qqq_strong_macd,25,-15,20,3.0,35,8647348,54.3,8.24
IREN,soxl_ret5_pos,20,-15,20,3.0,34,8636279,64.7,8.48
CONL,soxl_ret5_pos,50,-25,60,3.0,19,8631026,52.6,15.16
PTIR,btc1_qqq_bull_rsi,80,-25,90,3.0,7,8618394,71.4,41.08
CONL,soxl_ret5_pos,20,-20,30,3.0,29,8605495,65.5,9.9
IREN,coin_pct10_qqq,80,-25,90,3.0,9,8604184,55.6,31.9
IREN,coin_rsi65_btc2,30,-20,45,3.0,13,8600342,76.9,22.07
IREN,soxl_rsi60_qqq,15,-15,20,3.0,44,8595084,68.2,6.52
CONL,qqq_strong_macd,80,-25,90,3.0,16,8590243,37.5,17.91
IREN,soxl_bull_qqq,25,-20,30,2.0,27,8570594,74.1,15.89
IREN,vix_falling_btc2,50,-25,60,3.0,20,8561067,50.0,14.28
PTIR,vix_mid_btc1_rsi,80,-25,90,3.0,7,8554518,71.4,40.78
PTIR,coin_ret5_btc2,60,-25,60,3.0,10,8553083,60.0,28.54
PTIR,coin_rsi65_btc2,20,-20,30,3.0,10,8552551,100.0,28.54
IREN,btc2_qqq_strong_vol,25,-20,30,3.0,20,8551179,65.0,14.27
IREN,qqq_strong_consec,30,-20,45,3.0,22,8544918,63.6,12.96
IREN,vix_mid_btc1_rsi,50,-25,60,2.0,18,8544065,61.1,23.76
NVDL,triple_regime_all,80,-25,90,3.0,10,8542649,60.0,28.5
CONL,vix_spike_recover,30,-20,30,3.0,29,8514020,55.2,9.8
IREN,btc2_qqq_strong,25,-15,20,3.0,23,8506231,73.9,12.34
CONL,vix_spike_recover,25,-20,30,3.0,30,8503645,53.3,9.46
NVDL,btc_qqq_coin_all,80,-25,90,3.0,9,8480499,66.7,31.44
IREN,vix_low_btc2,50,-25,45,2.0,14,8476852,78.6,30.3
CONL,qqq_strong_macd,40,-20,30,3.0,26,8473981,50.0,10.87
NVDL,qqq_strong_macd,40,-20,45,3.0,16,8473362,68.8,17.67
NVDL,qqq_strong_consec,80,-25,90,3.0,9,8452015,77.8,31.34
PTIR,coin_bull_btc2,30,-20,30,3.0,12,8451725,83.3,23.5
PTIR,soxl_ret5_pos,25,-15,20,3.0,21,8450080,66.7,13.43
IREN,soxl_ret5_pos,40,-20,45,2.0,24,8448854,58.3,17.62
PTIR,coin_bull_btc2,25,-20,30,3.0,12,8443659,83.3,23.48
IREN,vix_low_btc2,20,-20,30,3.0,20,8428214,75.0,14.06
CONL,coin_bull_btc2,30,-20,45,3.0,27,8406301,51.9,10.39
IREN,soxl_rsi60_qqq,80,-25,90,2.0,17,8403718,52.9,24.74
IREN,btc_qqq_coin_all,80,-25,90,2.0,11,8399053,63.6,38.22
PTIR,qqq_strong_macd,25,-20,30,3.0,16,8398849,75.0,17.52
CONL,triple_regime_strong,50,-25,45,3.0,21,8392970,47.6,13.34
IREN,triple_regime_strong,30,-20,45,3.0,23,8378241,60.9,12.15
CONL,vix_spike_recover,50,-25,45,3.0,22,8370289,50.0,12.69
CONL,btc_qqq_coin_surge,60,-25,60,3.0,9,8370064,66.7,31.03
IREN,coin_pct10_qqq,40,-20,30,3.0,15,8354290,73.3,18.58
IREN,soxl_bull_qqq,50,-25,60,2.0,18,8352562,61.1,23.22
IREN,triple_regime_all,80,-25,90,2.0,11,8345287,63.6,37.97
PTIR,coin_bull_btc2,30,-20,45,3.0,11,8333405,81.8,25.28
CONL,btc2_qqq_strong,25,-20,30,3.0,28,8333041,57.1,9.93
CONL,soxl_bull_qqq,15,-15,20,3.0,35,8326469,62.9,7.94
IREN,triple_surge,15,-15,20,3.0,19,8323408,84.2,14.62
CONL,qqq_strong_macd,30,-20,45,3.0,28,8317416,53.6,9.91
PTIR,qqq_strong_consec,25,-20,30,3.0,15,8312688,73.3,18.49
PTIR,coin_rsi65_btc2,40,-20,45,3.0,6,8308532,100.0,46.2
IREN,coin_bull_btc2,40,-20,45,2.0,17,8302836,70.6,24.44
IREN,btc_qqq_coin_all,50,-25,45,3.0,12,8294662,66.7,23.06
PTIR,btc_qqq_coin_all,20,-20,30,3.0,12,8291642,83.3,23.06
IREN,soxl_bull_qqq,20,-15,20,3.0,37,8280779,64.9,7.47
CONL,vix_mid_btc1_rsi,20,-15,20,3.0,31,8263626,61.3,8.89
CONL,btc2_qqq_strong_vol,40,-20,30,3.0,21,8262080,52.4,13.13
IREN,vix_fall_qqq_bull,20,-20,30,2.0,33,8258583,72.7,12.53
