period,ticker,strategy,n,pnl,wr,avg,p_target_pct,p_stop_pct,p_hold_days,p_trailing_pct,p_unit_mul,p_max_pyramid,p_pyramid_add_pct,p_btc_rsi_max,p_vix_min,p_vix_max,p_pct_ma20_min,p_vol_ratio_min,p_rsi14_min,p_di_min_gap,p_surge_pct
train,IREN,vix_di_surge,10,75521662,60.0,41.14,88.57820739349246,-28.3076058294081,101,,4.996182150065897,4,8.711047433225191,80.17346214613303,12.30180542450033,31.684691110012558,-14.04724468224633,0.44797303240423497,26.29136299741985,1.9226443268383138,1.5508494711321683
train,CONL,vix_di_surge,12,41987024,33.3,14.08,88.57820739349246,-28.3076058294081,101,,4.996182150065897,4,8.711047433225191,80.17346214613303,12.30180542450033,31.684691110012558,-14.04724468224633,0.44797303240423497,26.29136299741985,1.9226443268383138,1.5508494711321683
train,PTIR,vix_di_surge,6,48260829,66.7,44.85,88.57820739349246,-28.3076058294081,101,,4.996182150065897,4,8.711047433225191,80.17346214613303,12.30180542450033,31.684691110012558,-14.04724468224633,0.44797303240423497,26.29136299741985,1.9226443268383138,1.5508494711321683
oos,IREN,vix_di_surge,0,0,0.0,0.0,88.57820739349246,-28.3076058294081,101,,4.996182150065897,4,8.711047433225191,80.17346214613303,12.30180542450033,31.684691110012558,-14.04724468224633,0.44797303240423497,26.29136299741985,1.9226443268383138,1.5508494711321683
oos,CONL,vix_di_surge,1,-1447309,0.0,-29.0,88.57820739349246,-28.3076058294081,101,,4.996182150065897,4,8.711047433225191,80.17346214613303,12.30180542450033,31.684691110012558,-14.04724468224633,0.44797303240423497,26.29136299741985,1.9226443268383138,1.5508494711321683
oos,PTIR,vix_di_surge,0,0,0.0,0.0,88.57820739349246,-28.3076058294081,101,,4.996182150065897,4,8.711047433225191,80.17346214613303,12.30180542450033,31.684691110012558,-14.04724468224633,0.44797303240423497,26.29136299741985,1.9226443268383138,1.5508494711321683
