ticker,strategy,target,stop,hold,unit_mul,n,pnl,wr,avg
PTIR,hh_hl_btc2,40,-20,45,1.0,11,2966539,72.7,27.0
IREN,vcp_breakout_btc1,20,-15,20,2.0,17,2965634,58.8,8.73
PTIR,gap_up3_vol_btc,25,-15,20,3.0,5,2962689,80.0,19.77
IREN,nr5_bo_btc1_rsi,30,-15,20,3.0,8,2962402,62.5,12.36
IREN,gap_up3_btc1,25,-15,20,3.0,35,2962134,45.7,2.82
IREN,hh_hl_btc2,40,-20,30,1.0,21,2962100,57.1,14.12
PTIR,vcp_breakout_btc2,20,-15,20,2.0,9,2957900,66.7,16.45
PTIR,vcp_breakout_btc2,25,-15,20,2.0,9,2957900,66.7,16.45
PTIR,gap_up_btc2,25,-15,20,2.0,13,2954787,69.2,11.38
IREN,hh_hl_ma_btc2,50,-20,45,1.0,16,2954487,62.5,18.48
CONL,inside_bar_rsi_vol,15,-20,30,3.0,8,2954243,75.0,12.32
NVDL,hh_hl_btc2,30,-20,30,2.0,20,2954101,65.0,7.39
IREN,ma10_pull_vol,40,-20,30,1.0,10,2953554,80.0,29.57
CONL,hh_hl_ma_btc2,50,-20,45,1.0,21,2949384,47.6,14.06
IREN,vcp_engulf_btc2,40,-20,30,2.0,6,2946446,66.7,24.58
IREN,vcp_engulf_btc2,40,-20,45,2.0,6,2946446,66.7,24.58
PTIR,hh_hl_ma_btc2,20,-20,30,1.0,15,2946398,80.0,19.66
NVDL,hh_hl_ma_btc2,30,-15,20,2.0,22,2939615,54.5,6.69
NVDL,nr5_bo_btc2,40,-20,45,3.0,6,2938419,50.0,16.34
IREN,gap_up3_btc1,50,-25,45,1.0,21,2937198,61.9,14.0
PTIR,vcp_squeeze_bo,30,-15,20,3.0,13,2936894,53.8,7.54
IREN,gap_up_btc2,20,-20,30,2.0,26,2936556,61.5,5.65
NVDL,bounce_btc2,25,-20,30,2.0,11,2935023,81.8,13.35
CONL,bounce_btc2,15,-20,30,2.0,27,2932823,59.3,5.44
CONL,bounce_btc1_rsi,30,-20,30,1.0,24,2928359,54.2,12.21
IREN,bounce_btc1_rsi,15,-20,30,1.0,32,2928234,78.1,9.16
IREN,bounce_btc2,50,-25,45,1.0,14,2927677,64.3,20.93
NVDL,gap_up3_btc1,40,-20,30,3.0,21,2927225,47.6,4.65
NVDL,vcp_breakout_btc2,50,-20,45,2.0,10,2925721,60.0,14.64
PTIR,vcp_breakout_btc2,60,-25,60,2.0,6,2925002,66.7,24.4
IREN,vcp_squeeze_bo,20,-20,30,1.0,19,2924831,73.7,15.41
CONL,ma20_pull_btc2,25,-20,30,3.0,10,2919539,50.0,9.74
CONL,ma10_pull_vol,50,-20,45,2.0,11,2919528,45.5,13.28
IREN,inside_bar_bo_btc1,60,-25,60,2.0,5,2917388,60.0,29.2
CONL,gap_up3_vol_btc,40,-20,45,1.0,18,2917272,55.6,16.22
AMDL,vcp_squeeze_bo,40,-20,45,3.0,9,2915276,55.6,10.81
CONL,vcp_squeeze_bo,60,-25,60,1.0,12,2915086,50.0,24.32
CONL,hh_hl_rsi_btc,60,-25,60,1.0,18,2914483,44.4,16.21
NVDL,ma20_pull_btc2,40,-20,45,3.0,9,2912764,55.6,10.8
AMDL,ma10_pull_btc2,40,-20,30,3.0,8,2910836,50.0,12.14
IREN,vcp_squeeze_bo,30,-20,30,1.0,17,2910375,70.6,17.14
IREN,vcp_engulf_btc2,30,-20,45,3.0,6,2909274,66.7,16.18
IREN,vcp_engulf_btc2,30,-20,30,3.0,6,2909274,66.7,16.18
PTIR,doji_escape_btc_rsi,25,-15,20,2.0,5,2906770,100.0,29.1
IREN,doji_escape_btc2,50,-20,45,3.0,4,2906615,75.0,24.25
IREN,doji_escape_btc_rsi,15,-20,30,3.0,6,2898556,83.3,16.12
NVDL,gap_up3_btc1,40,-20,45,3.0,18,2896035,50.0,5.37
NVDL,hh_hl_rsi_btc,25,-20,30,2.0,23,2894900,60.9,6.3
IREN,ma20_pull_btc2,20,-15,20,2.0,13,2894760,69.2,11.14
PTIR,ma10_pull_btc2,40,-20,30,1.0,8,2894054,87.5,36.21
IREN,gap_hh_hl_btc2,50,-25,45,1.0,16,2892567,62.5,18.1
AMDL,gap_up3_btc1,40,-20,30,3.0,15,2887984,40.0,6.42
IREN,nr5_bo_btc2,40,-20,45,1.0,8,2885734,100.0,36.11
NVDL,vcp_squeeze_bo,25,-20,30,1.0,18,2885354,77.8,16.05
NVDL,bounce_btc2,25,-15,20,2.0,11,2884019,90.9,13.12
NVDL,gap_hh_hl_btc2,30,-15,20,2.0,16,2883485,62.5,9.02
NVDL,hh_hl_btc2,25,-20,30,2.0,20,2882213,70.0,7.21
NVDL,gap_up3_btc1,30,-20,30,3.0,24,2880909,62.5,4.01
PTIR,ma10_pull_vol,50,-25,45,2.0,4,2878795,75.0,36.02
IREN,ma20_pull_btc2,60,-25,60,1.0,10,2877360,70.0,28.8
IREN,vcp_breakout_btc1,20,-20,30,2.0,17,2877317,70.6,8.47
PTIR,gap_hh_hl_btc2,20,-15,20,2.0,10,2875938,70.0,14.39
PTIR,hh_hl_ma_btc2,40,-20,45,1.0,11,2873589,72.7,26.15
PTIR,hh_hl_rsi_btc,20,-20,30,1.0,17,2871124,76.5,16.91
CONL,nr5_bo_btc1_rsi,50,-25,45,2.0,5,2870033,60.0,28.73
PTIR,hammer_btc2,50,-20,45,3.0,5,2868161,60.0,19.14
NVDL,hh_hl_rsi_btc,60,-25,60,2.0,13,2864730,53.8,11.03
CONL,ma10_pull_btc2,25,-20,30,2.0,15,2861948,53.3,9.55
CONL,gap_up_btc2,60,-25,60,1.0,21,2859708,47.6,13.63
NVDL,bounce_btc2,50,-25,45,2.0,10,2857089,70.0,14.3
IREN,gap_up3_vol_btc,50,-20,45,1.0,13,2852534,61.5,21.96
IREN,bounce_btc2,20,-20,30,1.0,21,2852133,81.0,13.6
CONL,bounce_btc2,25,-15,20,2.0,25,2852068,52.0,5.71
NVDL,nr5_bo_btc2,40,-20,30,3.0,7,2851429,71.4,13.59
PTIR,gap_hh_hl_btc2,30,-15,20,2.0,10,2851043,70.0,14.27
IREN,engulf_btc2,50,-20,45,2.0,10,2850619,60.0,14.27
PTIR,hh_hl_btc2,50,-20,45,1.0,11,2849063,72.7,25.93
IREN,ma10_pull_btc2,60,-25,60,1.0,10,2848597,60.0,28.51
IREN,gap_up_btc2,25,-15,20,3.0,33,2847891,45.5,2.88
PTIR,doji_escape_btc_rsi,25,-20,30,2.0,5,2847487,100.0,28.5
CONL,inside_bar_rsi_vol,30,-20,45,3.0,6,2844909,66.7,15.82
NVDL,vcp_squeeze_bo,30,-20,30,1.0,18,2842777,77.8,15.81
IREN,doji_escape_btc2,50,-25,45,2.0,4,2839593,100.0,35.53
CONL,doji_escape_btc2,20,-20,30,3.0,4,2839468,100.0,23.69
PTIR,bounce_btc1_rsi,25,-15,20,2.0,11,2839412,72.7,12.92
AMDL,nr5_bo_btc1_rsi,40,-20,30,3.0,5,2837415,60.0,18.94
CONL,bounce_btc1_rsi,40,-20,45,1.0,21,2836332,52.4,13.52
AMDL,hh_hl_rsi_btc,20,-20,30,3.0,17,2835516,58.8,5.57
CONL,gap_up3_btc1,20,-20,30,2.0,42,2834186,52.4,3.38
IREN,vcp_breakout_btc2,30,-20,30,2.0,11,2827649,72.7,12.87
AMDL,hh_hl_rsi_btc,40,-20,30,3.0,13,2826998,46.2,7.26
PTIR,vcp_breakout_btc2,30,-20,45,2.0,8,2823097,62.5,17.66
IREN,gap_up3_vol_btc,40,-20,30,1.0,18,2823025,55.6,15.7
IREN,ma10_pull_btc2,20,-15,20,3.0,15,2817759,60.0,6.27
CONL,gap_fill_up_btc2,60,-25,60,1.0,17,2817517,52.9,16.59
IREN,bounce_btc1_rsi,50,-20,45,1.0,19,2815501,52.6,14.83
PTIR,engulf_btc2,25,-20,30,3.0,5,2815048,80.0,18.79
CONL,gap_up3_vol_btc,25,-15,20,1.0,24,2809217,58.3,11.72
CONL,engulf_btc2,20,-20,30,3.0,3,2808556,100.0,31.24
CONL,ma20_pull_btc2,40,-20,45,3.0,10,2807008,40.0,9.37
PTIR,gap_up3_vol_btc,25,-20,30,3.0,5,2806900,80.0,18.73
PTIR,hh_hl_btc2,50,-25,45,1.0,11,2805712,72.7,25.53
CONL,ma10_pull_vol,30,-15,20,2.0,11,2803653,63.6,12.76
CONL,gap_up3_vol_btc,25,-20,30,1.0,21,2803126,61.9,13.36
IREN,engulf_btc2,30,-15,20,2.0,11,2802141,63.6,12.75
IREN,doji_escape_btc_rsi,20,-15,20,3.0,6,2800867,83.3,15.58
AMDL,vcp_breakout_btc2,30,-20,45,3.0,7,2800127,57.1,13.35
AMDL,vcp_breakout_btc1,30,-20,45,3.0,7,2800127,57.1,13.35
CONL,vcp_breakout_btc2,20,-20,30,2.0,10,2798354,70.0,14.01
PTIR,vcp_breakout_btc2,30,-15,20,2.0,9,2796604,66.7,15.55
NVDL,ma20_pull_btc2,50,-20,45,3.0,9,2794228,55.6,10.36
IREN,vcp_breakout_btc1,30,-20,30,2.0,16,2794141,62.5,8.74
PTIR,ma10_pull_vol,60,-25,60,2.0,4,2793029,75.0,34.95
PTIR,nr5_bo_btc2,30,-20,30,2.0,4,2792913,100.0,34.95
CONL,ma10_pull_vol,30,-20,30,2.0,11,2792051,54.5,12.7
PTIR,ma20_pull_btc2,40,-20,30,2.0,6,2791434,66.7,23.29
NVDL,ma20_pull_btc2,60,-25,60,2.0,8,2790821,62.5,17.46
PTIR,gap_hh_hl_btc2,30,-20,30,2.0,9,2789360,66.7,15.51
IREN,doji_escape_btc_rsi,40,-20,45,2.0,5,2786602,80.0,27.89
PTIR,ma20_pull_btc2,15,-20,30,3.0,8,2784229,87.5,11.61
IREN,nr5_bo_btc2,15,-20,30,3.0,8,2783043,87.5,11.61
PTIR,vcp_squeeze_bo,30,-20,30,2.0,9,2782622,77.8,15.47
NVDL,gap_hh_hl_btc2,30,-20,45,2.0,15,2780618,53.3,9.28
NVDL,hammer_btc2,40,-20,45,3.0,4,2780044,100.0,23.19
IREN,doji_escape_btc2,40,-20,30,3.0,4,2778401,75.0,23.18
IREN,bounce_btc2,40,-20,45,1.0,17,2775500,58.8,16.34
IREN,hh_hl_btc2,30,-20,30,1.0,23,2773254,60.9,12.07
PTIR,gap_up3_vol_btc,20,-15,20,3.0,5,2772709,80.0,18.5
PTIR,hh_hl_rsi_btc,30,-20,45,1.0,14,2769403,71.4,19.8
IREN,near_52w_btc2,20,-20,30,3.0,4,2769239,100.0,23.1
IREN,doji_escape_btc_rsi,40,-20,30,2.0,5,2766430,80.0,27.69
AMDL,gap_up3_btc1,25,-20,30,3.0,17,2765372,47.1,5.43
PTIR,doji_escape_btc_rsi,20,-15,20,2.0,5,2764779,100.0,27.68
IREN,hh_hl_ma_btc2,20,-20,30,1.0,25,2763263,72.0,11.06
CONL,gap_hh_hl_btc2,40,-20,45,2.0,21,2760962,42.9,6.58
AMDL,hh_hl_rsi_btc,15,-20,30,3.0,17,2760446,58.8,5.42
NVDL,hh_hl_rsi_btc,40,-20,45,2.0,17,2760270,52.9,8.13
IREN,bounce_btc2,50,-20,45,1.0,16,2759495,56.2,17.26
NVDL,hh_hl_btc2,20,-20,30,2.0,22,2758403,68.2,6.28
IREN,vcp_breakout_btc2,25,-15,20,3.0,11,2758242,54.5,8.37
PTIR,ma20_pull_btc2,25,-20,30,2.0,7,2756634,71.4,19.71
NVDL,hh_hl_rsi_btc,20,-20,30,3.0,24,2756118,58.3,3.83
PTIR,hh_hl_ma_btc2,50,-20,45,1.0,11,2756113,72.7,25.08
IREN,engulf_vol_btc,25,-15,20,3.0,5,2754686,80.0,18.38
IREN,engulf_vol_btc,30,-15,20,3.0,5,2754686,80.0,18.38
PTIR,vcp_squeeze_bo,20,-20,30,1.0,13,2752541,92.3,21.19
NVDL,gap_up3_vol_btc,60,-25,60,3.0,9,2751447,44.4,10.2
CONL,hh_hl_btc2,60,-25,60,1.0,20,2747742,45.0,13.75
PTIR,doji_escape_btc2,15,-20,30,3.0,5,2746230,100.0,18.33
PTIR,nr5_bo_btc2,30,-15,20,2.0,4,2745525,100.0,34.35
CONL,hh_hl_ma_btc2,50,-25,45,1.0,20,2744521,50.0,13.74
NVDL,gap_fill_up_btc2,60,-25,60,2.0,12,2744394,58.3,11.45
AMDL,gap_up3_vol_btc,30,-20,30,3.0,8,2741443,50.0,11.43
PTIR,hh_hl_btc2,25,-20,30,1.0,13,2740838,76.9,21.1
PTIR,ma20_pull_btc2,30,-20,30,2.0,7,2740210,71.4,19.59
CONL,vcp_breakout_vol,15,-20,30,3.0,5,2739838,80.0,18.28
NVDL,hh_hl_ma_btc2,20,-20,30,2.0,21,2739482,71.4,6.53
CONL,gap_hh_hl_btc2,20,-20,30,2.0,27,2738312,55.6,5.08
CONL,ma10_pull_btc2,50,-25,45,3.0,15,2738250,40.0,6.09
IREN,gap_up3_vol_btc,50,-25,45,1.0,13,2736320,61.5,21.07
IREN,inside_bar_bo_btc2,60,-25,60,3.0,4,2732665,50.0,22.8
PTIR,nr5_bo_btc2,50,-20,45,2.0,4,2727672,75.0,34.13
PTIR,nr5_bo_btc2,40,-20,45,2.0,4,2727672,75.0,34.13
IREN,ma20_pull_btc2,40,-20,45,1.0,11,2726840,72.7,24.81
IREN,break_52w_btc2,30,-15,20,3.0,3,2725038,100.0,30.31
IREN,gap_up3_vol_btc,30,-20,45,2.0,17,2723824,52.9,8.02
IREN,vcp_squeeze_bo,25,-15,20,1.0,20,2723169,65.0,13.63
NVDL,gap_hh_hl_btc2,20,-15,20,2.0,16,2722061,62.5,8.51
PTIR,engulf_btc2,20,-15,20,2.0,5,2715431,100.0,27.18
PTIR,engulf_btc2,20,-20,30,2.0,5,2715431,100.0,27.18
CONL,hh_hl_ma_btc2,30,-20,45,1.0,25,2714845,52.0,10.87
CONL,hh_hl_btc2,20,-20,30,2.0,33,2714508,54.5,4.12
NVDL,vcp_breakout_btc2,50,-25,45,2.0,10,2714304,60.0,13.59
AMDL,bounce_btc1_rsi,30,-15,20,3.0,14,2714175,57.1,6.47
AMDL,gap_up3_vol_btc,30,-20,45,3.0,8,2714044,50.0,11.32
PTIR,hh_hl_ma_btc2,50,-25,45,1.0,11,2712762,72.7,24.69
CONL,nr5_bo_btc2,30,-20,45,3.0,7,2711520,57.1,12.92
CONL,nr5_bo_btc2,30,-20,30,3.0,7,2711520,57.1,12.92
PTIR,nr5_bo_btc2,40,-20,30,2.0,4,2711451,100.0,33.93
PTIR,doji_escape_btc2,30,-15,20,2.0,4,2708246,100.0,33.89
IREN,bounce_btc1_rsi,40,-20,45,1.0,20,2707656,55.0,13.55
IREN,inside_bar_bo_btc1,50,-20,45,3.0,5,2706701,60.0,18.06
NVDL,gap_up3_btc1,30,-15,20,3.0,27,2706664,51.9,3.34
AMDL,gap_up3_btc1,30,-20,30,3.0,17,2706382,41.2,5.31
CONL,ma10_pull_btc2,40,-20,45,3.0,15,2705783,40.0,6.02
PTIR,doji_escape_btc_rsi,20,-20,30,2.0,5,2705497,100.0,27.08
NVDL,nr5_bo_btc2,25,-15,20,3.0,7,2705463,71.4,12.9
PTIR,engulf_btc2,60,-25,60,1.0,4,2704257,100.0,67.67
PTIR,hh_hl_btc2,30,-20,45,1.0,12,2704087,75.0,22.56
IREN,hh_hl_ma_btc2,50,-25,45,1.0,15,2703581,66.7,18.04
NVDL,doji_escape_btc_rsi,40,-20,45,3.0,3,2703353,66.7,30.07
IREN,inside_bar_bo_btc1,20,-15,20,3.0,6,2701578,83.3,15.02
IREN,nr5_bo_btc1_rsi,20,-20,30,2.0,8,2701560,87.5,16.9
CONL,inside_bar_bo_btc2,25,-15,20,3.0,6,2699131,66.7,15.01
IREN,ma10_pull_vol,40,-20,45,1.0,9,2698726,77.8,30.02
PTIR,gap_up_btc2,50,-20,45,1.0,10,2697281,70.0,27.0
IREN,engulf_btc2,50,-25,45,2.0,10,2695605,60.0,13.49
NVDL,nr5_bo_btc1_rsi,25,-15,20,3.0,7,2695528,71.4,12.85
PTIR,ma10_pull_btc2,40,-20,45,1.0,8,2694763,75.0,33.72
IREN,hh_hl_ma_btc2,30,-20,30,1.0,23,2692960,65.2,11.72
CONL,bounce_btc1_rsi,40,-20,30,1.0,22,2690021,50.0,12.24
PTIR,doji_escape_btc_rsi,30,-20,30,2.0,4,2688353,100.0,33.64
CONL,ma10_pull_btc2,40,-20,30,3.0,15,2687300,46.7,5.98
IREN,vcp_breakout_btc2,25,-20,30,2.0,11,2686788,72.7,12.22
IREN,vcp_breakout_vol,40,-20,30,3.0,6,2686454,50.0,14.94
IREN,vcp_breakout_vol,40,-20,45,3.0,6,2686454,50.0,14.94
CONL,ma10_pull_btc2,15,-20,30,3.0,15,2686330,60.0,5.98
NVDL,ma10_pull_btc2,30,-20,45,3.0,12,2684360,58.3,7.46
NVDL,nr5_bo_btc2,50,-25,45,2.0,6,2684109,50.0,22.39
NVDL,nr5_bo_btc2,50,-20,45,2.0,6,2684109,50.0,22.39
PTIR,nr5_bo_btc2,25,-15,20,2.0,4,2683034,100.0,33.57
PTIR,gap_up3_btc1,50,-25,45,1.0,9,2682411,77.8,29.83
CONL,ma10_pull_vol,40,-20,45,3.0,11,2682037,45.5,8.14
PTIR,hh_hl_btc2,40,-20,30,1.0,11,2681925,72.7,24.41
IREN,bounce_btc2,15,-20,30,1.0,26,2681144,80.8,10.32
NVDL,bounce_btc2,40,-20,45,2.0,10,2678715,70.0,13.41
IREN,gap_hh_hl_btc2,50,-20,45,1.0,16,2676942,56.2,16.75
IREN,vcp_breakout_btc1,15,-20,30,3.0,17,2676157,70.6,5.25
IREN,vcp_squeeze_bo,15,-20,30,1.0,21,2675059,81.0,12.75
AMDL,nr5_bo_btc1_rsi,50,-20,45,2.0,5,2673346,60.0,26.76
AMDL,nr5_bo_btc1_rsi,60,-25,60,3.0,5,2671630,60.0,17.83
PTIR,gap_fill_up_btc2,40,-20,45,2.0,10,2669653,50.0,13.36
CONL,doji_escape_btc2,30,-20,45,2.0,4,2668192,75.0,33.39
CONL,doji_escape_btc2,30,-20,30,2.0,4,2668192,75.0,33.39
NVDL,hh_hl_rsi_btc,25,-15,20,2.0,27,2667443,55.6,4.94
CONL,inside_bar_bo_btc2,20,-15,20,3.0,7,2664982,71.4,12.7
IREN,gap_fill_up_btc2,50,-25,45,1.0,12,2664152,66.7,22.22
AMDL,bounce_btc1_rsi,60,-25,60,3.0,8,2663213,50.0,11.11
PTIR,gap_hh_hl_btc2,25,-15,20,2.0,10,2662072,70.0,13.32
CONL,ma10_pull_btc2,20,-20,30,3.0,15,2661104,53.3,5.92
PTIR,gap_hh_hl_btc2,60,-25,60,2.0,6,2660247,66.7,22.19
IREN,engulf_btc2,20,-15,20,3.0,11,2657776,63.6,8.06
PTIR,vcp_breakout_btc2,50,-20,45,2.0,8,2657219,50.0,16.62
PTIR,gap_up_btc2,50,-25,45,1.0,10,2653930,70.0,26.57
IREN,vcp_breakout_btc1,25,-20,30,2.0,16,2653280,62.5,8.3
IREN,hh_hl_rsi_btc,20,-15,20,1.0,29,2649779,65.5,9.15
AMDL,nr5_bo_btc1_rsi,50,-25,45,2.0,5,2648945,60.0,26.52
PTIR,hh_hl_ma_btc2,25,-20,30,1.0,13,2647889,76.9,20.39
NVDL,vcp_squeeze_bo,60,-25,60,1.0,11,2647173,63.6,24.09
IREN,nr5_bo_btc1_rsi,30,-20,30,2.0,8,2645910,75.0,16.55
MSTU,vcp_squeeze_bo,25,-20,30,3.0,6,2641523,50.0,14.69
IREN,inside_bar_rsi_vol,20,-15,20,3.0,8,2639641,75.0,11.01
NVDL,gap_fill_up_btc2,40,-20,45,2.0,13,2638920,53.8,10.16
PTIR,ma10_pull_vol,15,-20,30,2.0,6,2638533,100.0,22.01
NVDL,hammer_btc2,30,-20,45,3.0,4,2636804,100.0,22.0
AMDL,vcp_breakout_btc1,20,-20,30,3.0,7,2636340,71.4,12.57
AMDL,vcp_breakout_btc2,20,-20,30,3.0,7,2636340,71.4,12.57
CONL,nr5_bo_btc2,60,-25,60,2.0,7,2636144,57.1,18.85
PTIR,hh_hl_rsi_btc,50,-25,45,1.0,11,2635324,72.7,23.98
AMDL,vcp_breakout_btc2,25,-20,30,3.0,7,2633705,57.1,12.55
AMDL,vcp_breakout_btc1,25,-20,30,3.0,7,2633705,57.1,12.55
AMDL,hh_hl_ma_btc2,30,-20,30,3.0,13,2633305,46.2,6.76
CONL,bounce_btc2,30,-20,45,1.0,21,2632747,52.4,12.55
NVDL,vcp_squeeze_bo,20,-20,30,1.0,22,2630882,77.3,11.97
IREN,bounce_btc1_rsi,30,-15,20,1.0,23,2630784,60.9,11.45
NVDL,ma10_pull_btc2,40,-20,45,3.0,11,2626486,54.5,7.97
PTIR,hh_hl_btc2,60,-25,60,1.0,9,2625592,66.7,29.2
MSTU,vcp_squeeze_bo,50,-25,45,3.0,5,2625313,60.0,17.52
PTIR,nr5_bo_btc2,25,-20,30,2.0,4,2623752,100.0,32.83
AMDL,nr5_bo_btc1_rsi,30,-20,45,3.0,6,2622721,66.7,14.59
PTIR,vcp_breakout_btc2,30,-20,30,2.0,8,2622030,62.5,16.4
IREN,engulf_btc2,25,-15,20,2.0,11,2621320,63.6,11.93
NVDL,vcp_breakout_btc1,30,-20,45,2.0,12,2621274,58.3,10.93
IREN,inside_bar_bo_btc2,40,-20,45,3.0,4,2621231,75.0,21.87
IREN,vcp_breakout_btc1,30,-15,20,3.0,16,2621139,50.0,5.47
IREN,gap_up3_vol_btc,25,-15,20,3.0,24,2620051,54.2,3.64
IREN,ma10_pull_vol,20,-15,20,2.0,10,2619109,80.0,13.11
PTIR,vcp_squeeze_bo,25,-15,20,3.0,12,2618789,58.3,7.28
IREN,vcp_engulf_btc2,25,-15,20,3.0,6,2618470,66.7,14.56
PTIR,gap_up3_btc1,60,-25,60,2.0,8,2614673,62.5,16.36
CONL,inside_bar_rsi_vol,20,-15,20,3.0,8,2611199,62.5,10.89
PTIR,hh_hl_ma_btc2,30,-20,45,1.0,12,2611137,75.0,21.78
AMDL,gap_up3_btc1,20,-20,30,3.0,20,2610241,50.0,4.35
AMDL,gap_up3_vol_btc,25,-15,20,3.0,11,2609338,63.6,7.91
PTIR,doji_escape_btc_rsi,15,-20,30,2.0,5,2609181,100.0,26.12
IREN,nr5_bo_btc1_rsi,25,-15,20,3.0,8,2607697,62.5,10.88
CONL,vcp_breakout_btc2,15,-20,30,3.0,11,2607154,63.6,7.91
PTIR,hh_hl_rsi_btc,15,-20,30,1.0,20,2604215,80.0,13.03
CONL,nr5_bo_btc2,50,-20,45,2.0,7,2604152,57.1,18.62
IREN,gap_fill_up_btc2,50,-20,45,1.0,13,2603210,69.2,20.04
NVDL,nr5_bo_btc2,30,-15,20,3.0,7,2602705,71.4,12.41
IREN,hh_hl_rsi_btc,25,-15,20,1.0,27,2601302,66.7,9.64
NVDL,ma10_pull_btc2,50,-25,45,3.0,10,2601297,50.0,8.68
NVDL,vcp_breakout_btc1,30,-20,30,2.0,12,2600958,58.3,10.85
PTIR,nr5_bo_btc2,20,-15,20,2.0,4,2600934,100.0,32.54
IREN,nr5_bo_btc2,30,-20,45,1.0,8,2600909,100.0,32.54
PTIR,engulf_btc2,40,-20,30,2.0,4,2598314,75.0,32.51
PTIR,engulf_btc2,40,-20,45,2.0,4,2598314,75.0,32.51
NVDL,gap_hh_hl_btc2,50,-20,45,2.0,13,2596503,46.2,10.0
CONL,ma10_pull_vol,25,-15,20,2.0,11,2596166,63.6,11.81
PTIR,ma10_pull_vol,40,-20,30,3.0,4,2596018,75.0,21.66
PTIR,ma10_pull_vol,30,-20,30,3.0,4,2596018,75.0,21.66
CONL,nr5_bo_btc2,40,-20,45,3.0,7,2593705,57.1,12.36
NVDL,nr5_bo_btc1_rsi,30,-15,20,3.0,7,2592770,71.4,12.36
CONL,bounce_btc2,40,-20,30,1.0,19,2591862,47.4,13.66
CONL,doji_escape_btc2,50,-20,45,3.0,4,2591010,50.0,21.61
PTIR,gap_up3_vol_btc,60,-25,60,3.0,4,2590986,75.0,21.61
NVDL,nr5_bo_btc2,25,-20,30,3.0,7,2590404,71.4,12.35
PTIR,hh_hl_ma_btc2,40,-20,30,1.0,11,2588976,72.7,23.56
IREN,vcp_breakout_btc2,20,-20,30,3.0,11,2587736,72.7,7.85
IREN,engulf_vol_btc,40,-20,45,3.0,5,2586192,60.0,17.26
PTIR,gap_up3_btc1,50,-20,45,1.0,10,2586087,70.0,25.89
IREN,near_52w_btc2,40,-20,30,3.0,3,2585233,66.7,28.75
CONL,ma10_pull_vol,25,-20,30,2.0,11,2584564,54.5,11.76
CONL,gap_hh_hl_btc2,25,-20,30,2.0,24,2579224,50.0,5.38
CONL,ma10_pull_btc2,30,-20,30,2.0,15,2577831,53.3,8.6
AMDL,ma10_pull_btc2,20,-20,30,3.0,8,2576963,62.5,10.75
PTIR,engulf_btc2,30,-20,45,3.0,4,2576347,75.0,21.49
PTIR,engulf_btc2,30,-20,30,3.0,4,2576347,75.0,21.49
IREN,ma10_pull_btc2,20,-20,30,3.0,13,2576194,61.5,6.61
AMDL,bounce_btc1_rsi,20,-20,30,3.0,13,2575845,53.8,6.61
MSTU,hh_hl_rsi_btc,40,-20,45,3.0,11,2574176,36.4,7.81
CONL,bounce_btc2,20,-15,20,2.0,26,2569204,53.8,4.95
AMDL,gap_up3_vol_btc,25,-20,30,3.0,8,2567240,50.0,10.71
CONL,engulf_btc2,50,-20,45,3.0,3,2565680,66.7,28.54
AMDL,ma10_pull_btc2,30,-20,30,2.0,8,2565059,62.5,16.05
CONL,ma10_pull_btc2,50,-20,45,2.0,15,2562022,40.0,8.55
CONL,vcp_squeeze_bo,30,-20,45,1.0,15,2558980,66.7,17.08
CONL,gap_up3_vol_btc,50,-20,45,1.0,17,2557359,47.1,15.06
CONL,nr5_bo_btc1_rsi,30,-20,30,3.0,5,2554213,60.0,17.05
CONL,nr5_bo_btc1_rsi,30,-20,45,3.0,5,2554213,60.0,17.05
PTIR,gap_up3_btc1,20,-20,30,1.0,15,2552665,80.0,17.03
CONL,gap_up3_btc1,30,-15,20,2.0,43,2552557,41.9,2.97
CONL,nr5_bo_btc1_rsi,25,-20,30,3.0,5,2551370,60.0,17.03
IREN,doji_escape_btc2,30,-20,45,3.0,4,2550752,75.0,21.28
PTIR,hh_hl_btc2,15,-20,30,1.0,17,2549047,88.2,15.01
PTIR,hammer_btc2,25,-15,20,3.0,5,2548459,80.0,17.01
CONL,inside_bar_bo_btc2,40,-20,45,3.0,6,2548162,50.0,14.17
CONL,bounce_btc2,20,-20,30,2.0,25,2547827,52.0,5.1
IREN,vcp_engulf_btc2,60,-25,60,3.0,5,2547096,60.0,17.0
AMDL,gap_up3_btc1,20,-15,20,3.0,24,2546164,50.0,3.54
IREN,gap_fill_up_btc2,30,-20,30,1.0,16,2545968,75.0,15.93
CONL,nr5_bo_btc2,25,-20,30,3.0,7,2545830,57.1,12.14
IREN,hh_hl_ma_btc2,25,-20,30,1.0,23,2545830,65.2,11.08
CONL,hh_hl_btc2,50,-20,45,1.0,23,2544206,43.5,11.07
CONL,gap_fill_up_btc2,20,-15,20,2.0,28,2543799,53.6,4.55
NVDL,hh_hl_ma_btc2,25,-15,20,2.0,22,2543230,54.5,5.79
IREN,bounce_btc2,30,-20,45,1.0,17,2542860,64.7,14.97
PTIR,nr5_bo_btc2,20,-20,30,2.0,4,2541652,100.0,31.8
NVDL,vcp_breakout_btc2,30,-20,30,2.0,11,2541084,54.5,11.56
AMDL,ma10_pull_btc2,15,-20,30,3.0,8,2540286,62.5,10.6
CONL,hh_hl_btc2,40,-20,30,1.0,25,2539327,48.0,10.17
